D_clean,D_fake,D_noisy
-141.0569305419922,-149.85084533691406,-334.54052734375
-185.2808380126953,-231.97535705566406,-819.1226806640625
-254.19451904296875,-169.8515625,-327.65093994140625
-198.35765075683594,-140.2488250732422,-448.22113037109375
-242.62818908691406,-170.5792999267578,-742.4539184570312
-290.8248291015625,-269.13665771484375,-855.3372192382812
-216.84901428222656,-248.26492309570312,-289.49420166015625
-223.8899383544922,-194.27024841308594,-339.90643310546875
-300.46209716796875,-188.6033935546875,-561.0769653320312
-207.7672119140625,-198.87298583984375,-1122.40625
-298.6966857910156,-271.3946533203125,-379.883056640625
-215.4827117919922,-229.29554748535156,-403.3392639160156
-106.37178802490234,-147.75857543945312,-329.15289306640625
-277.2733154296875,-249.95274353027344,-744.1675415039062
-282.625244140625,-230.89271545410156,-370.7276306152344
-193.2962188720703,-191.28848266601562,-344.9045715332031
-261.2718505859375,-272.8699951171875,-559.290771484375
-205.40817260742188,-208.9630584716797,-986.051513671875
-293.33367919921875,-292.94635009765625,-330.2054138183594
-222.68104553222656,-212.22650146484375,-441.6881103515625
-292.63299560546875,-310.8724670410156,-675.0499877929688
-169.8041229248047,-208.5292205810547,-704.4733276367188
-289.0477294921875,-228.7238006591797,-364.51397705078125
-217.87713623046875,-160.0714569091797,-515.2576904296875
-198.1520538330078,-240.92356872558594,-648.9364624023438
-192.30026245117188,-180.6558380126953,-1020.8554077148438
-214.5579376220703,-175.31825256347656,-259.34722900390625
-182.0699920654297,-166.41738891601562,-361.21075439453125
-189.81997680664062,-164.26808166503906,-446.376953125
-296.7699279785156,-293.8720397949219,-1081.88623046875
-197.2450408935547,-175.7628936767578,-249.45774841308594
-180.1805877685547,-167.0408172607422,-392.6944580078125
-247.1543426513672,-218.16653442382812,-507.02435302734375
-298.4824523925781,-330.0673828125,-1189.940185546875
-233.59381103515625,-206.4622344970703,-321.92523193359375
-189.6676483154297,-173.0127716064453,-347.220703125
-283.24847412109375,-238.35841369628906,-429.49603271484375
-171.50856018066406,-194.68707275390625,-405.4111328125
-229.53428649902344,-207.38145446777344,-274.72796630859375
-202.041259765625,-209.68292236328125,-340.063232421875
-217.24989318847656,-227.40817260742188,-500.44976806640625
-228.5718231201172,-195.5714569091797,-932.5452880859375
-217.0960235595703,-181.2021026611328,-356.9789733886719
-212.700927734375,-162.6165008544922,-475.7033996582031
-222.63226318359375,-189.23672485351562,-660.3076171875
-208.7459259033203,-218.6990203857422,-925.4103393554688
-286.69775390625,-237.49905395507812,-325.89892578125
-278.5506591796875,-306.63922119140625,-430.93621826171875
-208.46278381347656,-180.35360717773438,-558.3505249023438
-230.11878967285156,-234.8208465576172,-759.8517456054688
-338.6573486328125,-299.99835205078125,-429.04718017578125
-185.36244201660156,-160.0178985595703,-271.6581115722656
