D_clean,D_fake,D_noisy
-307.0105285644531,-303.3275146484375,-314.45745849609375
-306.9580993652344,-304.9935302734375,-325.6339111328125
-300.4798889160156,-302.1546630859375,-332.49462890625
-312.36700439453125,-309.85601806640625,-315.20672607421875
-292.79376220703125,-292.4037780761719,-303.87957763671875
-309.3023376464844,-309.42010498046875,-323.0769348144531
-311.242919921875,-310.4644775390625,-341.7760009765625
-302.5116271972656,-302.28936767578125,-306.3551025390625
-308.91632080078125,-306.5633239746094,-313.00823974609375
-299.0177001953125,-298.15069580078125,-309.9736328125
-302.88232421875,-301.40167236328125,-324.6297302246094
-300.147216796875,-298.8383483886719,-307.4832763671875
-311.1312561035156,-310.61517333984375,-318.33837890625
-312.59149169921875,-311.37469482421875,-323.54266357421875
-286.0859680175781,-286.753173828125,-329.66119384765625
-313.12384033203125,-310.9239807128906,-316.8178405761719
-300.0099792480469,-299.3171691894531,-305.3503112792969
-298.0280456542969,-298.3707275390625,-315.1684875488281
-302.873046875,-310.3140563964844,-348.97833251953125
-313.6625061035156,-312.81072998046875,-316.5295715332031
-313.6081237792969,-305.898681640625,-316.08929443359375
-306.559814453125,-304.7301940917969,-324.2956848144531
-308.4308776855469,-306.3341369628906,-332.3582458496094
-311.34417724609375,-309.5089111328125,-312.982421875
-306.04840087890625,-305.44647216796875,-320.28692626953125
-311.04937744140625,-310.89666748046875,-324.6812744140625
-299.0702819824219,-299.9306945800781,-325.2852478027344
-308.12823486328125,-307.86669921875,-309.42559814453125
-303.19512939453125,-303.4853515625,-309.64764404296875
-286.7513732910156,-287.69482421875,-302.4126281738281
-309.76434326171875,-310.06256103515625,-320.258056640625
-317.01007080078125,-311.1322326660156,-320.0924377441406
-307.0982360839844,-302.329345703125,-313.998291015625
-308.32574462890625,-307.32586669921875,-330.01544189453125
-312.5016174316406,-314.6087341308594,-333.2880554199219
-298.90277099609375,-297.70751953125,-305.8292541503906
-308.8148193359375,-308.771728515625,-314.5307922363281
-306.15875244140625,-305.5257568359375,-323.9336242675781
-311.88055419921875,-313.2795104980469,-325.9164123535156
-310.70965576171875,-305.2210388183594,-313.4483642578125
-299.8207092285156,-298.09857177734375,-308.7552490234375
-296.6072998046875,-295.5965576171875,-319.19189453125
