epoch,G_fidelity,G_adv,G_loss,D_real,D_fake,D_penalty,D_loss
296,11.39805566,137.5163612,148.9144145,-129.2272432,-137.3033338,0.597773609,-7.478317005
297,10.48650208,129.8143702,140.3008723,-122.2692759,-129.5852549,0.654622179,-6.661356846
298,10.34233015,138.8241332,149.166463,-131.4137551,-138.5404282,0.700437101,-6.426235982
299,10.89178076,132.8242393,143.7160216,-123.6761506,-132.4843646,0.754917494,-8.053296471
300,10.622343,132.0056071,142.6279509,-124.8627289,-131.7109885,0.630763199,-6.217496395
301,10.69710227,139.3971318,150.0942345,-131.279395,-139.0984301,0.632996067,-7.186039039
302,9.67423439,135.5204564,145.1946915,-128.6076981,-135.2474996,0.595862903,-6.043938621
303,9.971110923,129.2724288,139.2435406,-122.7530899,-129.0656907,0.625070738,-5.687530075
304,10.39402479,129.5729602,139.9669856,-122.4091036,-129.3757731,0.614929521,-6.351739987
305,10.25438302,125.5974759,135.85186,-117.6860744,-125.4046892,0.627694617,-7.090920142
306,9.852103615,127.8254044,137.6775075,-119.8343455,-127.4810692,0.646941408,-6.999782213
307,10.43593931,128.915702,139.3516426,-120.3341222,-128.6633617,0.748758652,-7.580480848
308,9.841892052,129.9225357,139.7644262,-122.9231913,-129.7459707,0.56898817,-6.253791094
309,10.41528818,133.2734484,143.6887376,-126.0821964,-133.1193532,0.564984905,-6.472171954
310,9.652125581,131.6198558,141.2719813,-125.0939011,-131.4784587,0.525011248,-5.859546343
311,10.53846349,131.333137,141.8715995,-123.5067267,-131.1084317,0.597525463,-7.004179512
312,10.21658741,130.2973093,140.5138969,-122.8816926,-130.104911,0.613164276,-6.610054118
313,10.54224761,125.3045835,135.8468315,-116.862573,-125.025651,0.612713875,-7.550364192
314,10.69309453,125.7682964,136.4613925,-117.4355496,-125.4476504,0.597282999,-7.414817742
315,10.31308823,135.0245188,145.3376063,-126.6679866,-134.6847244,0.665904478,-7.350833352
316,10.34971769,142.7016929,153.0514112,-135.6490675,-142.458804,0.589514647,-6.220221894
317,9.678961563,138.5693476,148.2483093,-131.8043142,-138.4048976,0.538285299,-6.06229804
318,10.16276237,138.1862253,148.3489865,-130.2137702,-137.9932,0.580025777,-7.199403933
319,9.328958003,137.052595,146.3815536,-130.2698949,-136.7756856,0.67599052,-5.829800208
320,10.21252918,137.3542734,147.566803,-127.4761513,-136.9141677,0.717535711,-8.720480578
321,9.731991418,139.2167399,148.948733,-131.7015584,-138.9700638,0.635102604,-6.633402824
322,10.43985323,147.9338423,158.3736954,-140.5659201,-147.6468827,0.651529808,-6.42943275
323,10.91901944,144.0789556,154.9979747,-136.0646108,-143.9048055,0.617538446,-7.22265625
324,10.27646191,136.5354358,146.8118962,-128.640074,-136.276638,0.673722297,-6.962841698
325,9.918190854,140.0845964,150.0027875,-130.9413142,-139.6000432,0.896057159,-7.762671845
326,10.05595299,153.4940923,163.5500432,-146.1925761,-153.1560649,0.634093936,-6.329394849
327,9.595507213,152.315585,161.9110914,-145.1511759,-152.0424194,0.633931269,-6.257312255
328,10.79884087,152.1897471,162.9885885,-144.5559474,-152.0311554,0.539630602,-6.935577408
329,9.885148253,148.2895966,158.1747453,-140.5180097,-148.0033182,0.638662875,-6.846645696
330,9.248940309,147.515742,156.764682,-141.1712077,-147.2718384,0.569678809,-5.530951897
331,9.233948231,154.7642828,163.9982327,-149.0377137,-154.5692193,0.615143191,-4.916362396
332,9.743232663,148.7625982,158.5058314,-138.8910243,-148.2502141,0.830456684,-8.528733206
333,10.01931691,156.8517353,166.8710512,-148.305533,-156.4726459,0.741117188,-7.425995725
334,9.159141095,144.1130987,153.2722387,-138.0749318,-143.9396617,0.590909175,-5.273820591
335,9.668587514,150.3872604,160.0558472,-143.4818982,-150.0948712,0.588811255,-6.02416185
336,10.8142635,147.4551137,158.2693782,-139.5148717,-147.0517275,0.703310541,-6.833545327
337,9.973025049,152.7182764,162.6913011,-143.8812891,-152.2847579,0.700906262,-7.702562537
338,10.77475057,154.3379702,165.1127232,-145.7059026,-154.0271029,0.6431802,-7.678020009
339,9.317045625,156.2445841,165.5616292,-149.5901647,-156.0360677,0.569979994,-5.87592303
340,9.928294012,163.4785761,173.4068702,-157.1384163,-163.3277016,0.565575544,-5.623709679
341,10.42861382,158.6995778,169.1281901,-151.259171,-158.5093063,0.61693183,-6.633203411
342,10.82352887,151.834841,162.6583693,-143.4427343,-151.6344365,0.591621495,-7.600080729
343,9.775483386,159.0324824,168.8079671,-152.4886536,-158.8017156,0.57869164,-5.734370406
344,10.16080597,146.7647776,156.9255834,-139.9795777,-146.4700574,0.570350747,-5.920128822
345,10.52788989,154.6173742,165.1452642,-146.6960561,-154.2815501,0.608648789,-6.976845185
346,10.0938124,165.8633259,175.957137,-158.5118713,-165.6198207,0.60054365,-6.507405792
347,9.876331139,154.1509216,164.0272542,-147.4636892,-153.9880493,0.58882852,-5.935531616
348,10.05073912,151.5557545,161.6064949,-144.7234884,-151.4176118,0.551226801,-6.142896567
349,9.723426914,155.1491638,164.8725891,-148.7452215,-154.9819606,0.588435596,-5.648303429
350,9.689944063,154.9192472,164.6091892,-148.1909812,-154.7443542,0.558570553,-5.994802628
351,10.80360709,153.6151336,164.4187393,-146.1618587,-153.4422171,0.543755361,-6.736603141
352,10.48343013,152.7154521,163.1988831,-146.2359736,-152.553687,0.51411188,-5.803601551
353,9.707573482,153.7529558,163.4605288,-147.1350577,-153.4991411,0.574890586,-5.78919283
354,10.66298351,158.7293203,169.3923045,-151.6675822,-158.5168081,0.569764084,-6.279461781
355,9.239834377,156.0502112,165.2900456,-149.7530207,-155.8708027,0.511778118,-5.606003949
356,10.05357396,154.8019597,164.8555333,-147.5165431,-154.6073034,0.513075013,-6.577685245
357,10.04088197,152.5852558,162.6261357,-145.1033968,-152.1911823,0.634490203,-6.453295316
358,9.77260224,149.339355,159.1119568,-142.3013835,-149.0856583,0.595005855,-6.189268939
359,10.53562941,154.5356222,165.071252,-147.0282977,-154.2905622,0.522974851,-6.739289692
360,9.729860179,157.0448522,166.7747121,-150.429893,-156.8312505,0.577143488,-5.824214125
361,10.5087501,156.6762205,167.1849709,-148.4036674,-156.4501435,0.580839487,-7.465636628
362,10.07556517,161.6966624,171.7722272,-154.6893817,-161.5003422,0.532631525,-6.278328964
363,10.12963206,161.8325734,171.962204,-154.2482234,-161.5670868,0.604589802,-6.714273675
364,9.740933486,153.465768,163.2067021,-146.4114026,-153.2548572,0.485572913,-6.357881716
365,9.972140026,159.5099792,169.4821187,-153.1755839,-159.3170146,0.550394283,-5.591036431
366,10.47002329,159.5579965,170.0280195,-152.5952377,-159.3184662,0.567704684,-6.155523743
367,9.938370673,158.5467021,168.4850733,-150.8698629,-158.3102036,0.600156269,-6.840184371
368,10.12479438,162.8318427,172.9566383,-155.4699723,-162.6029603,0.587583951,-6.545404025
369,9.40177571,158.8926814,168.2944565,-152.4619802,-158.6488505,0.566544867,-5.620325406
370,9.84730213,151.2382129,161.0855165,-143.7933055,-150.9550332,0.58524304,-6.576484544
371,10.07398609,158.0241938,168.0981791,-150.7814987,-157.7711472,0.587789359,-6.401859109
372,10.60662338,155.6692025,166.2758288,-147.0388696,-155.2607934,0.654208098,-7.567715713
373,9.626609294,158.2023107,167.828919,-150.9566518,-157.9634303,0.61677116,-6.390007289
374,10.04541636,162.8447287,172.8901433,-155.8463494,-162.6091537,0.551016109,-6.211788254
375,10.3898168,170.1572135,180.5470298,-162.6829758,-169.9478749,0.529863854,-6.735035249
376,10.94014498,161.5853633,172.5255076,-153.7563995,-161.3993347,0.541533887,-7.101401329
377,9.664230415,156.910826,166.5750544,-149.3783166,-156.60903,0.568526511,-6.662186895
378,9.392048645,162.2222483,171.614298,-155.5831457,-161.9715159,0.540929649,-5.847440672
379,9.905518975,167.1126262,177.0181454,-159.7844898,-166.7716408,0.617107253,-6.370043831
380,9.966804441,163.4337524,173.4005564,-155.2018682,-163.1529104,0.610786347,-7.340255753
381,9.818923337,170.2642642,180.0831876,-163.4590263,-170.0956808,0.536421914,-6.100232601
382,10.24237499,169.7024506,179.9448242,-163.2111547,-169.4855698,0.488027465,-5.78638765
383,10.22976542,172.4557223,182.685488,-164.5567267,-172.2314017,0.603391373,-7.071283511
384,10.15106888,182.9442271,193.0952952,-175.3143046,-182.7169291,0.590417792,-6.812206713
385,9.558452913,170.9236461,180.4821004,-164.2636027,-171.3512301,0.570406247,-6.517221178
386,10.0930467,181.7080129,191.801059,-174.1712326,-180.280131,0.616699266,-5.492199087
387,9.848708698,172.9196211,182.7683302,-164.0819898,-171.2981126,0.564756176,-6.651366643
388,9.794327872,174.906965,184.7012918,-167.8648409,-174.3390388,0.576723993,-5.897473957
389,10.51797642,174.0216522,184.5396287,-168.5618006,-176.7609873,0.581303314,-7.617883333
390,10.51520712,176.0534336,186.5686411,-169.023243,-176.5325601,0.55023026,-6.959086912
391,10.02542941,180.6487386,190.6741689,-171.8156738,-178.4713903,0.579404646,-6.0763117
392,10.47852199,170.984133,181.4626547,-162.8097027,-170.9555724,0.613466214,-7.532403367
393,9.81855615,174.0707148,183.8892721,-168.0882619,-174.4053599,0.597206912,-5.719891103
394,10.09655087,184.7263696,194.8229228,-173.5725545,-179.3948855,0.499053555,-5.323277473
395,10.41770452,179.6454213,190.0631256,-173.6410868,-180.4270559,0.522652592,-6.263316536
396,9.311975547,179.706652,189.0186266,-174.5174702,-180.2976739,0.530338711,-5.24986491
397,10.47643007,176.2477071,186.7241364,-169.1661825,-174.9634176,0.444251823,-5.352983316
398,9.317431246,177.6568909,186.9743205,-169.4802464,-176.7519291,0.441876356,-6.829806379
399,10.34001458,176.440921,186.7809357,-169.1031728,-176.406901,0.524677112,-6.779051129
400,10.21314485,181.8414416,192.0545861,-177.386964,-183.9783162,0.481166999,-6.110185197
401,9.417512451,188.6619949,198.0795092,-182.0499131,-189.7245625,0.526228387,-7.148421015
402,9.677256789,181.677354,191.3546121,-172.1577881,-179.0448176,0.580802991,-6.30622654
403,10.24333079,178.4614814,188.7048111,-168.8608093,-175.9758056,0.579574638,-6.53542161
404,10.45037575,184.060139,194.5105143,-175.6077189,-182.0506215,0.497530212,-5.945372407
405,9.173022168,170.3743973,179.547421,-162.6934787,-169.0675667,0.560297359,-5.813790662
406,9.817787965,179.1293686,188.9471578,-173.3333125,-180.2868688,0.531293128,-6.422263229
407,9.948680196,177.8400061,187.788687,-169.2040531,-176.4410804,0.573646629,-6.66338064
408,9.954395453,177.4492442,187.4036392,-170.6709707,-177.5739853,0.577785196,-6.325229454
409,9.527469431,173.2287794,182.7562463,-168.819749,-176.0535562,0.552388628,-6.681418555
410,10.49925019,180.9029933,191.402243,-175.5004745,-182.0006159,0.526123468,-5.974017954
411,10.34156568,189.3558557,199.6974215,-182.6334555,-189.9953646,0.51816343,-6.843745572
412,9.548265389,189.0359334,198.584198,-181.2660435,-188.7132078,0.495269543,-6.951894658
413,10.37238414,187.9649026,198.3372868,-180.8868164,-186.8653778,0.447968592,-5.530592791
414,10.93027278,187.7154868,198.6457596,-181.8045938,-188.0323944,0.487173772,-5.740626778
415,9.752750295,187.9515871,197.704337,-182.5331401,-188.8477295,0.459575017,-5.855014404
416,9.234602928,183.7333025,192.9679053,-179.2992085,-186.5059422,0.474140702,-6.732592957
417,10.41384379,187.8680979,198.2819417,-182.6711151,-189.4091868,0.484628602,-6.253443114
418,8.972403118,191.4675849,200.4399872,-184.549154,-191.0988192,0.472030727,-6.077634505
419,10.86564089,191.7315501,202.5971903,-183.4385763,-190.2968984,0.511524163,-6.346798023
420,9.654554401,187.9837679,197.6383209,-179.2383423,-185.8147256,0.552864066,-6.023519244
421,10.27311808,194.3586843,204.6318024,-185.8688395,-193.2330587,0.557604311,-6.806614844
422,10.64473179,188.2931911,198.937924,-181.2641046,-188.8304618,0.45566737,-7.110689844
423,9.871936289,193.4192637,203.2912028,-185.0262512,-190.888736,0.457536036,-5.404948692
424,10.38822508,198.1643372,208.5525654,-192.0856056,-199.0106234,0.5108084,-6.414209383
425,10.35209274,192.8031703,203.1552614,-186.748158,-194.0859936,0.669514484,-6.668321082
426,9.744737046,194.6001609,204.3449009,-187.1799327,-193.5971705,0.530069443,-5.887168376
427,9.69551066,193.5579507,203.2534627,-187.320815,-193.8409358,0.454540235,-6.065580606
428,10.38286114,193.6620509,204.0449127,-190.2813029,-196.8790192,0.563064067,-6.034652217
429,10.5615796,207.1419694,217.7035484,-200.3980702,-206.9049465,0.554759662,-5.952116626
430,10.47915131,198.138382,208.6175323,-190.4526103,-197.7385925,0.541259336,-6.744722907
431,11.70277568,198.3287844,210.0315595,-193.0432903,-199.8533445,0.479124725,-6.330929501
432,9.891284561,193.2309479,203.122231,-185.441865,-192.5535217,0.48658033,-6.625076358
433,10.02747703,191.6229809,201.6504582,-187.8758349,-193.9751848,0.504966034,-5.594383955
434,9.896061516,187.3787567,197.274821,-182.2490489,-188.8813304,0.463637471,-6.168644094
435,10.50140388,194.0320669,204.5334718,-187.947179,-195.0715719,0.543918037,-6.580474819
436,9.830854384,197.1430389,206.9738958,-193.3521118,-199.9523234,0.579039985,-6.021171554
437,10.98710952,199.7317429,210.7188514,-193.5845975,-200.3369991,0.560078412,-6.192323174
438,10.30533532,199.7998276,210.1051625,-191.2155751,-197.5756127,0.449991885,-5.91004576
439,9.560747215,199.7363968,209.2971464,-192.0051554,-199.2902262,0.478035114,-6.807035669
440,9.975614275,193.0242593,202.9998757,-187.1882564,-193.776062,0.483048473,-6.104757139
441,10.29891771,196.8384069,207.137326,-189.8931636,-196.2658915,0.566854747,-5.805873227
442,10.34701589,201.6298632,211.9768764,-194.0655877,-200.3162646,0.5624952,-5.688181537
443,10.51087055,201.3205058,211.8313761,-194.5441772,-200.5259399,0.473745757,-5.508017
444,9.429757629,205.28228,214.7120361,-199.592707,-206.4757876,0.53411011,-6.348970549
445,10.58392137,205.4979441,216.0818675,-203.5006958,-210.1075572,0.518276473,-6.0885849
446,9.622255836,209.7202704,219.342526,-202.6549377,-209.6015647,0.470507927,-6.47611911
447,9.187379233,201.9831289,211.1705068,-194.333019,-200.824293,0.439003054,-6.052270921
448,9.595502615,216.9716437,226.5671452,-208.1092028,-214.0667692,0.475293877,-5.482272472
449,11.08545287,203.8076462,214.8930979,-196.5442912,-203.4115377,0.474443197,-6.392803256
450,10.53110961,197.5489273,208.0800378,-188.6490914,-195.8567647,0.586236869,-6.621436357
451,9.993202891,198.0032207,207.9964229,-189.0223923,-196.2543128,0.552779332,-6.679141181
452,9.827420848,201.8510993,211.6785202,-193.6656169,-200.1810811,0.496886657,-6.018577576
453,10.14738842,206.5433197,216.6907065,-197.5317219,-203.91099,0.434387837,-5.944880281
454,10.311256,203.6897939,214.0010498,-195.2355764,-201.5037252,0.445730519,-5.822418292
455,10.22728821,211.8682861,222.0955723,-204.4884676,-211.119557,0.480660158,-6.150429123
456,9.426296329,203.6326528,213.0589478,-196.3827586,-204.043281,0.491302786,-7.169219685
457,11.13130365,195.1530315,206.2843334,-187.0303879,-193.9978638,0.459994432,-6.507481422
458,9.655382347,206.2121806,215.8675669,-200.9612544,-207.0333435,0.523099933,-5.548989209
459,9.451403788,203.8769275,213.3283332,-196.3609483,-203.7702397,0.56885572,-6.840435777
460,9.893410492,204.3302653,214.2236776,-198.5183634,-204.7565409,0.508368535,-5.729808879
461,10.34153799,200.7478921,211.0894285,-192.2239761,-199.5792258,0.521233246,-6.834016527
462,9.322832516,211.7994788,221.1223134,-205.7603683,-212.4273485,0.456355504,-6.210624695
463,9.928178651,209.9672481,219.8954261,-201.4472432,-207.4879618,0.429940611,-5.610777998
464,9.620979241,219.8625946,229.4835739,-213.7638168,-219.9461866,0.44750977,-5.734859994
465,9.858784573,222.374091,232.2328775,-214.814504,-220.7767609,0.509893582,-5.452363269
466,9.636590549,213.9653342,223.6019222,-209.0705937,-214.6716919,0.495669152,-5.105428951
467,10.3176465,216.6052124,226.9228607,-209.1137431,-215.9912933,0.521580291,-6.355969938
468,8.975436381,198.098017,207.0734536,-192.7784457,-201.0709784,0.512220219,-7.780312572
469,10.0695686,212.0966604,222.1662282,-207.8313833,-213.7347941,0.485031728,-5.418379132
470,9.650242601,223.985914,233.6361574,-216.0217187,-222.0385252,0.489594498,-5.527212007
471,10.45965907,215.363384,225.8230428,-209.2835815,-215.8967946,0.501920563,-6.111292505
472,10.5173502,218.3671962,228.8845444,-212.5973467,-219.1637344,0.457014346,-6.109373433
473,9.962619273,214.740331,224.7029541,-209.5180339,-215.4963826,0.471310127,-5.507038705
474,10.34811854,222.8225283,233.1706456,-216.3887373,-223.4836437,0.459776863,-6.635129554
475,10.43219801,222.4709026,232.9031001,-213.7067838,-219.2520283,0.404841294,-5.140403186
476,9.476088217,226.3785172,235.8546066,-217.6449687,-224.4607452,0.424264983,-6.391511567
477,9.287789617,219.4890039,228.7767923,-211.57101,-217.1372321,0.48966784,-5.076554264
478,10.49672963,222.6073669,233.1040985,-218.4887767,-223.9623108,0.393636988,-5.079897177
479,10.1927369,218.7355859,228.9283207,-215.4822856,-220.4891281,0.41018968,-4.59665278
480,9.630146217,219.5532176,229.1833639,-213.7196665,-220.1309224,0.454067896,-5.957188002
481,11.15065922,220.3054112,231.4560689,-213.9887793,-220.3647962,0.437314498,-5.938702413
482,10.05711724,222.0211405,232.0782583,-218.1468424,-224.1924937,0.481459731,-5.564191548
483,9.514211927,213.6478391,223.1620505,-209.6030524,-215.6807305,0.498472033,-5.579206126
484,9.652563699,201.9934565,211.6460195,-195.5145416,-202.4251134,0.482041661,-6.428530169
485,10.31574304,220.3015725,230.6173161,-210.8109185,-217.6775633,0.536754221,-6.329890524
486,10.42690455,213.7891083,224.2160126,-208.1598806,-215.4906006,0.474528573,-6.856191365
487,9.89885211,220.9158042,230.8146558,-212.6580811,-218.6974934,0.416853828,-5.622558526
488,9.851463522,214.9601233,224.8115877,-208.741333,-214.7795683,0.432683832,-5.605551447
489,10.22205046,225.9365605,236.1586097,-217.726061,-224.0578217,0.476262943,-5.855497678
490,9.885210991,228.1459089,238.0311181,-219.3880016,-226.0281655,0.434516858,-6.205647077
491,11.033365,231.7329356,242.7662994,-226.598173,-232.5751577,0.417861774,-5.559122864
492,9.837271248,230.7216644,240.558936,-223.3756474,-228.7789503,0.433336779,-4.969966088
493,10.60670675,232.1788513,242.785556,-226.9975525,-233.3529409,0.435767566,-5.919620784
494,10.11292911,230.430736,240.5436663,-224.4583381,-229.7664424,0.43991366,-4.868190765
495,9.416539828,234.3230184,243.7395589,-226.8861552,-233.3421651,0.440104739,-6.015905158
496,9.979510273,228.2906069,238.2701165,-222.5509992,-229.2437036,0.456624772,-6.236079574
497,10.20457598,234.0031494,244.207725,-225.9338511,-232.1604106,0.433518343,-5.793041102
498,9.989283596,232.8177556,242.8070384,-226.3325163,-233.0521208,0.432086302,-6.287518229
499,10.30955772,229.7768829,240.086438,-222.7795471,-230.4143962,0.578044164,-7.056804893
500,9.822765078,220.3083725,230.1311406,-210.4356689,-218.0684607,0.587723702,-7.045068162
501,9.044161865,219.0121754,228.0563376,-212.6042906,-219.8172237,0.513624052,-6.69930906
502,9.713341781,225.6722085,235.3855504,-218.8088674,-225.2134867,0.541562414,-5.863056898
503,11.1104346,227.6728745,238.7833078,-220.6792701,-226.8429424,0.46259627,-5.701076065
504,10.74319738,234.4050741,245.1482717,-228.437914,-234.1893056,0.470042471,-5.28134915
505,10.38600888,237.282838,247.6688472,-230.591604,-236.6427078,0.409132794,-5.641971043
506,10.42227821,236.4736745,246.8959534,-230.095518,-235.8134176,0.417887123,-5.300012509
507,10.45716027,238.9057388,249.3628976,-234.5081853,-240.2912162,0.413229636,-5.369801334
508,10.46764755,239.2213145,249.6889608,-231.1441172,-237.6508291,0.438197438,-6.068514379
509,10.65003208,231.5894111,242.239442,-226.1141412,-231.8836506,0.405721979,-5.363787498
510,9.821397177,234.9309011,244.752297,-229.6525808,-235.6167572,0.4128341,-5.551342352
511,10.65471074,233.3180575,243.9727663,-227.8972015,-233.1366283,0.42884532,-4.810581429
512,11.07102217,229.5052643,240.5762874,-225.3514426,-231.8782316,0.470961192,-6.055827805
513,10.19157607,221.1996046,231.3911787,-220.1332703,-226.8706553,0.417863894,-6.319521141
514,10.67036653,240.7141898,251.3845542,-232.2127386,-238.8743907,0.50275921,-6.158892972
515,9.348391737,229.0862459,238.434639,-218.4482157,-225.1699982,0.494369566,-6.227412796
516,9.632212434,222.7575411,232.3897542,-217.0005678,-223.9594138,0.415964657,-6.542881353
517,9.732020696,224.9713826,234.7034037,-215.7139537,-222.2536489,0.516362631,-6.023332612
518,10.16956299,234.4933929,244.6629562,-227.5877042,-234.4345278,0.445561867,-6.401261653
519,10.10383129,226.13862,236.242452,-220.1104197,-225.8712677,0.478264963,-5.282583006
520,10.56189305,225.7861143,236.3480072,-221.0306451,-226.7227358,0.417289076,-5.274801637
521,10.0025068,230.7272654,240.729777,-225.2052216,-232.0001638,0.45551941,-6.339422766
522,9.980248792,236.2677198,246.2479706,-229.8979002,-236.41545,0.484558735,-6.032991069
523,10.2376366,225.4787465,235.7163839,-223.1227356,-229.2428762,0.468211819,-5.651928838
524,10.67867524,217.5602918,228.2389668,-214.1753311,-219.7799465,0.468421295,-5.136194025
525,11.04296112,220.3993705,231.4423305,-216.1730663,-222.0459311,0.45593187,-5.416932992
526,9.513859919,236.4061083,245.9199687,-230.780129,-237.6790761,0.489755654,-6.409191497
527,10.62953997,228.5364685,239.1660091,-220.8382241,-227.5360293,0.483920951,-6.2138842
528,9.323165607,229.4977865,238.8209503,-222.0856761,-228.1869008,0.400691617,-5.700533199
529,9.939921107,241.7912543,251.7311739,-235.0572695,-241.2050858,0.494103949,-5.653712239
530,10.50870355,237.4162872,247.9249919,-230.3710938,-237.3545583,0.465960461,-6.517504056
531,9.848454135,221.7548043,231.6032617,-216.2647858,-222.2088285,0.44456051,-5.499482257
532,10.84210339,229.6290731,240.4711772,-223.1831818,-229.0586863,0.482009194,-5.393495337
533,10.56587226,235.9063437,246.4722181,-231.2058694,-237.0654482,0.451840737,-5.407738056
534,9.903640715,241.2963826,251.2000254,-234.8518646,-241.7020274,0.41888867,-6.431274096
535,9.773350784,235.5252413,245.2985938,-228.9598977,-235.3358034,0.393802739,-5.982102973
536,9.605021699,237.4457774,247.0507996,-233.0899048,-238.7895823,0.376637264,-5.323040183
537,10.25750671,243.1051636,253.3626698,-237.042111,-243.6248801,0.401848231,-6.180920899
538,9.888531549,232.4947128,242.3832441,-228.0992061,-233.5567899,0.414132333,-5.043451548
539,10.51155799,234.2468371,244.7583934,-229.264977,-235.236793,0.418414674,-5.553401343
540,9.837309565,234.9690737,244.8063845,-227.9956796,-234.69881,0.390043001,-6.313087531
541,11.50562515,222.1816528,233.6872752,-213.8706696,-220.0214284,0.473902021,-5.676856788
542,10.13315266,239.4001705,249.5333252,-227.2270115,-234.179536,0.543280133,-6.409244401
543,10.19024913,207.6161631,217.8064148,-200.4869634,-207.1323812,0.517099273,-6.128318485
544,9.412278857,222.2376682,231.6499492,-217.0806623,-222.5037548,0.526110343,-4.896982065
545,10.95301825,215.5528941,226.5059123,-205.4530874,-212.6794291,0.504256892,-6.72208484
546,10.13849235,226.2228764,236.3613695,-220.3500039,-226.5171563,0.429973638,-5.737178768
547,10.10606499,228.0818837,238.1879506,-224.5139333,-229.7537079,0.40118767,-4.838586919
548,9.539117915,224.783492,234.3226089,-218.4910812,-224.2926102,0.383576733,-5.417952231
549,10.49408216,235.5440318,246.0381144,-229.7851023,-236.1333771,0.393147512,-5.955127239
550,10.55321203,240.6547274,251.2079381,-235.9508612,-241.6727066,0.432899239,-5.288946135
551,10.47579268,234.8063398,245.2821339,-227.9264635,-233.569143,0.389136071,-5.253543496
552,9.587520463,235.9135818,245.501103,-230.9214244,-235.9075836,0.446981182,-4.539178069
553,9.815864665,238.5956824,248.4115459,-231.9636786,-237.9536427,0.430877466,-5.559086646
554,10.18678284,243.0289469,253.2157308,-237.4552368,-242.8613118,0.431124965,-4.974950059
555,10.66493842,243.7935693,254.4585081,-235.8595428,-242.0604357,0.441760387,-5.759132453
556,10.41160641,231.2952596,241.7068654,-222.4860636,-228.6268677,0.494468906,-5.646335189
557,9.992425816,238.3227637,248.3151888,-231.9505866,-237.9118881,0.4371214,-5.524180174
558,10.52975823,241.5710958,252.1008535,-238.198052,-243.2412354,0.364121332,-4.679062064
559,9.995828731,238.6061794,248.6020105,-232.8918326,-238.4725407,0.375791571,-5.204916588
560,10.33842039,213.4635539,223.8019765,-207.0254527,-212.732313,0.425649889,-5.28121047
561,10.62130966,126.7965497,137.4178581,-120.5088403,-126.3429424,0.43285044,-5.401251614
562,9.308134692,144.9561343,154.2642675,-138.4117121,-144.9734263,0.444367382,-6.117346806
563,10.13492526,205.3538045,215.4887303,-193.9940979,-200.6243042,0.455228936,-6.174977318
564,10.83550763,208.2199467,219.0554537,-200.3656049,-206.5818481,0.525685355,-5.690557837
565,10.51060571,196.7640261,207.2746331,-194.7579834,-200.6735957,0.475726492,-5.439885807
566,10.71757412,203.7805961,214.4981711,-199.749515,-204.9650606,0.400905854,-4.814639845
567,10.02171882,208.9476105,218.9693278,-201.1037486,-208.1303925,0.385572454,-6.641071415
568,9.738816261,216.2239369,225.9627533,-212.5737599,-217.7388208,0.485533927,-4.679526925
569,9.833218288,219.6246368,229.4578542,-213.9529266,-219.0663656,0.392644231,-4.720794757
570,9.680998359,221.9769996,231.657996,-214.1591437,-219.9402564,0.385788228,-5.395324452
571,10.87480364,221.4283773,232.3031809,-216.2670095,-222.53567,0.441939592,-5.826720905
572,10.12912737,222.6948242,232.8239495,-217.1659927,-223.65362,0.398741573,-6.088885682
573,9.875081698,223.5180817,233.3931641,-216.0384705,-221.4971537,0.381194823,-5.07748847
574,9.664192983,211.8012183,221.4654105,-206.9261627,-212.5931026,0.43962676,-5.227313186
575,9.413953441,203.9372548,213.3512072,-198.3799646,-205.1085036,0.432989553,-6.295549503
576,10.23918131,214.0820727,224.3212531,-212.9238546,-219.5033264,0.483473567,-6.095998279
577,10.46864462,216.2819895,226.7506354,-207.2895181,-213.7469461,0.476913296,-5.980514594
578,10.46820119,215.9110082,226.3792084,-208.5734426,-214.804571,0.505955789,-5.725172671
579,10.05304326,235.786596,245.8396399,-232.0928661,-237.4750693,0.453246323,-4.92895696
580,10.58192705,222.8556,233.4375275,-214.8361237,-220.3980011,0.396670365,-5.165207068
581,9.667523043,147.6721622,157.3396857,-139.1623552,-145.0711408,0.441121842,-5.46766385
582,10.44308001,143.6872375,154.1303187,-137.2918533,-143.292657,0.402495483,-5.598308118
583,9.632487297,188.0948236,197.7273113,-184.1098077,-189.9971586,0.391608655,-5.495742219
584,9.643493716,200.4275869,210.0710795,-196.3832204,-202.2261098,0.410598214,-5.43229115
585,10.50567521,216.050924,226.5565992,-210.7153004,-216.3002592,0.368438699,-5.216520054
586,8.978909588,212.5987528,221.5776611,-206.9745544,-213.1546438,0.424652433,-5.75543685
587,10.84418835,201.6332877,212.4774769,-197.3715788,-203.2743716,0.443778481,-5.459014331
588,10.80301452,204.3603679,215.1633802,-197.1741202,-203.2463106,0.484111739,-5.588078669
589,10.48868173,216.4329703,226.9216527,-210.2560649,-216.8170705,0.412309106,-6.148696566
590,9.218210493,216.640176,225.8583864,-211.5948813,-217.3156357,0.404627574,-5.316126789
591,10.58891354,129.8253128,140.4142273,-125.3052643,-130.7589015,0.410109883,-5.043527301
592,10.0533124,144.2968102,154.3501227,-137.1360125,-144.0357197,0.356561417,-6.543145861
593,9.883693473,165.0137863,174.8974798,-159.1915827,-164.1958288,0.377525045,-4.626720985
594,9.72207771,163.1793959,172.901474,-160.0582858,-165.9338799,0.41031507,-5.465279
