SI-SNR§§,DNSMOS,MOS Squim,eSTOI§§,PESQ§§,PESQ Torch§§,STOI pred,PESQ pred,SI-SDR pred
Mean scores
-46.20020470588778,0.0,2.79174812027914,0.0004488103480303858,0.0,0.0,0.5610466910647264,1.4040011662279808,-8.236977272331021
SE of the means
0.15632927350044257,0.0,0.011000494330905754,0.0005358756026375497,0.0,0.0,0.0030472194371299445,0.008472523429909814,0.1687229380527946
All Scores
-44.68389129638672,0,2.509859085083008,0.04094599932432175,0,0,0.5890703201293945,1.2235677242279053,-10.357935905456543
-40.8560905456543,0,3.1512508392333984,0.04895928129553795,0,0,0.7261950969696045,1.3665257692337036,10.744513511657715
-46.413818359375,0,2.270305633544922,-0.014372438192367554,0,0,0.36957937479019165,1.2049322128295898,-14.543713569641113
-48.39096450805664,0,2.313070774078369,-0.017793577164411545,0,0,0.24077141284942627,1.3005502223968506,-18.094825744628906
-48.37917709350586,0,2.1796138286590576,0.00021667561668436974,0,0,0.7626553773880005,1.1614091396331787,-6.41377067565918
-35.38985824584961,0,2.8010759353637695,-0.10003679245710373,0,0,0.46232596039772034,1.1570695638656616,-17.38036346435547
-42.89857864379883,0,3.742668628692627,0.053451865911483765,0,0,0.45419660210609436,1.2886770963668823,-11.902731895446777
-44.72736740112305,0,2.379204750061035,-0.013326802290976048,0,0,0.3977603018283844,1.1656427383422852,-14.053637504577637
-50.0435791015625,0,2.721822738647461,0.00882030464708805,0,0,0.4306305944919586,1.2278554439544678,-14.959084510803223
-32.765296936035156,0,2.2380900382995605,0.06693767011165619,0,0,0.43125125765800476,1.1243534088134766,-14.553193092346191
-35.84880065917969,0,2.1699047088623047,-0.051610928028821945,0,0,0.7823925018310547,1.1987282037734985,8.757002830505371
-65.09111785888672,0,2.1759161949157715,0.10944456607103348,0,0,0.6172376871109009,1.2671841382980347,-15.811545372009277
-36.91366958618164,0,4.343538761138916,0.03886158764362335,0,0,0.9435421824455261,2.258430242538452,12.681733131408691
-37.80113220214844,0,2.3441898822784424,0.034995049238204956,0,0,0.3853757083415985,1.202998161315918,-14.031723976135254
-52.766502380371094,0,4.039202690124512,0.0005949661717750132,0,0,0.5957774519920349,1.3273444175720215,-18.071537017822266
-29.361703872680664,0,2.9044463634490967,0.015490073710680008,0,0,0.7696590423583984,1.1486233472824097,-4.826910495758057
-49.478492736816406,0,2.9755406379699707,0.017780005931854248,0,0,0.613201379776001,1.1570714712142944,-5.98097562789917
-59.5093994140625,0,2.2881851196289062,0.040702126920223236,0,0,0.8184647560119629,1.202467679977417,-14.198311805725098
-45.495460510253906,0,2.635171413421631,-0.022591974586248398,0,0,0.44118714332580566,1.1449768543243408,-11.669942855834961
-39.54722595214844,0,2.1566920280456543,-0.004763543605804443,0,0,0.4229876399040222,1.1434274911880493,-9.061043739318848
-31.08743667602539,0,3.168349266052246,-0.006273553241044283,0,0,0.42980119585990906,1.1520748138427734,-14.49127197265625
-34.18636703491211,0,2.147092342376709,-0.040760114789009094,0,0,0.46771588921546936,1.188198447227478,-10.389237403869629
-50.84659194946289,0,3.006575584411621,-0.017453104257583618,0,0,0.7237004041671753,1.1483083963394165,10.275400161743164
-43.84078598022461,0,2.0025148391723633,-0.029395692050457,0,0,0.6932163238525391,1.3051210641860962,7.302705764770508
-36.22916793823242,0,3.1719393730163574,0.005019517615437508,0,0,0.42691585421562195,1.2618757486343384,-14.171065330505371
-44.818668365478516,0,2.0665876865386963,0.024220341816544533,0,0,0.36721932888031006,1.2303264141082764,-14.484685897827148
-56.734397888183594,0,2.194354295730591,0.00027730362489819527,0,0,0.5515077114105225,1.412806749343872,-13.096211433410645
-45.361183166503906,0,4.29055118560791,0.05762294679880142,0,0,0.36990875005722046,1.158860683441162,-13.922823905944824
-44.149383544921875,0,2.319835662841797,-0.013758772984147072,0,0,0.6353695392608643,1.281505823135376,-13.504075050354004
-34.79705047607422,0,3.262016773223877,-0.016405334696173668,0,0,0.517888605594635,1.1214762926101685,-15.902892112731934
-56.3487548828125,0,4.070502281188965,0.033245377242565155,0,0,0.7518247365951538,1.2992630004882812,4.807930946350098
-36.8497428894043,0,2.624262571334839,-0.003688504220917821,0,0,0.4858790338039398,1.370505928993225,-12.675564765930176
-46.74245834350586,0,2.2405855655670166,-0.0026963860727846622,0,0,0.4086279571056366,1.1653685569763184,-14.118577003479004
-40.43317413330078,0,2.6207385063171387,0.0027803487610071898,0,0,0.41710081696510315,1.2075060606002808,-14.949000358581543
-44.38292694091797,0,2.1849899291992188,-0.031097186729311943,0,0,0.8688642382621765,3.0967953205108643,19.02967643737793
-31.346214294433594,0,4.298819541931152,-0.04160647094249725,0,0,0.4164428412914276,1.4755239486694336,-14.651039123535156
-40.79912185668945,0,2.354926347732544,-0.03743675723671913,0,0,0.38565823435783386,1.1871800422668457,-14.15172004699707
-38.61784362792969,0,2.2715249061584473,0.05831567198038101,0,0,0.5819079279899597,1.1833491325378418,-7.821554660797119
-59.602874755859375,0,2.931487798690796,0.023007970303297043,0,0,0.978542685508728,1.851874828338623,0.1515292227268219
-49.752506256103516,0,2.105943441390991,0.014301499351859093,0,0,0.39370545744895935,1.305215835571289,-14.759014129638672
-29.626466751098633,0,2.2411909103393555,0.015225932002067566,0,0,0.37773916125297546,1.2526898384094238,-13.986527442932129
-48.07951354980469,0,2.126978874206543,-0.00953234825283289,0,0,0.23802171647548676,1.2129850387573242,-19.399396896362305
-37.578880310058594,0,2.9415013790130615,-0.022656062617897987,0,0,0.7883744835853577,1.1588735580444336,-15.411635398864746
-50.141212463378906,0,2.3853180408477783,0.04636847600340843,0,0,0.863271176815033,1.6039026975631714,10.389952659606934
-33.945648193359375,0,2.215764045715332,0.0045567662455141544,0,0,0.370572030544281,1.1670763492584229,-14.584113121032715
-57.35038757324219,0,2.769911289215088,0.03711358457803726,0,0,0.8504343032836914,1.3344873189926147,3.4872279167175293
-31.300142288208008,0,2.013927698135376,-0.01353973988443613,0,0,0.4141068160533905,1.2037544250488281,-14.020976066589355
-71.03128814697266,0,2.7756481170654297,0.012807169929146767,0,0,0.5063348412513733,1.2584991455078125,-14.708577156066895
-55.58770751953125,0,2.973052978515625,-0.03601330146193504,0,0,0.38395705819129944,1.2449140548706055,-14.697701454162598
-38.07801818847656,0,4.455122947692871,-0.07336489856243134,0,0,0.6167597770690918,1.1967729330062866,-1.0186302661895752
