SI-SNR,DNSMOS,MOS Squim,eSTOI,PESQ,PESQ Torch,STOI pred,PESQ pred,SI-SDR pred Noisy,SI-SDR pred,SI-SDR pred Improvement,Noisy filename,Clean filename
Mean scores
0.0,2.5646002,3.353035268513297,0.0,0.0,0.0,0.6793365888448379,1.5501340639736005,-2.515843979991701,-2.266968047148303,-0.24887593284339798
Standard errors of the means
0.0,0.014940393188708611,0.03981153487265569,0.0,0.0,0.0,0.010296787187137682,0.03052861465526516,0.6235620448110436,0.6016603722474776,0.24648050452072173
All Scores
0,3.051016,4.22229528427124,0,0,0,0.9200946688652039,2.331695079803467,14.21788501739502,12.45443058013916,-1.7634544372558594,eceLeLKCo6A.wav,p257_207.wav
0,2.1950922,2.502016544342041,0,0,0,0.8391779065132141,1.1864147186279297,-12.174260139465332,-17.17611312866211,-5.001852989196777,eUcaJDhfFVg.wav,p257_213.wav
0,2.381615,2.063957691192627,0,0,0,0.4631127715110779,1.1813373565673828,-14.323524475097656,-6.820038795471191,7.503485679626465,oGc-W3DWpDU.wav,p232_119.wav
0,2.3388927,4.42794132232666,0,0,0,0.7671436071395874,1.1654590368270874,-8.418779373168945,-1.9162819385528564,6.502497434616089,ydQaImgvhak.wav,p232_131.wav
0,2.73249,3.448267936706543,0,0,0,0.7214670181274414,1.151989221572876,-1.9366856813430786,-8.243480682373047,-6.306795001029968,bCOmV_G0pkk.wav,p232_125.wav
0,2.4642558,3.1534671783447266,0,0,0,0.8509342670440674,1.5677111148834229,-9.275431632995605,-9.324514389038086,-0.04908275604248047,mOx0YEidsIg.wav,p257_011.wav
0,2.7290318,4.354979991912842,0,0,0,0.8233909606933594,1.2279542684555054,1.342100739479065,5.422271251678467,4.080170512199402,0XjfhlZVmO0.wav,p257_039.wav
0,2.5369353,2.0104820728302,0,0,0,0.5746840834617615,1.1486825942993164,-12.548715591430664,-7.039517402648926,5.509198188781738,kGuKzWVGAGY.wav,p232_333.wav
0,2.5817988,3.1683084964752197,0,0,0,0.2584128677845001,1.1249066591262817,-17.362503051757812,-16.61296844482422,0.7495346069335938,soVRoIbewMM.wav,p232_327.wav
0,2.2801101,2.421091079711914,0,0,0,0.41190004348754883,1.1825153827667236,-18.582637786865234,-19.41967010498047,-0.8370323181152344,N3_Pyp1stAE.wav,p232_284.wav
0,2.2950668,3.202098846435547,0,0,0,0.783566415309906,1.278113842010498,-9.409146308898926,-4.103687286376953,5.305459022521973,1mm09kC1HW0.wav,p232_290.wav
0,3.3220766,4.087230682373047,0,0,0,0.9894745349884033,2.8873023986816406,14.302210807800293,20.843059539794922,6.540848731994629,FqQ5QaNPGuU.wav,p257_171.wav
0,2.6933396,3.4977335929870605,0,0,0,0.6360641121864319,1.1328727006912231,-6.735936641693115,-6.154508113861084,0.5814285278320312,C9kJOuxF4QU.wav,p257_165.wav
0,2.9315856,4.240331172943115,0,0,0,0.906304657459259,3.0666468143463135,23.028644561767578,17.746261596679688,-5.282382965087891,yIukyNUErLE.wav,p232_247.wav
0,2.8664594,2.5555598735809326,0,0,0,0.7313834428787231,1.2014583349227905,-3.8835368156433105,1.3436347246170044,5.227171540260315,UZa8hjP92GM.wav,p232_253.wav
0,2.1454482,3.628964900970459,0,0,0,0.6428995132446289,1.241841197013855,-14.597187995910645,-19.585081100463867,-4.987893104553223,9BzZvj5W09s.wav,p257_159.wav
0,2.6226661,4.426502227783203,0,0,0,0.8365015387535095,1.4281539916992188,-2.70989990234375,5.296023845672607,8.005923748016357,3esyOI3cuPI.wav,p232_086.wav
0,2.4959004,4.377035617828369,0,0,0,0.3745042681694031,1.1953470706939697,-14.264129638671875,-14.066555976867676,0.19757366180419922,ZCGX32-8FQs.wav,p257_398.wav
0,2.549851,2.3342678546905518,0,0,0,0.3325873911380768,1.1935408115386963,-17.122909545898438,-18.018054962158203,-0.8951454162597656,4XdDxlReYUk.wav,p232_092.wav
0,2.3782976,3.17221736907959,0,0,0,0.907810628414154,1.8751304149627686,6.645991802215576,10.575949668884277,3.929957866668701,cO9t0LaFu18.wav,p257_415.wav
0,3.1946492,4.446305274963379,0,0,0,0.9811665415763855,2.788689613342285,17.840484619140625,20.17489242553711,2.3344078063964844,aGsIjsja0JQ.wav,p232_079.wav
0,2.372278,2.970590591430664,0,0,0,0.9552222490310669,1.5213059186935425,-10.048320770263672,-1.646068811416626,8.402251958847046,qF90ezvPe14.wav,p257_373.wav
0,2.2741416,4.478063106536865,0,0,0,0.53582763671875,1.162960171699524,0.6300287246704102,3.9422035217285156,3.3121747970581055,KMWBepdMJMI.wav,p257_367.wav
0,2.2923725,3.717428207397461,0,0,0,0.4904119372367859,1.228230595588684,-2.3478915691375732,-15.414670944213867,-13.066779375076294,6amwf4K7CT8.wav,p257_401.wav
0,2.263182,2.104306221008301,0,0,0,0.4527999460697174,1.130409836769104,-16.06418800354004,-17.911617279052734,-1.8474292755126953,UFnWoJ2Mu1M.wav,p232_045.wav
0,2.5852475,4.493508815765381,0,0,0,0.9448630809783936,1.4955646991729736,-2.160156726837158,1.5974901914596558,3.757646918296814,oE0PiIDMbL4.wav,p257_429.wav
0,2.4161797,4.460240840911865,0,0,0,0.7839454412460327,1.1756267547607422,-13.669180870056152,-17.008838653564453,-3.339657783508301,26owMAFMWJw.wav,p232_051.wav
0,2.4889195,2.270848512649536,0,0,0,0.45860108733177185,1.138805866241455,-14.065207481384277,-13.580163955688477,0.4850435256958008,irutvIeDEVs.wav,p232_050.wav
