SI-SNR,DNSMOS (p808),MOS Squim,eSTOI,PESQ,PESQ Torch,STOI pred,PESQ pred,SI-SDR pred
Mean scores
90.69210414516115,3.1720922,4.255598427890574,1.0,4.643888473510742,0.0,0.9976666779483406,3.87451696887757,24.744067716367038
Standard errors of the means
0.07158714571711308,0.008256494501514037,0.011884641071735915,0.0,0.0,0.0,0.00018427410008874868,0.0113133988486247,0.11534934623845636
All Scores
90.4013671875,3.102382,4.465380668640137,1.0,4.643888473510742,0,0.9992465972900391,4.015795707702637,24.57264518737793
85.52517700195312,2.986328,3.414391040802002,1.0,4.643888473510742,0,0.9990057349205017,3.72566294670105,18.989402770996094
88.94458770751953,3.6305058,4.257445335388184,1.0,4.643888473510742,0,0.9995881915092468,3.930452585220337,25.128448486328125
92.56768035888672,3.41844,4.29361629486084,1.0,4.643888473510742,0,0.9992283582687378,4.076791763305664,27.697856903076172
91.14837646484375,3.3671744,4.314352512359619,1.0,4.643888473510742,0,0.9991970658302307,4.201537609100342,24.21953582763672
85.873291015625,2.9770677,4.206510543823242,1.0,4.643888473510742,0,0.9964074492454529,3.9066383838653564,21.84227180480957
90.34194946289062,3.0239625,4.4546003341674805,1.0,4.643888473510742,0,0.9984814524650574,3.526947498321533,23.26357650756836
91.6078109741211,3.234015,4.428366661071777,1.0,4.643888473510742,0,0.9996893405914307,4.382332801818848,26.94822120666504
93.43742370605469,3.3854845,4.342708587646484,1.0,4.643888473510742,0,0.9994840621948242,4.0001983642578125,27.69925308227539
90.56788635253906,3.3934662,4.456116676330566,1.0,4.643888473510742,0,0.9989018440246582,3.869479179382324,27.112773895263672
91.63802337646484,3.3176084,4.452238082885742,1.0,4.643888473510742,0,0.9997455477714539,4.213994026184082,27.214134216308594
90.43610382080078,3.0795903,4.21915340423584,1.0,4.643888473510742,0,0.9991772770881653,3.6220781803131104,21.923946380615234
88.07564544677734,3.011949,4.475296497344971,1.0,4.643888473510742,0,0.9985318183898926,3.9420504570007324,17.645246505737305
92.91778564453125,3.3507152,3.6397924423217773,1.0,4.643888473510742,0,0.9996732473373413,4.10195779800415,27.532482147216797
91.20088195800781,3.2731571,4.408037185668945,1.0,4.643888473510742,0,0.9982048273086548,3.915397882461548,27.068958282470703
91.15680694580078,2.9658077,3.1178994178771973,1.0,4.643888473510742,0,0.9981337189674377,3.509337902069092,17.680213928222656
90.22633361816406,3.4950526,3.0090837478637695,1.0,4.643888473510742,0,0.9992581009864807,4.154741287231445,26.762144088745117
89.50181579589844,2.8605025,3.9104485511779785,1.0,4.643888473510742,0,0.9979217648506165,4.002826690673828,22.47063446044922
93.12748718261719,3.3533342,4.219056606292725,1.0,4.643888473510742,0,0.9996224641799927,4.065320014953613,27.330244064331055
