"epoch","22/05 16:52:25 Finetune_12_speakers - _step","22/05 16:52:25 Finetune_12_speakers - _step__MIN","22/05 16:52:25 Finetune_12_speakers - _step__MAX","22/05 16:52:25 Finetune_12_speakers - SI-SNR","22/05 16:52:25 Finetune_12_speakers - SI-SNR__MIN","22/05 16:52:25 Finetune_12_speakers - SI-SNR__MAX","19/05 14:51:16 Finetune_5_speakers G - _step","19/05 14:51:16 Finetune_5_speakers G - _step__MIN","19/05 14:51:16 Finetune_5_speakers G - _step__MAX","19/05 14:51:16 Finetune_5_speakers G - SI-SNR","19/05 14:51:16 Finetune_5_speakers G - SI-SNR__MIN","19/05 14:51:16 Finetune_5_speakers G - SI-SNR__MAX","19/05 14:49:22 Finetune_3_speakers G - _step","19/05 14:49:22 Finetune_3_speakers G - _step__MIN","19/05 14:49:22 Finetune_3_speakers G - _step__MAX","19/05 14:49:22 Finetune_3_speakers G - SI-SNR","19/05 14:49:22 Finetune_3_speakers G - SI-SNR__MIN","19/05 14:49:22 Finetune_3_speakers G - SI-SNR__MAX","19/05 14:39:01 Finetune_1_speakers G - _step","19/05 14:39:01 Finetune_1_speakers G - _step__MIN","19/05 14:39:01 Finetune_1_speakers G - _step__MAX","19/05 14:39:01 Finetune_1_speakers G - SI-SNR","19/05 14:39:01 Finetune_1_speakers G - SI-SNR__MIN","19/05 14:39:01 Finetune_1_speakers G - SI-SNR__MAX"
"965","150","150","150","18.766708374023438","18.766708374023438","18.766708374023438","606","606","606","17.903472900390625","17.903472900390625","17.903472900390625","606","606","606","16.796545028686523","16.796545028686523","16.796545028686523","606","606","606","14.946090698242188","14.946090698242188","14.946090698242188"
"966","152","152","152","18.94028091430664","18.94028091430664","18.94028091430664","614","614","614","17.882640838623047","17.882640838623047","17.882640838623047","614","614","614","16.754243850708008","16.754243850708008","16.754243850708008","614","614","614","15.285359382629395","15.285359382629395","15.285359382629395"
"967","154","154","154","18.87367057800293","18.87367057800293","18.87367057800293","622","622","622","17.94982147216797","17.94982147216797","17.94982147216797","622","622","622","16.571794509887695","16.571794509887695","16.571794509887695","622","622","622","15.220821380615234","15.220821380615234","15.220821380615234"
"968","156","156","156","19.004688262939453","19.004688262939453","19.004688262939453","630","630","630","17.934839248657227","17.934839248657227","17.934839248657227","630","630","630","16.90458869934082","16.90458869934082","16.90458869934082","630","630","630","15.399911880493164","15.399911880493164","15.399911880493164"
"969","158","158","158","18.860794067382812","18.860794067382812","18.860794067382812","638","638","638","17.84506607055664","17.84506607055664","17.84506607055664","638","638","638","16.789751052856445","16.789751052856445","16.789751052856445","638","638","638","15.183856964111328","15.183856964111328","15.183856964111328"
"970","160","160","160","18.855411529541016","18.855411529541016","18.855411529541016","646","646","646","17.90103530883789","17.90103530883789","17.90103530883789","646","646","646","16.459959030151367","16.459959030151367","16.459959030151367","646","646","646","14.936683654785156","14.936683654785156","14.936683654785156"
"971","162","162","162","18.865753173828125","18.865753173828125","18.865753173828125","654","654","654","17.713245391845703","17.713245391845703","17.713245391845703","654","654","654","17.152036666870117","17.152036666870117","17.152036666870117","654","654","654","14.8673734664917","14.8673734664917","14.8673734664917"
"972","164","164","164","18.810304641723633","18.810304641723633","18.810304641723633","662","662","662","17.594690322875977","17.594690322875977","17.594690322875977","662","662","662","17.08155059814453","17.08155059814453","17.08155059814453","662","662","662","14.991317749023438","14.991317749023438","14.991317749023438"
"973","166","166","166","18.992233276367188","18.992233276367188","18.992233276367188","670","670","670","17.612165451049805","17.612165451049805","17.612165451049805","670","670","670","16.8696231842041","16.8696231842041","16.8696231842041","670","670","670","15.198029518127441","15.198029518127441","15.198029518127441"
"974","168","168","168","18.850488662719727","18.850488662719727","18.850488662719727","678","678","678","17.66288185119629","17.66288185119629","17.66288185119629","678","678","678","16.9029598236084","16.9029598236084","16.9029598236084","678","678","678","15.0233793258667","15.0233793258667","15.0233793258667"
"975","170","170","170","18.943588256835938","18.943588256835938","18.943588256835938","686","686","686","18.055253982543945","18.055253982543945","18.055253982543945","686","686","686","16.275192260742188","16.275192260742188","16.275192260742188","686","686","686","15.012234687805176","15.012234687805176","15.012234687805176"
"976","172","172","172","18.89430809020996","18.89430809020996","18.89430809020996","694","694","694","17.82390785217285","17.82390785217285","17.82390785217285","694","694","694","16.3153018951416","16.3153018951416","16.3153018951416","694","694","694","14.562634468078613","14.562634468078613","14.562634468078613"
"977","174","174","174","18.864267349243164","18.864267349243164","18.864267349243164","702","702","702","17.92219352722168","17.92219352722168","17.92219352722168","702","702","702","16.545272827148438","16.545272827148438","16.545272827148438","702","702","702","14.480935096740723","14.480935096740723","14.480935096740723"
"978","176","176","176","18.912778854370117","18.912778854370117","18.912778854370117","710","710","710","17.880674362182617","17.880674362182617","17.880674362182617","710","710","710","16.265180587768555","16.265180587768555","16.265180587768555","710","710","710","14.535697937011719","14.535697937011719","14.535697937011719"
"979","178","178","178","18.843053817749023","18.843053817749023","18.843053817749023","718","718","718","17.607309341430664","17.607309341430664","17.607309341430664","718","718","718","16.352867126464844","16.352867126464844","16.352867126464844","718","718","718","14.425293922424316","14.425293922424316","14.425293922424316"
"980","180","180","180","18.92959976196289","18.92959976196289","18.92959976196289","726","726","726","18.06785011291504","18.06785011291504","18.06785011291504","726","726","726","16.766708374023438","16.766708374023438","16.766708374023438","726","726","726","14.72249698638916","14.72249698638916","14.72249698638916"
"981","182","182","182","18.924467086791992","18.924467086791992","18.924467086791992","734","734","734","17.8663272857666","17.8663272857666","17.8663272857666","734","734","734","16.675128936767578","16.675128936767578","16.675128936767578","734","734","734","14.754973411560059","14.754973411560059","14.754973411560059"
"982","184","184","184","18.942516326904297","18.942516326904297","18.942516326904297","742","742","742","17.88988494873047","17.88988494873047","17.88988494873047","742","742","742","16.547090530395508","16.547090530395508","16.547090530395508","742","742","742","14.67731761932373","14.67731761932373","14.67731761932373"
"983","186","186","186","18.87827491760254","18.87827491760254","18.87827491760254","750","750","750","18.017623901367188","18.017623901367188","18.017623901367188","750","750","750","16.592967987060547","16.592967987060547","16.592967987060547","750","750","750","14.727229118347168","14.727229118347168","14.727229118347168"
"984","188","188","188","18.81028938293457","18.81028938293457","18.81028938293457","758","758","758","17.81039810180664","17.81039810180664","17.81039810180664","758","758","758","16.8614444732666","16.8614444732666","16.8614444732666","758","758","758","14.622308731079102","14.622308731079102","14.622308731079102"
"985","190","190","190","18.720890045166016","18.720890045166016","18.720890045166016","766","766","766","18.058727264404297","18.058727264404297","18.058727264404297","766","766","766","16.689680099487305","16.689680099487305","16.689680099487305","766","766","766","14.447741508483887","14.447741508483887","14.447741508483887"
"986","192","192","192","18.85367202758789","18.85367202758789","18.85367202758789","774","774","774","17.82198715209961","17.82198715209961","17.82198715209961","774","774","774","16.687423706054688","16.687423706054688","16.687423706054688","774","774","774","14.413496017456055","14.413496017456055","14.413496017456055"
"987","194","194","194","18.942337036132812","18.942337036132812","18.942337036132812","782","782","782","18.081403732299805","18.081403732299805","18.081403732299805","782","782","782","16.85642433166504","16.85642433166504","16.85642433166504","782","782","782","14.586063385009766","14.586063385009766","14.586063385009766"
"988","196","196","196","18.936786651611328","18.936786651611328","18.936786651611328","790","790","790","18.143247604370117","18.143247604370117","18.143247604370117","790","790","790","16.40816307067871","16.40816307067871","16.40816307067871","790","790","790","14.289382934570312","14.289382934570312","14.289382934570312"
"989","198","198","198","18.787694931030273","18.787694931030273","18.787694931030273","798","798","798","17.837718963623047","17.837718963623047","17.837718963623047","798","798","798","16.70789909362793","16.70789909362793","16.70789909362793","798","798","798","14.19633674621582","14.19633674621582","14.19633674621582"
"990","200","200","200","18.838640213012695","18.838640213012695","18.838640213012695","806","806","806","17.944040298461914","17.944040298461914","17.944040298461914","806","806","806","16.940046310424805","16.940046310424805","16.940046310424805","806","806","806","14.587345123291016","14.587345123291016","14.587345123291016"
"991","202","202","202","18.937843322753906","18.937843322753906","18.937843322753906","814","814","814","18.016246795654297","18.016246795654297","18.016246795654297","814","814","814","16.377635955810547","16.377635955810547","16.377635955810547","814","814","814","14.859968185424805","14.859968185424805","14.859968185424805"
"992","204","204","204","18.980545043945312","18.980545043945312","18.980545043945312","822","822","822","17.907913208007812","17.907913208007812","17.907913208007812","822","822","822","16.546586990356445","16.546586990356445","16.546586990356445","822","822","822","14.843477249145508","14.843477249145508","14.843477249145508"
"993","206","206","206","18.84689712524414","18.84689712524414","18.84689712524414","830","830","830","18.11542510986328","18.11542510986328","18.11542510986328","830","830","830","16.612625122070312","16.612625122070312","16.612625122070312","830","830","830","14.86519718170166","14.86519718170166","14.86519718170166"
"994","208","208","208","18.940109252929688","18.940109252929688","18.940109252929688","838","838","838","17.909317016601562","17.909317016601562","17.909317016601562","838","838","838","16.459396362304688","16.459396362304688","16.459396362304688","838","838","838","14.927114486694336","14.927114486694336","14.927114486694336"
"995","210","210","210","18.955440521240234","18.955440521240234","18.955440521240234","846","846","846","18.05922508239746","18.05922508239746","18.05922508239746","846","846","846","16.378767013549805","16.378767013549805","16.378767013549805","846","846","846","14.876849174499512","14.876849174499512","14.876849174499512"
"996","212","212","212","18.94568634033203","18.94568634033203","18.94568634033203","854","854","854","17.82826805114746","17.82826805114746","17.82826805114746","854","854","854","16.105798721313477","16.105798721313477","16.105798721313477","854","854","854","14.868836402893066","14.868836402893066","14.868836402893066"
"997","214","214","214","18.982378005981445","18.982378005981445","18.982378005981445","862","862","862","18.038299560546875","18.038299560546875","18.038299560546875","862","862","862","16.140371322631836","16.140371322631836","16.140371322631836","862","862","862","15.038963317871094","15.038963317871094","15.038963317871094"
"998","216","216","216","18.94631004333496","18.94631004333496","18.94631004333496","870","870","870","17.936538696289062","17.936538696289062","17.936538696289062","870","870","870","16.314001083374023","16.314001083374023","16.314001083374023","870","870","870","14.77710247039795","14.77710247039795","14.77710247039795"
"999","218","218","218","19.01772117614746","19.01772117614746","19.01772117614746","878","878","878","17.94762420654297","17.94762420654297","17.94762420654297","878","878","878","16.452287673950195","16.452287673950195","16.452287673950195","878","878","878","14.86740493774414","14.86740493774414","14.86740493774414"
"1000","220","220","220","18.754518508911133","18.754518508911133","18.754518508911133","886","886","886","18.07114028930664","18.07114028930664","18.07114028930664","886","886","886","16.494094848632812","16.494094848632812","16.494094848632812","886","886","886","15.114665031433105","15.114665031433105","15.114665031433105"
"1001","222","222","222","18.870071411132812","18.870071411132812","18.870071411132812","894","894","894","18.08039093017578","18.08039093017578","18.08039093017578","894","894","894","16.31599235534668","16.31599235534668","16.31599235534668","894","894","894","15.133343696594238","15.133343696594238","15.133343696594238"
"1002","224","224","224","18.901065826416016","18.901065826416016","18.901065826416016","902","902","902","17.786447525024414","17.786447525024414","17.786447525024414","902","902","902","16.495159149169922","16.495159149169922","16.495159149169922","902","902","902","14.888875007629395","14.888875007629395","14.888875007629395"
"1003","226","226","226","18.957050323486328","18.957050323486328","18.957050323486328","910","910","910","18.04665756225586","18.04665756225586","18.04665756225586","910","910","910","16.6585636138916","16.6585636138916","16.6585636138916","910","910","910","14.526886940002441","14.526886940002441","14.526886940002441"
"1004","228","228","228","19.000322341918945","19.000322341918945","19.000322341918945","918","918","918","17.506805419921875","17.506805419921875","17.506805419921875","918","918","918","16.528078079223633","16.528078079223633","16.528078079223633","918","918","918","14.351746559143066","14.351746559143066","14.351746559143066"
"1005","230","230","230","19.06439781188965","19.06439781188965","19.06439781188965","926","926","926","17.824047088623047","17.824047088623047","17.824047088623047","926","926","926","16.526031494140625","16.526031494140625","16.526031494140625","926","926","926","14.307768821716309","14.307768821716309","14.307768821716309"
"1006","232","232","232","19.00530242919922","19.00530242919922","19.00530242919922","934","934","934","17.697647094726562","17.697647094726562","17.697647094726562","934","934","934","16.54958152770996","16.54958152770996","16.54958152770996","934","934","934","14.600164413452148","14.600164413452148","14.600164413452148"
"1007","234","234","234","18.881567001342773","18.881567001342773","18.881567001342773","942","942","942","17.9522705078125","17.9522705078125","17.9522705078125","942","942","942","16.52405548095703","16.52405548095703","16.52405548095703","942","942","942","14.789214134216309","14.789214134216309","14.789214134216309"
"1008","236","236","236","18.90505599975586","18.90505599975586","18.90505599975586","950","950","950","17.913021087646484","17.913021087646484","17.913021087646484","950","950","950","16.810983657836914","16.810983657836914","16.810983657836914","950","950","950","14.898232460021973","14.898232460021973","14.898232460021973"
"1009","238","238","238","19.049789428710938","19.049789428710938","19.049789428710938","958","958","958","17.592859268188477","17.592859268188477","17.592859268188477","958","958","958","16.55190086364746","16.55190086364746","16.55190086364746","958","958","958","14.864046096801758","14.864046096801758","14.864046096801758"
"1010","240","240","240","18.89310073852539","18.89310073852539","18.89310073852539","966","966","966","18.044605255126953","18.044605255126953","18.044605255126953","966","966","966","16.70335578918457","16.70335578918457","16.70335578918457","966","966","966","14.656791687011719","14.656791687011719","14.656791687011719"
"1011","242","242","242","18.96384048461914","18.96384048461914","18.96384048461914","974","974","974","17.894018173217773","17.894018173217773","17.894018173217773","974","974","974","16.790937423706055","16.790937423706055","16.790937423706055","974","974","974","14.574602127075195","14.574602127075195","14.574602127075195"
"1012","244","244","244","18.96630096435547","18.96630096435547","18.96630096435547","982","982","982","18.000072479248047","18.000072479248047","18.000072479248047","982","982","982","16.705503463745117","16.705503463745117","16.705503463745117","982","982","982","14.51379680633545","14.51379680633545","14.51379680633545"
"1013","246","246","246","18.841537475585938","18.841537475585938","18.841537475585938","990","990","990","17.619508743286133","17.619508743286133","17.619508743286133","990","990","990","16.655868530273438","16.655868530273438","16.655868530273438","990","990","990","14.757165908813477","14.757165908813477","14.757165908813477"
"1014","248","248","248","18.95668601989746","18.95668601989746","18.95668601989746","998","998","998","17.85726547241211","17.85726547241211","17.85726547241211","998","998","998","16.688806533813477","16.688806533813477","16.688806533813477","998","998","998","14.82950496673584","14.82950496673584","14.82950496673584"
"1015","250","250","250","18.785158157348633","18.785158157348633","18.785158157348633","1006","1006","1006","17.58635902404785","17.58635902404785","17.58635902404785","1006","1006","1006","16.357166290283203","16.357166290283203","16.357166290283203","1006","1006","1006","14.8486909866333","14.8486909866333","14.8486909866333"
"1016","252","252","252","18.97259521484375","18.97259521484375","18.97259521484375","1014","1014","1014","18.118728637695312","18.118728637695312","18.118728637695312","1014","1014","1014","16.95583724975586","16.95583724975586","16.95583724975586","1014","1014","1014","14.82371997833252","14.82371997833252","14.82371997833252"
"1017","254","254","254","18.978914260864258","18.978914260864258","18.978914260864258","1022","1022","1022","17.739057540893555","17.739057540893555","17.739057540893555","1022","1022","1022","16.598831176757812","16.598831176757812","16.598831176757812","1022","1022","1022","14.791227340698242","14.791227340698242","14.791227340698242"
"1018","256","256","256","18.835708618164062","18.835708618164062","18.835708618164062","1030","1030","1030","17.620580673217773","17.620580673217773","17.620580673217773","1030","1030","1030","16.489242553710938","16.489242553710938","16.489242553710938","1030","1030","1030","14.883061408996582","14.883061408996582","14.883061408996582"
"1019","258","258","258","18.955089569091797","18.955089569091797","18.955089569091797","1038","1038","1038","17.561613082885742","17.561613082885742","17.561613082885742","1038","1038","1038","16.463972091674805","16.463972091674805","16.463972091674805","1038","1038","1038","15.08145809173584","15.08145809173584","15.08145809173584"
"1020","260","260","260","19.000673294067383","19.000673294067383","19.000673294067383","1046","1046","1046","17.778383255004883","17.778383255004883","17.778383255004883","1046","1046","1046","16.41468620300293","16.41468620300293","16.41468620300293","1046","1046","1046","14.852707862854004","14.852707862854004","14.852707862854004"
"1021","262","262","262","18.886863708496094","18.886863708496094","18.886863708496094","1054","1054","1054","17.870254516601562","17.870254516601562","17.870254516601562","1054","1054","1054","16.8087100982666","16.8087100982666","16.8087100982666","1054","1054","1054","14.71886920928955","14.71886920928955","14.71886920928955"
"1022","264","264","264","18.914464950561523","18.914464950561523","18.914464950561523","1062","1062","1062","17.868057250976562","17.868057250976562","17.868057250976562","1062","1062","1062","16.831592559814453","16.831592559814453","16.831592559814453","1062","1062","1062","14.816088676452637","14.816088676452637","14.816088676452637"
"1023","266","266","266","18.953659057617188","18.953659057617188","18.953659057617188","1070","1070","1070","17.978187561035156","17.978187561035156","17.978187561035156","1070","1070","1070","16.310853958129883","16.310853958129883","16.310853958129883","1070","1070","1070","14.834389686584473","14.834389686584473","14.834389686584473"
"1024","268","268","268","18.96517562866211","18.96517562866211","18.96517562866211","1078","1078","1078","17.711441040039062","17.711441040039062","17.711441040039062","1078","1078","1078","16.040098190307617","16.040098190307617","16.040098190307617","1078","1078","1078","15.086474418640137","15.086474418640137","15.086474418640137"
"1025","270","270","270","19.021501541137695","19.021501541137695","19.021501541137695","1086","1086","1086","17.78782081604004","17.78782081604004","17.78782081604004","1086","1086","1086","16.563125610351562","16.563125610351562","16.563125610351562","1086","1086","1086","14.653777122497559","14.653777122497559","14.653777122497559"
"1026","272","272","272","19.066944122314453","19.066944122314453","19.066944122314453","1094","1094","1094","17.865129470825195","17.865129470825195","17.865129470825195","1094","1094","1094","16.450164794921875","16.450164794921875","16.450164794921875","1094","1094","1094","14.28824520111084","14.28824520111084","14.28824520111084"
"1027","274","274","274","19.049362182617188","19.049362182617188","19.049362182617188","1102","1102","1102","17.826080322265625","17.826080322265625","17.826080322265625","1102","1102","1102","16.383262634277344","16.383262634277344","16.383262634277344","1102","1102","1102","14.304312705993652","14.304312705993652","14.304312705993652"
"1028","276","276","276","18.970706939697266","18.970706939697266","18.970706939697266","1110","1110","1110","17.83145523071289","17.83145523071289","17.83145523071289","1110","1110","1110","16.417951583862305","16.417951583862305","16.417951583862305","1110","1110","1110","14.517483711242676","14.517483711242676","14.517483711242676"
"1029","278","278","278","19.06145668029785","19.06145668029785","19.06145668029785","1118","1118","1118","17.903621673583984","17.903621673583984","17.903621673583984","1118","1118","1118","16.241479873657227","16.241479873657227","16.241479873657227","1118","1118","1118","14.756689071655273","14.756689071655273","14.756689071655273"
"1030","280","280","280","18.987329483032227","18.987329483032227","18.987329483032227","1126","1126","1126","17.87751007080078","17.87751007080078","17.87751007080078","1126","1126","1126","16.332883834838867","16.332883834838867","16.332883834838867","1126","1126","1126","14.777746200561523","14.777746200561523","14.777746200561523"
"1031","282","282","282","18.971338272094727","18.971338272094727","18.971338272094727","1134","1134","1134","17.811126708984375","17.811126708984375","17.811126708984375","1134","1134","1134","16.176319122314453","16.176319122314453","16.176319122314453","1134","1134","1134","14.437788009643555","14.437788009643555","14.437788009643555"
"1032","284","284","284","18.93792152404785","18.93792152404785","18.93792152404785","1142","1142","1142","17.47250747680664","17.47250747680664","17.47250747680664","1142","1142","1142","16.37517547607422","16.37517547607422","16.37517547607422","1142","1142","1142","13.91470718383789","13.91470718383789","13.91470718383789"
"1033","286","286","286","18.793214797973633","18.793214797973633","18.793214797973633","1150","1150","1150","18.074207305908203","18.074207305908203","18.074207305908203","1150","1150","1150","16.61115074157715","16.61115074157715","16.61115074157715","1150","1150","1150","14.296462059020996","14.296462059020996","14.296462059020996"
"1034","288","288","288","18.983293533325195","18.983293533325195","18.983293533325195","1158","1158","1158","18.057109832763672","18.057109832763672","18.057109832763672","1158","1158","1158","16.695959091186523","16.695959091186523","16.695959091186523","1158","1158","1158","14.371054649353027","14.371054649353027","14.371054649353027"
"1035","290","290","290","19.002084732055664","19.002084732055664","19.002084732055664","1166","1166","1166","18.024147033691406","18.024147033691406","18.024147033691406","1166","1166","1166","16.353424072265625","16.353424072265625","16.353424072265625","1166","1166","1166","14.392043113708496","14.392043113708496","14.392043113708496"
"1036","292","292","292","18.936033248901367","18.936033248901367","18.936033248901367","1174","1174","1174","18.011934280395508","18.011934280395508","18.011934280395508","1174","1174","1174","16.652509689331055","16.652509689331055","16.652509689331055","1174","1174","1174","14.253700256347656","14.253700256347656","14.253700256347656"
"1037","294","294","294","18.96419906616211","18.96419906616211","18.96419906616211","1182","1182","1182","17.921884536743164","17.921884536743164","17.921884536743164","1182","1182","1182","16.845752716064453","16.845752716064453","16.845752716064453","1182","1182","1182","14.136578559875488","14.136578559875488","14.136578559875488"
"1038","296","296","296","18.973960876464844","18.973960876464844","18.973960876464844","1190","1190","1190","17.817710876464844","17.817710876464844","17.817710876464844","1190","1190","1190","16.359716415405273","16.359716415405273","16.359716415405273","1190","1190","1190","14.105302810668945","14.105302810668945","14.105302810668945"
"1039","298","298","298","18.935749053955078","18.935749053955078","18.935749053955078","1198","1198","1198","17.97528076171875","17.97528076171875","17.97528076171875","1198","1198","1198","16.583681106567383","16.583681106567383","16.583681106567383","1198","1198","1198","14.131525039672852","14.131525039672852","14.131525039672852"
"1040","300","300","300","19.001367568969727","19.001367568969727","19.001367568969727","1206","1206","1206","18.048969268798828","18.048969268798828","18.048969268798828","1206","1206","1206","16.618085861206055","16.618085861206055","16.618085861206055","1206","1206","1206","14.44472599029541","14.44472599029541","14.44472599029541"
"1041","302","302","302","18.89222526550293","18.89222526550293","18.89222526550293","1214","1214","1214","17.960765838623047","17.960765838623047","17.960765838623047","1214","1214","1214","16.481800079345703","16.481800079345703","16.481800079345703","1214","1214","1214","14.505146026611328","14.505146026611328","14.505146026611328"
"1042","304","304","304","18.383190155029297","18.383190155029297","18.383190155029297","1222","1222","1222","17.996171951293945","17.996171951293945","17.996171951293945","1222","1222","1222","16.672895431518555","16.672895431518555","16.672895431518555","1222","1222","1222","14.366761207580566","14.366761207580566","14.366761207580566"
"1043","306","306","306","18.81198501586914","18.81198501586914","18.81198501586914","1230","1230","1230","18.023208618164062","18.023208618164062","18.023208618164062","1230","1230","1230","16.36191177368164","16.36191177368164","16.36191177368164","1230","1230","1230","14.116996765136719","14.116996765136719","14.116996765136719"
"1044","308","308","308","18.983091354370117","18.983091354370117","18.983091354370117","1238","1238","1238","18.001296997070312","18.001296997070312","18.001296997070312","1238","1238","1238","16.770294189453125","16.770294189453125","16.770294189453125","1238","1238","1238","14.442545890808105","14.442545890808105","14.442545890808105"
"1045","310","310","310","18.982662200927734","18.982662200927734","18.982662200927734","1246","1246","1246","18.112712860107422","18.112712860107422","18.112712860107422","1246","1246","1246","16.873075485229492","16.873075485229492","16.873075485229492","1246","1246","1246","14.603657722473145","14.603657722473145","14.603657722473145"
"1046","312","312","312","19.00261688232422","19.00261688232422","19.00261688232422","1254","1254","1254","17.994491577148438","17.994491577148438","17.994491577148438","1254","1254","1254","16.55970573425293","16.55970573425293","16.55970573425293","1254","1254","1254","14.632307052612305","14.632307052612305","14.632307052612305"
"1047","314","314","314","18.87838363647461","18.87838363647461","18.87838363647461","1262","1262","1262","18.03323745727539","18.03323745727539","18.03323745727539","1262","1262","1262","16.334535598754883","16.334535598754883","16.334535598754883","1262","1262","1262","14.265840530395508","14.265840530395508","14.265840530395508"
"1048","316","316","316","18.959497451782227","18.959497451782227","18.959497451782227","1270","1270","1270","17.904125213623047","17.904125213623047","17.904125213623047","1270","1270","1270","16.908578872680664","16.908578872680664","16.908578872680664","1270","1270","1270","14.398579597473145","14.398579597473145","14.398579597473145"
"1049","318","318","318","19.002517700195312","19.002517700195312","19.002517700195312","1278","1278","1278","17.77565574645996","17.77565574645996","17.77565574645996","1278","1278","1278","16.461923599243164","16.461923599243164","16.461923599243164","1278","1278","1278","13.960661888122559","13.960661888122559","13.960661888122559"
"1050","320","320","320","18.92852020263672","18.92852020263672","18.92852020263672","1286","1286","1286","17.92675018310547","17.92675018310547","17.92675018310547","1286","1286","1286","16.65483856201172","16.65483856201172","16.65483856201172","1286","1286","1286","14.129229545593262","14.129229545593262","14.129229545593262"
"1051","322","322","322","18.971084594726562","18.971084594726562","18.971084594726562","1294","1294","1294","17.864551544189453","17.864551544189453","17.864551544189453","1294","1294","1294","16.497547149658203","16.497547149658203","16.497547149658203","1294","1294","1294","13.888177871704102","13.888177871704102","13.888177871704102"
"1052","324","324","324","19.084997177124023","19.084997177124023","19.084997177124023","1302","1302","1302","17.913286209106445","17.913286209106445","17.913286209106445","1302","1302","1302","16.059391021728516","16.059391021728516","16.059391021728516","1302","1302","1302","13.783246040344238","13.783246040344238","13.783246040344238"
"1053","326","326","326","18.972471237182617","18.972471237182617","18.972471237182617","1310","1310","1310","17.745216369628906","17.745216369628906","17.745216369628906","1310","1310","1310","16.507766723632812","16.507766723632812","16.507766723632812","1310","1310","1310","13.838388442993164","13.838388442993164","13.838388442993164"
"1054","328","328","328","18.945878982543945","18.945878982543945","18.945878982543945","1318","1318","1318","17.786346435546875","17.786346435546875","17.786346435546875","1318","1318","1318","16.686397552490234","16.686397552490234","16.686397552490234","1318","1318","1318","13.9523344039917","13.9523344039917","13.9523344039917"
"1055","330","330","330","19.086015701293945","19.086015701293945","19.086015701293945","1326","1326","1326","17.889556884765625","17.889556884765625","17.889556884765625","1326","1326","1326","16.39151382446289","16.39151382446289","16.39151382446289","1326","1326","1326","14.110483169555664","14.110483169555664","14.110483169555664"
"1056","332","332","332","18.983457565307617","18.983457565307617","18.983457565307617","1334","1334","1334","17.79688835144043","17.79688835144043","17.79688835144043","1334","1334","1334","16.78708267211914","16.78708267211914","16.78708267211914","1334","1334","1334","14.352468490600586","14.352468490600586","14.352468490600586"
"1057","334","334","334","18.893491744995117","18.893491744995117","18.893491744995117","1342","1342","1342","17.521791458129883","17.521791458129883","17.521791458129883","1342","1342","1342","16.87041664123535","16.87041664123535","16.87041664123535","1342","1342","1342","13.917542457580566","13.917542457580566","13.917542457580566"
"1058","336","336","336","18.92041778564453","18.92041778564453","18.92041778564453","1350","1350","1350","17.9762020111084","17.9762020111084","17.9762020111084","1350","1350","1350","16.144760131835938","16.144760131835938","16.144760131835938","1350","1350","1350","13.748022079467773","13.748022079467773","13.748022079467773"
"1059","338","338","338","18.950624465942383","18.950624465942383","18.950624465942383","1358","1358","1358","17.70417594909668","17.70417594909668","17.70417594909668","1358","1358","1358","16.259571075439453","16.259571075439453","16.259571075439453","1358","1358","1358","14.068811416625977","14.068811416625977","14.068811416625977"
"1060","340","340","340","19.04484748840332","19.04484748840332","19.04484748840332","1366","1366","1366","17.6241512298584","17.6241512298584","17.6241512298584","1366","1366","1366","16.417505264282227","16.417505264282227","16.417505264282227","1366","1366","1366","14.311325073242188","14.311325073242188","14.311325073242188"
"1061","342","342","342","18.99846076965332","18.99846076965332","18.99846076965332","1374","1374","1374","17.892318725585938","17.892318725585938","17.892318725585938","1374","1374","1374","16.07269287109375","16.07269287109375","16.07269287109375","1374","1374","1374","14.72668170928955","14.72668170928955","14.72668170928955"
"1062","344","344","344","18.962690353393555","18.962690353393555","18.962690353393555","1382","1382","1382","17.920583724975586","17.920583724975586","17.920583724975586","1382","1382","1382","16.169742584228516","16.169742584228516","16.169742584228516","1382","1382","1382","14.689382553100586","14.689382553100586","14.689382553100586"
"1063","346","346","346","18.94633674621582","18.94633674621582","18.94633674621582","1390","1390","1390","17.66144371032715","17.66144371032715","17.66144371032715","1390","1390","1390","16.283449172973633","16.283449172973633","16.283449172973633","1390","1390","1390","14.4127836227417","14.4127836227417","14.4127836227417"
"1064","348","348","348","18.996801376342773","18.996801376342773","18.996801376342773","1398","1398","1398","17.785503387451172","17.785503387451172","17.785503387451172","1398","1398","1398","16.735889434814453","16.735889434814453","16.735889434814453","1398","1398","1398","14.067614555358887","14.067614555358887","14.067614555358887"
"1065","350","350","350","19.025096893310547","19.025096893310547","19.025096893310547","1406","1406","1406","17.553064346313477","17.553064346313477","17.553064346313477","1406","1406","1406","16.577438354492188","16.577438354492188","16.577438354492188","1406","1406","1406","14.081619262695312","14.081619262695312","14.081619262695312"
"1066","352","352","352","18.994186401367188","18.994186401367188","18.994186401367188","1414","1414","1414","17.847986221313477","17.847986221313477","17.847986221313477","1414","1414","1414","16.3269100189209","16.3269100189209","16.3269100189209","1414","1414","1414","14.249817848205566","14.249817848205566","14.249817848205566"
