"epoch","22/05 16:52:25 Finetune_12_speakers - _step","22/05 16:52:25 Finetune_12_speakers - _step__MIN","22/05 16:52:25 Finetune_12_speakers - _step__MAX","22/05 16:52:25 Finetune_12_speakers - SI-SNR","22/05 16:52:25 Finetune_12_speakers - SI-SNR__MIN","22/05 16:52:25 Finetune_12_speakers - SI-SNR__MAX","19/05 14:51:16 Finetune_5_speakers G - _step","19/05 14:51:16 Finetune_5_speakers G - _step__MIN","19/05 14:51:16 Finetune_5_speakers G - _step__MAX","19/05 14:51:16 Finetune_5_speakers G - SI-SNR","19/05 14:51:16 Finetune_5_speakers G - SI-SNR__MIN","19/05 14:51:16 Finetune_5_speakers G - SI-SNR__MAX","19/05 14:49:22 Finetune_3_speakers G - _step","19/05 14:49:22 Finetune_3_speakers G - _step__MIN","19/05 14:49:22 Finetune_3_speakers G - _step__MAX","19/05 14:49:22 Finetune_3_speakers G - SI-SNR","19/05 14:49:22 Finetune_3_speakers G - SI-SNR__MIN","19/05 14:49:22 Finetune_3_speakers G - SI-SNR__MAX","19/05 14:39:01 Finetune_1_speakers G - _step","19/05 14:39:01 Finetune_1_speakers G - _step__MIN","19/05 14:39:01 Finetune_1_speakers G - _step__MAX","19/05 14:39:01 Finetune_1_speakers G - SI-SNR","19/05 14:39:01 Finetune_1_speakers G - SI-SNR__MIN","19/05 14:39:01 Finetune_1_speakers G - SI-SNR__MAX"
"1067","354","354","354","19.09392547607422","19.09392547607422","19.09392547607422","1422","1422","1422","17.748363494873047","17.748363494873047","17.748363494873047","1422","1422","1422","16.488203048706055","16.488203048706055","16.488203048706055","1422","1422","1422","14.216726303100586","14.216726303100586","14.216726303100586"
"1068","356","356","356","18.85569190979004","18.85569190979004","18.85569190979004","1430","1430","1430","18.103986740112305","18.103986740112305","18.103986740112305","1430","1430","1430","16.202844619750977","16.202844619750977","16.202844619750977","1430","1430","1430","14.118452072143555","14.118452072143555","14.118452072143555"
"1069","358","358","358","19.118921279907227","19.118921279907227","19.118921279907227","1438","1438","1438","17.733102798461914","17.733102798461914","17.733102798461914","1438","1438","1438","16.166248321533203","16.166248321533203","16.166248321533203","1438","1438","1438","13.892976760864258","13.892976760864258","13.892976760864258"
"1070","360","360","360","18.93665313720703","18.93665313720703","18.93665313720703","1446","1446","1446","17.785797119140625","17.785797119140625","17.785797119140625","1446","1446","1446","16.20381736755371","16.20381736755371","16.20381736755371","1446","1446","1446","13.84870719909668","13.84870719909668","13.84870719909668"
"1071","362","362","362","18.953020095825195","18.953020095825195","18.953020095825195","1454","1454","1454","17.530170440673828","17.530170440673828","17.530170440673828","1454","1454","1454","15.89751148223877","15.89751148223877","15.89751148223877","1454","1454","1454","13.947077751159668","13.947077751159668","13.947077751159668"
"1072","364","364","364","19.09147834777832","19.09147834777832","19.09147834777832","1462","1462","1462","17.863412857055664","17.863412857055664","17.863412857055664","1462","1462","1462","16.36595344543457","16.36595344543457","16.36595344543457","1462","1462","1462","13.958539009094238","13.958539009094238","13.958539009094238"
"1073","366","366","366","18.924142837524414","18.924142837524414","18.924142837524414","1470","1470","1470","17.936412811279297","17.936412811279297","17.936412811279297","1470","1470","1470","16.20189666748047","16.20189666748047","16.20189666748047","1470","1470","1470","13.69186782836914","13.69186782836914","13.69186782836914"
"1074","368","368","368","18.995132446289062","18.995132446289062","18.995132446289062","1478","1478","1478","17.775419235229492","17.775419235229492","17.775419235229492","1478","1478","1478","16.100078582763672","16.100078582763672","16.100078582763672","1478","1478","1478","13.863350868225098","13.863350868225098","13.863350868225098"
"1075","370","370","370","19.083005905151367","19.083005905151367","19.083005905151367","1486","1486","1486","18.097185134887695","18.097185134887695","18.097185134887695","1486","1486","1486","16.48011016845703","16.48011016845703","16.48011016845703","1486","1486","1486","13.601651191711426","13.601651191711426","13.601651191711426"
"1076","372","372","372","19.018014907836914","19.018014907836914","19.018014907836914","1494","1494","1494","17.917016983032227","17.917016983032227","17.917016983032227","1494","1494","1494","16.140745162963867","16.140745162963867","16.140745162963867","1494","1494","1494","13.637106895446777","13.637106895446777","13.637106895446777"
"1077","374","374","374","19.121267318725586","19.121267318725586","19.121267318725586","1502","1502","1502","18.004602432250977","18.004602432250977","18.004602432250977","1502","1502","1502","16.26581573486328","16.26581573486328","16.26581573486328","1502","1502","1502","13.731904983520508","13.731904983520508","13.731904983520508"
"1078","376","376","376","18.952550888061523","18.952550888061523","18.952550888061523","1510","1510","1510","17.826066970825195","17.826066970825195","17.826066970825195","1510","1510","1510","16.147897720336914","16.147897720336914","16.147897720336914","1510","1510","1510","13.78584098815918","13.78584098815918","13.78584098815918"
"1079","378","378","378","19.11556053161621","19.11556053161621","19.11556053161621","1518","1518","1518","18.16327476501465","18.16327476501465","18.16327476501465","1518","1518","1518","16.410282135009766","16.410282135009766","16.410282135009766","1518","1518","1518","13.84565258026123","13.84565258026123","13.84565258026123"
"1080","380","380","380","18.925134658813477","18.925134658813477","18.925134658813477","1526","1526","1526","17.87044906616211","17.87044906616211","17.87044906616211","1526","1526","1526","16.19411849975586","16.19411849975586","16.19411849975586","1526","1526","1526","13.83631706237793","13.83631706237793","13.83631706237793"
"1081","382","382","382","19.08061408996582","19.08061408996582","19.08061408996582","1534","1534","1534","17.809341430664062","17.809341430664062","17.809341430664062","1534","1534","1534","16.566247940063477","16.566247940063477","16.566247940063477","1534","1534","1534","13.7489595413208","13.7489595413208","13.7489595413208"
"1082","384","384","384","17.00727081298828","17.00727081298828","17.00727081298828","1542","1542","1542","17.89822006225586","17.89822006225586","17.89822006225586","1542","1542","1542","16.517560958862305","16.517560958862305","16.517560958862305","1542","1542","1542","13.50549030303955","13.50549030303955","13.50549030303955"
"1083","386","386","386","18.84835433959961","18.84835433959961","18.84835433959961","1550","1550","1550","17.49506378173828","17.49506378173828","17.49506378173828","1550","1550","1550","16.55103302001953","16.55103302001953","16.55103302001953","1550","1550","1550","13.514920234680176","13.514920234680176","13.514920234680176"
"1084","388","388","388","18.97480010986328","18.97480010986328","18.97480010986328","1558","1558","1558","17.781723022460938","17.781723022460938","17.781723022460938","1558","1558","1558","16.542984008789062","16.542984008789062","16.542984008789062","1558","1558","1558","13.590556144714355","13.590556144714355","13.590556144714355"
"1085","390","390","390","18.945112228393555","18.945112228393555","18.945112228393555","1566","1566","1566","17.768835067749023","17.768835067749023","17.768835067749023","1566","1566","1566","16.0970516204834","16.0970516204834","16.0970516204834","1566","1566","1566","13.632741928100586","13.632741928100586","13.632741928100586"
"1086","392","392","392","18.997882843017578","18.997882843017578","18.997882843017578","1574","1574","1574","17.702014923095703","17.702014923095703","17.702014923095703","1574","1574","1574","16.35696029663086","16.35696029663086","16.35696029663086","1574","1574","1574","13.72897720336914","13.72897720336914","13.72897720336914"
"1087","394","394","394","18.960451126098633","18.960451126098633","18.960451126098633","1582","1582","1582","17.86664581298828","17.86664581298828","17.86664581298828","1582","1582","1582","16.462905883789062","16.462905883789062","16.462905883789062","1582","1582","1582","13.494732856750488","13.494732856750488","13.494732856750488"
"1088","396","396","396","19.10671043395996","19.10671043395996","19.10671043395996","1590","1590","1590","18.06671905517578","18.06671905517578","18.06671905517578","1590","1590","1590","16.28186798095703","16.28186798095703","16.28186798095703","1590","1590","1590","13.631848335266113","13.631848335266113","13.631848335266113"
"1089","398","398","398","18.8741512298584","18.8741512298584","18.8741512298584","1598","1598","1598","17.595067977905273","17.595067977905273","17.595067977905273","1598","1598","1598","16.126888275146484","16.126888275146484","16.126888275146484","1598","1598","1598","13.76594066619873","13.76594066619873","13.76594066619873"
"1090","400","400","400","19.038732528686523","19.038732528686523","19.038732528686523","1606","1606","1606","17.993650436401367","17.993650436401367","17.993650436401367","1606","1606","1606","16.190664291381836","16.190664291381836","16.190664291381836","1606","1606","1606","13.701138496398926","13.701138496398926","13.701138496398926"
"1091","402","402","402","18.98136329650879","18.98136329650879","18.98136329650879","1614","1614","1614","18.030149459838867","18.030149459838867","18.030149459838867","1614","1614","1614","16.287206649780273","16.287206649780273","16.287206649780273","1614","1614","1614","13.741375923156738","13.741375923156738","13.741375923156738"
"1092","404","404","404","19.012065887451172","19.012065887451172","19.012065887451172","1622","1622","1622","17.94013786315918","17.94013786315918","17.94013786315918","1622","1622","1622","15.883200645446777","15.883200645446777","15.883200645446777","1622","1622","1622","13.84949016571045","13.84949016571045","13.84949016571045"
"1093","406","406","406","19.03861427307129","19.03861427307129","19.03861427307129","1630","1630","1630","18.05790901184082","18.05790901184082","18.05790901184082","1630","1630","1630","16.470518112182617","16.470518112182617","16.470518112182617","1630","1630","1630","14.12842845916748","14.12842845916748","14.12842845916748"
"1094","408","408","408","19.030319213867188","19.030319213867188","19.030319213867188","1638","1638","1638","17.642362594604492","17.642362594604492","17.642362594604492","1638","1638","1638","16.39337730407715","16.39337730407715","16.39337730407715","1638","1638","1638","14.29173469543457","14.29173469543457","14.29173469543457"
"1095","410","410","410","19.09286880493164","19.09286880493164","19.09286880493164","1646","1646","1646","17.862960815429688","17.862960815429688","17.862960815429688","1646","1646","1646","16.241527557373047","16.241527557373047","16.241527557373047","1646","1646","1646","14.388740539550781","14.388740539550781","14.388740539550781"
"1096","412","412","412","19.12059211730957","19.12059211730957","19.12059211730957","1654","1654","1654","18.063241958618164","18.063241958618164","18.063241958618164","1654","1654","1654","16.379621505737305","16.379621505737305","16.379621505737305","1654","1654","1654","14.181726455688477","14.181726455688477","14.181726455688477"
"1097","414","414","414","19.139551162719727","19.139551162719727","19.139551162719727","1662","1662","1662","18.02926254272461","18.02926254272461","18.02926254272461","1662","1662","1662","16.799972534179688","16.799972534179688","16.799972534179688","1662","1662","1662","14.236567497253418","14.236567497253418","14.236567497253418"
"1098","416","416","416","18.952367782592773","18.952367782592773","18.952367782592773","1670","1670","1670","17.882959365844727","17.882959365844727","17.882959365844727","1670","1670","1670","16.410186767578125","16.410186767578125","16.410186767578125","1670","1670","1670","14.286423683166504","14.286423683166504","14.286423683166504"
"1099","418","418","418","18.912322998046875","18.912322998046875","18.912322998046875","1678","1678","1678","17.75619125366211","17.75619125366211","17.75619125366211","1678","1678","1678","16.46781349182129","16.46781349182129","16.46781349182129","1678","1678","1678","14.207558631896973","14.207558631896973","14.207558631896973"
"1100","420","420","420","18.943666458129883","18.943666458129883","18.943666458129883","1686","1686","1686","17.87948226928711","17.87948226928711","17.87948226928711","1686","1686","1686","16.121671676635742","16.121671676635742","16.121671676635742","1686","1686","1686","14.097699165344238","14.097699165344238","14.097699165344238"
"1101","422","422","422","19.04507827758789","19.04507827758789","19.04507827758789","1694","1694","1694","17.907636642456055","17.907636642456055","17.907636642456055","1694","1694","1694","16.01752281188965","16.01752281188965","16.01752281188965","1694","1694","1694","13.922916412353516","13.922916412353516","13.922916412353516"
"1102","424","424","424","19.096492767333984","19.096492767333984","19.096492767333984","1702","1702","1702","17.77802276611328","17.77802276611328","17.77802276611328","1702","1702","1702","16.38691520690918","16.38691520690918","16.38691520690918","1702","1702","1702","13.927629470825195","13.927629470825195","13.927629470825195"
"1103","426","426","426","19.08768081665039","19.08768081665039","19.08768081665039","1710","1710","1710","17.817981719970703","17.817981719970703","17.817981719970703","1710","1710","1710","16.144201278686523","16.144201278686523","16.144201278686523","1710","1710","1710","13.83338451385498","13.83338451385498","13.83338451385498"
"1104","428","428","428","19.04043960571289","19.04043960571289","19.04043960571289","1718","1718","1718","17.7667236328125","17.7667236328125","17.7667236328125","1718","1718","1718","16.474149703979492","16.474149703979492","16.474149703979492","1718","1718","1718","13.965936660766602","13.965936660766602","13.965936660766602"
"1105","430","430","430","19.076068878173828","19.076068878173828","19.076068878173828","1726","1726","1726","17.865278244018555","17.865278244018555","17.865278244018555","1726","1726","1726","16.384220123291016","16.384220123291016","16.384220123291016","1726","1726","1726","14.137822151184082","14.137822151184082","14.137822151184082"
"1106","432","432","432","19.048208236694336","19.048208236694336","19.048208236694336","1734","1734","1734","18.1810302734375","18.1810302734375","18.1810302734375","1734","1734","1734","16.266216278076172","16.266216278076172","16.266216278076172","1734","1734","1734","14.175361633300781","14.175361633300781","14.175361633300781"
"1107","434","434","434","19.016904830932617","19.016904830932617","19.016904830932617","1742","1742","1742","18.0017032623291","18.0017032623291","18.0017032623291","1742","1742","1742","15.96199893951416","15.96199893951416","15.96199893951416","1742","1742","1742","14.070960998535156","14.070960998535156","14.070960998535156"
"1108","436","436","436","18.95783233642578","18.95783233642578","18.95783233642578","1750","1750","1750","17.91666603088379","17.91666603088379","17.91666603088379","1750","1750","1750","16.02381134033203","16.02381134033203","16.02381134033203","1750","1750","1750","13.774133682250977","13.774133682250977","13.774133682250977"
"1109","438","438","438","19.11745834350586","19.11745834350586","19.11745834350586","1758","1758","1758","18.072044372558594","18.072044372558594","18.072044372558594","1758","1758","1758","16.20041275024414","16.20041275024414","16.20041275024414","1758","1758","1758","13.905675888061523","13.905675888061523","13.905675888061523"
"1110","440","440","440","19.03963851928711","19.03963851928711","19.03963851928711","1766","1766","1766","17.88234519958496","17.88234519958496","17.88234519958496","1766","1766","1766","16.023176193237305","16.023176193237305","16.023176193237305","1766","1766","1766","13.708157539367676","13.708157539367676","13.708157539367676"
"1111","442","442","442","18.99181365966797","18.99181365966797","18.99181365966797","1774","1774","1774","17.730213165283203","17.730213165283203","17.730213165283203","1774","1774","1774","16.17192840576172","16.17192840576172","16.17192840576172","1774","1774","1774","13.75189208984375","13.75189208984375","13.75189208984375"
"1112","444","444","444","19.072900772094727","19.072900772094727","19.072900772094727","1782","1782","1782","17.658113479614258","17.658113479614258","17.658113479614258","1782","1782","1782","16.174291610717773","16.174291610717773","16.174291610717773","1782","1782","1782","13.937552452087402","13.937552452087402","13.937552452087402"
"1113","446","446","446","19.047012329101562","19.047012329101562","19.047012329101562","1790","1790","1790","17.779993057250977","17.779993057250977","17.779993057250977","1790","1790","1790","16.12200164794922","16.12200164794922","16.12200164794922","1790","1790","1790","13.9832763671875","13.9832763671875","13.9832763671875"
"1114","448","448","448","19.051725387573242","19.051725387573242","19.051725387573242","1798","1798","1798","17.783483505249023","17.783483505249023","17.783483505249023","1798","1798","1798","16.41762924194336","16.41762924194336","16.41762924194336","1798","1798","1798","13.84669303894043","13.84669303894043","13.84669303894043"
"1115","450","450","450","19.049278259277344","19.049278259277344","19.049278259277344","1806","1806","1806","18.04244613647461","18.04244613647461","18.04244613647461","1806","1806","1806","16.466339111328125","16.466339111328125","16.466339111328125","1806","1806","1806","13.842314720153809","13.842314720153809","13.842314720153809"
"1116","452","452","452","19.043228149414062","19.043228149414062","19.043228149414062","1814","1814","1814","17.866235733032227","17.866235733032227","17.866235733032227","1814","1814","1814","16.22669219970703","16.22669219970703","16.22669219970703","1814","1814","1814","13.875724792480469","13.875724792480469","13.875724792480469"
"1117","454","454","454","19.08382797241211","19.08382797241211","19.08382797241211","1822","1822","1822","18.160247802734375","18.160247802734375","18.160247802734375","1822","1822","1822","16.375701904296875","16.375701904296875","16.375701904296875","1822","1822","1822","14.091261863708496","14.091261863708496","14.091261863708496"
"1118","456","456","456","19.10751724243164","19.10751724243164","19.10751724243164","1830","1830","1830","18.055931091308594","18.055931091308594","18.055931091308594","1830","1830","1830","16.451553344726562","16.451553344726562","16.451553344726562","1830","1830","1830","14.128275871276855","14.128275871276855","14.128275871276855"
"1119","458","458","458","19.0117130279541","19.0117130279541","19.0117130279541","1838","1838","1838","17.477460861206055","17.477460861206055","17.477460861206055","1838","1838","1838","16.31223487854004","16.31223487854004","16.31223487854004","1838","1838","1838","14.103423118591309","14.103423118591309","14.103423118591309"
"1120","460","460","460","19.034730911254883","19.034730911254883","19.034730911254883","1846","1846","1846","17.938880920410156","17.938880920410156","17.938880920410156","1846","1846","1846","16.156421661376953","16.156421661376953","16.156421661376953","1846","1846","1846","13.711960792541504","13.711960792541504","13.711960792541504"
"1121","462","462","462","19.074342727661133","19.074342727661133","19.074342727661133","1854","1854","1854","17.64027214050293","17.64027214050293","17.64027214050293","1854","1854","1854","16.814462661743164","16.814462661743164","16.814462661743164","1854","1854","1854","13.62702465057373","13.62702465057373","13.62702465057373"
"1122","464","464","464","19.08833885192871","19.08833885192871","19.08833885192871","1862","1862","1862","18.002931594848633","18.002931594848633","18.002931594848633","1862","1862","1862","15.888813018798828","15.888813018798828","15.888813018798828","1862","1862","1862","13.454233169555664","13.454233169555664","13.454233169555664"
"1123","466","466","466","19.02171516418457","19.02171516418457","19.02171516418457","1870","1870","1870","17.920639038085938","17.920639038085938","17.920639038085938","1870","1870","1870","16.311050415039062","16.311050415039062","16.311050415039062","1870","1870","1870","13.662310600280762","13.662310600280762","13.662310600280762"
"1124","468","468","468","19.072715759277344","19.072715759277344","19.072715759277344","1878","1878","1878","17.745302200317383","17.745302200317383","17.745302200317383","1878","1878","1878","16.038957595825195","16.038957595825195","16.038957595825195","1878","1878","1878","14.055380821228027","14.055380821228027","14.055380821228027"
"1125","470","470","470","19.126585006713867","19.126585006713867","19.126585006713867","1886","1886","1886","17.77451515197754","17.77451515197754","17.77451515197754","1886","1886","1886","16.016916275024414","16.016916275024414","16.016916275024414","1886","1886","1886","14.107741355895996","14.107741355895996","14.107741355895996"
"1126","472","472","472","19.1712703704834","19.1712703704834","19.1712703704834","1894","1894","1894","18.114654541015625","18.114654541015625","18.114654541015625","1894","1894","1894","16.680988311767578","16.680988311767578","16.680988311767578","1894","1894","1894","14.126651763916016","14.126651763916016","14.126651763916016"
"1127","474","474","474","19.053600311279297","19.053600311279297","19.053600311279297","1902","1902","1902","18.070735931396484","18.070735931396484","18.070735931396484","1902","1902","1902","16.35399627685547","16.35399627685547","16.35399627685547","1902","1902","1902","13.814870834350586","13.814870834350586","13.814870834350586"
"1128","476","476","476","19.037538528442383","19.037538528442383","19.037538528442383","1910","1910","1910","17.85964584350586","17.85964584350586","17.85964584350586","1910","1910","1910","16.856700897216797","16.856700897216797","16.856700897216797","1910","1910","1910","13.63532543182373","13.63532543182373","13.63532543182373"
"1129","478","478","478","19.013227462768555","19.013227462768555","19.013227462768555","1918","1918","1918","17.797988891601562","17.797988891601562","17.797988891601562","1918","1918","1918","16.141237258911133","16.141237258911133","16.141237258911133","1918","1918","1918","13.48848819732666","13.48848819732666","13.48848819732666"
"1130","480","480","480","19.062164306640625","19.062164306640625","19.062164306640625","1926","1926","1926","17.584314346313477","17.584314346313477","17.584314346313477","1926","1926","1926","16.572921752929688","16.572921752929688","16.572921752929688","1926","1926","1926","13.601920127868652","13.601920127868652","13.601920127868652"
"1131","482","482","482","19.182775497436523","19.182775497436523","19.182775497436523","1934","1934","1934","17.7898006439209","17.7898006439209","17.7898006439209","1934","1934","1934","16.664308547973633","16.664308547973633","16.664308547973633","1934","1934","1934","13.459953308105469","13.459953308105469","13.459953308105469"
"1132","484","484","484","19.096174240112305","19.096174240112305","19.096174240112305","1942","1942","1942","17.883703231811523","17.883703231811523","17.883703231811523","1942","1942","1942","16.246719360351562","16.246719360351562","16.246719360351562","1942","1942","1942","13.538185119628906","13.538185119628906","13.538185119628906"
"1133","486","486","486","19.115453720092773","19.115453720092773","19.115453720092773","1950","1950","1950","17.91785430908203","17.91785430908203","17.91785430908203","1950","1950","1950","16.7812442779541","16.7812442779541","16.7812442779541","1950","1950","1950","13.53646183013916","13.53646183013916","13.53646183013916"
"1134","488","488","488","18.99324607849121","18.99324607849121","18.99324607849121","1958","1958","1958","17.701616287231445","17.701616287231445","17.701616287231445","1958","1958","1958","16.21009063720703","16.21009063720703","16.21009063720703","1958","1958","1958","13.657719612121582","13.657719612121582","13.657719612121582"
"1135","490","490","490","19.009742736816406","19.009742736816406","19.009742736816406","1966","1966","1966","17.79888916015625","17.79888916015625","17.79888916015625","1966","1966","1966","16.21164321899414","16.21164321899414","16.21164321899414","1966","1966","1966","13.590434074401855","13.590434074401855","13.590434074401855"
"1136","492","492","492","18.991331100463867","18.991331100463867","18.991331100463867","1974","1974","1974","18.077680587768555","18.077680587768555","18.077680587768555","1974","1974","1974","16.341014862060547","16.341014862060547","16.341014862060547","1974","1974","1974","13.723060607910156","13.723060607910156","13.723060607910156"
"1137","494","494","494","19.092912673950195","19.092912673950195","19.092912673950195","1982","1982","1982","17.67485809326172","17.67485809326172","17.67485809326172","1982","1982","1982","16.35561752319336","16.35561752319336","16.35561752319336","1982","1982","1982","13.540412902832031","13.540412902832031","13.540412902832031"
"1138","496","496","496","19.042055130004883","19.042055130004883","19.042055130004883","1990","1990","1990","18.097824096679688","18.097824096679688","18.097824096679688","1990","1990","1990","16.386871337890625","16.386871337890625","16.386871337890625","1990","1990","1990","13.383243560791016","13.383243560791016","13.383243560791016"
"1139","498","498","498","19.105056762695312","19.105056762695312","19.105056762695312","1998","1998","1998","18.032073974609375","18.032073974609375","18.032073974609375","1998","1998","1998","16.44831085205078","16.44831085205078","16.44831085205078","1998","1998","1998","13.474059104919434","13.474059104919434","13.474059104919434"
"1140","500","500","500","18.993810653686523","18.993810653686523","18.993810653686523","2006","2006","2006","17.79078483581543","17.79078483581543","17.79078483581543","2006","2006","2006","16.296710968017578","16.296710968017578","16.296710968017578","2006","2006","2006","13.387362480163574","13.387362480163574","13.387362480163574"
"1141","502","502","502","19.071622848510742","19.071622848510742","19.071622848510742","2014","2014","2014","17.699695587158203","17.699695587158203","17.699695587158203","2014","2014","2014","16.271135330200195","16.271135330200195","16.271135330200195","2014","2014","2014","13.280232429504395","13.280232429504395","13.280232429504395"
"1142","504","504","504","19.11907196044922","19.11907196044922","19.11907196044922","2022","2022","2022","17.845090866088867","17.845090866088867","17.845090866088867","2022","2022","2022","16.276090621948242","16.276090621948242","16.276090621948242","2022","2022","2022","13.54890251159668","13.54890251159668","13.54890251159668"
"1143","506","506","506","19.119972229003906","19.119972229003906","19.119972229003906","2030","2030","2030","17.76596450805664","17.76596450805664","17.76596450805664","2030","2030","2030","15.884661674499512","15.884661674499512","15.884661674499512","2030","2030","2030","13.896418571472168","13.896418571472168","13.896418571472168"
"1144","508","508","508","19.135147094726562","19.135147094726562","19.135147094726562","2038","2038","2038","17.890350341796875","17.890350341796875","17.890350341796875","2038","2038","2038","16.607664108276367","16.607664108276367","16.607664108276367","2038","2038","2038","14.054021835327148","14.054021835327148","14.054021835327148"
"1145","510","510","510","19.05337905883789","19.05337905883789","19.05337905883789","2046","2046","2046","17.934511184692383","17.934511184692383","17.934511184692383","2046","2046","2046","17.01549530029297","17.01549530029297","17.01549530029297","2046","2046","2046","13.76377010345459","13.76377010345459","13.76377010345459"
"1146","512","512","512","19.141725540161133","19.141725540161133","19.141725540161133","2054","2054","2054","17.886127471923828","17.886127471923828","17.886127471923828","2054","2054","2054","16.555450439453125","16.555450439453125","16.555450439453125","2054","2054","2054","13.530000686645508","13.530000686645508","13.530000686645508"
"1147","514","514","514","19.159101486206055","19.159101486206055","19.159101486206055","2062","2062","2062","17.92142677307129","17.92142677307129","17.92142677307129","2062","2062","2062","16.381200790405273","16.381200790405273","16.381200790405273","2062","2062","2062","13.49040699005127","13.49040699005127","13.49040699005127"
"1148","516","516","516","19.09394073486328","19.09394073486328","19.09394073486328","2070","2070","2070","17.90099334716797","17.90099334716797","17.90099334716797","2070","2070","2070","16.112653732299805","16.112653732299805","16.112653732299805","2070","2070","2070","13.49026107788086","13.49026107788086","13.49026107788086"
"1149","518","518","518","19.05401611328125","19.05401611328125","19.05401611328125","2078","2078","2078","17.85841941833496","17.85841941833496","17.85841941833496","2078","2078","2078","16.12096405029297","16.12096405029297","16.12096405029297","2078","2078","2078","13.706442832946777","13.706442832946777","13.706442832946777"
"1150","520","520","520","18.996623992919922","18.996623992919922","18.996623992919922","2086","2086","2086","18.00656509399414","18.00656509399414","18.00656509399414","2086","2086","2086","16.32427406311035","16.32427406311035","16.32427406311035","2086","2086","2086","13.560918807983398","13.560918807983398","13.560918807983398"
"1151","522","522","522","19.071327209472656","19.071327209472656","19.071327209472656","2094","2094","2094","17.804882049560547","17.804882049560547","17.804882049560547","2094","2094","2094","16.269195556640625","16.269195556640625","16.269195556640625","2094","2094","2094","13.809247970581055","13.809247970581055","13.809247970581055"
"1152","524","524","524","19.084768295288086","19.084768295288086","19.084768295288086","2102","2102","2102","17.7424373626709","17.7424373626709","17.7424373626709","2102","2102","2102","16.255361557006836","16.255361557006836","16.255361557006836","2102","2102","2102","13.812729835510254","13.812729835510254","13.812729835510254"
"1153","526","526","526","19.11595916748047","19.11595916748047","19.11595916748047","2110","2110","2110","17.855148315429688","17.855148315429688","17.855148315429688","2110","2110","2110","16.263525009155273","16.263525009155273","16.263525009155273","2110","2110","2110","13.701997756958008","13.701997756958008","13.701997756958008"
"1154","528","528","528","19.18521499633789","19.18521499633789","19.18521499633789","2118","2118","2118","18.215099334716797","18.215099334716797","18.215099334716797","2118","2118","2118","16.14803695678711","16.14803695678711","16.14803695678711","2118","2118","2118","13.822209358215332","13.822209358215332","13.822209358215332"
"1155","530","530","530","19.035629272460938","19.035629272460938","19.035629272460938","2126","2126","2126","17.721887588500977","17.721887588500977","17.721887588500977","2126","2126","2126","16.06070327758789","16.06070327758789","16.06070327758789","2126","2126","2126","13.732075691223145","13.732075691223145","13.732075691223145"
"1156","532","532","532","19.11952018737793","19.11952018737793","19.11952018737793","2134","2134","2134","18.131946563720703","18.131946563720703","18.131946563720703","2134","2134","2134","16.215103149414062","16.215103149414062","16.215103149414062","2134","2134","2134","13.783936500549316","13.783936500549316","13.783936500549316"
"1157","534","534","534","19.132360458374023","19.132360458374023","19.132360458374023","2142","2142","2142","17.90018081665039","17.90018081665039","17.90018081665039","2142","2142","2142","15.891178131103516","15.891178131103516","15.891178131103516","2142","2142","2142","13.708431243896484","13.708431243896484","13.708431243896484"
"1158","536","536","536","18.84648323059082","18.84648323059082","18.84648323059082","2150","2150","2150","17.66058921813965","17.66058921813965","17.66058921813965","2150","2150","2150","16.106098175048828","16.106098175048828","16.106098175048828","2150","2150","2150","13.69066333770752","13.69066333770752","13.69066333770752"
"1159","538","538","538","19.087646484375","19.087646484375","19.087646484375","2158","2158","2158","17.813501358032227","17.813501358032227","17.813501358032227","2158","2158","2158","16.10462188720703","16.10462188720703","16.10462188720703","2158","2158","2158","13.842768669128418","13.842768669128418","13.842768669128418"
"1160","540","540","540","19.011314392089844","19.011314392089844","19.011314392089844","2166","2166","2166","17.87839698791504","17.87839698791504","17.87839698791504","2166","2166","2166","15.795129776000977","15.795129776000977","15.795129776000977","2166","2166","2166","13.6748685836792","13.6748685836792","13.6748685836792"
"1161","542","542","542","19.083648681640625","19.083648681640625","19.083648681640625","2174","2174","2174","17.449811935424805","17.449811935424805","17.449811935424805","2174","2174","2174","16.897184371948242","16.897184371948242","16.897184371948242","2174","2174","2174","13.618956565856934","13.618956565856934","13.618956565856934"
"1162","544","544","544","19.05987548828125","19.05987548828125","19.05987548828125","2182","2182","2182","17.40938949584961","17.40938949584961","17.40938949584961","2182","2182","2182","16.38809585571289","16.38809585571289","16.38809585571289","2182","2182","2182","13.815888404846191","13.815888404846191","13.815888404846191"
"1163","546","546","546","19.110328674316406","19.110328674316406","19.110328674316406","2190","2190","2190","17.66058349609375","17.66058349609375","17.66058349609375","2190","2190","2190","16.266359329223633","16.266359329223633","16.266359329223633","2190","2190","2190","13.70841121673584","13.70841121673584","13.70841121673584"
"1164","548","548","548","19.02792739868164","19.02792739868164","19.02792739868164","2198","2198","2198","17.090595245361328","17.090595245361328","17.090595245361328","2198","2198","2198","16.238372802734375","16.238372802734375","16.238372802734375","2198","2198","2198","13.389978408813477","13.389978408813477","13.389978408813477"
"1165","550","550","550","19.095251083374023","19.095251083374023","19.095251083374023","2206","2206","2206","17.98276710510254","17.98276710510254","17.98276710510254","2206","2206","2206","16.37980842590332","16.37980842590332","16.37980842590332","2206","2206","2206","13.516634941101074","13.516634941101074","13.516634941101074"
