"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_encoder.1.norm.bias_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_encoder.1.norm.bias_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_encoder.1.norm.bias_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_encoder.1.norm.bias_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_encoder.1.norm.bias_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_encoder.1.norm.bias_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Generator_encoder.1.norm.bias_norm","29/04 10:06:37 Standard (weights)1 - Generator_encoder.1.norm.bias_norm__MIN","29/04 10:06:37 Standard (weights)1 - Generator_encoder.1.norm.bias_norm__MAX"
"204","","","","","","","","","","","","","4603","4603","4603","0.16687902808189392","0.16687902808189392","0.16687902808189392"
"205","","","","","","","","","","","","","4625","4625","4625","0.16915713250637054","0.16915713250637054","0.16915713250637054"
"206","","","","","","","","","","","","","4648","4648","4648","0.16894859075546265","0.16894859075546265","0.16894859075546265"
"207","","","","","","","","","","","","","4670","4670","4670","0.1728668212890625","0.1728668212890625","0.1728668212890625"
"208","","","","","","","","","","","","","4693","4693","4693","0.1713087558746338","0.1713087558746338","0.1713087558746338"
"209","","","","","","","","","","","","","4715","4715","4715","0.1717386096715927","0.1717386096715927","0.1717386096715927"
"210","","","","","","","","","","","","","4738","4738","4738","0.17356480658054352","0.17356480658054352","0.17356480658054352"
"211","","","","","","","","","","","","","4760","4760","4760","0.1740945279598236","0.1740945279598236","0.1740945279598236"
"212","","","","","","","","","","","","","4782","4782","4782","0.17382484674453735","0.17382484674453735","0.17382484674453735"
"213","","","","","","","","","","","","","4805","4805","4805","0.1739940047264099","0.1739940047264099","0.1739940047264099"
"214","","","","","","","","","","","","","4827","4827","4827","0.17438355088233948","0.17438355088233948","0.17438355088233948"
"215","","","","","","","","","","","","","4850","4850","4850","0.17424267530441284","0.17424267530441284","0.17424267530441284"
"216","","","","","","","","","","","","","4872","4872","4872","0.1732606142759323","0.1732606142759323","0.1732606142759323"
"217","","","","","","","","","","","","","4895","4895","4895","0.17329499125480652","0.17329499125480652","0.17329499125480652"
"218","","","","","","","","","","","","","4917","4917","4917","0.1737879365682602","0.1737879365682602","0.1737879365682602"
"219","","","","","","","","","","","","","4940","4940","4940","0.17311996221542358","0.17311996221542358","0.17311996221542358"
"220","","","","","","","","","","","","","4962","4962","4962","0.17408552765846252","0.17408552765846252","0.17408552765846252"
"221","","","","","","","","","","","","","4985","4985","4985","0.17524923384189606","0.17524923384189606","0.17524923384189606"
"222","","","","","","","","","","","","","5007","5007","5007","0.1811884343624115","0.1811884343624115","0.1811884343624115"
"223","","","","","","","","","","","","","5030","5030","5030","0.17814649641513824","0.17814649641513824","0.17814649641513824"
"224","","","","","","","","","","","","","5052","5052","5052","0.17861463129520416","0.17861463129520416","0.17861463129520416"
"225","","","","","","","","","","","","","5074","5074","5074","0.1775638312101364","0.1775638312101364","0.1775638312101364"
"226","","","","","","","","","","","","","5097","5097","5097","0.17983503639698029","0.17983503639698029","0.17983503639698029"
"227","","","","","","","","","","","","","5119","5119","5119","0.17990699410438538","0.17990699410438538","0.17990699410438538"
"228","","","","","","","","","","","","","5142","5142","5142","0.17916803061962128","0.17916803061962128","0.17916803061962128"
"229","","","","","","","","","","","","","5164","5164","5164","0.1790992021560669","0.1790992021560669","0.1790992021560669"
"230","","","","","","","","","","","","","5187","5187","5187","0.18134313821792603","0.18134313821792603","0.18134313821792603"
"231","","","","","","","","","","","","","5209","5209","5209","0.18239013850688934","0.18239013850688934","0.18239013850688934"
"232","","","","","","","","","","","","","5232","5232","5232","0.18135079741477966","0.18135079741477966","0.18135079741477966"
"233","","","","","","","","","","","","","5254","5254","5254","0.18051430583000183","0.18051430583000183","0.18051430583000183"
"234","","","","","","","","","","","","","5277","5277","5277","0.18052515387535095","0.18052515387535095","0.18052515387535095"
"235","","","","","","","","","","","","","5299","5299","5299","0.17930720746517181","0.17930720746517181","0.17930720746517181"
"236","","","","","","","","","","","","","5322","5322","5322","0.18063434958457947","0.18063434958457947","0.18063434958457947"
"237","","","","","","","","","","","","","5344","5344","5344","0.18281500041484833","0.18281500041484833","0.18281500041484833"
"238","","","","","","","","","","","","","5366","5366","5366","0.1840202808380127","0.1840202808380127","0.1840202808380127"
"239","","","","","","","","","","","","","5389","5389","5389","0.18096807599067688","0.18096807599067688","0.18096807599067688"
"240","","","","","","","","","","","","","5411","5411","5411","0.1813964694738388","0.1813964694738388","0.1813964694738388"
"241","","","","","","","","","","","","","5434","5434","5434","0.18930621445178986","0.18930621445178986","0.18930621445178986"
"242","","","","","","","","","","","","","5456","5456","5456","0.18797259032726288","0.18797259032726288","0.18797259032726288"
"243","","","","","","","","","","","","","5479","5479","5479","0.18614128232002258","0.18614128232002258","0.18614128232002258"
"244","","","","","","","","","","","","","5501","5501","5501","0.18805399537086487","0.18805399537086487","0.18805399537086487"
"245","","","","","","","","","","","","","5524","5524","5524","0.18890419602394104","0.18890419602394104","0.18890419602394104"
"246","","","","","","","","","","","","","5546","5546","5546","0.18865731358528137","0.18865731358528137","0.18865731358528137"
"247","","","","","","","","","","","","","5569","5569","5569","0.1884945034980774","0.1884945034980774","0.1884945034980774"
"248","","","","","","","","","","","","","5591","5591","5591","0.18866047263145447","0.18866047263145447","0.18866047263145447"
"249","","","","","","","","","","","","","5614","5614","5614","0.19020819664001465","0.19020819664001465","0.19020819664001465"
"250","","","","","","","7","7","7","0.19483083486557007","0.19483083486557007","0.19483083486557007","5636","5636","5636","0.1927395462989807","0.1927395462989807","0.1927395462989807"
"251","","","","","","","9","9","9","0.19079245626926422","0.19079245626926422","0.19079245626926422","5658","5658","5658","0.1919705718755722","0.1919705718755722","0.1919705718755722"
"252","","","","","","","11","11","11","0.19377975165843964","0.19377975165843964","0.19377975165843964","","","","","",""
"253","","","","","","","13","13","13","0.1930871605873108","0.1930871605873108","0.1930871605873108","","","","","",""
"254","","","","","","","21","21","21","0.19387756288051605","0.19387756288051605","0.19387756288051605","","","","","",""
"255","","","","","","","23","23","23","0.19412294030189514","0.19412294030189514","0.19412294030189514","","","","","",""
"256","","","","","","","31","31","31","0.19389931857585907","0.19389931857585907","0.19389931857585907","","","","","",""
"257","","","","","","","39","39","39","0.19367587566375732","0.19367587566375732","0.19367587566375732","","","","","",""
"258","","","","","","","41","41","41","0.19448384642601013","0.19448384642601013","0.19448384642601013","","","","","",""
"259","","","","","","","49","49","49","0.19436538219451904","0.19436538219451904","0.19436538219451904","","","","","",""
"260","","","","","","","51","51","51","0.19529160857200623","0.19529160857200623","0.19529160857200623","","","","","",""
"261","","","","","","","59","59","59","0.19489990174770355","0.19489990174770355","0.19489990174770355","","","","","",""
"262","","","","","","","67","67","67","0.19470936059951782","0.19470936059951782","0.19470936059951782","","","","","",""
"263","","","","","","","75","75","75","0.19507314264774323","0.19507314264774323","0.19507314264774323","","","","","",""
"264","","","","","","","77","77","77","0.19476644694805145","0.19476644694805145","0.19476644694805145","","","","","",""
"265","","","","","","","79","79","79","0.1944606602191925","0.1944606602191925","0.1944606602191925","","","","","",""
"266","","","","","","","87","87","87","0.1939864158630371","0.1939864158630371","0.1939864158630371","","","","","",""
"267","","","","","","","89","89","89","0.19469788670539856","0.19469788670539856","0.19469788670539856","","","","","",""
"268","","","","","","","97","97","97","0.19440510869026184","0.19440510869026184","0.19440510869026184","","","","","",""
"269","","","","","","","105","105","105","0.1935424655675888","0.1935424655675888","0.1935424655675888","","","","","",""
"270","","","","","","","113","113","113","0.1949813812971115","0.1949813812971115","0.1949813812971115","","","","","",""
"271","","","","","","","121","121","121","0.1959902048110962","0.1959902048110962","0.1959902048110962","","","","","",""
"272","","","","","","","123","123","123","0.19481827318668365","0.19481827318668365","0.19481827318668365","","","","","",""
"273","","","","","","","125","125","125","0.19403627514839172","0.19403627514839172","0.19403627514839172","","","","","",""
"274","","","","","","","127","127","127","0.1944427341222763","0.1944427341222763","0.1944427341222763","","","","","",""
"275","","","","","","","129","129","129","0.19647260010242462","0.19647260010242462","0.19647260010242462","","","","","",""
"276","","","","","","","131","131","131","0.19596168398857117","0.19596168398857117","0.19596168398857117","","","","","",""
"277","","","","","","","133","133","133","0.19641448557376862","0.19641448557376862","0.19641448557376862","","","","","",""
"278","","","","","","","141","141","141","0.19858932495117188","0.19858932495117188","0.19858932495117188","","","","","",""
"279","","","","","","","143","143","143","0.19845911860466003","0.19845911860466003","0.19845911860466003","","","","","",""
"280","","","","","","","151","151","151","0.2013227641582489","0.2013227641582489","0.2013227641582489","","","","","",""
"281","","","","","","","159","159","159","0.2009815275669098","0.2009815275669098","0.2009815275669098","","","","","",""
"282","","","","","","","161","161","161","0.2007526308298111","0.2007526308298111","0.2007526308298111","","","","","",""
"283","","","","","","","169","169","169","0.20024043321609497","0.20024043321609497","0.20024043321609497","","","","","",""
"284","","","","","","","177","177","177","0.19902542233467102","0.19902542233467102","0.19902542233467102","","","","","",""
"285","","","","","","","179","179","179","0.20065052807331085","0.20065052807331085","0.20065052807331085","","","","","",""
"286","","","","","","","181","181","181","0.20132021605968475","0.20132021605968475","0.20132021605968475","","","","","",""
"287","","","","","","","183","183","183","0.19966794550418854","0.19966794550418854","0.19966794550418854","","","","","",""
"288","","","","","","","185","185","185","0.20099128782749176","0.20099128782749176","0.20099128782749176","","","","","",""
"289","","","","","","","193","193","193","0.2027401328086853","0.2027401328086853","0.2027401328086853","","","","","",""
"290","","","","","","","195","195","195","0.2019001841545105","0.2019001841545105","0.2019001841545105","","","","","",""
"291","","","","","","","197","197","197","0.20292159914970398","0.20292159914970398","0.20292159914970398","","","","","",""
"292","","","","","","","205","205","205","0.20326098799705505","0.20326098799705505","0.20326098799705505","","","","","",""
"293","","","","","","","213","213","213","0.2041272670030594","0.2041272670030594","0.2041272670030594","","","","","",""
"294","","","","","","","215","215","215","0.20450204610824585","0.20450204610824585","0.20450204610824585","","","","","",""
"295","","","","","","","217","217","217","0.2032429277896881","0.2032429277896881","0.2032429277896881","","","","","",""
"296","","","","","","","219","219","219","0.20393986999988556","0.20393986999988556","0.20393986999988556","","","","","",""
"297","","","","","","","221","221","221","0.20377963781356812","0.20377963781356812","0.20377963781356812","","","","","",""
"298","","","","","","","223","223","223","0.20465612411499023","0.20465612411499023","0.20465612411499023","","","","","",""
"299","","","","","","","231","231","231","0.20504306256771088","0.20504306256771088","0.20504306256771088","","","","","",""
"300","","","","","","","239","239","239","0.20574191212654114","0.20574191212654114","0.20574191212654114","","","","","",""
"301","","","","","","","247","247","247","0.20524244010448456","0.20524244010448456","0.20524244010448456","","","","","",""
"302","","","","","","","255","255","255","0.20596998929977417","0.20596998929977417","0.20596998929977417","","","","","",""
"303","","","","","","","257","257","257","0.20575103163719177","0.20575103163719177","0.20575103163719177","","","","","",""
"304","","","","","","","265","265","265","0.2057826668024063","0.2057826668024063","0.2057826668024063","","","","","",""
"305","","","","","","","267","267","267","0.2067391276359558","0.2067391276359558","0.2067391276359558","","","","","",""
"306","","","","","","","275","275","275","0.2058185338973999","0.2058185338973999","0.2058185338973999","","","","","",""
"307","","","","","","","277","277","277","0.20811328291893005","0.20811328291893005","0.20811328291893005","","","","","",""
"308","","","","","","","279","279","279","0.20936982333660126","0.20936982333660126","0.20936982333660126","","","","","",""
"309","","","","","","","287","287","287","0.208586186170578","0.208586186170578","0.208586186170578","","","","","",""
"310","","","","","","","295","295","295","0.20908789336681366","0.20908789336681366","0.20908789336681366","","","","","",""
"311","","","","","","","303","303","303","0.21022240817546844","0.21022240817546844","0.21022240817546844","","","","","",""
"312","","","","","","","311","311","311","0.21037507057189941","0.21037507057189941","0.21037507057189941","","","","","",""
"313","","","","","","","313","313","313","0.2109532505273819","0.2109532505273819","0.2109532505273819","","","","","",""
"314","","","","","","","315","315","315","0.2108667492866516","0.2108667492866516","0.2108667492866516","","","","","",""
"315","","","","","","","323","323","323","0.21143753826618195","0.21143753826618195","0.21143753826618195","","","","","",""
"316","","","","","","","331","331","331","0.21169257164001465","0.21169257164001465","0.21169257164001465","","","","","",""
"317","","","","","","","339","339","339","0.2114778757095337","0.2114778757095337","0.2114778757095337","","","","","",""
"318","","","","","","","341","341","341","0.21177229285240173","0.21177229285240173","0.21177229285240173","","","","","",""
"319","","","","","","","343","343","343","0.2118684947490692","0.2118684947490692","0.2118684947490692","","","","","",""
"320","","","","","","","351","351","351","0.21129977703094482","0.21129977703094482","0.21129977703094482","","","","","",""
"321","","","","","","","359","359","359","0.2129407823085785","0.2129407823085785","0.2129407823085785","","","","","",""
"322","","","","","","","361","361","361","0.21307705342769623","0.21307705342769623","0.21307705342769623","","","","","",""
"323","","","","","","","369","369","369","0.2129095196723938","0.2129095196723938","0.2129095196723938","","","","","",""
"324","","","","","","","371","371","371","0.2136717289686203","0.2136717289686203","0.2136717289686203","","","","","",""
"325","","","","","","","379","379","379","0.2142840474843979","0.2142840474843979","0.2142840474843979","","","","","",""
"326","","","","","","","387","387","387","0.21413865685462952","0.21413865685462952","0.21413865685462952","","","","","",""
"327","","","","","","","395","395","395","0.2177838832139969","0.2177838832139969","0.2177838832139969","","","","","",""
"328","","","","","","","403","403","403","0.21612392365932465","0.21612392365932465","0.21612392365932465","","","","","",""
"329","","","","","","","411","411","411","0.215327650308609","0.215327650308609","0.215327650308609","","","","","",""
"330","","","","","","","413","413","413","0.21783573925495148","0.21783573925495148","0.21783573925495148","","","","","",""
"331","","","","","","","421","421","421","0.21914814412593842","0.21914814412593842","0.21914814412593842","","","","","",""
"332","","","","","","","423","423","423","0.21944059431552887","0.21944059431552887","0.21944059431552887","","","","","",""
"333","","","","","","","425","425","425","0.21766574680805206","0.21766574680805206","0.21766574680805206","","","","","",""
"334","","","","","","","427","427","427","0.21862293779850006","0.21862293779850006","0.21862293779850006","","","","","",""
"335","","","","","","","435","435","435","0.2192690074443817","0.2192690074443817","0.2192690074443817","","","","","",""
"336","","","","","","","437","437","437","0.2194756269454956","0.2194756269454956","0.2194756269454956","","","","","",""
"337","","","","","","","445","445","445","0.22018538415431976","0.22018538415431976","0.22018538415431976","","","","","",""
"338","","","","","","","453","453","453","0.21960771083831787","0.21960771083831787","0.21960771083831787","","","","","",""
"339","","","","","","","461","461","461","0.21668174862861633","0.21668174862861633","0.21668174862861633","","","","","",""
"340","","","","","","","463","463","463","0.21762745082378387","0.21762745082378387","0.21762745082378387","","","","","",""
"341","","","","","","","471","471","471","0.22002530097961426","0.22002530097961426","0.22002530097961426","","","","","",""
"342","","","","","","","479","479","479","0.2198629379272461","0.2198629379272461","0.2198629379272461","","","","","",""
"343","","","","","","","481","481","481","0.2204764187335968","0.2204764187335968","0.2204764187335968","","","","","",""
"344","","","","","","","489","489","489","0.21972593665122986","0.21972593665122986","0.21972593665122986","","","","","",""
"345","","","","","","","497","497","497","0.21910202503204346","0.21910202503204346","0.21910202503204346","","","","","",""
"346","","","","","","","499","499","499","0.22206661105155945","0.22206661105155945","0.22206661105155945","","","","","",""
"347","","","","","","","507","507","507","0.22149094939231873","0.22149094939231873","0.22149094939231873","","","","","",""
"348","","","","","","","515","515","515","0.22363729774951935","0.22363729774951935","0.22363729774951935","","","","","",""
"349","","","","","","","517","517","517","0.22394981980323792","0.22394981980323792","0.22394981980323792","","","","","",""
"350","","","","","","","519","519","519","0.22632044553756714","0.22632044553756714","0.22632044553756714","","","","","",""
"351","","","","","","","521","521","521","0.2239997833967209","0.2239997833967209","0.2239997833967209","","","","","",""
"352","","","","","","","523","523","523","0.22660598158836365","0.22660598158836365","0.22660598158836365","","","","","",""
"353","","","","","","","531","531","531","0.22620977461338043","0.22620977461338043","0.22620977461338043","","","","","",""
"354","","","","","","","533","533","533","0.2288609892129898","0.2288609892129898","0.2288609892129898","","","","","",""
"355","","","","","","","535","535","535","0.2286798357963562","0.2286798357963562","0.2286798357963562","","","","","",""
"356","","","","","","","543","543","543","0.22810877859592438","0.22810877859592438","0.22810877859592438","","","","","",""
"357","","","","","","","545","545","545","0.22831958532333374","0.22831958532333374","0.22831958532333374","","","","","",""
"358","","","","","","","553","553","553","0.22938627004623413","0.22938627004623413","0.22938627004623413","","","","","",""
"359","","","","","","","561","561","561","0.22992628812789917","0.22992628812789917","0.22992628812789917","","","","","",""
"360","","","","","","","569","569","569","0.23030537366867065","0.23030537366867065","0.23030537366867065","","","","","",""
"361","","","","","","","571","571","571","0.22795166075229645","0.22795166075229645","0.22795166075229645","","","","","",""
"362","","","","","","","579","579","579","0.2286529242992401","0.2286529242992401","0.2286529242992401","","","","","",""
"363","","","","","","","581","581","581","0.22856055200099945","0.22856055200099945","0.22856055200099945","","","","","",""
"364","","","","","","","589","589","589","0.23058031499385834","0.23058031499385834","0.23058031499385834","","","","","",""
"365","","","","","","","597","597","597","0.23023049533367157","0.23023049533367157","0.23023049533367157","","","","","",""
"366","","","","","","","605","605","605","0.23003371059894562","0.23003371059894562","0.23003371059894562","","","","","",""
"367","","","","","","","607","607","607","0.22986498475074768","0.22986498475074768","0.22986498475074768","","","","","",""
"368","","","","","","","615","615","615","0.22971731424331665","0.22971731424331665","0.22971731424331665","","","","","",""
"369","","","","","","","623","623","623","0.23701637983322144","0.23701637983322144","0.23701637983322144","","","","","",""
"370","","","","","","","631","631","631","0.23331965506076813","0.23331965506076813","0.23331965506076813","","","","","",""
"371","","","","","","","639","639","639","0.23386840522289276","0.23386840522289276","0.23386840522289276","","","","","",""
"372","","","","","","","647","647","647","0.2336931973695755","0.2336931973695755","0.2336931973695755","","","","","",""
"373","","","","","","","649","649","649","0.23491808772087097","0.23491808772087097","0.23491808772087097","","","","","",""
"374","","","","","","","657","657","657","0.2351909577846527","0.2351909577846527","0.2351909577846527","","","","","",""
"375","","","","","","","659","659","659","0.2342374473810196","0.2342374473810196","0.2342374473810196","","","","","",""
"376","","","","","","","667","667","667","0.23460783064365387","0.23460783064365387","0.23460783064365387","","","","","",""
"377","","","","","","","675","675","675","0.23416906595230103","0.23416906595230103","0.23416906595230103","","","","","",""
"378","","","","","","","677","677","677","0.23301459848880768","0.23301459848880768","0.23301459848880768","","","","","",""
"379","","","","","","","679","679","679","0.23274677991867065","0.23274677991867065","0.23274677991867065","","","","","",""
"380","","","","","","","687","687","687","0.23527152836322784","0.23527152836322784","0.23527152836322784","","","","","",""
"381","","","","","","","695","695","695","0.23513926565647125","0.23513926565647125","0.23513926565647125","","","","","",""
"382","","","","","","","703","703","703","0.2386746108531952","0.2386746108531952","0.2386746108531952","","","","","",""
"383","","","","","","","705","705","705","0.23756572604179382","0.23756572604179382","0.23756572604179382","","","","","",""
"384","","","","","","","707","707","707","0.23764318227767944","0.23764318227767944","0.23764318227767944","","","","","",""
"385","","","","","","","715","715","715","0.2398807257413864","0.2398807257413864","0.2398807257413864","","","","","",""
"386","","","","","","","717","717","717","0.24060019850730896","0.24060019850730896","0.24060019850730896","","","","","",""
"387","","","","","","","719","719","719","0.23980273306369781","0.23980273306369781","0.23980273306369781","","","","","",""
"388","","","","","","","721","721","721","0.23973733186721802","0.23973733186721802","0.23973733186721802","","","","","",""
"389","","","","","","","723","723","723","0.24113447964191437","0.24113447964191437","0.24113447964191437","","","","","",""
"390","","","","","","","725","725","725","0.2422817200422287","0.2422817200422287","0.2422817200422287","","","","","",""
"391","","","","","","","733","733","733","0.2410169094800949","0.2410169094800949","0.2410169094800949","","","","","",""
"392","","","","","","","735","735","735","0.24042417109012604","0.24042417109012604","0.24042417109012604","","","","","",""
"393","","","","","","","743","743","743","0.2418242245912552","0.2418242245912552","0.2418242245912552","","","","","",""
"394","","","","","","","745","745","745","0.24288155138492584","0.24288155138492584","0.24288155138492584","","","","","",""
"395","","","","","","","747","747","747","0.24356764554977417","0.24356764554977417","0.24356764554977417","","","","","",""
"396","","","","","","","749","749","749","0.2442064732313156","0.2442064732313156","0.2442064732313156","","","","","",""
"397","","","","","","","757","757","757","0.24664583802223206","0.24664583802223206","0.24664583802223206","","","","","",""
"398","","","","","","","765","765","765","0.24649164080619812","0.24649164080619812","0.24649164080619812","","","","","",""
"399","","","","","","","773","773","773","0.24500060081481934","0.24500060081481934","0.24500060081481934","","","","","",""
"400","","","","","","","775","775","775","0.24535678327083588","0.24535678327083588","0.24535678327083588","","","","","",""
"401","","","","","","","777","777","777","0.2461176961660385","0.2461176961660385","0.2461176961660385","","","","","",""
"402","","","","","","","785","785","785","0.24595682322978973","0.24595682322978973","0.24595682322978973","","","","","",""
"403","","","","","","","793","793","793","0.24613997340202332","0.24613997340202332","0.24613997340202332","","","","","",""
"404","","","","","","","795","795","795","0.24688495695590973","0.24688495695590973","0.24688495695590973","","","","","",""
"405","","","","","","","803","803","803","0.2474094033241272","0.2474094033241272","0.2474094033241272","","","","","",""
"406","","","","","","","805","805","805","0.24921774864196777","0.24921774864196777","0.24921774864196777","","","","","",""
"407","","","","","","","807","807","807","0.2524743676185608","0.2524743676185608","0.2524743676185608","","","","","",""
"408","","","","","","","815","815","815","0.25074949860572815","0.25074949860572815","0.25074949860572815","","","","","",""
"409","","","","","","","817","817","817","0.2513434886932373","0.2513434886932373","0.2513434886932373","","","","","",""
"410","","","","","","","819","819","819","0.2518688440322876","0.2518688440322876","0.2518688440322876","","","","","",""
"411","","","","","","","821","821","821","0.2508123815059662","0.2508123815059662","0.2508123815059662","","","","","",""
"412","","","","","","","823","823","823","0.2523217797279358","0.2523217797279358","0.2523217797279358","","","","","",""
"413","","","","","","","825","825","825","0.25151658058166504","0.25151658058166504","0.25151658058166504","","","","","",""
"414","","","","","","","827","827","827","0.2534540295600891","0.2534540295600891","0.2534540295600891","","","","","",""
"415","","","","","","","829","829","829","0.25343623757362366","0.25343623757362366","0.25343623757362366","","","","","",""
"416","","","","","","","837","837","837","0.2532123327255249","0.2532123327255249","0.2532123327255249","","","","","",""
"417","","","","","","","845","845","845","0.2548598349094391","0.2548598349094391","0.2548598349094391","","","","","",""
"418","","","","","","","847","847","847","0.25374269485473633","0.25374269485473633","0.25374269485473633","","","","","",""
"419","","","","","","","849","849","849","0.2549642026424408","0.2549642026424408","0.2549642026424408","","","","","",""
"420","","","","","","","851","851","851","0.2542431056499481","0.2542431056499481","0.2542431056499481","","","","","",""
"421","","","","","","","853","853","853","0.25811153650283813","0.25811153650283813","0.25811153650283813","","","","","",""
"422","","","","","","","861","861","861","0.2571958899497986","0.2571958899497986","0.2571958899497986","","","","","",""
"423","","","","","","","869","869","869","0.25837960839271545","0.25837960839271545","0.25837960839271545","","","","","",""
"424","","","","","","","871","871","871","0.2545749843120575","0.2545749843120575","0.2545749843120575","","","","","",""
"425","","","","","","","873","873","873","0.26072099804878235","0.26072099804878235","0.26072099804878235","","","","","",""
"426","","","","","","","881","881","881","0.25871244072914124","0.25871244072914124","0.25871244072914124","","","","","",""
"427","","","","","","","889","889","889","0.2584569454193115","0.2584569454193115","0.2584569454193115","","","","","",""
"428","","","","","","","897","897","897","0.25828999280929565","0.25828999280929565","0.25828999280929565","","","","","",""
"429","","","","","","","899","899","899","0.258036732673645","0.258036732673645","0.258036732673645","","","","","",""
"430","","","","","","","901","901","901","0.258404403924942","0.258404403924942","0.258404403924942","","","","","",""
"431","","","","","","","903","903","903","0.26076823472976685","0.26076823472976685","0.26076823472976685","","","","","",""
"432","","","","","","","905","905","905","0.26226943731307983","0.26226943731307983","0.26226943731307983","","","","","",""
"433","","","","","","","907","907","907","0.2603629231452942","0.2603629231452942","0.2603629231452942","","","","","",""
"434","","","","","","","915","915","915","0.2618117928504944","0.2618117928504944","0.2618117928504944","","","","","",""
"435","","","","","","","923","923","923","0.2666410207748413","0.2666410207748413","0.2666410207748413","","","","","",""
"436","","","","","","","931","931","931","0.2643457055091858","0.2643457055091858","0.2643457055091858","","","","","",""
"437","","","","","","","933","933","933","0.26485463976860046","0.26485463976860046","0.26485463976860046","","","","","",""
"438","","","","","","","935","935","935","0.26368603110313416","0.26368603110313416","0.26368603110313416","","","","","",""
"439","","","","","","","937","937","937","0.2642734944820404","0.2642734944820404","0.2642734944820404","","","","","",""
"440","","","","","","","945","945","945","0.2655624747276306","0.2655624747276306","0.2655624747276306","","","","","",""
"441","","","","","","","947","947","947","0.26532474160194397","0.26532474160194397","0.26532474160194397","","","","","",""
"442","","","","","","","949","949","949","0.26576700806617737","0.26576700806617737","0.26576700806617737","","","","","",""
"443","","","","","","","957","957","957","0.26760414242744446","0.26760414242744446","0.26760414242744446","","","","","",""
"444","","","","","","","965","965","965","0.27078941464424133","0.27078941464424133","0.27078941464424133","","","","","",""
"445","","","","","","","967","967","967","0.26991981267929077","0.26991981267929077","0.26991981267929077","","","","","",""
"446","","","","","","","969","969","969","0.2751237750053406","0.2751237750053406","0.2751237750053406","","","","","",""
"447","","","","","","","977","977","977","0.27109387516975403","0.27109387516975403","0.27109387516975403","","","","","",""
"448","","","","","","","985","985","985","0.27028289437294006","0.27028289437294006","0.27028289437294006","","","","","",""
"449","","","","","","","993","993","993","0.2738586664199829","0.2738586664199829","0.2738586664199829","","","","","",""
"450","","","","","","","995","995","995","0.27190732955932617","0.27190732955932617","0.27190732955932617","","","","","",""
"451","","","","","","","1003","1003","1003","0.27460038661956787","0.27460038661956787","0.27460038661956787","","","","","",""
"452","","","","","","","1005","1005","1005","0.27524110674858093","0.27524110674858093","0.27524110674858093","","","","","",""
"453","","","","","","","1007","1007","1007","0.27532628178596497","0.27532628178596497","0.27532628178596497","","","","","",""
"454","","","","","","","1009","1009","1009","0.2741266191005707","0.2741266191005707","0.2741266191005707","","","","","",""
"455","","","","","","","1017","1017","1017","0.27288827300071716","0.27288827300071716","0.27288827300071716","","","","","",""
"456","","","","","","","1019","1019","1019","0.2727256715297699","0.2727256715297699","0.2727256715297699","","","","","",""
"457","","","","","","","1021","1021","1021","0.2725538909435272","0.2725538909435272","0.2725538909435272","","","","","",""
"458","","","","","","","1029","1029","1029","0.2761840522289276","0.2761840522289276","0.2761840522289276","","","","","",""
"459","","","","","","","1037","1037","1037","0.2754964828491211","0.2754964828491211","0.2754964828491211","","","","","",""
"460","","","","","","","1039","1039","1039","0.279813289642334","0.279813289642334","0.279813289642334","","","","","",""
"461","","","","","","","1047","1047","1047","0.27686864137649536","0.27686864137649536","0.27686864137649536","","","","","",""
"462","","","","","","","1049","1049","1049","0.28073275089263916","0.28073275089263916","0.28073275089263916","","","","","",""
"463","","","","","","","1051","1051","1051","0.2757189869880676","0.2757189869880676","0.2757189869880676","","","","","",""
"464","","","","","","","1059","1059","1059","0.28028929233551025","0.28028929233551025","0.28028929233551025","","","","","",""
"465","","","","","","","1067","1067","1067","0.28797096014022827","0.28797096014022827","0.28797096014022827","","","","","",""
"466","","","","","","","1069","1069","1069","0.28488248586654663","0.28488248586654663","0.28488248586654663","","","","","",""
"467","","","","","","","1077","1077","1077","0.29007598757743835","0.29007598757743835","0.29007598757743835","","","","","",""
"468","","","","","","","1085","1085","1085","0.2880689203739166","0.2880689203739166","0.2880689203739166","","","","","",""
"469","","","","","","","1093","1093","1093","0.2884199023246765","0.2884199023246765","0.2884199023246765","","","","","",""
