"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_fc_layers1.bias_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_fc_layers1.bias_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_fc_layers1.bias_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_fc_layers1.bias_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_fc_layers1.bias_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_fc_layers1.bias_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Discriminator_fc_layers1.bias_norm","29/04 10:06:37 Standard (weights)1 - Discriminator_fc_layers1.bias_norm__MIN","29/04 10:06:37 Standard (weights)1 - Discriminator_fc_layers1.bias_norm__MAX"
"189","","","","","","","","","","","","","4266","4266","4266","0.8968974351882935","0.8968974351882935","0.8968974351882935"
"190","","","","","","","","","","","","","4288","4288","4288","0.8988413214683533","0.8988413214683533","0.8988413214683533"
"191","","","","","","","","","","","","","4311","4311","4311","0.898829460144043","0.898829460144043","0.898829460144043"
"192","","","","","","","","","","","","","4333","4333","4333","0.8987867832183838","0.8987867832183838","0.8987867832183838"
"193","","","","","","","","","","","","","4356","4356","4356","0.8996065855026245","0.8996065855026245","0.8996065855026245"
"194","","","","","","","","","","","","","4378","4378","4378","0.9004457592964172","0.9004457592964172","0.9004457592964172"
"195","","","","","","","","","","","","","4401","4401","4401","0.9006060361862183","0.9006060361862183","0.9006060361862183"
"196","","","","","","","","","","","","","4423","4423","4423","0.9011310935020447","0.9011310935020447","0.9011310935020447"
"197","","","","","","","","","","","","","4446","4446","4446","0.9015513062477112","0.9015513062477112","0.9015513062477112"
"198","","","","","","","","","","","","","4468","4468","4468","0.8993144631385803","0.8993144631385803","0.8993144631385803"
"199","","","","","","","","","","","","","4491","4491","4491","0.911267876625061","0.911267876625061","0.911267876625061"
"200","","","","","","","","","","","","","4513","4513","4513","0.9147011637687683","0.9147011637687683","0.9147011637687683"
"201","","","","","","","","","","","","","4535","4535","4535","0.9150331020355225","0.9150331020355225","0.9150331020355225"
"202","","","","","","","","","","","","","4558","4558","4558","0.9156981706619263","0.9156981706619263","0.9156981706619263"
"203","","","","","","","","","","","","","4580","4580","4580","0.9166380167007446","0.9166380167007446","0.9166380167007446"
"204","","","","","","","","","","","","","4603","4603","4603","0.9183559417724609","0.9183559417724609","0.9183559417724609"
"205","","","","","","","","","","","","","4625","4625","4625","0.9216556549072266","0.9216556549072266","0.9216556549072266"
"206","","","","","","","","","","","","","4648","4648","4648","0.9222287535667419","0.9222287535667419","0.9222287535667419"
"207","","","","","","","","","","","","","4670","4670","4670","0.9272244572639465","0.9272244572639465","0.9272244572639465"
"208","","","","","","","","","","","","","4693","4693","4693","0.928811252117157","0.928811252117157","0.928811252117157"
"209","","","","","","","","","","","","","4715","4715","4715","0.9298818707466125","0.9298818707466125","0.9298818707466125"
"210","","","","","","","","","","","","","4738","4738","4738","0.9301534295082092","0.9301534295082092","0.9301534295082092"
"211","","","","","","","","","","","","","4760","4760","4760","0.9307761788368225","0.9307761788368225","0.9307761788368225"
"212","","","","","","","","","","","","","4782","4782","4782","0.9319770932197571","0.9319770932197571","0.9319770932197571"
"213","","","","","","","","","","","","","4805","4805","4805","0.9333730340003967","0.9333730340003967","0.9333730340003967"
"214","","","","","","","","","","","","","4827","4827","4827","0.9356428384780884","0.9356428384780884","0.9356428384780884"
"215","","","","","","","","","","","","","4850","4850","4850","0.9354246854782104","0.9354246854782104","0.9354246854782104"
"216","","","","","","","","","","","","","4872","4872","4872","0.9355581998825073","0.9355581998825073","0.9355581998825073"
"217","","","","","","","","","","","","","4895","4895","4895","0.9349496960639954","0.9349496960639954","0.9349496960639954"
"218","","","","","","","","","","","","","4917","4917","4917","0.9362310171127319","0.9362310171127319","0.9362310171127319"
"219","","","","","","","","","","","","","4940","4940","4940","0.9362356066703796","0.9362356066703796","0.9362356066703796"
"220","","","","","","","","","","","","","4962","4962","4962","0.9403249025344849","0.9403249025344849","0.9403249025344849"
"221","","","","","","","","","","","","","4985","4985","4985","0.9521862864494324","0.9521862864494324","0.9521862864494324"
"222","","","","","","","","","","","","","5007","5007","5007","0.9589688777923584","0.9589688777923584","0.9589688777923584"
"223","","","","","","","","","","","","","5030","5030","5030","0.958666205406189","0.958666205406189","0.958666205406189"
"224","","","","","","","","","","","","","5052","5052","5052","0.9588260054588318","0.9588260054588318","0.9588260054588318"
"225","","","","","","","","","","","","","5074","5074","5074","0.9597708582878113","0.9597708582878113","0.9597708582878113"
"226","","","","","","","","","","","","","5097","5097","5097","0.9698418974876404","0.9698418974876404","0.9698418974876404"
"227","","","","","","","","","","","","","5119","5119","5119","0.9700058698654175","0.9700058698654175","0.9700058698654175"
"228","","","","","","","","","","","","","5142","5142","5142","0.9710577726364136","0.9710577726364136","0.9710577726364136"
"229","","","","","","","","","","","","","5164","5164","5164","0.9714772701263428","0.9714772701263428","0.9714772701263428"
"230","","","","","","","","","","","","","5187","5187","5187","0.9721572995185852","0.9721572995185852","0.9721572995185852"
"231","","","","","","","","","","","","","5209","5209","5209","0.9717972278594971","0.9717972278594971","0.9717972278594971"
"232","","","","","","","","","","","","","5232","5232","5232","0.9721664786338806","0.9721664786338806","0.9721664786338806"
"233","","","","","","","","","","","","","5254","5254","5254","0.9717378616333008","0.9717378616333008","0.9717378616333008"
"234","","","","","","","","","","","","","5277","5277","5277","0.9706763625144958","0.9706763625144958","0.9706763625144958"
"235","","","","","","","","","","","","","5299","5299","5299","0.9727668166160583","0.9727668166160583","0.9727668166160583"
"236","","","","","","","","","","","","","5322","5322","5322","0.9767704606056213","0.9767704606056213","0.9767704606056213"
"237","","","","","","","","","","","","","5344","5344","5344","0.9803053140640259","0.9803053140640259","0.9803053140640259"
"238","","","","","","","","","","","","","5366","5366","5366","0.9810424447059631","0.9810424447059631","0.9810424447059631"
"239","","","","","","","","","","","","","5389","5389","5389","0.9875788688659668","0.9875788688659668","0.9875788688659668"
"240","","","","","","","","","","","","","5411","5411","5411","0.9882075190544128","0.9882075190544128","0.9882075190544128"
"241","","","","","","","","","","","","","5434","5434","5434","0.9942632913589478","0.9942632913589478","0.9942632913589478"
"242","","","","","","","","","","","","","5456","5456","5456","0.9949542284011841","0.9949542284011841","0.9949542284011841"
"243","","","","","","","","","","","","","5479","5479","5479","0.9949582815170288","0.9949582815170288","0.9949582815170288"
"244","","","","","","","","","","","","","5501","5501","5501","0.9942587018013","0.9942587018013","0.9942587018013"
"245","","","","","","","","","","","","","5524","5524","5524","0.995123565196991","0.995123565196991","0.995123565196991"
"246","","","","","","","","","","","","","5546","5546","5546","0.9951185584068298","0.9951185584068298","0.9951185584068298"
"247","","","","","","","","","","","","","5569","5569","5569","0.9979667663574219","0.9979667663574219","0.9979667663574219"
"248","","","","","","","","","","","","","5591","5591","5591","0.9993286728858948","0.9993286728858948","0.9993286728858948"
"249","","","","","","","","","","","","","5614","5614","5614","1.007943868637085","1.007943868637085","1.007943868637085"
"250","","","","","","","7","7","7","1.0150851011276245","1.0150851011276245","1.0150851011276245","5636","5636","5636","1.0168582201004028","1.0168582201004028","1.0168582201004028"
"251","","","","","","","9","9","9","1.0162761211395264","1.0162761211395264","1.0162761211395264","5658","5658","5658","1.01687490940094","1.01687490940094","1.01687490940094"
"252","","","","","","","11","11","11","1.017947793006897","1.017947793006897","1.017947793006897","","","","","",""
"253","","","","","","","13","13","13","1.0179210901260376","1.0179210901260376","1.0179210901260376","","","","","",""
"254","","","","","","","21","21","21","1.0178781747817993","1.0178781747817993","1.0178781747817993","","","","","",""
"255","","","","","","","23","23","23","1.0179282426834106","1.0179282426834106","1.0179282426834106","","","","","",""
"256","","","","","","","31","31","31","1.017998218536377","1.017998218536377","1.017998218536377","","","","","",""
"257","","","","","","","39","39","39","1.020049810409546","1.020049810409546","1.020049810409546","","","","","",""
"258","","","","","","","41","41","41","1.0207189321517944","1.0207189321517944","1.0207189321517944","","","","","",""
"259","","","","","","","49","49","49","1.0217961072921753","1.0217961072921753","1.0217961072921753","","","","","",""
"260","","","","","","","51","51","51","1.0211275815963745","1.0211275815963745","1.0211275815963745","","","","","",""
"261","","","","","","","59","59","59","1.0219627618789673","1.0219627618789673","1.0219627618789673","","","","","",""
"262","","","","","","","67","67","67","1.0202209949493408","1.0202209949493408","1.0202209949493408","","","","","",""
"263","","","","","","","75","75","75","1.020214319229126","1.020214319229126","1.020214319229126","","","","","",""
"264","","","","","","","77","77","77","1.020249605178833","1.020249605178833","1.020249605178833","","","","","",""
"265","","","","","","","79","79","79","1.020235538482666","1.020235538482666","1.020235538482666","","","","","",""
"266","","","","","","","87","87","87","1.0262949466705322","1.0262949466705322","1.0262949466705322","","","","","",""
"267","","","","","","","89","89","89","1.0262112617492676","1.0262112617492676","1.0262112617492676","","","","","",""
"268","","","","","","","97","97","97","1.0261695384979248","1.0261695384979248","1.0261695384979248","","","","","",""
"269","","","","","","","105","105","105","1.028786540031433","1.028786540031433","1.028786540031433","","","","","",""
"270","","","","","","","113","113","113","1.031875491142273","1.031875491142273","1.031875491142273","","","","","",""
"271","","","","","","","121","121","121","1.0306488275527954","1.0306488275527954","1.0306488275527954","","","","","",""
"272","","","","","","","123","123","123","1.0305968523025513","1.0305968523025513","1.0305968523025513","","","","","",""
"273","","","","","","","125","125","125","1.0305877923965454","1.0305877923965454","1.0305877923965454","","","","","",""
"274","","","","","","","127","127","127","1.0303069353103638","1.0303069353103638","1.0303069353103638","","","","","",""
"275","","","","","","","129","129","129","1.030914068222046","1.030914068222046","1.030914068222046","","","","","",""
"276","","","","","","","131","131","131","1.030935287475586","1.030935287475586","1.030935287475586","","","","","",""
"277","","","","","","","133","133","133","1.0335031747817993","1.0335031747817993","1.0335031747817993","","","","","",""
"278","","","","","","","141","141","141","1.042547345161438","1.042547345161438","1.042547345161438","","","","","",""
"279","","","","","","","143","143","143","1.0445959568023682","1.0445959568023682","1.0445959568023682","","","","","",""
"280","","","","","","","151","151","151","1.045009970664978","1.045009970664978","1.045009970664978","","","","","",""
"281","","","","","","","159","159","159","1.0451321601867676","1.0451321601867676","1.0451321601867676","","","","","",""
"282","","","","","","","161","161","161","1.0461289882659912","1.0461289882659912","1.0461289882659912","","","","","",""
"283","","","","","","","169","169","169","1.0468347072601318","1.0468347072601318","1.0468347072601318","","","","","",""
"284","","","","","","","177","177","177","1.0468864440917969","1.0468864440917969","1.0468864440917969","","","","","",""
"285","","","","","","","179","179","179","1.0465264320373535","1.0465264320373535","1.0465264320373535","","","","","",""
"286","","","","","","","181","181","181","1.047476887702942","1.047476887702942","1.047476887702942","","","","","",""
"287","","","","","","","183","183","183","1.0572344064712524","1.0572344064712524","1.0572344064712524","","","","","",""
"288","","","","","","","185","185","185","1.0645451545715332","1.0645451545715332","1.0645451545715332","","","","","",""
"289","","","","","","","193","193","193","1.0650904178619385","1.0650904178619385","1.0650904178619385","","","","","",""
"290","","","","","","","195","195","195","1.067243218421936","1.067243218421936","1.067243218421936","","","","","",""
"291","","","","","","","197","197","197","1.0703444480895996","1.0703444480895996","1.0703444480895996","","","","","",""
"292","","","","","","","205","205","205","1.0724570751190186","1.0724570751190186","1.0724570751190186","","","","","",""
"293","","","","","","","213","213","213","1.0724239349365234","1.0724239349365234","1.0724239349365234","","","","","",""
"294","","","","","","","215","215","215","1.0725117921829224","1.0725117921829224","1.0725117921829224","","","","","",""
"295","","","","","","","217","217","217","1.0723801851272583","1.0723801851272583","1.0723801851272583","","","","","",""
"296","","","","","","","219","219","219","1.0739272832870483","1.0739272832870483","1.0739272832870483","","","","","",""
"297","","","","","","","221","221","221","1.0739749670028687","1.0739749670028687","1.0739749670028687","","","","","",""
"298","","","","","","","223","223","223","1.0798296928405762","1.0798296928405762","1.0798296928405762","","","","","",""
"299","","","","","","","231","231","231","1.0809999704360962","1.0809999704360962","1.0809999704360962","","","","","",""
"300","","","","","","","239","239","239","1.0813390016555786","1.0813390016555786","1.0813390016555786","","","","","",""
"301","","","","","","","247","247","247","1.082618236541748","1.082618236541748","1.082618236541748","","","","","",""
"302","","","","","","","255","255","255","1.0828522443771362","1.0828522443771362","1.0828522443771362","","","","","",""
"303","","","","","","","257","257","257","1.083086609840393","1.083086609840393","1.083086609840393","","","","","",""
"304","","","","","","","265","265","265","1.0839921236038208","1.0839921236038208","1.0839921236038208","","","","","",""
"305","","","","","","","267","267","267","1.0867643356323242","1.0867643356323242","1.0867643356323242","","","","","",""
"306","","","","","","","275","275","275","1.0902477502822876","1.0902477502822876","1.0902477502822876","","","","","",""
"307","","","","","","","277","277","277","1.0911439657211304","1.0911439657211304","1.0911439657211304","","","","","",""
"308","","","","","","","279","279","279","1.0923744440078735","1.0923744440078735","1.0923744440078735","","","","","",""
"309","","","","","","","287","287","287","1.0936416387557983","1.0936416387557983","1.0936416387557983","","","","","",""
"310","","","","","","","295","295","295","1.095859169960022","1.095859169960022","1.095859169960022","","","","","",""
"311","","","","","","","303","303","303","1.0959995985031128","1.0959995985031128","1.0959995985031128","","","","","",""
"312","","","","","","","311","311","311","1.0962492227554321","1.0962492227554321","1.0962492227554321","","","","","",""
"313","","","","","","","313","313","313","1.0962027311325073","1.0962027311325073","1.0962027311325073","","","","","",""
"314","","","","","","","315","315","315","1.0971475839614868","1.0971475839614868","1.0971475839614868","","","","","",""
"315","","","","","","","323","323","323","1.0978440046310425","1.0978440046310425","1.0978440046310425","","","","","",""
"316","","","","","","","331","331","331","1.0993962287902832","1.0993962287902832","1.0993962287902832","","","","","",""
"317","","","","","","","339","339","339","1.0993435382843018","1.0993435382843018","1.0993435382843018","","","","","",""
"318","","","","","","","341","341","341","1.099204421043396","1.099204421043396","1.099204421043396","","","","","",""
"319","","","","","","","343","343","343","1.099858045578003","1.099858045578003","1.099858045578003","","","","","",""
"320","","","","","","","351","351","351","1.0998716354370117","1.0998716354370117","1.0998716354370117","","","","","",""
"321","","","","","","","359","359","359","1.099782109260559","1.099782109260559","1.099782109260559","","","","","",""
"322","","","","","","","361","361","361","1.1004972457885742","1.1004972457885742","1.1004972457885742","","","","","",""
"323","","","","","","","369","369","369","1.1014243364334106","1.1014243364334106","1.1014243364334106","","","","","",""
"324","","","","","","","371","371","371","1.1025625467300415","1.1025625467300415","1.1025625467300415","","","","","",""
"325","","","","","","","379","379","379","1.1040444374084473","1.1040444374084473","1.1040444374084473","","","","","",""
"326","","","","","","","387","387","387","1.104373812675476","1.104373812675476","1.104373812675476","","","","","",""
"327","","","","","","","395","395","395","1.1037992238998413","1.1037992238998413","1.1037992238998413","","","","","",""
"328","","","","","","","403","403","403","1.104718804359436","1.104718804359436","1.104718804359436","","","","","",""
"329","","","","","","","411","411","411","1.1047459840774536","1.1047459840774536","1.1047459840774536","","","","","",""
"330","","","","","","","413","413","413","1.105446696281433","1.105446696281433","1.105446696281433","","","","","",""
"331","","","","","","","421","421","421","1.1057701110839844","1.1057701110839844","1.1057701110839844","","","","","",""
"332","","","","","","","423","423","423","1.1058121919631958","1.1058121919631958","1.1058121919631958","","","","","",""
"333","","","","","","","425","425","425","1.1066304445266724","1.1066304445266724","1.1066304445266724","","","","","",""
"334","","","","","","","427","427","427","1.111661672592163","1.111661672592163","1.111661672592163","","","","","",""
"335","","","","","","","435","435","435","1.1120715141296387","1.1120715141296387","1.1120715141296387","","","","","",""
"336","","","","","","","437","437","437","1.1120704412460327","1.1120704412460327","1.1120704412460327","","","","","",""
"337","","","","","","","445","445","445","1.112809419631958","1.112809419631958","1.112809419631958","","","","","",""
"338","","","","","","","453","453","453","1.1128127574920654","1.1128127574920654","1.1128127574920654","","","","","",""
"339","","","","","","","461","461","461","1.112848162651062","1.112848162651062","1.112848162651062","","","","","",""
"340","","","","","","","463","463","463","1.1139618158340454","1.1139618158340454","1.1139618158340454","","","","","",""
"341","","","","","","","471","471","471","1.1143251657485962","1.1143251657485962","1.1143251657485962","","","","","",""
"342","","","","","","","479","479","479","1.1140698194503784","1.1140698194503784","1.1140698194503784","","","","","",""
"343","","","","","","","481","481","481","1.1152782440185547","1.1152782440185547","1.1152782440185547","","","","","",""
"344","","","","","","","489","489","489","1.1154576539993286","1.1154576539993286","1.1154576539993286","","","","","",""
"345","","","","","","","497","497","497","1.121699571609497","1.121699571609497","1.121699571609497","","","","","",""
"346","","","","","","","499","499","499","1.1215263605117798","1.1215263605117798","1.1215263605117798","","","","","",""
"347","","","","","","","507","507","507","1.1268537044525146","1.1268537044525146","1.1268537044525146","","","","","",""
"348","","","","","","","515","515","515","1.1290217638015747","1.1290217638015747","1.1290217638015747","","","","","",""
"349","","","","","","","517","517","517","1.1309974193572998","1.1309974193572998","1.1309974193572998","","","","","",""
"350","","","","","","","519","519","519","1.1324422359466553","1.1324422359466553","1.1324422359466553","","","","","",""
"351","","","","","","","521","521","521","1.1324553489685059","1.1324553489685059","1.1324553489685059","","","","","",""
"352","","","","","","","523","523","523","1.133600115776062","1.133600115776062","1.133600115776062","","","","","",""
"353","","","","","","","531","531","531","1.1363388299942017","1.1363388299942017","1.1363388299942017","","","","","",""
"354","","","","","","","533","533","533","1.135953664779663","1.135953664779663","1.135953664779663","","","","","",""
"355","","","","","","","535","535","535","1.1391730308532715","1.1391730308532715","1.1391730308532715","","","","","",""
"356","","","","","","","543","543","543","1.1400086879730225","1.1400086879730225","1.1400086879730225","","","","","",""
"357","","","","","","","545","545","545","1.1432403326034546","1.1432403326034546","1.1432403326034546","","","","","",""
"358","","","","","","","553","553","553","1.1446791887283325","1.1446791887283325","1.1446791887283325","","","","","",""
"359","","","","","","","561","561","561","1.14475417137146","1.14475417137146","1.14475417137146","","","","","",""
"360","","","","","","","569","569","569","1.1450176239013672","1.1450176239013672","1.1450176239013672","","","","","",""
"361","","","","","","","571","571","571","1.1454168558120728","1.1454168558120728","1.1454168558120728","","","","","",""
"362","","","","","","","579","579","579","1.1457074880599976","1.1457074880599976","1.1457074880599976","","","","","",""
"363","","","","","","","581","581","581","1.146291971206665","1.146291971206665","1.146291971206665","","","","","",""
"364","","","","","","","589","589","589","1.146439790725708","1.146439790725708","1.146439790725708","","","","","",""
"365","","","","","","","597","597","597","1.1492834091186523","1.1492834091186523","1.1492834091186523","","","","","",""
"366","","","","","","","605","605","605","1.150819182395935","1.150819182395935","1.150819182395935","","","","","",""
"367","","","","","","","607","607","607","1.1582542657852173","1.1582542657852173","1.1582542657852173","","","","","",""
"368","","","","","","","615","615","615","1.1591466665267944","1.1591466665267944","1.1591466665267944","","","","","",""
"369","","","","","","","623","623","623","1.1697043180465698","1.1697043180465698","1.1697043180465698","","","","","",""
"370","","","","","","","631","631","631","1.1704330444335938","1.1704330444335938","1.1704330444335938","","","","","",""
"371","","","","","","","639","639","639","1.1760586500167847","1.1760586500167847","1.1760586500167847","","","","","",""
"372","","","","","","","647","647","647","1.1758415699005127","1.1758415699005127","1.1758415699005127","","","","","",""
"373","","","","","","","649","649","649","1.1756820678710938","1.1756820678710938","1.1756820678710938","","","","","",""
"374","","","","","","","657","657","657","1.1757044792175293","1.1757044792175293","1.1757044792175293","","","","","",""
"375","","","","","","","659","659","659","1.1757440567016602","1.1757440567016602","1.1757440567016602","","","","","",""
"376","","","","","","","667","667","667","1.1765793561935425","1.1765793561935425","1.1765793561935425","","","","","",""
"377","","","","","","","675","675","675","1.176106333732605","1.176106333732605","1.176106333732605","","","","","",""
"378","","","","","","","677","677","677","1.1761189699172974","1.1761189699172974","1.1761189699172974","","","","","",""
"379","","","","","","","679","679","679","1.177269697189331","1.177269697189331","1.177269697189331","","","","","",""
"380","","","","","","","687","687","687","1.1827529668807983","1.1827529668807983","1.1827529668807983","","","","","",""
"381","","","","","","","695","695","695","1.182716727256775","1.182716727256775","1.182716727256775","","","","","",""
"382","","","","","","","703","703","703","1.1836024522781372","1.1836024522781372","1.1836024522781372","","","","","",""
"383","","","","","","","705","705","705","1.184633493423462","1.184633493423462","1.184633493423462","","","","","",""
"384","","","","","","","707","707","707","1.1840449571609497","1.1840449571609497","1.1840449571609497","","","","","",""
"385","","","","","","","715","715","715","1.184069275856018","1.184069275856018","1.184069275856018","","","","","",""
"386","","","","","","","717","717","717","1.1840839385986328","1.1840839385986328","1.1840839385986328","","","","","",""
"387","","","","","","","719","719","719","1.1865376234054565","1.1865376234054565","1.1865376234054565","","","","","",""
"388","","","","","","","721","721","721","1.1882755756378174","1.1882755756378174","1.1882755756378174","","","","","",""
"389","","","","","","","723","723","723","1.194063425064087","1.194063425064087","1.194063425064087","","","","","",""
"390","","","","","","","725","725","725","1.194225788116455","1.194225788116455","1.194225788116455","","","","","",""
"391","","","","","","","733","733","733","1.194469928741455","1.194469928741455","1.194469928741455","","","","","",""
"392","","","","","","","735","735","735","1.1944900751113892","1.1944900751113892","1.1944900751113892","","","","","",""
"393","","","","","","","743","743","743","1.1952835321426392","1.1952835321426392","1.1952835321426392","","","","","",""
"394","","","","","","","745","745","745","1.1956448554992676","1.1956448554992676","1.1956448554992676","","","","","",""
"395","","","","","","","747","747","747","1.1956325769424438","1.1956325769424438","1.1956325769424438","","","","","",""
"396","","","","","","","749","749","749","1.1956369876861572","1.1956369876861572","1.1956369876861572","","","","","",""
"397","","","","","","","757","757","757","1.1951485872268677","1.1951485872268677","1.1951485872268677","","","","","",""
"398","","","","","","","765","765","765","1.1954377889633179","1.1954377889633179","1.1954377889633179","","","","","",""
"399","","","","","","","773","773","773","1.196791410446167","1.196791410446167","1.196791410446167","","","","","",""
"400","","","","","","","775","775","775","1.2032192945480347","1.2032192945480347","1.2032192945480347","","","","","",""
"401","","","","","","","777","777","777","1.2050583362579346","1.2050583362579346","1.2050583362579346","","","","","",""
"402","","","","","","","785","785","785","1.2058358192443848","1.2058358192443848","1.2058358192443848","","","","","",""
"403","","","","","","","793","793","793","1.205928921699524","1.205928921699524","1.205928921699524","","","","","",""
"404","","","","","","","795","795","795","1.2062747478485107","1.2062747478485107","1.2062747478485107","","","","","",""
"405","","","","","","","803","803","803","1.2062307596206665","1.2062307596206665","1.2062307596206665","","","","","",""
"406","","","","","","","805","805","805","1.2067185640335083","1.2067185640335083","1.2067185640335083","","","","","",""
"407","","","","","","","807","807","807","1.2071601152420044","1.2071601152420044","1.2071601152420044","","","","","",""
"408","","","","","","","815","815","815","1.2078298330307007","1.2078298330307007","1.2078298330307007","","","","","",""
"409","","","","","","","817","817","817","1.2088205814361572","1.2088205814361572","1.2088205814361572","","","","","",""
"410","","","","","","","819","819","819","1.2101627588272095","1.2101627588272095","1.2101627588272095","","","","","",""
"411","","","","","","","821","821","821","1.2130897045135498","1.2130897045135498","1.2130897045135498","","","","","",""
"412","","","","","","","823","823","823","1.2141369581222534","1.2141369581222534","1.2141369581222534","","","","","",""
"413","","","","","","","825","825","825","1.2151806354522705","1.2151806354522705","1.2151806354522705","","","","","",""
"414","","","","","","","827","827","827","1.215480089187622","1.215480089187622","1.215480089187622","","","","","",""
"415","","","","","","","829","829","829","1.216647744178772","1.216647744178772","1.216647744178772","","","","","",""
"416","","","","","","","837","837","837","1.2166255712509155","1.2166255712509155","1.2166255712509155","","","","","",""
"417","","","","","","","845","845","845","1.216776728630066","1.216776728630066","1.216776728630066","","","","","",""
"418","","","","","","","847","847","847","1.2200219631195068","1.2200219631195068","1.2200219631195068","","","","","",""
"419","","","","","","","849","849","849","1.2238136529922485","1.2238136529922485","1.2238136529922485","","","","","",""
"420","","","","","","","851","851","851","1.226710319519043","1.226710319519043","1.226710319519043","","","","","",""
"421","","","","","","","853","853","853","1.227121353149414","1.227121353149414","1.227121353149414","","","","","",""
"422","","","","","","","861","861","861","1.2275023460388184","1.2275023460388184","1.2275023460388184","","","","","",""
"423","","","","","","","869","869","869","1.2308729887008667","1.2308729887008667","1.2308729887008667","","","","","",""
"424","","","","","","","871","871","871","1.2393194437026978","1.2393194437026978","1.2393194437026978","","","","","",""
"425","","","","","","","873","873","873","1.2412160634994507","1.2412160634994507","1.2412160634994507","","","","","",""
"426","","","","","","","881","881","881","1.2415884733200073","1.2415884733200073","1.2415884733200073","","","","","",""
"427","","","","","","","889","889","889","1.241522192955017","1.241522192955017","1.241522192955017","","","","","",""
"428","","","","","","","897","897","897","1.2432788610458374","1.2432788610458374","1.2432788610458374","","","","","",""
"429","","","","","","","899","899","899","1.2432211637496948","1.2432211637496948","1.2432211637496948","","","","","",""
"430","","","","","","","901","901","901","1.2434571981430054","1.2434571981430054","1.2434571981430054","","","","","",""
"431","","","","","","","903","903","903","1.2445034980773926","1.2445034980773926","1.2445034980773926","","","","","",""
"432","","","","","","","905","905","905","1.2462871074676514","1.2462871074676514","1.2462871074676514","","","","","",""
"433","","","","","","","907","907","907","1.2493515014648438","1.2493515014648438","1.2493515014648438","","","","","",""
"434","","","","","","","915","915","915","1.2515735626220703","1.2515735626220703","1.2515735626220703","","","","","",""
"435","","","","","","","923","923","923","1.252799391746521","1.252799391746521","1.252799391746521","","","","","",""
"436","","","","","","","931","931","931","1.253732442855835","1.253732442855835","1.253732442855835","","","","","",""
"437","","","","","","","933","933","933","1.2537035942077637","1.2537035942077637","1.2537035942077637","","","","","",""
"438","","","","","","","935","935","935","1.2536871433258057","1.2536871433258057","1.2536871433258057","","","","","",""
"439","","","","","","","937","937","937","1.2537866830825806","1.2537866830825806","1.2537866830825806","","","","","",""
"440","","","","","","","945","945","945","1.2537888288497925","1.2537888288497925","1.2537888288497925","","","","","",""
"441","","","","","","","947","947","947","1.2530322074890137","1.2530322074890137","1.2530322074890137","","","","","",""
"442","","","","","","","949","949","949","1.2532001733779907","1.2532001733779907","1.2532001733779907","","","","","",""
"443","","","","","","","957","957","957","1.2613011598587036","1.2613011598587036","1.2613011598587036","","","","","",""
"444","","","","","","","965","965","965","1.2628837823867798","1.2628837823867798","1.2628837823867798","","","","","",""
"445","","","","","","","967","967","967","1.2654147148132324","1.2654147148132324","1.2654147148132324","","","","","",""
"446","","","","","","","969","969","969","1.278914213180542","1.278914213180542","1.278914213180542","","","","","",""
"447","","","","","","","977","977","977","1.2795265913009644","1.2795265913009644","1.2795265913009644","","","","","",""
"448","","","","","","","985","985","985","1.2816638946533203","1.2816638946533203","1.2816638946533203","","","","","",""
"449","","","","","","","993","993","993","1.281373143196106","1.281373143196106","1.281373143196106","","","","","",""
"450","","","","","","","995","995","995","1.2816104888916016","1.2816104888916016","1.2816104888916016","","","","","",""
"451","","","","","","","1003","1003","1003","1.2819583415985107","1.2819583415985107","1.2819583415985107","","","","","",""
"452","","","","","","","1005","1005","1005","1.2816864252090454","1.2816864252090454","1.2816864252090454","","","","","",""
"453","","","","","","","1007","1007","1007","1.2825332880020142","1.2825332880020142","1.2825332880020142","","","","","",""
"454","","","","","","","1009","1009","1009","1.2825632095336914","1.2825632095336914","1.2825632095336914","","","","","",""
"455","","","","","","","1017","1017","1017","1.283066749572754","1.283066749572754","1.283066749572754","","","","","",""
"456","","","","","","","1019","1019","1019","1.2836685180664062","1.2836685180664062","1.2836685180664062","","","","","",""
"457","","","","","","","1021","1021","1021","1.2837963104248047","1.2837963104248047","1.2837963104248047","","","","","",""
"458","","","","","","","1029","1029","1029","1.2850346565246582","1.2850346565246582","1.2850346565246582","","","","","",""
