"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_conv_layers.4.conv.bias_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_conv_layers.4.conv.bias_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_conv_layers.4.conv.bias_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_conv_layers.4.conv.bias_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_conv_layers.4.conv.bias_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_conv_layers.4.conv.bias_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Discriminator_conv_layers.4.conv.bias_norm","29/04 10:06:37 Standard (weights)1 - Discriminator_conv_layers.4.conv.bias_norm__MIN","29/04 10:06:37 Standard (weights)1 - Discriminator_conv_layers.4.conv.bias_norm__MAX"
"235","","","","","","","","","","","","","5299","5299","5299","2.417402505874634","2.417402505874634","2.417402505874634"
"236","","","","","","","","","","","","","5322","5322","5322","2.42618727684021","2.42618727684021","2.42618727684021"
"237","","","","","","","","","","","","","5344","5344","5344","2.4241836071014404","2.4241836071014404","2.4241836071014404"
"238","","","","","","","","","","","","","5366","5366","5366","2.426800489425659","2.426800489425659","2.426800489425659"
"239","","","","","","","","","","","","","5389","5389","5389","2.4329590797424316","2.4329590797424316","2.4329590797424316"
"240","","","","","","","","","","","","","5411","5411","5411","2.434779405593872","2.434779405593872","2.434779405593872"
"241","","","","","","","","","","","","","5434","5434","5434","2.4351301193237305","2.4351301193237305","2.4351301193237305"
"242","","","","","","","","","","","","","5456","5456","5456","2.4384896755218506","2.4384896755218506","2.4384896755218506"
"243","","","","","","","","","","","","","5479","5479","5479","2.4345905780792236","2.4345905780792236","2.4345905780792236"
"244","","","","","","","","","","","","","5501","5501","5501","2.43462872505188","2.43462872505188","2.43462872505188"
"245","","","","","","","","","","","","","5524","5524","5524","2.435241222381592","2.435241222381592","2.435241222381592"
"246","","","","","","","","","","","","","5546","5546","5546","2.432776689529419","2.432776689529419","2.432776689529419"
"247","","","","","","","","","","","","","5569","5569","5569","2.432161331176758","2.432161331176758","2.432161331176758"
"248","","","","","","","","","","","","","5591","5591","5591","2.438232421875","2.438232421875","2.438232421875"
"249","","","","","","","","","","","","","5614","5614","5614","2.4494855403900146","2.4494855403900146","2.4494855403900146"
"250","","","","","","","7","7","7","2.453465461730957","2.453465461730957","2.453465461730957","5636","5636","5636","2.4562036991119385","2.4562036991119385","2.4562036991119385"
"251","","","","","","","9","9","9","2.465333938598633","2.465333938598633","2.465333938598633","5658","5658","5658","2.4550259113311768","2.4550259113311768","2.4550259113311768"
"252","","","","","","","11","11","11","2.4591407775878906","2.4591407775878906","2.4591407775878906","","","","","",""
"253","","","","","","","13","13","13","2.4594552516937256","2.4594552516937256","2.4594552516937256","","","","","",""
"254","","","","","","","21","21","21","2.4574999809265137","2.4574999809265137","2.4574999809265137","","","","","",""
"255","","","","","","","23","23","23","2.455263137817383","2.455263137817383","2.455263137817383","","","","","",""
"256","","","","","","","31","31","31","2.453112840652466","2.453112840652466","2.453112840652466","","","","","",""
"257","","","","","","","39","39","39","2.4551470279693604","2.4551470279693604","2.4551470279693604","","","","","",""
"258","","","","","","","41","41","41","2.454989433288574","2.454989433288574","2.454989433288574","","","","","",""
"259","","","","","","","49","49","49","2.452299118041992","2.452299118041992","2.452299118041992","","","","","",""
"260","","","","","","","51","51","51","2.450805425643921","2.450805425643921","2.450805425643921","","","","","",""
"261","","","","","","","59","59","59","2.4538047313690186","2.4538047313690186","2.4538047313690186","","","","","",""
"262","","","","","","","67","67","67","2.4532041549682617","2.4532041549682617","2.4532041549682617","","","","","",""
"263","","","","","","","75","75","75","2.453855276107788","2.453855276107788","2.453855276107788","","","","","",""
"264","","","","","","","77","77","77","2.4550883769989014","2.4550883769989014","2.4550883769989014","","","","","",""
"265","","","","","","","79","79","79","2.455289363861084","2.455289363861084","2.455289363861084","","","","","",""
"266","","","","","","","87","87","87","2.460693836212158","2.460693836212158","2.460693836212158","","","","","",""
"267","","","","","","","89","89","89","2.4619369506835938","2.4619369506835938","2.4619369506835938","","","","","",""
"268","","","","","","","97","97","97","2.460932493209839","2.460932493209839","2.460932493209839","","","","","",""
"269","","","","","","","105","105","105","2.462937116622925","2.462937116622925","2.462937116622925","","","","","",""
"270","","","","","","","113","113","113","2.4663565158843994","2.4663565158843994","2.4663565158843994","","","","","",""
"271","","","","","","","121","121","121","2.469607353210449","2.469607353210449","2.469607353210449","","","","","",""
"272","","","","","","","123","123","123","2.4739816188812256","2.4739816188812256","2.4739816188812256","","","","","",""
"273","","","","","","","125","125","125","2.4759156703948975","2.4759156703948975","2.4759156703948975","","","","","",""
"274","","","","","","","127","127","127","2.472019910812378","2.472019910812378","2.472019910812378","","","","","",""
"275","","","","","","","129","129","129","2.477424144744873","2.477424144744873","2.477424144744873","","","","","",""
"276","","","","","","","131","131","131","2.4781107902526855","2.4781107902526855","2.4781107902526855","","","","","",""
"277","","","","","","","133","133","133","2.480215072631836","2.480215072631836","2.480215072631836","","","","","",""
"278","","","","","","","141","141","141","2.4891812801361084","2.4891812801361084","2.4891812801361084","","","","","",""
"279","","","","","","","143","143","143","2.4901249408721924","2.4901249408721924","2.4901249408721924","","","","","",""
"280","","","","","","","151","151","151","2.49143648147583","2.49143648147583","2.49143648147583","","","","","",""
"281","","","","","","","159","159","159","2.491694211959839","2.491694211959839","2.491694211959839","","","","","",""
"282","","","","","","","161","161","161","2.4892914295196533","2.4892914295196533","2.4892914295196533","","","","","",""
"283","","","","","","","169","169","169","2.487192153930664","2.487192153930664","2.487192153930664","","","","","",""
"284","","","","","","","177","177","177","2.486774206161499","2.486774206161499","2.486774206161499","","","","","",""
"285","","","","","","","179","179","179","2.4888696670532227","2.4888696670532227","2.4888696670532227","","","","","",""
"286","","","","","","","181","181","181","2.4916656017303467","2.4916656017303467","2.4916656017303467","","","","","",""
"287","","","","","","","183","183","183","2.494065761566162","2.494065761566162","2.494065761566162","","","","","",""
"288","","","","","","","185","185","185","2.4958269596099854","2.4958269596099854","2.4958269596099854","","","","","",""
"289","","","","","","","193","193","193","2.4959914684295654","2.4959914684295654","2.4959914684295654","","","","","",""
"290","","","","","","","195","195","195","2.503546714782715","2.503546714782715","2.503546714782715","","","","","",""
"291","","","","","","","197","197","197","2.505406618118286","2.505406618118286","2.505406618118286","","","","","",""
"292","","","","","","","205","205","205","2.503770351409912","2.503770351409912","2.503770351409912","","","","","",""
"293","","","","","","","213","213","213","2.5051536560058594","2.5051536560058594","2.5051536560058594","","","","","",""
"294","","","","","","","215","215","215","2.506840705871582","2.506840705871582","2.506840705871582","","","","","",""
"295","","","","","","","217","217","217","2.5051143169403076","2.5051143169403076","2.5051143169403076","","","","","",""
"296","","","","","","","219","219","219","2.505741596221924","2.505741596221924","2.505741596221924","","","","","",""
"297","","","","","","","221","221","221","2.5073487758636475","2.5073487758636475","2.5073487758636475","","","","","",""
"298","","","","","","","223","223","223","2.515658378601074","2.515658378601074","2.515658378601074","","","","","",""
"299","","","","","","","231","231","231","2.5188217163085938","2.5188217163085938","2.5188217163085938","","","","","",""
"300","","","","","","","239","239","239","2.515932559967041","2.515932559967041","2.515932559967041","","","","","",""
"301","","","","","","","247","247","247","2.5175774097442627","2.5175774097442627","2.5175774097442627","","","","","",""
"302","","","","","","","255","255","255","2.5164761543273926","2.5164761543273926","2.5164761543273926","","","","","",""
"303","","","","","","","257","257","257","2.5130600929260254","2.5130600929260254","2.5130600929260254","","","","","",""
"304","","","","","","","265","265","265","2.51735782623291","2.51735782623291","2.51735782623291","","","","","",""
"305","","","","","","","267","267","267","2.5205540657043457","2.5205540657043457","2.5205540657043457","","","","","",""
"306","","","","","","","275","275","275","2.52229905128479","2.52229905128479","2.52229905128479","","","","","",""
"307","","","","","","","277","277","277","2.5227906703948975","2.5227906703948975","2.5227906703948975","","","","","",""
"308","","","","","","","279","279","279","2.5270159244537354","2.5270159244537354","2.5270159244537354","","","","","",""
"309","","","","","","","287","287","287","2.53202486038208","2.53202486038208","2.53202486038208","","","","","",""
"310","","","","","","","295","295","295","2.531151056289673","2.531151056289673","2.531151056289673","","","","","",""
"311","","","","","","","303","303","303","2.5304629802703857","2.5304629802703857","2.5304629802703857","","","","","",""
"312","","","","","","","311","311","311","2.5277552604675293","2.5277552604675293","2.5277552604675293","","","","","",""
"313","","","","","","","313","313","313","2.5308732986450195","2.5308732986450195","2.5308732986450195","","","","","",""
"314","","","","","","","315","315","315","2.5295522212982178","2.5295522212982178","2.5295522212982178","","","","","",""
"315","","","","","","","323","323","323","2.53037691116333","2.53037691116333","2.53037691116333","","","","","",""
"316","","","","","","","331","331","331","2.531771183013916","2.531771183013916","2.531771183013916","","","","","",""
"317","","","","","","","339","339","339","2.5330350399017334","2.5330350399017334","2.5330350399017334","","","","","",""
"318","","","","","","","341","341","341","2.5341014862060547","2.5341014862060547","2.5341014862060547","","","","","",""
"319","","","","","","","343","343","343","2.532736301422119","2.532736301422119","2.532736301422119","","","","","",""
"320","","","","","","","351","351","351","2.5315775871276855","2.5315775871276855","2.5315775871276855","","","","","",""
"321","","","","","","","359","359","359","2.530377149581909","2.530377149581909","2.530377149581909","","","","","",""
"322","","","","","","","361","361","361","2.5308163166046143","2.5308163166046143","2.5308163166046143","","","","","",""
"323","","","","","","","369","369","369","2.5313243865966797","2.5313243865966797","2.5313243865966797","","","","","",""
"324","","","","","","","371","371","371","2.53393816947937","2.53393816947937","2.53393816947937","","","","","",""
"325","","","","","","","379","379","379","2.540433645248413","2.540433645248413","2.540433645248413","","","","","",""
"326","","","","","","","387","387","387","2.5384469032287598","2.5384469032287598","2.5384469032287598","","","","","",""
"327","","","","","","","395","395","395","2.5385265350341797","2.5385265350341797","2.5385265350341797","","","","","",""
"328","","","","","","","403","403","403","2.534912109375","2.534912109375","2.534912109375","","","","","",""
"329","","","","","","","411","411","411","2.530834674835205","2.530834674835205","2.530834674835205","","","","","",""
"330","","","","","","","413","413","413","2.5286450386047363","2.5286450386047363","2.5286450386047363","","","","","",""
"331","","","","","","","421","421","421","2.5282037258148193","2.5282037258148193","2.5282037258148193","","","","","",""
"332","","","","","","","423","423","423","2.525805711746216","2.525805711746216","2.525805711746216","","","","","",""
"333","","","","","","","425","425","425","2.5297818183898926","2.5297818183898926","2.5297818183898926","","","","","",""
"334","","","","","","","427","427","427","2.530153274536133","2.530153274536133","2.530153274536133","","","","","",""
"335","","","","","","","435","435","435","2.5299229621887207","2.5299229621887207","2.5299229621887207","","","","","",""
"336","","","","","","","437","437","437","2.5289862155914307","2.5289862155914307","2.5289862155914307","","","","","",""
"337","","","","","","","445","445","445","2.5286502838134766","2.5286502838134766","2.5286502838134766","","","","","",""
"338","","","","","","","453","453","453","2.527494192123413","2.527494192123413","2.527494192123413","","","","","",""
"339","","","","","","","461","461","461","2.5269830226898193","2.5269830226898193","2.5269830226898193","","","","","",""
"340","","","","","","","463","463","463","2.5233006477355957","2.5233006477355957","2.5233006477355957","","","","","",""
"341","","","","","","","471","471","471","2.524505853652954","2.524505853652954","2.524505853652954","","","","","",""
"342","","","","","","","479","479","479","2.5295770168304443","2.5295770168304443","2.5295770168304443","","","","","",""
"343","","","","","","","481","481","481","2.52679443359375","2.52679443359375","2.52679443359375","","","","","",""
"344","","","","","","","489","489","489","2.5281288623809814","2.5281288623809814","2.5281288623809814","","","","","",""
"345","","","","","","","497","497","497","2.53013277053833","2.53013277053833","2.53013277053833","","","","","",""
"346","","","","","","","499","499","499","2.5299289226531982","2.5299289226531982","2.5299289226531982","","","","","",""
"347","","","","","","","507","507","507","2.5255959033966064","2.5255959033966064","2.5255959033966064","","","","","",""
"348","","","","","","","515","515","515","2.528745651245117","2.528745651245117","2.528745651245117","","","","","",""
"349","","","","","","","517","517","517","2.5367255210876465","2.5367255210876465","2.5367255210876465","","","","","",""
"350","","","","","","","519","519","519","2.532808303833008","2.532808303833008","2.532808303833008","","","","","",""
"351","","","","","","","521","521","521","2.529811143875122","2.529811143875122","2.529811143875122","","","","","",""
"352","","","","","","","523","523","523","2.5341687202453613","2.5341687202453613","2.5341687202453613","","","","","",""
"353","","","","","","","531","531","531","2.5330278873443604","2.5330278873443604","2.5330278873443604","","","","","",""
"354","","","","","","","533","533","533","2.536329507827759","2.536329507827759","2.536329507827759","","","","","",""
"355","","","","","","","535","535","535","2.5372588634490967","2.5372588634490967","2.5372588634490967","","","","","",""
"356","","","","","","","543","543","543","2.5370659828186035","2.5370659828186035","2.5370659828186035","","","","","",""
"357","","","","","","","545","545","545","2.538717031478882","2.538717031478882","2.538717031478882","","","","","",""
"358","","","","","","","553","553","553","2.5387136936187744","2.5387136936187744","2.5387136936187744","","","","","",""
"359","","","","","","","561","561","561","2.5373473167419434","2.5373473167419434","2.5373473167419434","","","","","",""
"360","","","","","","","569","569","569","2.535846710205078","2.535846710205078","2.535846710205078","","","","","",""
"361","","","","","","","571","571","571","2.5349338054656982","2.5349338054656982","2.5349338054656982","","","","","",""
"362","","","","","","","579","579","579","2.534947156906128","2.534947156906128","2.534947156906128","","","","","",""
"363","","","","","","","581","581","581","2.5376312732696533","2.5376312732696533","2.5376312732696533","","","","","",""
"364","","","","","","","589","589","589","2.537895917892456","2.537895917892456","2.537895917892456","","","","","",""
"365","","","","","","","597","597","597","2.5366036891937256","2.5366036891937256","2.5366036891937256","","","","","",""
"366","","","","","","","605","605","605","2.5421996116638184","2.5421996116638184","2.5421996116638184","","","","","",""
"367","","","","","","","607","607","607","2.546835422515869","2.546835422515869","2.546835422515869","","","","","",""
"368","","","","","","","615","615","615","2.5466041564941406","2.5466041564941406","2.5466041564941406","","","","","",""
"369","","","","","","","623","623","623","2.549877882003784","2.549877882003784","2.549877882003784","","","","","",""
"370","","","","","","","631","631","631","2.5507638454437256","2.5507638454437256","2.5507638454437256","","","","","",""
"371","","","","","","","639","639","639","2.5470736026763916","2.5470736026763916","2.5470736026763916","","","","","",""
"372","","","","","","","647","647","647","2.548414468765259","2.548414468765259","2.548414468765259","","","","","",""
"373","","","","","","","649","649","649","2.5501768589019775","2.5501768589019775","2.5501768589019775","","","","","",""
"374","","","","","","","657","657","657","2.544914484024048","2.544914484024048","2.544914484024048","","","","","",""
"375","","","","","","","659","659","659","2.544614553451538","2.544614553451538","2.544614553451538","","","","","",""
"376","","","","","","","667","667","667","2.544213056564331","2.544213056564331","2.544213056564331","","","","","",""
"377","","","","","","","675","675","675","2.543333053588867","2.543333053588867","2.543333053588867","","","","","",""
"378","","","","","","","677","677","677","2.5442774295806885","2.5442774295806885","2.5442774295806885","","","","","",""
"379","","","","","","","679","679","679","2.5446839332580566","2.5446839332580566","2.5446839332580566","","","","","",""
"380","","","","","","","687","687","687","2.5468733310699463","2.5468733310699463","2.5468733310699463","","","","","",""
"381","","","","","","","695","695","695","2.55075740814209","2.55075740814209","2.55075740814209","","","","","",""
"382","","","","","","","703","703","703","2.5528793334960938","2.5528793334960938","2.5528793334960938","","","","","",""
"383","","","","","","","705","705","705","2.5486087799072266","2.5486087799072266","2.5486087799072266","","","","","",""
"384","","","","","","","707","707","707","2.5501792430877686","2.5501792430877686","2.5501792430877686","","","","","",""
"385","","","","","","","715","715","715","2.545175075531006","2.545175075531006","2.545175075531006","","","","","",""
"386","","","","","","","717","717","717","2.5469412803649902","2.5469412803649902","2.5469412803649902","","","","","",""
"387","","","","","","","719","719","719","2.5465359687805176","2.5465359687805176","2.5465359687805176","","","","","",""
"388","","","","","","","721","721","721","2.5444538593292236","2.5444538593292236","2.5444538593292236","","","","","",""
"389","","","","","","","723","723","723","2.5479228496551514","2.5479228496551514","2.5479228496551514","","","","","",""
"390","","","","","","","725","725","725","2.546788454055786","2.546788454055786","2.546788454055786","","","","","",""
"391","","","","","","","733","733","733","2.5437684059143066","2.5437684059143066","2.5437684059143066","","","","","",""
"392","","","","","","","735","735","735","2.5448200702667236","2.5448200702667236","2.5448200702667236","","","","","",""
"393","","","","","","","743","743","743","2.543250322341919","2.543250322341919","2.543250322341919","","","","","",""
"394","","","","","","","745","745","745","2.545457363128662","2.545457363128662","2.545457363128662","","","","","",""
"395","","","","","","","747","747","747","2.543161153793335","2.543161153793335","2.543161153793335","","","","","",""
"396","","","","","","","749","749","749","2.5432424545288086","2.5432424545288086","2.5432424545288086","","","","","",""
"397","","","","","","","757","757","757","2.5458176136016846","2.5458176136016846","2.5458176136016846","","","","","",""
"398","","","","","","","765","765","765","2.544567346572876","2.544567346572876","2.544567346572876","","","","","",""
"399","","","","","","","773","773","773","2.5500648021698","2.5500648021698","2.5500648021698","","","","","",""
"400","","","","","","","775","775","775","2.549001932144165","2.549001932144165","2.549001932144165","","","","","",""
"401","","","","","","","777","777","777","2.545149564743042","2.545149564743042","2.545149564743042","","","","","",""
"402","","","","","","","785","785","785","2.54526948928833","2.54526948928833","2.54526948928833","","","","","",""
"403","","","","","","","793","793","793","2.5461032390594482","2.5461032390594482","2.5461032390594482","","","","","",""
"404","","","","","","","795","795","795","2.5458781719207764","2.5458781719207764","2.5458781719207764","","","","","",""
"405","","","","","","","803","803","803","2.547537088394165","2.547537088394165","2.547537088394165","","","","","",""
"406","","","","","","","805","805","805","2.5524022579193115","2.5524022579193115","2.5524022579193115","","","","","",""
"407","","","","","","","807","807","807","2.554234743118286","2.554234743118286","2.554234743118286","","","","","",""
"408","","","","","","","815","815","815","2.553121566772461","2.553121566772461","2.553121566772461","","","","","",""
"409","","","","","","","817","817","817","2.553373098373413","2.553373098373413","2.553373098373413","","","","","",""
"410","","","","","","","819","819","819","2.551562786102295","2.551562786102295","2.551562786102295","","","","","",""
"411","","","","","","","821","821","821","2.5533087253570557","2.5533087253570557","2.5533087253570557","","","","","",""
"412","","","","","","","823","823","823","2.5517988204956055","2.5517988204956055","2.5517988204956055","","","","","",""
"413","","","","","","","825","825","825","2.550994873046875","2.550994873046875","2.550994873046875","","","","","",""
"414","","","","","","","827","827","827","2.5503547191619873","2.5503547191619873","2.5503547191619873","","","","","",""
"415","","","","","","","829","829","829","2.547553777694702","2.547553777694702","2.547553777694702","","","","","",""
"416","","","","","","","837","837","837","2.550987720489502","2.550987720489502","2.550987720489502","","","","","",""
"417","","","","","","","845","845","845","2.548368215560913","2.548368215560913","2.548368215560913","","","","","",""
"418","","","","","","","847","847","847","2.5489351749420166","2.5489351749420166","2.5489351749420166","","","","","",""
"419","","","","","","","849","849","849","2.5482687950134277","2.5482687950134277","2.5482687950134277","","","","","",""
"420","","","","","","","851","851","851","2.5510661602020264","2.5510661602020264","2.5510661602020264","","","","","",""
"421","","","","","","","853","853","853","2.553837299346924","2.553837299346924","2.553837299346924","","","","","",""
"422","","","","","","","861","861","861","2.5528781414031982","2.5528781414031982","2.5528781414031982","","","","","",""
"423","","","","","","","869","869","869","2.5567729473114014","2.5567729473114014","2.5567729473114014","","","","","",""
"424","","","","","","","871","871","871","2.561270236968994","2.561270236968994","2.561270236968994","","","","","",""
"425","","","","","","","873","873","873","2.565577745437622","2.565577745437622","2.565577745437622","","","","","",""
"426","","","","","","","881","881","881","2.561135768890381","2.561135768890381","2.561135768890381","","","","","",""
"427","","","","","","","889","889","889","2.5617318153381348","2.5617318153381348","2.5617318153381348","","","","","",""
"428","","","","","","","897","897","897","2.5608344078063965","2.5608344078063965","2.5608344078063965","","","","","",""
"429","","","","","","","899","899","899","2.5600216388702393","2.5600216388702393","2.5600216388702393","","","","","",""
"430","","","","","","","901","901","901","2.5578389167785645","2.5578389167785645","2.5578389167785645","","","","","",""
"431","","","","","","","903","903","903","2.5623371601104736","2.5623371601104736","2.5623371601104736","","","","","",""
"432","","","","","","","905","905","905","2.563215494155884","2.563215494155884","2.563215494155884","","","","","",""
"433","","","","","","","907","907","907","2.5663089752197266","2.5663089752197266","2.5663089752197266","","","","","",""
"434","","","","","","","915","915","915","2.570183753967285","2.570183753967285","2.570183753967285","","","","","",""
"435","","","","","","","923","923","923","2.5632781982421875","2.5632781982421875","2.5632781982421875","","","","","",""
"436","","","","","","","931","931","931","2.5633089542388916","2.5633089542388916","2.5633089542388916","","","","","",""
"437","","","","","","","933","933","933","2.5637028217315674","2.5637028217315674","2.5637028217315674","","","","","",""
"438","","","","","","","935","935","935","2.564460277557373","2.564460277557373","2.564460277557373","","","","","",""
"439","","","","","","","937","937","937","2.562896966934204","2.562896966934204","2.562896966934204","","","","","",""
"440","","","","","","","945","945","945","2.563347578048706","2.563347578048706","2.563347578048706","","","","","",""
"441","","","","","","","947","947","947","2.562412738800049","2.562412738800049","2.562412738800049","","","","","",""
"442","","","","","","","949","949","949","2.5646378993988037","2.5646378993988037","2.5646378993988037","","","","","",""
"443","","","","","","","957","957","957","2.569467782974243","2.569467782974243","2.569467782974243","","","","","",""
"444","","","","","","","965","965","965","2.5705318450927734","2.5705318450927734","2.5705318450927734","","","","","",""
"445","","","","","","","967","967","967","2.574733257293701","2.574733257293701","2.574733257293701","","","","","",""
"446","","","","","","","969","969","969","2.5774495601654053","2.5774495601654053","2.5774495601654053","","","","","",""
"447","","","","","","","977","977","977","2.581430196762085","2.581430196762085","2.581430196762085","","","","","",""
"448","","","","","","","985","985","985","2.5876736640930176","2.5876736640930176","2.5876736640930176","","","","","",""
"449","","","","","","","993","993","993","2.587062120437622","2.587062120437622","2.587062120437622","","","","","",""
"450","","","","","","","995","995","995","2.587228298187256","2.587228298187256","2.587228298187256","","","","","",""
"451","","","","","","","1003","1003","1003","2.5885062217712402","2.5885062217712402","2.5885062217712402","","","","","",""
"452","","","","","","","1005","1005","1005","2.5918874740600586","2.5918874740600586","2.5918874740600586","","","","","",""
"453","","","","","","","1007","1007","1007","2.5934150218963623","2.5934150218963623","2.5934150218963623","","","","","",""
"454","","","","","","","1009","1009","1009","2.5936102867126465","2.5936102867126465","2.5936102867126465","","","","","",""
"455","","","","","","","1017","1017","1017","2.5968072414398193","2.5968072414398193","2.5968072414398193","","","","","",""
"456","","","","","","","1019","1019","1019","2.6004631519317627","2.6004631519317627","2.6004631519317627","","","","","",""
"457","","","","","","","1021","1021","1021","2.6007895469665527","2.6007895469665527","2.6007895469665527","","","","","",""
"458","","","","","","","1029","1029","1029","2.6068508625030518","2.6068508625030518","2.6068508625030518","","","","","",""
"459","","","","","","","1037","1037","1037","2.6056251525878906","2.6056251525878906","2.6056251525878906","","","","","",""
"460","","","","","","","1039","1039","1039","2.606795310974121","2.606795310974121","2.606795310974121","","","","","",""
"461","","","","","","","1047","1047","1047","2.6092400550842285","2.6092400550842285","2.6092400550842285","","","","","",""
"462","","","","","","","1049","1049","1049","2.6090943813323975","2.6090943813323975","2.6090943813323975","","","","","",""
"463","","","","","","","1051","1051","1051","2.6166956424713135","2.6166956424713135","2.6166956424713135","","","","","",""
"464","","","","","","","1059","1059","1059","2.6198439598083496","2.6198439598083496","2.6198439598083496","","","","","",""
"465","","","","","","","1067","1067","1067","2.6218371391296387","2.6218371391296387","2.6218371391296387","","","","","",""
"466","","","","","","","1069","1069","1069","2.6253621578216553","2.6253621578216553","2.6253621578216553","","","","","",""
"467","","","","","","","1077","1077","1077","2.6250808238983154","2.6250808238983154","2.6250808238983154","","","","","",""
"468","","","","","","","1085","1085","1085","2.6246280670166016","2.6246280670166016","2.6246280670166016","","","","","",""
"469","","","","","","","1093","1093","1093","2.62431001663208","2.62431001663208","2.62431001663208","","","","","",""
"470","","","","","","","1101","1101","1101","2.624948024749756","2.624948024749756","2.624948024749756","","","","","",""
"471","","","","","","","1109","1109","1109","2.626431941986084","2.626431941986084","2.626431941986084","","","","","",""
"472","","","","","","","1111","1111","1111","2.6259799003601074","2.6259799003601074","2.6259799003601074","","","","","",""
"473","","","","","","","1113","1113","1113","2.6266467571258545","2.6266467571258545","2.6266467571258545","","","","","",""
"474","","","","","","","1121","1121","1121","2.625622034072876","2.625622034072876","2.625622034072876","","","","","",""
"475","","","","","","","1129","1129","1129","2.6229398250579834","2.6229398250579834","2.6229398250579834","","","","","",""
"476","","","","","","","1137","1137","1137","2.6225626468658447","2.6225626468658447","2.6225626468658447","","","","","",""
"477","","","","","","","1145","1145","1145","2.622591257095337","2.622591257095337","2.622591257095337","","","","","",""
"478","","","","","","","1147","1147","1147","2.620609998703003","2.620609998703003","2.620609998703003","","","","","",""
"479","","","","","","","1149","1149","1149","2.620551824569702","2.620551824569702","2.620551824569702","","","","","",""
"480","","","","","","","1151","1151","1151","2.6196982860565186","2.6196982860565186","2.6196982860565186","","","","","",""
"481","","","","","","","1153","1153","1153","2.619920253753662","2.619920253753662","2.619920253753662","","","","","",""
"482","","","","","","","1161","1161","1161","2.6164441108703613","2.6164441108703613","2.6164441108703613","","","","","",""
"483","","","","","","","1163","1163","1163","2.6165013313293457","2.6165013313293457","2.6165013313293457","","","","","",""
"484","","","","","","","1171","1171","1171","2.6167526245117188","2.6167526245117188","2.6167526245117188","","","","","",""
"485","","","","","","","1173","1173","1173","2.617812156677246","2.617812156677246","2.617812156677246","","","","","",""
"486","","","","","","","1175","1175","1175","2.6197726726531982","2.6197726726531982","2.6197726726531982","","","","","",""
"487","","","","","","","1183","1183","1183","2.627324104309082","2.627324104309082","2.627324104309082","","","","","",""
"488","","","","","","","1191","1191","1191","2.6263577938079834","2.6263577938079834","2.6263577938079834","","","","","",""
"489","","","","","","","1193","1193","1193","2.625047206878662","2.625047206878662","2.625047206878662","","","","","",""
"490","","","","","","","1201","1201","1201","2.6228818893432617","2.6228818893432617","2.6228818893432617","","","","","",""
"491","","","","","","","1203","1203","1203","2.62373423576355","2.62373423576355","2.62373423576355","","","","","",""
"492","","","","","","","1205","1205","1205","2.624697208404541","2.624697208404541","2.624697208404541","","","","","",""
"493","","","","","","","1213","1213","1213","2.623842716217041","2.623842716217041","2.623842716217041","","","","","",""
"494","","","","","","","1215","1215","1215","2.625873565673828","2.625873565673828","2.625873565673828","","","","","",""
"495","","","","","","","1223","1223","1223","2.624234676361084","2.624234676361084","2.624234676361084","","","","","",""
"496","","","","","","","1225","1225","1225","2.622850179672241","2.622850179672241","2.622850179672241","","","","","",""
"497","","","","","","","1227","1227","1227","2.6251680850982666","2.6251680850982666","2.6251680850982666","","","","","",""
"498","","","","","","","1235","1235","1235","2.623500347137451","2.623500347137451","2.623500347137451","","","","","",""
"499","","","","","","","1237","1237","1237","2.622654914855957","2.622654914855957","2.622654914855957","","","","","",""
"500","","","","","","","1245","1245","1245","2.619469165802002","2.619469165802002","2.619469165802002","","","","","",""
"501","","","","","","","1247","1247","1247","2.6210944652557373","2.6210944652557373","2.6210944652557373","","","","","",""
"502","","","","","","","1249","1249","1249","2.6206095218658447","2.6206095218658447","2.6206095218658447","","","","","",""
"503","","","","","","","1257","1257","1257","2.6210174560546875","2.6210174560546875","2.6210174560546875","","","","","",""
"504","","","","","","","1259","1259","1259","2.622060775756836","2.622060775756836","2.622060775756836","","","","","",""
"505","","","","","","","1267","1267","1267","2.622161626815796","2.622161626815796","2.622161626815796","","","","","",""
"506","","","","","","","1275","1275","1275","2.62119460105896","2.62119460105896","2.62119460105896","","","","","",""
"507","","","","","","","1283","1283","1283","2.62050461769104","2.62050461769104","2.62050461769104","","","","","",""
