"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_conv_layers.4.conv.bias_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_conv_layers.4.conv.bias_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_conv_layers.4.conv.bias_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_conv_layers.4.conv.bias_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_conv_layers.4.conv.bias_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_conv_layers.4.conv.bias_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Discriminator_conv_layers.4.conv.bias_norm","29/04 10:06:37 Standard (weights)1 - Discriminator_conv_layers.4.conv.bias_norm__MIN","29/04 10:06:37 Standard (weights)1 - Discriminator_conv_layers.4.conv.bias_norm__MAX"
"770","","","","","","","2559","2559","2559","2.6355457305908203","2.6355457305908203","2.6355457305908203","","","","","",""
"771","","","","","","","2567","2567","2567","2.635202169418335","2.635202169418335","2.635202169418335","","","","","",""
"772","","","","","","","2569","2569","2569","2.637281894683838","2.637281894683838","2.637281894683838","","","","","",""
"773","","","","","","","2571","2571","2571","2.634923219680786","2.634923219680786","2.634923219680786","","","","","",""
"774","","","","","","","2579","2579","2579","2.6336922645568848","2.6336922645568848","2.6336922645568848","","","","","",""
"775","","","","","","","2581","2581","2581","2.6306750774383545","2.6306750774383545","2.6306750774383545","","","","","",""
"776","","","","","","","2583","2583","2583","2.630567789077759","2.630567789077759","2.630567789077759","","","","","",""
"777","","","","","","","2591","2591","2591","2.628457546234131","2.628457546234131","2.628457546234131","","","","","",""
"778","","","","","","","2593","2593","2593","2.6285524368286133","2.6285524368286133","2.6285524368286133","","","","","",""
"779","","","","","","","2595","2595","2595","2.6289565563201904","2.6289565563201904","2.6289565563201904","","","","","",""
"780","","","","","","","2603","2603","2603","2.628049612045288","2.628049612045288","2.628049612045288","","","","","",""
"781","","","","","","","2605","2605","2605","2.628594160079956","2.628594160079956","2.628594160079956","","","","","",""
"782","","","","","","","2607","2607","2607","2.629141330718994","2.629141330718994","2.629141330718994","","","","","",""
"783","","","","","","","2609","2609","2609","2.6284778118133545","2.6284778118133545","2.6284778118133545","","","","","",""
"784","","","","","","","2617","2617","2617","2.6295206546783447","2.6295206546783447","2.6295206546783447","","","","","",""
"785","","","","","","","2619","2619","2619","2.6348021030426025","2.6348021030426025","2.6348021030426025","","","","","",""
"786","","","","","","","2621","2621","2621","2.634075880050659","2.634075880050659","2.634075880050659","","","","","",""
"787","","","","","","","2623","2623","2623","2.635709524154663","2.635709524154663","2.635709524154663","","","","","",""
"788","","","","","","","2625","2625","2625","2.635122776031494","2.635122776031494","2.635122776031494","","","","","",""
"789","","","","","","","2627","2627","2627","2.636634588241577","2.636634588241577","2.636634588241577","","","","","",""
"790","","","","","","","2629","2629","2629","2.635988473892212","2.635988473892212","2.635988473892212","","","","","",""
"791","","","","","","","2637","2637","2637","2.63847279548645","2.63847279548645","2.63847279548645","","","","","",""
"792","","","","","","","2645","2645","2645","2.637932062149048","2.637932062149048","2.637932062149048","","","","","",""
"793","","","","","","","2653","2653","2653","2.6398563385009766","2.6398563385009766","2.6398563385009766","","","","","",""
"794","","","","","","","2655","2655","2655","2.637498617172241","2.637498617172241","2.637498617172241","","","","","",""
"795","","","","","","","2657","2657","2657","2.6354312896728516","2.6354312896728516","2.6354312896728516","","","","","",""
"796","","","","","","","2665","2665","2665","2.6362857818603516","2.6362857818603516","2.6362857818603516","","","","","",""
"797","","","","","","","2673","2673","2673","2.636363983154297","2.636363983154297","2.636363983154297","","","","","",""
"798","","","","","","","2675","2675","2675","2.6353254318237305","2.6353254318237305","2.6353254318237305","","","","","",""
"799","","","","","","","2677","2677","2677","2.634639263153076","2.634639263153076","2.634639263153076","","","","","",""
"800","","","","","","","2685","2685","2685","2.635120153427124","2.635120153427124","2.635120153427124","","","","","",""
"801","","","","","","","2693","2693","2693","2.6384806632995605","2.6384806632995605","2.6384806632995605","","","","","",""
"802","","","","","","","2701","2701","2701","2.6373515129089355","2.6373515129089355","2.6373515129089355","","","","","",""
"803","","","","","","","2709","2709","2709","2.637632131576538","2.637632131576538","2.637632131576538","","","","","",""
"804","","","","","","","2711","2711","2711","2.6402549743652344","2.6402549743652344","2.6402549743652344","","","","","",""
"805","","","","","","","2719","2719","2719","2.6385228633880615","2.6385228633880615","2.6385228633880615","","","","","",""
"806","","","","","","","2727","2727","2727","2.6376545429229736","2.6376545429229736","2.6376545429229736","","","","","",""
"807","","","","","","","2729","2729","2729","2.638216257095337","2.638216257095337","2.638216257095337","","","","","",""
"808","","","","","","","2737","2737","2737","2.6401476860046387","2.6401476860046387","2.6401476860046387","","","","","",""
"809","","","","","","","2739","2739","2739","2.6435699462890625","2.6435699462890625","2.6435699462890625","","","","","",""
"810","","","","","","","2741","2741","2741","2.6456332206726074","2.6456332206726074","2.6456332206726074","","","","","",""
"811","","","","","","","2749","2749","2749","2.6444571018218994","2.6444571018218994","2.6444571018218994","","","","","",""
"812","","","","","","","2757","2757","2757","2.6442782878875732","2.6442782878875732","2.6442782878875732","","","","","",""
"813","","","","","","","2759","2759","2759","2.64207124710083","2.64207124710083","2.64207124710083","","","","","",""
"814","","","","","","","2767","2767","2767","2.640646457672119","2.640646457672119","2.640646457672119","","","","","",""
"815","","","","","","","2775","2775","2775","2.6393773555755615","2.6393773555755615","2.6393773555755615","","","","","",""
"816","","","","","","","2783","2783","2783","2.6384119987487793","2.6384119987487793","2.6384119987487793","","","","","",""
"817","","","","","","","2785","2785","2785","2.6389689445495605","2.6389689445495605","2.6389689445495605","","","","","",""
"818","","","","","","","2793","2793","2793","2.636876344680786","2.636876344680786","2.636876344680786","","","","","",""
"819","","","","","","","2801","2801","2801","2.6383578777313232","2.6383578777313232","2.6383578777313232","","","","","",""
"820","","","","","","","2809","2809","2809","2.636979579925537","2.636979579925537","2.636979579925537","","","","","",""
"821","","","","","","","2817","2817","2817","2.6390132904052734","2.6390132904052734","2.6390132904052734","","","","","",""
"822","","","","","","","2825","2825","2825","2.6386382579803467","2.6386382579803467","2.6386382579803467","","","","","",""
"823","","","","","","","2833","2833","2833","2.639173746109009","2.639173746109009","2.639173746109009","","","","","",""
"824","","","","","","","2835","2835","2835","2.635429620742798","2.635429620742798","2.635429620742798","","","","","",""
"825","","","","","","","2837","2837","2837","2.636467695236206","2.636467695236206","2.636467695236206","","","","","",""
"826","","","","","","","2839","2839","2839","2.6362364292144775","2.6362364292144775","2.6362364292144775","","","","","",""
"827","","","","","","","2847","2847","2847","2.6396830081939697","2.6396830081939697","2.6396830081939697","","","","","",""
"828","","","","","","","2855","2855","2855","2.6398026943206787","2.6398026943206787","2.6398026943206787","","","","","",""
"829","","","","","","","2863","2863","2863","2.6403257846832275","2.6403257846832275","2.6403257846832275","","","","","",""
"830","","","","","","","2865","2865","2865","2.6395678520202637","2.6395678520202637","2.6395678520202637","","","","","",""
"831","","","","","","","2867","2867","2867","2.6353719234466553","2.6353719234466553","2.6353719234466553","","","","","",""
"832","","","","","","","2869","2869","2869","2.636460065841675","2.636460065841675","2.636460065841675","","","","","",""
"833","","","","","","","2877","2877","2877","2.6365950107574463","2.6365950107574463","2.6365950107574463","","","","","",""
"834","","","","","","","2879","2879","2879","2.6365911960601807","2.6365911960601807","2.6365911960601807","","","","","",""
"835","","","","","","","2881","2881","2881","2.639734983444214","2.639734983444214","2.639734983444214","","","","","",""
"836","","","","","","","2883","2883","2883","2.640209913253784","2.640209913253784","2.640209913253784","","","","","",""
"837","","","","","","","2885","2885","2885","2.6406891345977783","2.6406891345977783","2.6406891345977783","","","","","",""
"838","","","","","","","2887","2887","2887","2.6430773735046387","2.6430773735046387","2.6430773735046387","","","","","",""
"839","","","","","","","2889","2889","2889","2.6445446014404297","2.6445446014404297","2.6445446014404297","","","","","",""
"840","","","","","","","2891","2891","2891","2.643986225128174","2.643986225128174","2.643986225128174","","","","","",""
"841","","","","","","","2899","2899","2899","2.6448233127593994","2.6448233127593994","2.6448233127593994","","","","","",""
"842","","","","","","","2907","2907","2907","2.643425226211548","2.643425226211548","2.643425226211548","","","","","",""
"843","","","","","","","2915","2915","2915","2.6453282833099365","2.6453282833099365","2.6453282833099365","","","","","",""
"844","","","","","","","2917","2917","2917","2.642193555831909","2.642193555831909","2.642193555831909","","","","","",""
"845","","","","","","","2919","2919","2919","2.6433799266815186","2.6433799266815186","2.6433799266815186","","","","","",""
"846","","","","","","","2927","2927","2927","2.6426360607147217","2.6426360607147217","2.6426360607147217","","","","","",""
"847","","","","","","","2929","2929","2929","2.643526554107666","2.643526554107666","2.643526554107666","","","","","",""
"848","","","","","","","2937","2937","2937","2.6429483890533447","2.6429483890533447","2.6429483890533447","","","","","",""
"849","","","","","","","2939","2939","2939","2.6411755084991455","2.6411755084991455","2.6411755084991455","","","","","",""
"850","","","","","","","2941","2941","2941","2.6415164470672607","2.6415164470672607","2.6415164470672607","","","","","",""
"851","","","","","","","2943","2943","2943","2.6430232524871826","2.6430232524871826","2.6430232524871826","","","","","",""
"852","","","","","","","2951","2951","2951","2.6428515911102295","2.6428515911102295","2.6428515911102295","","","","","",""
"853","","","","","","","2959","2959","2959","2.640211343765259","2.640211343765259","2.640211343765259","","","","","",""
"854","","","","","","","2967","2967","2967","2.6398870944976807","2.6398870944976807","2.6398870944976807","","","","","",""
"855","","","","","","","2969","2969","2969","2.642185926437378","2.642185926437378","2.642185926437378","","","","","",""
"856","","","","","","","2971","2971","2971","2.6436309814453125","2.6436309814453125","2.6436309814453125","","","","","",""
"857","","","","","","","2973","2973","2973","2.646587610244751","2.646587610244751","2.646587610244751","","","","","",""
"858","","","","","","","2975","2975","2975","2.6460628509521484","2.6460628509521484","2.6460628509521484","","","","","",""
"859","","","","","","","2977","2977","2977","2.6487154960632324","2.6487154960632324","2.6487154960632324","","","","","",""
"860","","","","","","","2979","2979","2979","2.648005962371826","2.648005962371826","2.648005962371826","","","","","",""
"861","","","","","","","2987","2987","2987","2.6506619453430176","2.6506619453430176","2.6506619453430176","","","","","",""
"862","","","","","","","2995","2995","2995","2.647489547729492","2.647489547729492","2.647489547729492","","","","","",""
"863","","","","","","","2997","2997","2997","2.647765636444092","2.647765636444092","2.647765636444092","","","","","",""
"864","","","","","","","2999","2999","2999","2.6482813358306885","2.6482813358306885","2.6482813358306885","","","","","",""
"865","","","","","","","3007","3007","3007","2.6475939750671387","2.6475939750671387","2.6475939750671387","","","","","",""
"866","","","","","","","3015","3015","3015","2.6477901935577393","2.6477901935577393","2.6477901935577393","","","","","",""
"867","","","","","","","3017","3017","3017","2.6505684852600098","2.6505684852600098","2.6505684852600098","","","","","",""
"868","","","","","","","3019","3019","3019","2.648902416229248","2.648902416229248","2.648902416229248","","","","","",""
"869","","","","","","","3021","3021","3021","2.6505239009857178","2.6505239009857178","2.6505239009857178","","","","","",""
"870","","","","","","","3029","3029","3029","2.6481499671936035","2.6481499671936035","2.6481499671936035","","","","","",""
"871","","","","","","","3037","3037","3037","2.6482808589935303","2.6482808589935303","2.6482808589935303","","","","","",""
"872","","","","","","","3039","3039","3039","2.647906541824341","2.647906541824341","2.647906541824341","","","","","",""
"873","","","","","","","3047","3047","3047","2.650867462158203","2.650867462158203","2.650867462158203","","","","","",""
"874","","","","","","","3049","3049","3049","2.6484122276306152","2.6484122276306152","2.6484122276306152","","","","","",""
"875","","","","","","","3057","3057","3057","2.650132417678833","2.650132417678833","2.650132417678833","","","","","",""
"876","","","","","","","3065","3065","3065","2.6475608348846436","2.6475608348846436","2.6475608348846436","","","","","",""
"877","","","","","","","3073","3073","3073","2.649794816970825","2.649794816970825","2.649794816970825","","","","","",""
"878","","","","","","","3075","3075","3075","2.646616220474243","2.646616220474243","2.646616220474243","","","","","",""
"879","","","","","","","3083","3083","3083","2.6471164226531982","2.6471164226531982","2.6471164226531982","","","","","",""
"880","","","","","","","3091","3091","3091","2.6489057540893555","2.6489057540893555","2.6489057540893555","","","","","",""
"881","","","","","","","3099","3099","3099","2.6462085247039795","2.6462085247039795","2.6462085247039795","","","","","",""
"882","","","","","","","3101","3101","3101","2.6487936973571777","2.6487936973571777","2.6487936973571777","","","","","",""
"883","","","","","","","3103","3103","3103","2.6483216285705566","2.6483216285705566","2.6483216285705566","","","","","",""
"884","","","","","","","3111","3111","3111","2.6487228870391846","2.6487228870391846","2.6487228870391846","","","","","",""
"885","","","","","","","3113","3113","3113","2.646937608718872","2.646937608718872","2.646937608718872","","","","","",""
"886","","","","","","","3121","3121","3121","2.649979829788208","2.649979829788208","2.649979829788208","","","","","",""
"887","","","","","","","3129","3129","3129","2.6491079330444336","2.6491079330444336","2.6491079330444336","","","","","",""
"888","","","","","","","3131","3131","3131","2.6506974697113037","2.6506974697113037","2.6506974697113037","","","","","",""
"889","","","","","","","3139","3139","3139","2.6534910202026367","2.6534910202026367","2.6534910202026367","","","","","",""
"890","","","","","","","3141","3141","3141","2.6544907093048096","2.6544907093048096","2.6544907093048096","","","","","",""
"891","","","","","","","3149","3149","3149","2.6560709476470947","2.6560709476470947","2.6560709476470947","","","","","",""
"892","","","","","","","3157","3157","3157","2.6553168296813965","2.6553168296813965","2.6553168296813965","","","","","",""
"893","","","","","","","3165","3165","3165","2.6526737213134766","2.6526737213134766","2.6526737213134766","","","","","",""
"894","","","","","","","3167","3167","3167","2.655717372894287","2.655717372894287","2.655717372894287","","","","","",""
"895","","","","","","","3175","3175","3175","2.65494704246521","2.65494704246521","2.65494704246521","","","","","",""
"896","","","","","","","3183","3183","3183","2.656036853790283","2.656036853790283","2.656036853790283","","","","","",""
"897","","","","","","","3185","3185","3185","2.6543495655059814","2.6543495655059814","2.6543495655059814","","","","","",""
"898","","","","","","","3187","3187","3187","2.6554179191589355","2.6554179191589355","2.6554179191589355","","","","","",""
"899","","","","","","","3189","3189","3189","2.655179023742676","2.655179023742676","2.655179023742676","","","","","",""
"900","7","7","7","2.6529273986816406","2.6529273986816406","2.6529273986816406","3197","3197","3197","2.6568477153778076","2.6568477153778076","2.6568477153778076","","","","","",""
"901","15","15","15","2.6506471633911133","2.6506471633911133","2.6506471633911133","3199","3199","3199","2.6564157009124756","2.6564157009124756","2.6564157009124756","","","","","",""
"902","23","23","23","2.655574321746826","2.655574321746826","2.655574321746826","3207","3207","3207","2.655949831008911","2.655949831008911","2.655949831008911","","","","","",""
"903","31","31","31","2.654388427734375","2.654388427734375","2.654388427734375","","","","","","","","","","","",""
"904","39","39","39","2.653069496154785","2.653069496154785","2.653069496154785","","","","","","","","","","","",""
"905","47","47","47","2.649026870727539","2.649026870727539","2.649026870727539","","","","","","","","","","","",""
"906","55","55","55","2.650590658187866","2.650590658187866","2.650590658187866","","","","","","","","","","","",""
"907","63","63","63","2.6508498191833496","2.6508498191833496","2.6508498191833496","","","","","","","","","","","",""
"908","71","71","71","2.6521496772766113","2.6521496772766113","2.6521496772766113","","","","","","","","","","","",""
"909","79","79","79","2.6540701389312744","2.6540701389312744","2.6540701389312744","","","","","","","","","","","",""
"910","87","87","87","2.6533687114715576","2.6533687114715576","2.6533687114715576","","","","","","","","","","","",""
"911","95","95","95","2.6535770893096924","2.6535770893096924","2.6535770893096924","","","","","","","","","","","",""
"912","103","103","103","2.6502370834350586","2.6502370834350586","2.6502370834350586","","","","","","","","","","","",""
"913","111","111","111","2.6520214080810547","2.6520214080810547","2.6520214080810547","","","","","","","","","","","",""
"914","119","119","119","2.6514830589294434","2.6514830589294434","2.6514830589294434","","","","","","","","","","","",""
"915","127","127","127","2.6522908210754395","2.6522908210754395","2.6522908210754395","","","","","","","","","","","",""
"916","135","135","135","2.6520516872406006","2.6520516872406006","2.6520516872406006","","","","","","","","","","","",""
"917","143","143","143","2.6585443019866943","2.6585443019866943","2.6585443019866943","","","","","","","","","","","",""
"918","151","151","151","2.6559860706329346","2.6559860706329346","2.6559860706329346","","","","","","","","","","","",""
"919","159","159","159","2.6514575481414795","2.6514575481414795","2.6514575481414795","","","","","","","","","","","",""
"920","167","167","167","2.654486656188965","2.654486656188965","2.654486656188965","","","","","","","","","","","",""
"921","175","175","175","2.6537351608276367","2.6537351608276367","2.6537351608276367","","","","","","","","","","","",""
"922","183","183","183","2.6503448486328125","2.6503448486328125","2.6503448486328125","","","","","","","","","","","",""
"923","191","191","191","2.649872303009033","2.649872303009033","2.649872303009033","","","","","","","","","","","",""
"924","199","199","199","2.6489715576171875","2.6489715576171875","2.6489715576171875","","","","","","","","","","","",""
"925","207","207","207","2.652554988861084","2.652554988861084","2.652554988861084","","","","","","","","","","","",""
"926","215","215","215","2.6510109901428223","2.6510109901428223","2.6510109901428223","","","","","","","","","","","",""
"927","223","223","223","2.6494274139404297","2.6494274139404297","2.6494274139404297","","","","","","","","","","","",""
"928","231","231","231","2.651510238647461","2.651510238647461","2.651510238647461","","","","","","","","","","","",""
"929","239","239","239","2.6499152183532715","2.6499152183532715","2.6499152183532715","","","","","","","","","","","",""
"930","247","247","247","2.6507580280303955","2.6507580280303955","2.6507580280303955","","","","","","","","","","","",""
"931","255","255","255","2.6497602462768555","2.6497602462768555","2.6497602462768555","","","","","","","","","","","",""
"932","263","263","263","2.6488358974456787","2.6488358974456787","2.6488358974456787","","","","","","","","","","","",""
"933","271","271","271","2.6483476161956787","2.6483476161956787","2.6483476161956787","","","","","","","","","","","",""
"934","279","279","279","2.6453773975372314","2.6453773975372314","2.6453773975372314","","","","","","","","","","","",""
"935","287","287","287","2.6462435722351074","2.6462435722351074","2.6462435722351074","","","","","","","","","","","",""
"936","295","295","295","2.6504549980163574","2.6504549980163574","2.6504549980163574","","","","","","","","","","","",""
"937","303","303","303","2.649733304977417","2.649733304977417","2.649733304977417","","","","","","","","","","","",""
"938","311","311","311","2.651416540145874","2.651416540145874","2.651416540145874","","","","","","","","","","","",""
"939","319","319","319","2.6487579345703125","2.6487579345703125","2.6487579345703125","","","","","","","","","","","",""
"940","327","327","327","2.6471171379089355","2.6471171379089355","2.6471171379089355","","","","","","","","","","","",""
"941","335","335","335","2.6473517417907715","2.6473517417907715","2.6473517417907715","","","","","","","","","","","",""
"942","343","343","343","2.6471285820007324","2.6471285820007324","2.6471285820007324","","","","","","","","","","","",""
"943","351","351","351","2.6497082710266113","2.6497082710266113","2.6497082710266113","","","","","","","","","","","",""
"944","359","359","359","2.649904489517212","2.649904489517212","2.649904489517212","","","","","","","","","","","",""
"945","367","367","367","2.6485941410064697","2.6485941410064697","2.6485941410064697","","","","","","","","","","","",""
"946","375","375","375","2.6499264240264893","2.6499264240264893","2.6499264240264893","","","","","","","","","","","",""
"947","383","383","383","2.6512534618377686","2.6512534618377686","2.6512534618377686","","","","","","","","","","","",""
"948","391","391","391","2.64836049079895","2.64836049079895","2.64836049079895","","","","","","","","","","","",""
"949","399","399","399","2.6454579830169678","2.6454579830169678","2.6454579830169678","","","","","","","","","","","",""
"950","407","407","407","2.6431772708892822","2.6431772708892822","2.6431772708892822","","","","","","","","","","","",""
"951","415","415","415","2.643721342086792","2.643721342086792","2.643721342086792","","","","","","","","","","","",""
"952","423","423","423","2.643481731414795","2.643481731414795","2.643481731414795","","","","","","","","","","","",""
"953","431","431","431","2.6454029083251953","2.6454029083251953","2.6454029083251953","","","","","","","","","","","",""
"954","439","439","439","2.6459004878997803","2.6459004878997803","2.6459004878997803","","","","","","","","","","","",""
"955","447","447","447","2.6452078819274902","2.6452078819274902","2.6452078819274902","","","","","","","","","","","",""
"956","455","455","455","2.64603328704834","2.64603328704834","2.64603328704834","","","","","","","","","","","",""
"957","463","463","463","2.6525094509124756","2.6525094509124756","2.6525094509124756","","","","","","","","","","","",""
"958","471","471","471","2.653153896331787","2.653153896331787","2.653153896331787","","","","","","","","","","","",""
"959","479","479","479","2.65010142326355","2.65010142326355","2.65010142326355","","","","","","","","","","","",""
"960","487","487","487","2.6486010551452637","2.6486010551452637","2.6486010551452637","","","","","","","","","","","",""
"961","495","495","495","2.6492559909820557","2.6492559909820557","2.6492559909820557","","","","","","","","","","","",""
"962","503","503","503","2.648745059967041","2.648745059967041","2.648745059967041","","","","","","","","","","","",""
"963","511","511","511","2.650683879852295","2.650683879852295","2.650683879852295","","","","","","","","","","","",""
"964","519","519","519","2.647970676422119","2.647970676422119","2.647970676422119","","","","","","","","","","","",""
"965","527","527","527","2.6495890617370605","2.6495890617370605","2.6495890617370605","","","","","","","","","","","",""
"966","535","535","535","2.650765895843506","2.650765895843506","2.650765895843506","","","","","","","","","","","",""
"967","543","543","543","2.6498329639434814","2.6498329639434814","2.6498329639434814","","","","","","","","","","","",""
"968","551","551","551","2.647052526473999","2.647052526473999","2.647052526473999","","","","","","","","","","","",""
"969","559","559","559","2.648374557495117","2.648374557495117","2.648374557495117","","","","","","","","","","","",""
"970","567","567","567","2.6442995071411133","2.6442995071411133","2.6442995071411133","","","","","","","","","","","",""
"971","575","575","575","2.6474716663360596","2.6474716663360596","2.6474716663360596","","","","","","","","","","","",""
"972","583","583","583","2.6491799354553223","2.6491799354553223","2.6491799354553223","","","","","","","","","","","",""
"973","591","591","591","2.6509156227111816","2.6509156227111816","2.6509156227111816","","","","","","","","","","","",""
"974","599","599","599","2.649103879928589","2.649103879928589","2.649103879928589","","","","","","","","","","","",""
"975","607","607","607","2.6482698917388916","2.6482698917388916","2.6482698917388916","","","","","","","","","","","",""
"976","615","615","615","2.647657871246338","2.647657871246338","2.647657871246338","","","","","","","","","","","",""
"977","623","623","623","2.6455931663513184","2.6455931663513184","2.6455931663513184","","","","","","","","","","","",""
"978","631","631","631","2.6467766761779785","2.6467766761779785","2.6467766761779785","","","","","","","","","","","",""
"979","639","639","639","2.645686626434326","2.645686626434326","2.645686626434326","","","","","","","","","","","",""
"980","647","647","647","2.643407106399536","2.643407106399536","2.643407106399536","","","","","","","","","","","",""
"981","655","655","655","2.6517574787139893","2.6517574787139893","2.6517574787139893","","","","","","","","","","","",""
"982","663","663","663","2.6515560150146484","2.6515560150146484","2.6515560150146484","","","","","","","","","","","",""
"983","671","671","671","2.652475595474243","2.652475595474243","2.652475595474243","","","","","","","","","","","",""
"984","679","679","679","2.6537251472473145","2.6537251472473145","2.6537251472473145","","","","","","","","","","","",""
"985","687","687","687","2.6539876461029053","2.6539876461029053","2.6539876461029053","","","","","","","","","","","",""
"986","695","695","695","2.6519248485565186","2.6519248485565186","2.6519248485565186","","","","","","","","","","","",""
"987","703","703","703","2.6513609886169434","2.6513609886169434","2.6513609886169434","","","","","","","","","","","",""
"988","711","711","711","2.6538095474243164","2.6538095474243164","2.6538095474243164","","","","","","","","","","","",""
"989","719","719","719","2.6530654430389404","2.6530654430389404","2.6530654430389404","","","","","","","","","","","",""
"990","727","727","727","2.655165433883667","2.655165433883667","2.655165433883667","","","","","","","","","","","",""
"991","735","735","735","2.6501662731170654","2.6501662731170654","2.6501662731170654","","","","","","","","","","","",""
"992","743","743","743","2.6541550159454346","2.6541550159454346","2.6541550159454346","","","","","","","","","","","",""
"993","751","751","751","2.6558666229248047","2.6558666229248047","2.6558666229248047","","","","","","","","","","","",""
"994","759","759","759","2.6520276069641113","2.6520276069641113","2.6520276069641113","","","","","","","","","","","",""
"995","767","767","767","2.650419235229492","2.650419235229492","2.650419235229492","","","","","","","","","","","",""
"996","775","775","775","2.6505417823791504","2.6505417823791504","2.6505417823791504","","","","","","","","","","","",""
"997","783","783","783","2.646496295928955","2.646496295928955","2.646496295928955","","","","","","","","","","","",""
"998","791","791","791","2.6463770866394043","2.6463770866394043","2.6463770866394043","","","","","","","","","","","",""
"999","799","799","799","2.6478474140167236","2.6478474140167236","2.6478474140167236","","","","","","","","","","","",""
"1000","807","807","807","2.646366834640503","2.646366834640503","2.646366834640503","","","","","","","","","","","",""
"1001","815","815","815","2.6451733112335205","2.6451733112335205","2.6451733112335205","","","","","","","","","","","",""
"1002","823","823","823","2.645716667175293","2.645716667175293","2.645716667175293","","","","","","","","","","","",""
"1003","831","831","831","2.6480679512023926","2.6480679512023926","2.6480679512023926","","","","","","","","","","","",""
"1004","839","839","839","2.6449358463287354","2.6449358463287354","2.6449358463287354","","","","","","","","","","","",""
"1005","847","847","847","2.6510791778564453","2.6510791778564453","2.6510791778564453","","","","","","","","","","","",""
"1006","855","855","855","2.6518170833587646","2.6518170833587646","2.6518170833587646","","","","","","","","","","","",""
"1007","863","863","863","2.6523396968841553","2.6523396968841553","2.6523396968841553","","","","","","","","","","","",""
"1008","871","871","871","2.6526505947113037","2.6526505947113037","2.6526505947113037","","","","","","","","","","","",""
"1009","879","879","879","2.6513888835906982","2.6513888835906982","2.6513888835906982","","","","","","","","","","","",""
"1010","887","887","887","2.6503164768218994","2.6503164768218994","2.6503164768218994","","","","","","","","","","","",""
"1011","895","895","895","2.6488564014434814","2.6488564014434814","2.6488564014434814","","","","","","","","","","","",""
"1012","903","903","903","2.6467716693878174","2.6467716693878174","2.6467716693878174","","","","","","","","","","","",""
"1013","911","911","911","2.6460962295532227","2.6460962295532227","2.6460962295532227","","","","","","","","","","","",""
"1014","919","919","919","2.646559476852417","2.646559476852417","2.646559476852417","","","","","","","","","","","",""
"1015","927","927","927","2.647343873977661","2.647343873977661","2.647343873977661","","","","","","","","","","","",""
"1016","935","935","935","2.6473448276519775","2.6473448276519775","2.6473448276519775","","","","","","","","","","","",""
"1017","943","943","943","2.6451475620269775","2.6451475620269775","2.6451475620269775","","","","","","","","","","","",""
"1018","951","951","951","2.644632339477539","2.644632339477539","2.644632339477539","","","","","","","","","","","",""
"1019","959","959","959","2.642751932144165","2.642751932144165","2.642751932144165","","","","","","","","","","","",""
"1020","967","967","967","2.642280340194702","2.642280340194702","2.642280340194702","","","","","","","","","","","",""
"1021","975","975","975","2.647996425628662","2.647996425628662","2.647996425628662","","","","","","","","","","","",""
"1022","983","983","983","2.6533589363098145","2.6533589363098145","2.6533589363098145","","","","","","","","","","","",""
