"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_decoder.0.norm.weight_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_decoder.0.norm.weight_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_decoder.0.norm.weight_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_decoder.0.norm.weight_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_decoder.0.norm.weight_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_decoder.0.norm.weight_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Generator_decoder.0.norm.weight_norm","29/04 10:06:37 Standard (weights)1 - Generator_decoder.0.norm.weight_norm__MIN","29/04 10:06:37 Standard (weights)1 - Generator_decoder.0.norm.weight_norm__MAX"
"774","","","","","","","2579","2579","2579","9.146164894104004","9.146164894104004","9.146164894104004","","","","","",""
"775","","","","","","","2581","2581","2581","9.14737606048584","9.14737606048584","9.14737606048584","","","","","",""
"776","","","","","","","2583","2583","2583","9.148447036743164","9.148447036743164","9.148447036743164","","","","","",""
"777","","","","","","","2591","2591","2591","9.148025512695312","9.148025512695312","9.148025512695312","","","","","",""
"778","","","","","","","2593","2593","2593","9.148377418518066","9.148377418518066","9.148377418518066","","","","","",""
"779","","","","","","","2595","2595","2595","9.148221969604492","9.148221969604492","9.148221969604492","","","","","",""
"780","","","","","","","2603","2603","2603","9.148110389709473","9.148110389709473","9.148110389709473","","","","","",""
"781","","","","","","","2605","2605","2605","9.148327827453613","9.148327827453613","9.148327827453613","","","","","",""
"782","","","","","","","2607","2607","2607","9.1484956741333","9.1484956741333","9.1484956741333","","","","","",""
"783","","","","","","","2609","2609","2609","9.148094177246094","9.148094177246094","9.148094177246094","","","","","",""
"784","","","","","","","2617","2617","2617","9.148637771606445","9.148637771606445","9.148637771606445","","","","","",""
"785","","","","","","","2619","2619","2619","9.149295806884766","9.149295806884766","9.149295806884766","","","","","",""
"786","","","","","","","2621","2621","2621","9.14981746673584","9.14981746673584","9.14981746673584","","","","","",""
"787","","","","","","","2623","2623","2623","9.150538444519043","9.150538444519043","9.150538444519043","","","","","",""
"788","","","","","","","2625","2625","2625","9.150693893432617","9.150693893432617","9.150693893432617","","","","","",""
"789","","","","","","","2627","2627","2627","9.151787757873535","9.151787757873535","9.151787757873535","","","","","",""
"790","","","","","","","2629","2629","2629","9.15528392791748","9.15528392791748","9.15528392791748","","","","","",""
"791","","","","","","","2637","2637","2637","9.157523155212402","9.157523155212402","9.157523155212402","","","","","",""
"792","","","","","","","2645","2645","2645","9.15992259979248","9.15992259979248","9.15992259979248","","","","","",""
"793","","","","","","","2653","2653","2653","9.159934997558594","9.159934997558594","9.159934997558594","","","","","",""
"794","","","","","","","2655","2655","2655","9.160484313964844","9.160484313964844","9.160484313964844","","","","","",""
"795","","","","","","","2657","2657","2657","9.15905475616455","9.15905475616455","9.15905475616455","","","","","",""
"796","","","","","","","2665","2665","2665","9.15900993347168","9.15900993347168","9.15900993347168","","","","","",""
"797","","","","","","","2673","2673","2673","9.160920143127441","9.160920143127441","9.160920143127441","","","","","",""
"798","","","","","","","2675","2675","2675","9.160138130187988","9.160138130187988","9.160138130187988","","","","","",""
"799","","","","","","","2677","2677","2677","9.160942077636719","9.160942077636719","9.160942077636719","","","","","",""
"800","","","","","","","2685","2685","2685","9.160645484924316","9.160645484924316","9.160645484924316","","","","","",""
"801","","","","","","","2693","2693","2693","9.160380363464355","9.160380363464355","9.160380363464355","","","","","",""
"802","","","","","","","2701","2701","2701","9.159958839416504","9.159958839416504","9.159958839416504","","","","","",""
"803","","","","","","","2709","2709","2709","9.160378456115723","9.160378456115723","9.160378456115723","","","","","",""
"804","","","","","","","2711","2711","2711","9.161372184753418","9.161372184753418","9.161372184753418","","","","","",""
"805","","","","","","","2719","2719","2719","9.163060188293457","9.163060188293457","9.163060188293457","","","","","",""
"806","","","","","","","2727","2727","2727","9.16264820098877","9.16264820098877","9.16264820098877","","","","","",""
"807","","","","","","","2729","2729","2729","9.162833213806152","9.162833213806152","9.162833213806152","","","","","",""
"808","","","","","","","2737","2737","2737","9.162517547607422","9.162517547607422","9.162517547607422","","","","","",""
"809","","","","","","","2739","2739","2739","9.162850379943848","9.162850379943848","9.162850379943848","","","","","",""
"810","","","","","","","2741","2741","2741","9.163278579711914","9.163278579711914","9.163278579711914","","","","","",""
"811","","","","","","","2749","2749","2749","9.162693977355957","9.162693977355957","9.162693977355957","","","","","",""
"812","","","","","","","2757","2757","2757","9.16303825378418","9.16303825378418","9.16303825378418","","","","","",""
"813","","","","","","","2759","2759","2759","9.164704322814941","9.164704322814941","9.164704322814941","","","","","",""
"814","","","","","","","2767","2767","2767","9.1660795211792","9.1660795211792","9.1660795211792","","","","","",""
"815","","","","","","","2775","2775","2775","9.168212890625","9.168212890625","9.168212890625","","","","","",""
"816","","","","","","","2783","2783","2783","9.168532371520996","9.168532371520996","9.168532371520996","","","","","",""
"817","","","","","","","2785","2785","2785","9.16751480102539","9.16751480102539","9.16751480102539","","","","","",""
"818","","","","","","","2793","2793","2793","9.167299270629883","9.167299270629883","9.167299270629883","","","","","",""
"819","","","","","","","2801","2801","2801","9.16688346862793","9.16688346862793","9.16688346862793","","","","","",""
"820","","","","","","","2809","2809","2809","9.166584014892578","9.166584014892578","9.166584014892578","","","","","",""
"821","","","","","","","2817","2817","2817","9.16705322265625","9.16705322265625","9.16705322265625","","","","","",""
"822","","","","","","","2825","2825","2825","9.167207717895508","9.167207717895508","9.167207717895508","","","","","",""
"823","","","","","","","2833","2833","2833","9.168732643127441","9.168732643127441","9.168732643127441","","","","","",""
"824","","","","","","","2835","2835","2835","9.169154167175293","9.169154167175293","9.169154167175293","","","","","",""
"825","","","","","","","2837","2837","2837","9.17125129699707","9.17125129699707","9.17125129699707","","","","","",""
"826","","","","","","","2839","2839","2839","9.173237800598145","9.173237800598145","9.173237800598145","","","","","",""
"827","","","","","","","2847","2847","2847","9.172737121582031","9.172737121582031","9.172737121582031","","","","","",""
"828","","","","","","","2855","2855","2855","9.173038482666016","9.173038482666016","9.173038482666016","","","","","",""
"829","","","","","","","2863","2863","2863","9.172354698181152","9.172354698181152","9.172354698181152","","","","","",""
"830","","","","","","","2865","2865","2865","9.172554016113281","9.172554016113281","9.172554016113281","","","","","",""
"831","","","","","","","2867","2867","2867","9.172706604003906","9.172706604003906","9.172706604003906","","","","","",""
"832","","","","","","","2869","2869","2869","9.173144340515137","9.173144340515137","9.173144340515137","","","","","",""
"833","","","","","","","2877","2877","2877","9.174773216247559","9.174773216247559","9.174773216247559","","","","","",""
"834","","","","","","","2879","2879","2879","9.174960136413574","9.174960136413574","9.174960136413574","","","","","",""
"835","","","","","","","2881","2881","2881","9.174421310424805","9.174421310424805","9.174421310424805","","","","","",""
"836","","","","","","","2883","2883","2883","9.175283432006836","9.175283432006836","9.175283432006836","","","","","",""
"837","","","","","","","2885","2885","2885","9.175466537475586","9.175466537475586","9.175466537475586","","","","","",""
"838","","","","","","","2887","2887","2887","9.175408363342285","9.175408363342285","9.175408363342285","","","","","",""
"839","","","","","","","2889","2889","2889","9.174991607666016","9.174991607666016","9.174991607666016","","","","","",""
"840","","","","","","","2891","2891","2891","9.176025390625","9.176025390625","9.176025390625","","","","","",""
"841","","","","","","","2899","2899","2899","9.176652908325195","9.176652908325195","9.176652908325195","","","","","",""
"842","","","","","","","2907","2907","2907","9.17620849609375","9.17620849609375","9.17620849609375","","","","","",""
"843","","","","","","","2915","2915","2915","9.177459716796875","9.177459716796875","9.177459716796875","","","","","",""
"844","","","","","","","2917","2917","2917","9.177268028259277","9.177268028259277","9.177268028259277","","","","","",""
"845","","","","","","","2919","2919","2919","9.17741870880127","9.17741870880127","9.17741870880127","","","","","",""
"846","","","","","","","2927","2927","2927","9.177909851074219","9.177909851074219","9.177909851074219","","","","","",""
"847","","","","","","","2929","2929","2929","9.178576469421387","9.178576469421387","9.178576469421387","","","","","",""
"848","","","","","","","2937","2937","2937","9.179076194763184","9.179076194763184","9.179076194763184","","","","","",""
"849","","","","","","","2939","2939","2939","9.178948402404785","9.178948402404785","9.178948402404785","","","","","",""
"850","","","","","","","2941","2941","2941","9.179350852966309","9.179350852966309","9.179350852966309","","","","","",""
"851","","","","","","","2943","2943","2943","9.17944622039795","9.17944622039795","9.17944622039795","","","","","",""
"852","","","","","","","2951","2951","2951","9.179883003234863","9.179883003234863","9.179883003234863","","","","","",""
"853","","","","","","","2959","2959","2959","9.180729866027832","9.180729866027832","9.180729866027832","","","","","",""
"854","","","","","","","2967","2967","2967","9.180991172790527","9.180991172790527","9.180991172790527","","","","","",""
"855","","","","","","","2969","2969","2969","9.181412696838379","9.181412696838379","9.181412696838379","","","","","",""
"856","","","","","","","2971","2971","2971","9.181970596313477","9.181970596313477","9.181970596313477","","","","","",""
"857","","","","","","","2973","2973","2973","9.181741714477539","9.181741714477539","9.181741714477539","","","","","",""
"858","","","","","","","2975","2975","2975","9.182729721069336","9.182729721069336","9.182729721069336","","","","","",""
"859","","","","","","","2977","2977","2977","9.184000015258789","9.184000015258789","9.184000015258789","","","","","",""
"860","","","","","","","2979","2979","2979","9.185807228088379","9.185807228088379","9.185807228088379","","","","","",""
"861","","","","","","","2987","2987","2987","9.189569473266602","9.189569473266602","9.189569473266602","","","","","",""
"862","","","","","","","2995","2995","2995","9.18995189666748","9.18995189666748","9.18995189666748","","","","","",""
"863","","","","","","","2997","2997","2997","9.188852310180664","9.188852310180664","9.188852310180664","","","","","",""
"864","","","","","","","2999","2999","2999","9.18695068359375","9.18695068359375","9.18695068359375","","","","","",""
"865","","","","","","","3007","3007","3007","9.1871337890625","9.1871337890625","9.1871337890625","","","","","",""
"866","","","","","","","3015","3015","3015","9.188961029052734","9.188961029052734","9.188961029052734","","","","","",""
"867","","","","","","","3017","3017","3017","9.188902854919434","9.188902854919434","9.188902854919434","","","","","",""
"868","","","","","","","3019","3019","3019","9.188993453979492","9.188993453979492","9.188993453979492","","","","","",""
"869","","","","","","","3021","3021","3021","9.189156532287598","9.189156532287598","9.189156532287598","","","","","",""
"870","","","","","","","3029","3029","3029","9.189165115356445","9.189165115356445","9.189165115356445","","","","","",""
"871","","","","","","","3037","3037","3037","9.190337181091309","9.190337181091309","9.190337181091309","","","","","",""
"872","","","","","","","3039","3039","3039","9.189594268798828","9.189594268798828","9.189594268798828","","","","","",""
"873","","","","","","","3047","3047","3047","9.189774513244629","9.189774513244629","9.189774513244629","","","","","",""
"874","","","","","","","3049","3049","3049","9.190587997436523","9.190587997436523","9.190587997436523","","","","","",""
"875","","","","","","","3057","3057","3057","9.191710472106934","9.191710472106934","9.191710472106934","","","","","",""
"876","","","","","","","3065","3065","3065","9.193124771118164","9.193124771118164","9.193124771118164","","","","","",""
"877","","","","","","","3073","3073","3073","9.192947387695312","9.192947387695312","9.192947387695312","","","","","",""
"878","","","","","","","3075","3075","3075","9.192261695861816","9.192261695861816","9.192261695861816","","","","","",""
"879","","","","","","","3083","3083","3083","9.191878318786621","9.191878318786621","9.191878318786621","","","","","",""
"880","","","","","","","3091","3091","3091","9.192350387573242","9.192350387573242","9.192350387573242","","","","","",""
"881","","","","","","","3099","3099","3099","9.192551612854004","9.192551612854004","9.192551612854004","","","","","",""
"882","","","","","","","3101","3101","3101","9.194339752197266","9.194339752197266","9.194339752197266","","","","","",""
"883","","","","","","","3103","3103","3103","9.19491958618164","9.19491958618164","9.19491958618164","","","","","",""
"884","","","","","","","3111","3111","3111","9.195079803466797","9.195079803466797","9.195079803466797","","","","","",""
"885","","","","","","","3113","3113","3113","9.19642448425293","9.19642448425293","9.19642448425293","","","","","",""
"886","","","","","","","3121","3121","3121","9.197537422180176","9.197537422180176","9.197537422180176","","","","","",""
"887","","","","","","","3129","3129","3129","9.197863578796387","9.197863578796387","9.197863578796387","","","","","",""
"888","","","","","","","3131","3131","3131","9.197741508483887","9.197741508483887","9.197741508483887","","","","","",""
"889","","","","","","","3139","3139","3139","9.197721481323242","9.197721481323242","9.197721481323242","","","","","",""
"890","","","","","","","3141","3141","3141","9.198290824890137","9.198290824890137","9.198290824890137","","","","","",""
"891","","","","","","","3149","3149","3149","9.198773384094238","9.198773384094238","9.198773384094238","","","","","",""
"892","","","","","","","3157","3157","3157","9.199539184570312","9.199539184570312","9.199539184570312","","","","","",""
"893","","","","","","","3165","3165","3165","9.199797630310059","9.199797630310059","9.199797630310059","","","","","",""
"894","","","","","","","3167","3167","3167","9.199350357055664","9.199350357055664","9.199350357055664","","","","","",""
"895","","","","","","","3175","3175","3175","9.201003074645996","9.201003074645996","9.201003074645996","","","","","",""
"896","","","","","","","3183","3183","3183","9.2007417678833","9.2007417678833","9.2007417678833","","","","","",""
"897","","","","","","","3185","3185","3185","9.202454566955566","9.202454566955566","9.202454566955566","","","","","",""
"898","","","","","","","3187","3187","3187","9.203264236450195","9.203264236450195","9.203264236450195","","","","","",""
"899","","","","","","","3189","3189","3189","9.204360961914062","9.204360961914062","9.204360961914062","","","","","",""
"900","7","7","7","9.205035209655762","9.205035209655762","9.205035209655762","3197","3197","3197","9.204931259155273","9.204931259155273","9.204931259155273","","","","","",""
"901","15","15","15","9.20323657989502","9.20323657989502","9.20323657989502","3199","3199","3199","9.205432891845703","9.205432891845703","9.205432891845703","","","","","",""
"902","23","23","23","9.204656600952148","9.204656600952148","9.204656600952148","3207","3207","3207","9.20532512664795","9.20532512664795","9.20532512664795","","","","","",""
"903","31","31","31","9.206930160522461","9.206930160522461","9.206930160522461","","","","","","","","","","","",""
"904","39","39","39","9.206568717956543","9.206568717956543","9.206568717956543","","","","","","","","","","","",""
"905","47","47","47","9.20703125","9.20703125","9.20703125","","","","","","","","","","","",""
"906","55","55","55","9.206706047058105","9.206706047058105","9.206706047058105","","","","","","","","","","","",""
"907","63","63","63","9.205244064331055","9.205244064331055","9.205244064331055","","","","","","","","","","","",""
"908","71","71","71","9.210360527038574","9.210360527038574","9.210360527038574","","","","","","","","","","","",""
"909","79","79","79","9.210801124572754","9.210801124572754","9.210801124572754","","","","","","","","","","","",""
"910","87","87","87","9.211167335510254","9.211167335510254","9.211167335510254","","","","","","","","","","","",""
"911","95","95","95","9.211764335632324","9.211764335632324","9.211764335632324","","","","","","","","","","","",""
"912","103","103","103","9.210356712341309","9.210356712341309","9.210356712341309","","","","","","","","","","","",""
"913","111","111","111","9.213167190551758","9.213167190551758","9.213167190551758","","","","","","","","","","","",""
"914","119","119","119","9.214279174804688","9.214279174804688","9.214279174804688","","","","","","","","","","","",""
"915","127","127","127","9.214822769165039","9.214822769165039","9.214822769165039","","","","","","","","","","","",""
"916","135","135","135","9.218663215637207","9.218663215637207","9.218663215637207","","","","","","","","","","","",""
"917","143","143","143","9.224228858947754","9.224228858947754","9.224228858947754","","","","","","","","","","","",""
"918","151","151","151","9.223432540893555","9.223432540893555","9.223432540893555","","","","","","","","","","","",""
"919","159","159","159","9.22019100189209","9.22019100189209","9.22019100189209","","","","","","","","","","","",""
"920","167","167","167","9.223395347595215","9.223395347595215","9.223395347595215","","","","","","","","","","","",""
"921","175","175","175","9.223675727844238","9.223675727844238","9.223675727844238","","","","","","","","","","","",""
"922","183","183","183","9.225979804992676","9.225979804992676","9.225979804992676","","","","","","","","","","","",""
"923","191","191","191","9.226483345031738","9.226483345031738","9.226483345031738","","","","","","","","","","","",""
"924","199","199","199","9.223550796508789","9.223550796508789","9.223550796508789","","","","","","","","","","","",""
"925","207","207","207","9.228461265563965","9.228461265563965","9.228461265563965","","","","","","","","","","","",""
"926","215","215","215","9.226832389831543","9.226832389831543","9.226832389831543","","","","","","","","","","","",""
"927","223","223","223","9.228361129760742","9.228361129760742","9.228361129760742","","","","","","","","","","","",""
"928","231","231","231","9.22779655456543","9.22779655456543","9.22779655456543","","","","","","","","","","","",""
"929","239","239","239","9.22952651977539","9.22952651977539","9.22952651977539","","","","","","","","","","","",""
"930","247","247","247","9.228711128234863","9.228711128234863","9.228711128234863","","","","","","","","","","","",""
"931","255","255","255","9.23209285736084","9.23209285736084","9.23209285736084","","","","","","","","","","","",""
"932","263","263","263","9.230040550231934","9.230040550231934","9.230040550231934","","","","","","","","","","","",""
"933","271","271","271","9.234260559082031","9.234260559082031","9.234260559082031","","","","","","","","","","","",""
"934","279","279","279","9.232902526855469","9.232902526855469","9.232902526855469","","","","","","","","","","","",""
"935","287","287","287","9.233587265014648","9.233587265014648","9.233587265014648","","","","","","","","","","","",""
"936","295","295","295","9.231635093688965","9.231635093688965","9.231635093688965","","","","","","","","","","","",""
"937","303","303","303","9.237679481506348","9.237679481506348","9.237679481506348","","","","","","","","","","","",""
"938","311","311","311","9.236042022705078","9.236042022705078","9.236042022705078","","","","","","","","","","","",""
"939","319","319","319","9.236926078796387","9.236926078796387","9.236926078796387","","","","","","","","","","","",""
"940","327","327","327","9.236043930053711","9.236043930053711","9.236043930053711","","","","","","","","","","","",""
"941","335","335","335","9.235990524291992","9.235990524291992","9.235990524291992","","","","","","","","","","","",""
"942","343","343","343","9.236358642578125","9.236358642578125","9.236358642578125","","","","","","","","","","","",""
"943","351","351","351","9.238408088684082","9.238408088684082","9.238408088684082","","","","","","","","","","","",""
"944","359","359","359","9.237252235412598","9.237252235412598","9.237252235412598","","","","","","","","","","","",""
"945","367","367","367","9.23824405670166","9.23824405670166","9.23824405670166","","","","","","","","","","","",""
"946","375","375","375","9.240249633789062","9.240249633789062","9.240249633789062","","","","","","","","","","","",""
"947","383","383","383","9.239253044128418","9.239253044128418","9.239253044128418","","","","","","","","","","","",""
"948","391","391","391","9.242551803588867","9.242551803588867","9.242551803588867","","","","","","","","","","","",""
"949","399","399","399","9.240351676940918","9.240351676940918","9.240351676940918","","","","","","","","","","","",""
"950","407","407","407","9.243074417114258","9.243074417114258","9.243074417114258","","","","","","","","","","","",""
"951","415","415","415","9.242140769958496","9.242140769958496","9.242140769958496","","","","","","","","","","","",""
"952","423","423","423","9.243452072143555","9.243452072143555","9.243452072143555","","","","","","","","","","","",""
"953","431","431","431","9.243497848510742","9.243497848510742","9.243497848510742","","","","","","","","","","","",""
"954","439","439","439","9.244758605957031","9.244758605957031","9.244758605957031","","","","","","","","","","","",""
"955","447","447","447","9.244094848632812","9.244094848632812","9.244094848632812","","","","","","","","","","","",""
"956","455","455","455","9.243424415588379","9.243424415588379","9.243424415588379","","","","","","","","","","","",""
"957","463","463","463","9.248920440673828","9.248920440673828","9.248920440673828","","","","","","","","","","","",""
"958","471","471","471","9.247953414916992","9.247953414916992","9.247953414916992","","","","","","","","","","","",""
"959","479","479","479","9.250874519348145","9.250874519348145","9.250874519348145","","","","","","","","","","","",""
"960","487","487","487","9.24915885925293","9.24915885925293","9.24915885925293","","","","","","","","","","","",""
"961","495","495","495","9.251079559326172","9.251079559326172","9.251079559326172","","","","","","","","","","","",""
"962","503","503","503","9.25030517578125","9.25030517578125","9.25030517578125","","","","","","","","","","","",""
"963","511","511","511","9.251917839050293","9.251917839050293","9.251917839050293","","","","","","","","","","","",""
"964","519","519","519","9.250752449035645","9.250752449035645","9.250752449035645","","","","","","","","","","","",""
"965","527","527","527","9.254997253417969","9.254997253417969","9.254997253417969","","","","","","","","","","","",""
"966","535","535","535","9.254246711730957","9.254246711730957","9.254246711730957","","","","","","","","","","","",""
"967","543","543","543","9.255669593811035","9.255669593811035","9.255669593811035","","","","","","","","","","","",""
"968","551","551","551","9.25529670715332","9.25529670715332","9.25529670715332","","","","","","","","","","","",""
"969","559","559","559","9.257611274719238","9.257611274719238","9.257611274719238","","","","","","","","","","","",""
"970","567","567","567","9.259873390197754","9.259873390197754","9.259873390197754","","","","","","","","","","","",""
"971","575","575","575","9.259763717651367","9.259763717651367","9.259763717651367","","","","","","","","","","","",""
"972","583","583","583","9.260193824768066","9.260193824768066","9.260193824768066","","","","","","","","","","","",""
"973","591","591","591","9.263717651367188","9.263717651367188","9.263717651367188","","","","","","","","","","","",""
"974","599","599","599","9.265434265136719","9.265434265136719","9.265434265136719","","","","","","","","","","","",""
"975","607","607","607","9.264673233032227","9.264673233032227","9.264673233032227","","","","","","","","","","","",""
"976","615","615","615","9.265965461730957","9.265965461730957","9.265965461730957","","","","","","","","","","","",""
"977","623","623","623","9.265091896057129","9.265091896057129","9.265091896057129","","","","","","","","","","","",""
"978","631","631","631","9.268043518066406","9.268043518066406","9.268043518066406","","","","","","","","","","","",""
"979","639","639","639","9.269532203674316","9.269532203674316","9.269532203674316","","","","","","","","","","","",""
"980","647","647","647","9.270273208618164","9.270273208618164","9.270273208618164","","","","","","","","","","","",""
"981","655","655","655","9.269471168518066","9.269471168518066","9.269471168518066","","","","","","","","","","","",""
"982","663","663","663","9.270251274108887","9.270251274108887","9.270251274108887","","","","","","","","","","","",""
"983","671","671","671","9.269197463989258","9.269197463989258","9.269197463989258","","","","","","","","","","","",""
"984","679","679","679","9.271989822387695","9.271989822387695","9.271989822387695","","","","","","","","","","","",""
"985","687","687","687","9.271676063537598","9.271676063537598","9.271676063537598","","","","","","","","","","","",""
"986","695","695","695","9.271780967712402","9.271780967712402","9.271780967712402","","","","","","","","","","","",""
"987","703","703","703","9.273097038269043","9.273097038269043","9.273097038269043","","","","","","","","","","","",""
"988","711","711","711","9.27209758758545","9.27209758758545","9.27209758758545","","","","","","","","","","","",""
"989","719","719","719","9.27315902709961","9.27315902709961","9.27315902709961","","","","","","","","","","","",""
"990","727","727","727","9.27255916595459","9.27255916595459","9.27255916595459","","","","","","","","","","","",""
"991","735","735","735","9.275124549865723","9.275124549865723","9.275124549865723","","","","","","","","","","","",""
"992","743","743","743","9.275542259216309","9.275542259216309","9.275542259216309","","","","","","","","","","","",""
"993","751","751","751","9.274880409240723","9.274880409240723","9.274880409240723","","","","","","","","","","","",""
"994","759","759","759","9.274706840515137","9.274706840515137","9.274706840515137","","","","","","","","","","","",""
"995","767","767","767","9.275553703308105","9.275553703308105","9.275553703308105","","","","","","","","","","","",""
"996","775","775","775","9.279939651489258","9.279939651489258","9.279939651489258","","","","","","","","","","","",""
"997","783","783","783","9.277792930603027","9.277792930603027","9.277792930603027","","","","","","","","","","","",""
"998","791","791","791","9.280259132385254","9.280259132385254","9.280259132385254","","","","","","","","","","","",""
"999","799","799","799","9.279374122619629","9.279374122619629","9.279374122619629","","","","","","","","","","","",""
"1000","807","807","807","9.280872344970703","9.280872344970703","9.280872344970703","","","","","","","","","","","",""
"1001","815","815","815","9.282315254211426","9.282315254211426","9.282315254211426","","","","","","","","","","","",""
"1002","823","823","823","9.28232192993164","9.28232192993164","9.28232192993164","","","","","","","","","","","",""
"1003","831","831","831","9.28337574005127","9.28337574005127","9.28337574005127","","","","","","","","","","","",""
"1004","839","839","839","9.282456398010254","9.282456398010254","9.282456398010254","","","","","","","","","","","",""
"1005","847","847","847","9.285791397094727","9.285791397094727","9.285791397094727","","","","","","","","","","","",""
"1006","855","855","855","9.284355163574219","9.284355163574219","9.284355163574219","","","","","","","","","","","",""
"1007","863","863","863","9.2864408493042","9.2864408493042","9.2864408493042","","","","","","","","","","","",""
"1008","871","871","871","9.288355827331543","9.288355827331543","9.288355827331543","","","","","","","","","","","",""
"1009","879","879","879","9.286952018737793","9.286952018737793","9.286952018737793","","","","","","","","","","","",""
"1010","887","887","887","9.289258003234863","9.289258003234863","9.289258003234863","","","","","","","","","","","",""
"1011","895","895","895","9.287343978881836","9.287343978881836","9.287343978881836","","","","","","","","","","","",""
"1012","903","903","903","9.28955078125","9.28955078125","9.28955078125","","","","","","","","","","","",""
"1013","911","911","911","9.290130615234375","9.290130615234375","9.290130615234375","","","","","","","","","","","",""
"1014","919","919","919","9.288952827453613","9.288952827453613","9.288952827453613","","","","","","","","","","","",""
"1015","927","927","927","9.292987823486328","9.292987823486328","9.292987823486328","","","","","","","","","","","",""
"1016","935","935","935","9.292222023010254","9.292222023010254","9.292222023010254","","","","","","","","","","","",""
"1017","943","943","943","9.292402267456055","9.292402267456055","9.292402267456055","","","","","","","","","","","",""
"1018","951","951","951","9.294510841369629","9.294510841369629","9.294510841369629","","","","","","","","","","","",""
"1019","959","959","959","9.292340278625488","9.292340278625488","9.292340278625488","","","","","","","","","","","",""
"1020","967","967","967","9.294299125671387","9.294299125671387","9.294299125671387","","","","","","","","","","","",""
"1021","975","975","975","9.293639183044434","9.293639183044434","9.293639183044434","","","","","","","","","","","",""
"1022","983","983","983","9.297487258911133","9.297487258911133","9.297487258911133","","","","","","","","","","","",""
