"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_conv_layers.5.conv.weight_orig_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_conv_layers.5.conv.weight_orig_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_conv_layers.5.conv.weight_orig_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_conv_layers.5.conv.weight_orig_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_conv_layers.5.conv.weight_orig_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_conv_layers.5.conv.weight_orig_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Discriminator_conv_layers.5.conv.weight_orig_norm","29/04 10:06:37 Standard (weights)1 - Discriminator_conv_layers.5.conv.weight_orig_norm__MIN","29/04 10:06:37 Standard (weights)1 - Discriminator_conv_layers.5.conv.weight_orig_norm__MAX"
"212","","","","","","","","","","","","","4782","4782","4782","21.337587356567383","21.337587356567383","21.337587356567383"
"213","","","","","","","","","","","","","4805","4805","4805","21.363126754760742","21.363126754760742","21.363126754760742"
"214","","","","","","","","","","","","","4827","4827","4827","21.383974075317383","21.383974075317383","21.383974075317383"
"215","","","","","","","","","","","","","4850","4850","4850","21.396709442138672","21.396709442138672","21.396709442138672"
"216","","","","","","","","","","","","","4872","4872","4872","21.41127586364746","21.41127586364746","21.41127586364746"
"217","","","","","","","","","","","","","4895","4895","4895","21.414587020874023","21.414587020874023","21.414587020874023"
"218","","","","","","","","","","","","","4917","4917","4917","21.450220108032227","21.450220108032227","21.450220108032227"
"219","","","","","","","","","","","","","4940","4940","4940","21.449459075927734","21.449459075927734","21.449459075927734"
"220","","","","","","","","","","","","","4962","4962","4962","21.51817512512207","21.51817512512207","21.51817512512207"
"221","","","","","","","","","","","","","4985","4985","4985","21.660436630249023","21.660436630249023","21.660436630249023"
"222","","","","","","","","","","","","","5007","5007","5007","21.75352668762207","21.75352668762207","21.75352668762207"
"223","","","","","","","","","","","","","5030","5030","5030","21.7949275970459","21.7949275970459","21.7949275970459"
"224","","","","","","","","","","","","","5052","5052","5052","21.82111930847168","21.82111930847168","21.82111930847168"
"225","","","","","","","","","","","","","5074","5074","5074","21.863258361816406","21.863258361816406","21.863258361816406"
"226","","","","","","","","","","","","","5097","5097","5097","21.975021362304688","21.975021362304688","21.975021362304688"
"227","","","","","","","","","","","","","5119","5119","5119","22.072046279907227","22.072046279907227","22.072046279907227"
"228","","","","","","","","","","","","","5142","5142","5142","22.052791595458984","22.052791595458984","22.052791595458984"
"229","","","","","","","","","","","","","5164","5164","5164","22.07386589050293","22.07386589050293","22.07386589050293"
"230","","","","","","","","","","","","","5187","5187","5187","22.088205337524414","22.088205337524414","22.088205337524414"
"231","","","","","","","","","","","","","5209","5209","5209","22.078157424926758","22.078157424926758","22.078157424926758"
"232","","","","","","","","","","","","","5232","5232","5232","22.10015106201172","22.10015106201172","22.10015106201172"
"233","","","","","","","","","","","","","5254","5254","5254","22.140201568603516","22.140201568603516","22.140201568603516"
"234","","","","","","","","","","","","","5277","5277","5277","22.159631729125977","22.159631729125977","22.159631729125977"
"235","","","","","","","","","","","","","5299","5299","5299","22.179418563842773","22.179418563842773","22.179418563842773"
"236","","","","","","","","","","","","","5322","5322","5322","22.257930755615234","22.257930755615234","22.257930755615234"
"237","","","","","","","","","","","","","5344","5344","5344","22.31584930419922","22.31584930419922","22.31584930419922"
"238","","","","","","","","","","","","","5366","5366","5366","22.340539932250977","22.340539932250977","22.340539932250977"
"239","","","","","","","","","","","","","5389","5389","5389","22.476259231567383","22.476259231567383","22.476259231567383"
"240","","","","","","","","","","","","","5411","5411","5411","22.546268463134766","22.546268463134766","22.546268463134766"
"241","","","","","","","","","","","","","5434","5434","5434","22.57444190979004","22.57444190979004","22.57444190979004"
"242","","","","","","","","","","","","","5456","5456","5456","22.61467742919922","22.61467742919922","22.61467742919922"
"243","","","","","","","","","","","","","5479","5479","5479","22.652986526489258","22.652986526489258","22.652986526489258"
"244","","","","","","","","","","","","","5501","5501","5501","22.68067741394043","22.68067741394043","22.68067741394043"
"245","","","","","","","","","","","","","5524","5524","5524","22.700504302978516","22.700504302978516","22.700504302978516"
"246","","","","","","","","","","","","","5546","5546","5546","22.72987937927246","22.72987937927246","22.72987937927246"
"247","","","","","","","","","","","","","5569","5569","5569","22.779726028442383","22.779726028442383","22.779726028442383"
"248","","","","","","","","","","","","","5591","5591","5591","22.845516204833984","22.845516204833984","22.845516204833984"
"249","","","","","","","","","","","","","5614","5614","5614","22.852144241333008","22.852144241333008","22.852144241333008"
"250","","","","","","","7","7","7","22.882455825805664","22.882455825805664","22.882455825805664","5636","5636","5636","22.926319122314453","22.926319122314453","22.926319122314453"
"251","","","","","","","9","9","9","22.929811477661133","22.929811477661133","22.929811477661133","5658","5658","5658","22.928932189941406","22.928932189941406","22.928932189941406"
"252","","","","","","","11","11","11","22.951332092285156","22.951332092285156","22.951332092285156","","","","","",""
"253","","","","","","","13","13","13","22.95518684387207","22.95518684387207","22.95518684387207","","","","","",""
"254","","","","","","","21","21","21","22.958417892456055","22.958417892456055","22.958417892456055","","","","","",""
"255","","","","","","","23","23","23","22.947952270507812","22.947952270507812","22.947952270507812","","","","","",""
"256","","","","","","","31","31","31","22.95264434814453","22.95264434814453","22.95264434814453","","","","","",""
"257","","","","","","","39","39","39","22.95502281188965","22.95502281188965","22.95502281188965","","","","","",""
"258","","","","","","","41","41","41","22.991474151611328","22.991474151611328","22.991474151611328","","","","","",""
"259","","","","","","","49","49","49","22.966882705688477","22.966882705688477","22.966882705688477","","","","","",""
"260","","","","","","","51","51","51","22.975664138793945","22.975664138793945","22.975664138793945","","","","","",""
"261","","","","","","","59","59","59","23.006263732910156","23.006263732910156","23.006263732910156","","","","","",""
"262","","","","","","","67","67","67","23.024734497070312","23.024734497070312","23.024734497070312","","","","","",""
"263","","","","","","","75","75","75","23.03536033630371","23.03536033630371","23.03536033630371","","","","","",""
"264","","","","","","","77","77","77","23.047136306762695","23.047136306762695","23.047136306762695","","","","","",""
"265","","","","","","","79","79","79","23.08445167541504","23.08445167541504","23.08445167541504","","","","","",""
"266","","","","","","","87","87","87","23.12197494506836","23.12197494506836","23.12197494506836","","","","","",""
"267","","","","","","","89","89","89","23.120315551757812","23.120315551757812","23.120315551757812","","","","","",""
"268","","","","","","","97","97","97","23.139179229736328","23.139179229736328","23.139179229736328","","","","","",""
"269","","","","","","","105","105","105","23.120811462402344","23.120811462402344","23.120811462402344","","","","","",""
"270","","","","","","","113","113","113","23.155710220336914","23.155710220336914","23.155710220336914","","","","","",""
"271","","","","","","","121","121","121","23.162124633789062","23.162124633789062","23.162124633789062","","","","","",""
"272","","","","","","","123","123","123","23.15819549560547","23.15819549560547","23.15819549560547","","","","","",""
"273","","","","","","","125","125","125","23.195432662963867","23.195432662963867","23.195432662963867","","","","","",""
"274","","","","","","","127","127","127","23.20444679260254","23.20444679260254","23.20444679260254","","","","","",""
"275","","","","","","","129","129","129","23.243507385253906","23.243507385253906","23.243507385253906","","","","","",""
"276","","","","","","","131","131","131","23.246126174926758","23.246126174926758","23.246126174926758","","","","","",""
"277","","","","","","","133","133","133","23.271169662475586","23.271169662475586","23.271169662475586","","","","","",""
"278","","","","","","","141","141","141","23.299278259277344","23.299278259277344","23.299278259277344","","","","","",""
"279","","","","","","","143","143","143","23.34143829345703","23.34143829345703","23.34143829345703","","","","","",""
"280","","","","","","","151","151","151","23.342302322387695","23.342302322387695","23.342302322387695","","","","","",""
"281","","","","","","","159","159","159","23.368005752563477","23.368005752563477","23.368005752563477","","","","","",""
"282","","","","","","","161","161","161","23.38467025756836","23.38467025756836","23.38467025756836","","","","","",""
"283","","","","","","","169","169","169","23.393070220947266","23.393070220947266","23.393070220947266","","","","","",""
"284","","","","","","","177","177","177","23.402999877929688","23.402999877929688","23.402999877929688","","","","","",""
"285","","","","","","","179","179","179","23.436126708984375","23.436126708984375","23.436126708984375","","","","","",""
"286","","","","","","","181","181","181","23.468847274780273","23.468847274780273","23.468847274780273","","","","","",""
"287","","","","","","","183","183","183","23.465883255004883","23.465883255004883","23.465883255004883","","","","","",""
"288","","","","","","","185","185","185","23.533584594726562","23.533584594726562","23.533584594726562","","","","","",""
"289","","","","","","","193","193","193","23.518630981445312","23.518630981445312","23.518630981445312","","","","","",""
"290","","","","","","","195","195","195","23.576799392700195","23.576799392700195","23.576799392700195","","","","","",""
"291","","","","","","","197","197","197","23.584272384643555","23.584272384643555","23.584272384643555","","","","","",""
"292","","","","","","","205","205","205","23.62714958190918","23.62714958190918","23.62714958190918","","","","","",""
"293","","","","","","","213","213","213","23.652957916259766","23.652957916259766","23.652957916259766","","","","","",""
"294","","","","","","","215","215","215","23.64362907409668","23.64362907409668","23.64362907409668","","","","","",""
"295","","","","","","","217","217","217","23.625137329101562","23.625137329101562","23.625137329101562","","","","","",""
"296","","","","","","","219","219","219","23.67812728881836","23.67812728881836","23.67812728881836","","","","","",""
"297","","","","","","","221","221","221","23.711124420166016","23.711124420166016","23.711124420166016","","","","","",""
"298","","","","","","","223","223","223","23.74184226989746","23.74184226989746","23.74184226989746","","","","","",""
"299","","","","","","","231","231","231","23.84282684326172","23.84282684326172","23.84282684326172","","","","","",""
"300","","","","","","","239","239","239","23.781991958618164","23.781991958618164","23.781991958618164","","","","","",""
"301","","","","","","","247","247","247","23.82231903076172","23.82231903076172","23.82231903076172","","","","","",""
"302","","","","","","","255","255","255","23.817453384399414","23.817453384399414","23.817453384399414","","","","","",""
"303","","","","","","","257","257","257","23.812091827392578","23.812091827392578","23.812091827392578","","","","","",""
"304","","","","","","","265","265","265","23.848018646240234","23.848018646240234","23.848018646240234","","","","","",""
"305","","","","","","","267","267","267","23.87373924255371","23.87373924255371","23.87373924255371","","","","","",""
"306","","","","","","","275","275","275","23.952110290527344","23.952110290527344","23.952110290527344","","","","","",""
"307","","","","","","","277","277","277","23.93079376220703","23.93079376220703","23.93079376220703","","","","","",""
"308","","","","","","","279","279","279","23.92760467529297","23.92760467529297","23.92760467529297","","","","","",""
"309","","","","","","","287","287","287","23.972702026367188","23.972702026367188","23.972702026367188","","","","","",""
"310","","","","","","","295","295","295","23.977920532226562","23.977920532226562","23.977920532226562","","","","","",""
"311","","","","","","","303","303","303","24.00965690612793","24.00965690612793","24.00965690612793","","","","","",""
"312","","","","","","","311","311","311","24.042024612426758","24.042024612426758","24.042024612426758","","","","","",""
"313","","","","","","","313","313","313","24.058515548706055","24.058515548706055","24.058515548706055","","","","","",""
"314","","","","","","","315","315","315","24.051612854003906","24.051612854003906","24.051612854003906","","","","","",""
"315","","","","","","","323","323","323","24.07785415649414","24.07785415649414","24.07785415649414","","","","","",""
"316","","","","","","","331","331","331","24.090282440185547","24.090282440185547","24.090282440185547","","","","","",""
"317","","","","","","","339","339","339","24.128494262695312","24.128494262695312","24.128494262695312","","","","","",""
"318","","","","","","","341","341","341","24.081031799316406","24.081031799316406","24.081031799316406","","","","","",""
"319","","","","","","","343","343","343","24.11370086669922","24.11370086669922","24.11370086669922","","","","","",""
"320","","","","","","","351","351","351","24.099231719970703","24.099231719970703","24.099231719970703","","","","","",""
"321","","","","","","","359","359","359","24.117637634277344","24.117637634277344","24.117637634277344","","","","","",""
"322","","","","","","","361","361","361","24.12293243408203","24.12293243408203","24.12293243408203","","","","","",""
"323","","","","","","","369","369","369","24.12163734436035","24.12163734436035","24.12163734436035","","","","","",""
"324","","","","","","","371","371","371","24.180479049682617","24.180479049682617","24.180479049682617","","","","","",""
"325","","","","","","","379","379","379","24.236278533935547","24.236278533935547","24.236278533935547","","","","","",""
"326","","","","","","","387","387","387","24.268203735351562","24.268203735351562","24.268203735351562","","","","","",""
"327","","","","","","","395","395","395","24.26157569885254","24.26157569885254","24.26157569885254","","","","","",""
"328","","","","","","","403","403","403","24.259666442871094","24.259666442871094","24.259666442871094","","","","","",""
"329","","","","","","","411","411","411","24.279970169067383","24.279970169067383","24.279970169067383","","","","","",""
"330","","","","","","","413","413","413","24.27553367614746","24.27553367614746","24.27553367614746","","","","","",""
"331","","","","","","","421","421","421","24.294811248779297","24.294811248779297","24.294811248779297","","","","","",""
"332","","","","","","","423","423","423","24.30739402770996","24.30739402770996","24.30739402770996","","","","","",""
"333","","","","","","","425","425","425","24.317270278930664","24.317270278930664","24.317270278930664","","","","","",""
"334","","","","","","","427","427","427","24.395145416259766","24.395145416259766","24.395145416259766","","","","","",""
"335","","","","","","","435","435","435","24.420536041259766","24.420536041259766","24.420536041259766","","","","","",""
"336","","","","","","","437","437","437","24.42506980895996","24.42506980895996","24.42506980895996","","","","","",""
"337","","","","","","","445","445","445","24.464765548706055","24.464765548706055","24.464765548706055","","","","","",""
"338","","","","","","","453","453","453","24.45741844177246","24.45741844177246","24.45741844177246","","","","","",""
"339","","","","","","","461","461","461","24.473249435424805","24.473249435424805","24.473249435424805","","","","","",""
"340","","","","","","","463","463","463","24.476743698120117","24.476743698120117","24.476743698120117","","","","","",""
"341","","","","","","","471","471","471","24.503299713134766","24.503299713134766","24.503299713134766","","","","","",""
"342","","","","","","","479","479","479","24.537405014038086","24.537405014038086","24.537405014038086","","","","","",""
"343","","","","","","","481","481","481","24.546762466430664","24.546762466430664","24.546762466430664","","","","","",""
"344","","","","","","","489","489","489","24.54608917236328","24.54608917236328","24.54608917236328","","","","","",""
"345","","","","","","","497","497","497","24.590547561645508","24.590547561645508","24.590547561645508","","","","","",""
"346","","","","","","","499","499","499","24.585981369018555","24.585981369018555","24.585981369018555","","","","","",""
"347","","","","","","","507","507","507","24.651138305664062","24.651138305664062","24.651138305664062","","","","","",""
"348","","","","","","","515","515","515","24.63789176940918","24.63789176940918","24.63789176940918","","","","","",""
"349","","","","","","","517","517","517","24.672134399414062","24.672134399414062","24.672134399414062","","","","","",""
"350","","","","","","","519","519","519","24.6722469329834","24.6722469329834","24.6722469329834","","","","","",""
"351","","","","","","","521","521","521","24.652101516723633","24.652101516723633","24.652101516723633","","","","","",""
"352","","","","","","","523","523","523","24.707801818847656","24.707801818847656","24.707801818847656","","","","","",""
"353","","","","","","","531","531","531","24.717893600463867","24.717893600463867","24.717893600463867","","","","","",""
"354","","","","","","","533","533","533","24.716754913330078","24.716754913330078","24.716754913330078","","","","","",""
"355","","","","","","","535","535","535","24.7777156829834","24.7777156829834","24.7777156829834","","","","","",""
"356","","","","","","","543","543","543","24.78562355041504","24.78562355041504","24.78562355041504","","","","","",""
"357","","","","","","","545","545","545","24.771657943725586","24.771657943725586","24.771657943725586","","","","","",""
"358","","","","","","","553","553","553","24.79007911682129","24.79007911682129","24.79007911682129","","","","","",""
"359","","","","","","","561","561","561","24.795299530029297","24.795299530029297","24.795299530029297","","","","","",""
"360","","","","","","","569","569","569","24.795976638793945","24.795976638793945","24.795976638793945","","","","","",""
"361","","","","","","","571","571","571","24.78740882873535","24.78740882873535","24.78740882873535","","","","","",""
"362","","","","","","","579","579","579","24.77640151977539","24.77640151977539","24.77640151977539","","","","","",""
"363","","","","","","","581","581","581","24.763959884643555","24.763959884643555","24.763959884643555","","","","","",""
"364","","","","","","","589","589","589","24.793333053588867","24.793333053588867","24.793333053588867","","","","","",""
"365","","","","","","","597","597","597","24.821006774902344","24.821006774902344","24.821006774902344","","","","","",""
"366","","","","","","","605","605","605","24.857666015625","24.857666015625","24.857666015625","","","","","",""
"367","","","","","","","607","607","607","24.905744552612305","24.905744552612305","24.905744552612305","","","","","",""
"368","","","","","","","615","615","615","24.91756248474121","24.91756248474121","24.91756248474121","","","","","",""
"369","","","","","","","623","623","623","24.95444107055664","24.95444107055664","24.95444107055664","","","","","",""
"370","","","","","","","631","631","631","25.028919219970703","25.028919219970703","25.028919219970703","","","","","",""
"371","","","","","","","639","639","639","25.05109214782715","25.05109214782715","25.05109214782715","","","","","",""
"372","","","","","","","647","647","647","25.072494506835938","25.072494506835938","25.072494506835938","","","","","",""
"373","","","","","","","649","649","649","25.03437042236328","25.03437042236328","25.03437042236328","","","","","",""
"374","","","","","","","657","657","657","25.068153381347656","25.068153381347656","25.068153381347656","","","","","",""
"375","","","","","","","659","659","659","25.0926513671875","25.0926513671875","25.0926513671875","","","","","",""
"376","","","","","","","667","667","667","25.09715461730957","25.09715461730957","25.09715461730957","","","","","",""
"377","","","","","","","675","675","675","25.118511199951172","25.118511199951172","25.118511199951172","","","","","",""
"378","","","","","","","677","677","677","25.141544342041016","25.141544342041016","25.141544342041016","","","","","",""
"379","","","","","","","679","679","679","25.168689727783203","25.168689727783203","25.168689727783203","","","","","",""
"380","","","","","","","687","687","687","25.193010330200195","25.193010330200195","25.193010330200195","","","","","",""
"381","","","","","","","695","695","695","25.190759658813477","25.190759658813477","25.190759658813477","","","","","",""
"382","","","","","","","703","703","703","25.227609634399414","25.227609634399414","25.227609634399414","","","","","",""
"383","","","","","","","705","705","705","25.210865020751953","25.210865020751953","25.210865020751953","","","","","",""
"384","","","","","","","707","707","707","25.245967864990234","25.245967864990234","25.245967864990234","","","","","",""
"385","","","","","","","715","715","715","25.252403259277344","25.252403259277344","25.252403259277344","","","","","",""
"386","","","","","","","717","717","717","25.219409942626953","25.219409942626953","25.219409942626953","","","","","",""
"387","","","","","","","719","719","719","25.219995498657227","25.219995498657227","25.219995498657227","","","","","",""
"388","","","","","","","721","721","721","25.226964950561523","25.226964950561523","25.226964950561523","","","","","",""
"389","","","","","","","723","723","723","25.270435333251953","25.270435333251953","25.270435333251953","","","","","",""
"390","","","","","","","725","725","725","25.301025390625","25.301025390625","25.301025390625","","","","","",""
"391","","","","","","","733","733","733","25.293609619140625","25.293609619140625","25.293609619140625","","","","","",""
"392","","","","","","","735","735","735","25.326398849487305","25.326398849487305","25.326398849487305","","","","","",""
"393","","","","","","","743","743","743","25.342449188232422","25.342449188232422","25.342449188232422","","","","","",""
"394","","","","","","","745","745","745","25.359865188598633","25.359865188598633","25.359865188598633","","","","","",""
"395","","","","","","","747","747","747","25.390226364135742","25.390226364135742","25.390226364135742","","","","","",""
"396","","","","","","","749","749","749","25.362289428710938","25.362289428710938","25.362289428710938","","","","","",""
"397","","","","","","","757","757","757","25.38467788696289","25.38467788696289","25.38467788696289","","","","","",""
"398","","","","","","","765","765","765","25.378005981445312","25.378005981445312","25.378005981445312","","","","","",""
"399","","","","","","","773","773","773","25.399822235107422","25.399822235107422","25.399822235107422","","","","","",""
"400","","","","","","","775","775","775","25.42829132080078","25.42829132080078","25.42829132080078","","","","","",""
"401","","","","","","","777","777","777","25.47030258178711","25.47030258178711","25.47030258178711","","","","","",""
"402","","","","","","","785","785","785","25.44042205810547","25.44042205810547","25.44042205810547","","","","","",""
"403","","","","","","","793","793","793","25.472322463989258","25.472322463989258","25.472322463989258","","","","","",""
"404","","","","","","","795","795","795","25.45065689086914","25.45065689086914","25.45065689086914","","","","","",""
"405","","","","","","","803","803","803","25.480037689208984","25.480037689208984","25.480037689208984","","","","","",""
"406","","","","","","","805","805","805","25.49911117553711","25.49911117553711","25.49911117553711","","","","","",""
"407","","","","","","","807","807","807","25.48124122619629","25.48124122619629","25.48124122619629","","","","","",""
"408","","","","","","","815","815","815","25.516630172729492","25.516630172729492","25.516630172729492","","","","","",""
"409","","","","","","","817","817","817","25.545732498168945","25.545732498168945","25.545732498168945","","","","","",""
"410","","","","","","","819","819","819","25.553146362304688","25.553146362304688","25.553146362304688","","","","","",""
"411","","","","","","","821","821","821","25.560882568359375","25.560882568359375","25.560882568359375","","","","","",""
"412","","","","","","","823","823","823","25.592321395874023","25.592321395874023","25.592321395874023","","","","","",""
"413","","","","","","","825","825","825","25.59992790222168","25.59992790222168","25.59992790222168","","","","","",""
"414","","","","","","","827","827","827","25.61741828918457","25.61741828918457","25.61741828918457","","","","","",""
"415","","","","","","","829","829","829","25.628082275390625","25.628082275390625","25.628082275390625","","","","","",""
"416","","","","","","","837","837","837","25.661348342895508","25.661348342895508","25.661348342895508","","","","","",""
"417","","","","","","","845","845","845","25.684051513671875","25.684051513671875","25.684051513671875","","","","","",""
"418","","","","","","","847","847","847","25.687294006347656","25.687294006347656","25.687294006347656","","","","","",""
"419","","","","","","","849","849","849","25.69875717163086","25.69875717163086","25.69875717163086","","","","","",""
"420","","","","","","","851","851","851","25.69234848022461","25.69234848022461","25.69234848022461","","","","","",""
"421","","","","","","","853","853","853","25.732263565063477","25.732263565063477","25.732263565063477","","","","","",""
"422","","","","","","","861","861","861","25.727947235107422","25.727947235107422","25.727947235107422","","","","","",""
"423","","","","","","","869","869","869","25.779272079467773","25.779272079467773","25.779272079467773","","","","","",""
"424","","","","","","","871","871","871","25.820951461791992","25.820951461791992","25.820951461791992","","","","","",""
"425","","","","","","","873","873","873","25.911592483520508","25.911592483520508","25.911592483520508","","","","","",""
"426","","","","","","","881","881","881","25.909303665161133","25.909303665161133","25.909303665161133","","","","","",""
"427","","","","","","","889","889","889","25.899431228637695","25.899431228637695","25.899431228637695","","","","","",""
"428","","","","","","","897","897","897","25.94255256652832","25.94255256652832","25.94255256652832","","","","","",""
"429","","","","","","","899","899","899","25.935775756835938","25.935775756835938","25.935775756835938","","","","","",""
"430","","","","","","","901","901","901","25.943416595458984","25.943416595458984","25.943416595458984","","","","","",""
"431","","","","","","","903","903","903","25.953113555908203","25.953113555908203","25.953113555908203","","","","","",""
"432","","","","","","","905","905","905","26.001157760620117","26.001157760620117","26.001157760620117","","","","","",""
"433","","","","","","","907","907","907","25.996301651000977","25.996301651000977","25.996301651000977","","","","","",""
"434","","","","","","","915","915","915","26.03406524658203","26.03406524658203","26.03406524658203","","","","","",""
"435","","","","","","","923","923","923","26.056217193603516","26.056217193603516","26.056217193603516","","","","","",""
"436","","","","","","","931","931","931","26.061676025390625","26.061676025390625","26.061676025390625","","","","","",""
"437","","","","","","","933","933","933","26.06757354736328","26.06757354736328","26.06757354736328","","","","","",""
"438","","","","","","","935","935","935","26.06339454650879","26.06339454650879","26.06339454650879","","","","","",""
"439","","","","","","","937","937","937","26.071250915527344","26.071250915527344","26.071250915527344","","","","","",""
"440","","","","","","","945","945","945","26.067481994628906","26.067481994628906","26.067481994628906","","","","","",""
"441","","","","","","","947","947","947","26.072711944580078","26.072711944580078","26.072711944580078","","","","","",""
"442","","","","","","","949","949","949","26.09588623046875","26.09588623046875","26.09588623046875","","","","","",""
"443","","","","","","","957","957","957","26.120468139648438","26.120468139648438","26.120468139648438","","","","","",""
"444","","","","","","","965","965","965","26.13212013244629","26.13212013244629","26.13212013244629","","","","","",""
"445","","","","","","","967","967","967","26.133466720581055","26.133466720581055","26.133466720581055","","","","","",""
"446","","","","","","","969","969","969","26.201082229614258","26.201082229614258","26.201082229614258","","","","","",""
"447","","","","","","","977","977","977","26.245136260986328","26.245136260986328","26.245136260986328","","","","","",""
"448","","","","","","","985","985","985","26.275699615478516","26.275699615478516","26.275699615478516","","","","","",""
"449","","","","","","","993","993","993","26.259166717529297","26.259166717529297","26.259166717529297","","","","","",""
"450","","","","","","","995","995","995","26.290470123291016","26.290470123291016","26.290470123291016","","","","","",""
"451","","","","","","","1003","1003","1003","26.29886245727539","26.29886245727539","26.29886245727539","","","","","",""
"452","","","","","","","1005","1005","1005","26.31338882446289","26.31338882446289","26.31338882446289","","","","","",""
"453","","","","","","","1007","1007","1007","26.301054000854492","26.301054000854492","26.301054000854492","","","","","",""
"454","","","","","","","1009","1009","1009","26.300886154174805","26.300886154174805","26.300886154174805","","","","","",""
"455","","","","","","","1017","1017","1017","26.291202545166016","26.291202545166016","26.291202545166016","","","","","",""
"456","","","","","","","1019","1019","1019","26.308500289916992","26.308500289916992","26.308500289916992","","","","","",""
"457","","","","","","","1021","1021","1021","26.291770935058594","26.291770935058594","26.291770935058594","","","","","",""
"458","","","","","","","1029","1029","1029","26.32122802734375","26.32122802734375","26.32122802734375","","","","","",""
"459","","","","","","","1037","1037","1037","26.348939895629883","26.348939895629883","26.348939895629883","","","","","",""
"460","","","","","","","1039","1039","1039","26.371644973754883","26.371644973754883","26.371644973754883","","","","","",""
"461","","","","","","","1047","1047","1047","26.41022491455078","26.41022491455078","26.41022491455078","","","","","",""
"462","","","","","","","1049","1049","1049","26.39630699157715","26.39630699157715","26.39630699157715","","","","","",""
"463","","","","","","","1051","1051","1051","26.45608139038086","26.45608139038086","26.45608139038086","","","","","",""
"464","","","","","","","1059","1059","1059","26.46645736694336","26.46645736694336","26.46645736694336","","","","","",""
"465","","","","","","","1067","1067","1067","26.52580451965332","26.52580451965332","26.52580451965332","","","","","",""
"466","","","","","","","1069","1069","1069","26.548778533935547","26.548778533935547","26.548778533935547","","","","","",""
"467","","","","","","","1077","1077","1077","26.549480438232422","26.549480438232422","26.549480438232422","","","","","",""
"468","","","","","","","1085","1085","1085","26.601655960083008","26.601655960083008","26.601655960083008","","","","","",""
"469","","","","","","","1093","1093","1093","26.605995178222656","26.605995178222656","26.605995178222656","","","","","",""
"470","","","","","","","1101","1101","1101","26.62047004699707","26.62047004699707","26.62047004699707","","","","","",""
"471","","","","","","","1109","1109","1109","26.679019927978516","26.679019927978516","26.679019927978516","","","","","",""
"472","","","","","","","1111","1111","1111","26.658559799194336","26.658559799194336","26.658559799194336","","","","","",""
"473","","","","","","","1113","1113","1113","26.681198120117188","26.681198120117188","26.681198120117188","","","","","",""
"474","","","","","","","1121","1121","1121","26.650394439697266","26.650394439697266","26.650394439697266","","","","","",""
"475","","","","","","","1129","1129","1129","26.658584594726562","26.658584594726562","26.658584594726562","","","","","",""
"476","","","","","","","1137","1137","1137","26.665353775024414","26.665353775024414","26.665353775024414","","","","","",""
"477","","","","","","","1145","1145","1145","26.67247772216797","26.67247772216797","26.67247772216797","","","","","",""
"478","","","","","","","1147","1147","1147","26.68984031677246","26.68984031677246","26.68984031677246","","","","","",""
"479","","","","","","","1149","1149","1149","26.701745986938477","26.701745986938477","26.701745986938477","","","","","",""
"480","","","","","","","1151","1151","1151","26.711925506591797","26.711925506591797","26.711925506591797","","","","","",""
"481","","","","","","","1153","1153","1153","26.715579986572266","26.715579986572266","26.715579986572266","","","","","",""
"482","","","","","","","1161","1161","1161","26.7196102142334","26.7196102142334","26.7196102142334","","","","","",""
"483","","","","","","","1163","1163","1163","26.753803253173828","26.753803253173828","26.753803253173828","","","","","",""
"484","","","","","","","1171","1171","1171","26.744186401367188","26.744186401367188","26.744186401367188","","","","","",""
"485","","","","","","","1173","1173","1173","26.765159606933594","26.765159606933594","26.765159606933594","","","","","",""
"486","","","","","","","1175","1175","1175","26.751705169677734","26.751705169677734","26.751705169677734","","","","","",""
"487","","","","","","","1183","1183","1183","26.820722579956055","26.820722579956055","26.820722579956055","","","","","",""
"488","","","","","","","1191","1191","1191","26.81154441833496","26.81154441833496","26.81154441833496","","","","","",""
"489","","","","","","","1193","1193","1193","26.83156967163086","26.83156967163086","26.83156967163086","","","","","",""
"490","","","","","","","1201","1201","1201","26.865983963012695","26.865983963012695","26.865983963012695","","","","","",""
"491","","","","","","","1203","1203","1203","26.837953567504883","26.837953567504883","26.837953567504883","","","","","",""
"492","","","","","","","1205","1205","1205","26.891094207763672","26.891094207763672","26.891094207763672","","","","","",""
