"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_fc_layers2.weight_orig_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_fc_layers2.weight_orig_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_fc_layers2.weight_orig_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_fc_layers2.weight_orig_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_fc_layers2.weight_orig_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_fc_layers2.weight_orig_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Discriminator_fc_layers2.weight_orig_norm","29/04 10:06:37 Standard (weights)1 - Discriminator_fc_layers2.weight_orig_norm__MIN","29/04 10:06:37 Standard (weights)1 - Discriminator_fc_layers2.weight_orig_norm__MAX"
"486","","","","","","","1175","1175","1175","0.7111562490463257","0.7111562490463257","0.7111562490463257","","","","","",""
"487","","","","","","","1183","1183","1183","0.7118075489997864","0.7118075489997864","0.7118075489997864","","","","","",""
"488","","","","","","","1191","1191","1191","0.7132846713066101","0.7132846713066101","0.7132846713066101","","","","","",""
"489","","","","","","","1193","1193","1193","0.7144814729690552","0.7144814729690552","0.7144814729690552","","","","","",""
"490","","","","","","","1201","1201","1201","0.7161005139350891","0.7161005139350891","0.7161005139350891","","","","","",""
"491","","","","","","","1203","1203","1203","0.7162033319473267","0.7162033319473267","0.7162033319473267","","","","","",""
"492","","","","","","","1205","1205","1205","0.713146984577179","0.713146984577179","0.713146984577179","","","","","",""
"493","","","","","","","1213","1213","1213","0.7147150635719299","0.7147150635719299","0.7147150635719299","","","","","",""
"494","","","","","","","1215","1215","1215","0.7123551368713379","0.7123551368713379","0.7123551368713379","","","","","",""
"495","","","","","","","1223","1223","1223","0.7119326591491699","0.7119326591491699","0.7119326591491699","","","","","",""
"496","","","","","","","1225","1225","1225","0.714669942855835","0.714669942855835","0.714669942855835","","","","","",""
"497","","","","","","","1227","1227","1227","0.7157790660858154","0.7157790660858154","0.7157790660858154","","","","","",""
"498","","","","","","","1235","1235","1235","0.7152602076530457","0.7152602076530457","0.7152602076530457","","","","","",""
"499","","","","","","","1237","1237","1237","0.7165907025337219","0.7165907025337219","0.7165907025337219","","","","","",""
"500","","","","","","","1245","1245","1245","0.7168676257133484","0.7168676257133484","0.7168676257133484","","","","","",""
"501","","","","","","","1247","1247","1247","0.7148243188858032","0.7148243188858032","0.7148243188858032","","","","","",""
"502","","","","","","","1249","1249","1249","0.7152504324913025","0.7152504324913025","0.7152504324913025","","","","","",""
"503","","","","","","","1257","1257","1257","0.7173662781715393","0.7173662781715393","0.7173662781715393","","","","","",""
"504","","","","","","","1259","1259","1259","0.7164673805236816","0.7164673805236816","0.7164673805236816","","","","","",""
"505","","","","","","","1267","1267","1267","0.720201849937439","0.720201849937439","0.720201849937439","","","","","",""
"506","","","","","","","1275","1275","1275","0.7204251289367676","0.7204251289367676","0.7204251289367676","","","","","",""
"507","","","","","","","1283","1283","1283","0.7204486131668091","0.7204486131668091","0.7204486131668091","","","","","",""
"508","","","","","","","1291","1291","1291","0.7205158472061157","0.7205158472061157","0.7205158472061157","","","","","",""
"509","","","","","","","1299","1299","1299","0.720681369304657","0.720681369304657","0.720681369304657","","","","","",""
"510","","","","","","","1307","1307","1307","0.7199596762657166","0.7199596762657166","0.7199596762657166","","","","","",""
"511","","","","","","","1315","1315","1315","0.7194042205810547","0.7194042205810547","0.7194042205810547","","","","","",""
"512","","","","","","","1323","1323","1323","0.7189435362815857","0.7189435362815857","0.7189435362815857","","","","","",""
"513","","","","","","","1331","1331","1331","0.7221065759658813","0.7221065759658813","0.7221065759658813","","","","","",""
"514","","","","","","","1333","1333","1333","0.7224901914596558","0.7224901914596558","0.7224901914596558","","","","","",""
"515","","","","","","","1335","1335","1335","0.724037766456604","0.724037766456604","0.724037766456604","","","","","",""
"516","","","","","","","1337","1337","1337","0.7227044105529785","0.7227044105529785","0.7227044105529785","","","","","",""
"517","","","","","","","1339","1339","1339","0.7224287390708923","0.7224287390708923","0.7224287390708923","","","","","",""
"518","","","","","","","1341","1341","1341","0.7223576307296753","0.7223576307296753","0.7223576307296753","","","","","",""
"519","","","","","","","1343","1343","1343","0.7230018377304077","0.7230018377304077","0.7230018377304077","","","","","",""
"520","","","","","","","1351","1351","1351","0.7241236567497253","0.7241236567497253","0.7241236567497253","","","","","",""
"521","","","","","","","1359","1359","1359","0.7248896360397339","0.7248896360397339","0.7248896360397339","","","","","",""
"522","","","","","","","1361","1361","1361","0.7246177792549133","0.7246177792549133","0.7246177792549133","","","","","",""
"523","","","","","","","1363","1363","1363","0.7244848608970642","0.7244848608970642","0.7244848608970642","","","","","",""
"524","","","","","","","1371","1371","1371","0.7245574593544006","0.7245574593544006","0.7245574593544006","","","","","",""
"525","","","","","","","1379","1379","1379","0.7240161299705505","0.7240161299705505","0.7240161299705505","","","","","",""
"526","","","","","","","1387","1387","1387","0.7244784235954285","0.7244784235954285","0.7244784235954285","","","","","",""
"527","","","","","","","1389","1389","1389","0.7245520353317261","0.7245520353317261","0.7245520353317261","","","","","",""
"528","","","","","","","1397","1397","1397","0.7240250110626221","0.7240250110626221","0.7240250110626221","","","","","",""
"529","","","","","","","1399","1399","1399","0.7236731052398682","0.7236731052398682","0.7236731052398682","","","","","",""
"530","","","","","","","1401","1401","1401","0.7249273657798767","0.7249273657798767","0.7249273657798767","","","","","",""
"531","","","","","","","1409","1409","1409","0.7258445024490356","0.7258445024490356","0.7258445024490356","","","","","",""
"532","","","","","","","1411","1411","1411","0.7257905602455139","0.7257905602455139","0.7257905602455139","","","","","",""
"533","","","","","","","1419","1419","1419","0.7258778810501099","0.7258778810501099","0.7258778810501099","","","","","",""
"534","","","","","","","1421","1421","1421","0.7267400622367859","0.7267400622367859","0.7267400622367859","","","","","",""
"535","","","","","","","1423","1423","1423","0.7296241521835327","0.7296241521835327","0.7296241521835327","","","","","",""
"536","","","","","","","1431","1431","1431","0.7299693822860718","0.7299693822860718","0.7299693822860718","","","","","",""
"537","","","","","","","1433","1433","1433","0.7311252951622009","0.7311252951622009","0.7311252951622009","","","","","",""
"538","","","","","","","1441","1441","1441","0.7316915988922119","0.7316915988922119","0.7316915988922119","","","","","",""
"539","","","","","","","1443","1443","1443","0.7306894659996033","0.7306894659996033","0.7306894659996033","","","","","",""
"540","","","","","","","1451","1451","1451","0.731471598148346","0.731471598148346","0.731471598148346","","","","","",""
"541","","","","","","","1459","1459","1459","0.7325677871704102","0.7325677871704102","0.7325677871704102","","","","","",""
"542","","","","","","","1467","1467","1467","0.7316436171531677","0.7316436171531677","0.7316436171531677","","","","","",""
"543","","","","","","","1475","1475","1475","0.7323670983314514","0.7323670983314514","0.7323670983314514","","","","","",""
"544","","","","","","","1483","1483","1483","0.7305437922477722","0.7305437922477722","0.7305437922477722","","","","","",""
"545","","","","","","","1485","1485","1485","0.7309383749961853","0.7309383749961853","0.7309383749961853","","","","","",""
"546","","","","","","","1493","1493","1493","0.7332909107208252","0.7332909107208252","0.7332909107208252","","","","","",""
"547","","","","","","","1501","1501","1501","0.7325369119644165","0.7325369119644165","0.7325369119644165","","","","","",""
"548","","","","","","","1503","1503","1503","0.7316948175430298","0.7316948175430298","0.7316948175430298","","","","","",""
"549","","","","","","","1505","1505","1505","0.7333399057388306","0.7333399057388306","0.7333399057388306","","","","","",""
"550","","","","","","","1513","1513","1513","0.7323858141899109","0.7323858141899109","0.7323858141899109","","","","","",""
"551","","","","","","","1515","1515","1515","0.7329085469245911","0.7329085469245911","0.7329085469245911","","","","","",""
"552","","","","","","","1517","1517","1517","0.7332745790481567","0.7332745790481567","0.7332745790481567","","","","","",""
"553","","","","","","","1519","1519","1519","0.7329310178756714","0.7329310178756714","0.7329310178756714","","","","","",""
"554","","","","","","","1527","1527","1527","0.7323185801506042","0.7323185801506042","0.7323185801506042","","","","","",""
"555","","","","","","","1529","1529","1529","0.7317684888839722","0.7317684888839722","0.7317684888839722","","","","","",""
"556","","","","","","","1537","1537","1537","0.7333269119262695","0.7333269119262695","0.7333269119262695","","","","","",""
"557","","","","","","","1539","1539","1539","0.7330396771430969","0.7330396771430969","0.7330396771430969","","","","","",""
"558","","","","","","","1541","1541","1541","0.733130931854248","0.733130931854248","0.733130931854248","","","","","",""
"559","","","","","","","1543","1543","1543","0.7328693866729736","0.7328693866729736","0.7328693866729736","","","","","",""
"560","","","","","","","1545","1545","1545","0.731914758682251","0.731914758682251","0.731914758682251","","","","","",""
"561","","","","","","","1553","1553","1553","0.7337849140167236","0.7337849140167236","0.7337849140167236","","","","","",""
"562","","","","","","","1555","1555","1555","0.7361178398132324","0.7361178398132324","0.7361178398132324","","","","","",""
"563","","","","","","","1557","1557","1557","0.7349242568016052","0.7349242568016052","0.7349242568016052","","","","","",""
"564","","","","","","","1559","1559","1559","0.73431795835495","0.73431795835495","0.73431795835495","","","","","",""
"565","","","","","","","1567","1567","1567","0.733700692653656","0.733700692653656","0.733700692653656","","","","","",""
"566","","","","","","","1569","1569","1569","0.7318869829177856","0.7318869829177856","0.7318869829177856","","","","","",""
"567","","","","","","","1571","1571","1571","0.7354308366775513","0.7354308366775513","0.7354308366775513","","","","","",""
"568","","","","","","","1579","1579","1579","0.7352438569068909","0.7352438569068909","0.7352438569068909","","","","","",""
"569","","","","","","","1581","1581","1581","0.734885573387146","0.734885573387146","0.734885573387146","","","","","",""
"570","","","","","","","1583","1583","1583","0.7345959544181824","0.7345959544181824","0.7345959544181824","","","","","",""
"571","","","","","","","1585","1585","1585","0.7334869503974915","0.7334869503974915","0.7334869503974915","","","","","",""
"572","","","","","","","1593","1593","1593","0.7363800406455994","0.7363800406455994","0.7363800406455994","","","","","",""
"573","","","","","","","1595","1595","1595","0.7349838018417358","0.7349838018417358","0.7349838018417358","","","","","",""
"574","","","","","","","1603","1603","1603","0.7388269305229187","0.7388269305229187","0.7388269305229187","","","","","",""
"575","","","","","","","1605","1605","1605","0.737326979637146","0.737326979637146","0.737326979637146","","","","","",""
"576","","","","","","","1607","1607","1607","0.7369145750999451","0.7369145750999451","0.7369145750999451","","","","","",""
"577","","","","","","","1615","1615","1615","0.7374574542045593","0.7374574542045593","0.7374574542045593","","","","","",""
"578","","","","","","","1623","1623","1623","0.74062180519104","0.74062180519104","0.74062180519104","","","","","",""
"579","","","","","","","1631","1631","1631","0.739362359046936","0.739362359046936","0.739362359046936","","","","","",""
"580","","","","","","","1639","1639","1639","0.7424108982086182","0.7424108982086182","0.7424108982086182","","","","","",""
"581","","","","","","","1647","1647","1647","0.7417144179344177","0.7417144179344177","0.7417144179344177","","","","","",""
"582","","","","","","","1655","1655","1655","0.7403978705406189","0.7403978705406189","0.7403978705406189","","","","","",""
"583","","","","","","","1663","1663","1663","0.7433785200119019","0.7433785200119019","0.7433785200119019","","","","","",""
"584","","","","","","","1671","1671","1671","0.7427372336387634","0.7427372336387634","0.7427372336387634","","","","","",""
"585","","","","","","","1679","1679","1679","0.7433505654335022","0.7433505654335022","0.7433505654335022","","","","","",""
"586","","","","","","","1687","1687","1687","0.7443059682846069","0.7443059682846069","0.7443059682846069","","","","","",""
"587","","","","","","","1695","1695","1695","0.7434583306312561","0.7434583306312561","0.7434583306312561","","","","","",""
"588","","","","","","","1703","1703","1703","0.7441152930259705","0.7441152930259705","0.7441152930259705","","","","","",""
"589","","","","","","","1705","1705","1705","0.7438667416572571","0.7438667416572571","0.7438667416572571","","","","","",""
"590","","","","","","","1707","1707","1707","0.7420786023139954","0.7420786023139954","0.7420786023139954","","","","","",""
"591","","","","","","","1709","1709","1709","0.7421398758888245","0.7421398758888245","0.7421398758888245","","","","","",""
"592","","","","","","","1711","1711","1711","0.7400637865066528","0.7400637865066528","0.7400637865066528","","","","","",""
"593","","","","","","","1713","1713","1713","0.7418771982192993","0.7418771982192993","0.7418771982192993","","","","","",""
"594","","","","","","","1715","1715","1715","0.7418703436851501","0.7418703436851501","0.7418703436851501","","","","","",""
"595","","","","","","","1717","1717","1717","0.7410295605659485","0.7410295605659485","0.7410295605659485","","","","","",""
"596","","","","","","","1725","1725","1725","0.7387832403182983","0.7387832403182983","0.7387832403182983","","","","","",""
"597","","","","","","","1727","1727","1727","0.7416530847549438","0.7416530847549438","0.7416530847549438","","","","","",""
"598","","","","","","","1735","1735","1735","0.7429187297821045","0.7429187297821045","0.7429187297821045","","","","","",""
"599","","","","","","","1743","1743","1743","0.7435111999511719","0.7435111999511719","0.7435111999511719","","","","","",""
"600","","","","","","","1751","1751","1751","0.7442067861557007","0.7442067861557007","0.7442067861557007","","","","","",""
"601","","","","","","","1759","1759","1759","0.7441897392272949","0.7441897392272949","0.7441897392272949","","","","","",""
"602","","","","","","","1761","1761","1761","0.7455000281333923","0.7455000281333923","0.7455000281333923","","","","","",""
"603","","","","","","","1769","1769","1769","0.7443116307258606","0.7443116307258606","0.7443116307258606","","","","","",""
"604","","","","","","","1777","1777","1777","0.7430353760719299","0.7430353760719299","0.7430353760719299","","","","","",""
"605","","","","","","","1785","1785","1785","0.7449625730514526","0.7449625730514526","0.7449625730514526","","","","","",""
"606","","","","","","","1787","1787","1787","0.7451390027999878","0.7451390027999878","0.7451390027999878","","","","","",""
"607","","","","","","","1789","1789","1789","0.7461369037628174","0.7461369037628174","0.7461369037628174","","","","","",""
"608","","","","","","","1791","1791","1791","0.7472121715545654","0.7472121715545654","0.7472121715545654","","","","","",""
"609","","","","","","","1799","1799","1799","0.7478337287902832","0.7478337287902832","0.7478337287902832","","","","","",""
"610","","","","","","","1801","1801","1801","0.7479357719421387","0.7479357719421387","0.7479357719421387","","","","","",""
"611","","","","","","","1809","1809","1809","0.7473064661026001","0.7473064661026001","0.7473064661026001","","","","","",""
"612","","","","","","","1811","1811","1811","0.7470731735229492","0.7470731735229492","0.7470731735229492","","","","","",""
"613","","","","","","","1819","1819","1819","0.7475649118423462","0.7475649118423462","0.7475649118423462","","","","","",""
"614","","","","","","","1827","1827","1827","0.7463062405586243","0.7463062405586243","0.7463062405586243","","","","","",""
"615","","","","","","","1835","1835","1835","0.7464146614074707","0.7464146614074707","0.7464146614074707","","","","","",""
"616","","","","","","","1837","1837","1837","0.7463359236717224","0.7463359236717224","0.7463359236717224","","","","","",""
"617","","","","","","","1845","1845","1845","0.7487508654594421","0.7487508654594421","0.7487508654594421","","","","","",""
"618","","","","","","","1853","1853","1853","0.7482808828353882","0.7482808828353882","0.7482808828353882","","","","","",""
"619","","","","","","","1855","1855","1855","0.7497867941856384","0.7497867941856384","0.7497867941856384","","","","","",""
"620","","","","","","","1857","1857","1857","0.7484931945800781","0.7484931945800781","0.7484931945800781","","","","","",""
"621","","","","","","","1865","1865","1865","0.7491441965103149","0.7491441965103149","0.7491441965103149","","","","","",""
"622","","","","","","","1873","1873","1873","0.7505245208740234","0.7505245208740234","0.7505245208740234","","","","","",""
"623","","","","","","","1881","1881","1881","0.7512194514274597","0.7512194514274597","0.7512194514274597","","","","","",""
"624","","","","","","","1889","1889","1889","0.7511506676673889","0.7511506676673889","0.7511506676673889","","","","","",""
"625","","","","","","","1891","1891","1891","0.7517304420471191","0.7517304420471191","0.7517304420471191","","","","","",""
"626","","","","","","","1893","1893","1893","0.751293957233429","0.751293957233429","0.751293957233429","","","","","",""
"627","","","","","","","1901","1901","1901","0.7501271367073059","0.7501271367073059","0.7501271367073059","","","","","",""
"628","","","","","","","1909","1909","1909","0.7510015964508057","0.7510015964508057","0.7510015964508057","","","","","",""
"629","","","","","","","1911","1911","1911","0.752495527267456","0.752495527267456","0.752495527267456","","","","","",""
"630","","","","","","","1913","1913","1913","0.7530372738838196","0.7530372738838196","0.7530372738838196","","","","","",""
"631","","","","","","","1921","1921","1921","0.7511298656463623","0.7511298656463623","0.7511298656463623","","","","","",""
"632","","","","","","","1923","1923","1923","0.7546594738960266","0.7546594738960266","0.7546594738960266","","","","","",""
"633","","","","","","","1925","1925","1925","0.7549731731414795","0.7549731731414795","0.7549731731414795","","","","","",""
"634","","","","","","","1927","1927","1927","0.754962146282196","0.754962146282196","0.754962146282196","","","","","",""
"635","","","","","","","1929","1929","1929","0.7551171779632568","0.7551171779632568","0.7551171779632568","","","","","",""
"636","","","","","","","1937","1937","1937","0.7548134922981262","0.7548134922981262","0.7548134922981262","","","","","",""
"637","","","","","","","1939","1939","1939","0.7542029619216919","0.7542029619216919","0.7542029619216919","","","","","",""
"638","","","","","","","1947","1947","1947","0.7560075521469116","0.7560075521469116","0.7560075521469116","","","","","",""
"639","","","","","","","1955","1955","1955","0.7571555972099304","0.7571555972099304","0.7571555972099304","","","","","",""
"640","","","","","","","1957","1957","1957","0.7568737268447876","0.7568737268447876","0.7568737268447876","","","","","",""
"641","","","","","","","1965","1965","1965","0.7569169998168945","0.7569169998168945","0.7569169998168945","","","","","",""
"642","","","","","","","1967","1967","1967","0.7578569650650024","0.7578569650650024","0.7578569650650024","","","","","",""
"643","","","","","","","1969","1969","1969","0.7567744255065918","0.7567744255065918","0.7567744255065918","","","","","",""
"644","","","","","","","1971","1971","1971","0.7577270865440369","0.7577270865440369","0.7577270865440369","","","","","",""
"645","","","","","","","1979","1979","1979","0.7573672533035278","0.7573672533035278","0.7573672533035278","","","","","",""
"646","","","","","","","1987","1987","1987","0.7573875188827515","0.7573875188827515","0.7573875188827515","","","","","",""
"647","","","","","","","1989","1989","1989","0.7588443756103516","0.7588443756103516","0.7588443756103516","","","","","",""
"648","","","","","","","1997","1997","1997","0.7603021860122681","0.7603021860122681","0.7603021860122681","","","","","",""
"649","","","","","","","2005","2005","2005","0.760717511177063","0.760717511177063","0.760717511177063","","","","","",""
"650","","","","","","","2007","2007","2007","0.7609412670135498","0.7609412670135498","0.7609412670135498","","","","","",""
"651","","","","","","","2009","2009","2009","0.7601860761642456","0.7601860761642456","0.7601860761642456","","","","","",""
"652","","","","","","","2011","2011","2011","0.760020911693573","0.760020911693573","0.760020911693573","","","","","",""
"653","","","","","","","2013","2013","2013","0.7612565159797668","0.7612565159797668","0.7612565159797668","","","","","",""
"654","","","","","","","2021","2021","2021","0.7626307606697083","0.7626307606697083","0.7626307606697083","","","","","",""
"655","","","","","","","2029","2029","2029","0.7636072635650635","0.7636072635650635","0.7636072635650635","","","","","",""
"656","","","","","","","2037","2037","2037","0.7632790803909302","0.7632790803909302","0.7632790803909302","","","","","",""
"657","","","","","","","2039","2039","2039","0.763455867767334","0.763455867767334","0.763455867767334","","","","","",""
"658","","","","","","","2047","2047","2047","0.7622873187065125","0.7622873187065125","0.7622873187065125","","","","","",""
"659","","","","","","","2049","2049","2049","0.7616177201271057","0.7616177201271057","0.7616177201271057","","","","","",""
"660","","","","","","","2051","2051","2051","0.761570394039154","0.761570394039154","0.761570394039154","","","","","",""
"661","","","","","","","2053","2053","2053","0.7622047066688538","0.7622047066688538","0.7622047066688538","","","","","",""
"662","","","","","","","2061","2061","2061","0.7623618245124817","0.7623618245124817","0.7623618245124817","","","","","",""
"663","","","","","","","2069","2069","2069","0.7618005871772766","0.7618005871772766","0.7618005871772766","","","","","",""
"664","","","","","","","2077","2077","2077","0.7603399753570557","0.7603399753570557","0.7603399753570557","","","","","",""
"665","","","","","","","2085","2085","2085","0.762593686580658","0.762593686580658","0.762593686580658","","","","","",""
"666","","","","","","","2087","2087","2087","0.7623484134674072","0.7623484134674072","0.7623484134674072","","","","","",""
"667","","","","","","","2089","2089","2089","0.7628750205039978","0.7628750205039978","0.7628750205039978","","","","","",""
"668","","","","","","","2097","2097","2097","0.7623101472854614","0.7623101472854614","0.7623101472854614","","","","","",""
"669","","","","","","","2105","2105","2105","0.7626084685325623","0.7626084685325623","0.7626084685325623","","","","","",""
"670","","","","","","","2107","2107","2107","0.7621719241142273","0.7621719241142273","0.7621719241142273","","","","","",""
"671","","","","","","","2115","2115","2115","0.7648723125457764","0.7648723125457764","0.7648723125457764","","","","","",""
"672","","","","","","","2123","2123","2123","0.7637492418289185","0.7637492418289185","0.7637492418289185","","","","","",""
"673","","","","","","","2125","2125","2125","0.7647222280502319","0.7647222280502319","0.7647222280502319","","","","","",""
"674","","","","","","","2127","2127","2127","0.7647498846054077","0.7647498846054077","0.7647498846054077","","","","","",""
"675","","","","","","","2135","2135","2135","0.7653986811637878","0.7653986811637878","0.7653986811637878","","","","","",""
"676","","","","","","","2137","2137","2137","0.7646123766899109","0.7646123766899109","0.7646123766899109","","","","","",""
"677","","","","","","","2139","2139","2139","0.7654358148574829","0.7654358148574829","0.7654358148574829","","","","","",""
"678","","","","","","","2141","2141","2141","0.7651576995849609","0.7651576995849609","0.7651576995849609","","","","","",""
"679","","","","","","","2143","2143","2143","0.7626960873603821","0.7626960873603821","0.7626960873603821","","","","","",""
"680","","","","","","","2145","2145","2145","0.766276478767395","0.766276478767395","0.766276478767395","","","","","",""
"681","","","","","","","2147","2147","2147","0.7660731673240662","0.7660731673240662","0.7660731673240662","","","","","",""
"682","","","","","","","2149","2149","2149","0.7670910358428955","0.7670910358428955","0.7670910358428955","","","","","",""
"683","","","","","","","2157","2157","2157","0.7670479416847229","0.7670479416847229","0.7670479416847229","","","","","",""
"684","","","","","","","2165","2165","2165","0.7675009965896606","0.7675009965896606","0.7675009965896606","","","","","",""
"685","","","","","","","2167","2167","2167","0.7707887887954712","0.7707887887954712","0.7707887887954712","","","","","",""
"686","","","","","","","2169","2169","2169","0.770169198513031","0.770169198513031","0.770169198513031","","","","","",""
"687","","","","","","","2171","2171","2171","0.7697131037712097","0.7697131037712097","0.7697131037712097","","","","","",""
"688","","","","","","","2173","2173","2173","0.7704571485519409","0.7704571485519409","0.7704571485519409","","","","","",""
"689","","","","","","","2175","2175","2175","0.7700846195220947","0.7700846195220947","0.7700846195220947","","","","","",""
"690","","","","","","","2183","2183","2183","0.770691990852356","0.770691990852356","0.770691990852356","","","","","",""
"691","","","","","","","2185","2185","2185","0.770077109336853","0.770077109336853","0.770077109336853","","","","","",""
"692","","","","","","","2187","2187","2187","0.769776463508606","0.769776463508606","0.769776463508606","","","","","",""
"693","","","","","","","2189","2189","2189","0.7711275219917297","0.7711275219917297","0.7711275219917297","","","","","",""
"694","","","","","","","2191","2191","2191","0.7707376480102539","0.7707376480102539","0.7707376480102539","","","","","",""
"695","","","","","","","2193","2193","2193","0.7705062627792358","0.7705062627792358","0.7705062627792358","","","","","",""
"696","","","","","","","2201","2201","2201","0.7713790535926819","0.7713790535926819","0.7713790535926819","","","","","",""
"697","","","","","","","2203","2203","2203","0.7706427574157715","0.7706427574157715","0.7706427574157715","","","","","",""
"698","","","","","","","2205","2205","2205","0.7724537253379822","0.7724537253379822","0.7724537253379822","","","","","",""
"699","","","","","","","2207","2207","2207","0.7721593379974365","0.7721593379974365","0.7721593379974365","","","","","",""
"700","","","","","","","2215","2215","2215","0.771075963973999","0.771075963973999","0.771075963973999","","","","","",""
"701","","","","","","","2217","2217","2217","0.7715864181518555","0.7715864181518555","0.7715864181518555","","","","","",""
"702","","","","","","","2219","2219","2219","0.7736499905586243","0.7736499905586243","0.7736499905586243","","","","","",""
"703","","","","","","","2221","2221","2221","0.7750965356826782","0.7750965356826782","0.7750965356826782","","","","","",""
"704","","","","","","","2229","2229","2229","0.7743511199951172","0.7743511199951172","0.7743511199951172","","","","","",""
"705","","","","","","","2237","2237","2237","0.7751489281654358","0.7751489281654358","0.7751489281654358","","","","","",""
"706","","","","","","","2239","2239","2239","0.775435745716095","0.775435745716095","0.775435745716095","","","","","",""
"707","","","","","","","2241","2241","2241","0.7755462527275085","0.7755462527275085","0.7755462527275085","","","","","",""
"708","","","","","","","2243","2243","2243","0.7757246494293213","0.7757246494293213","0.7757246494293213","","","","","",""
"709","","","","","","","2251","2251","2251","0.7741729021072388","0.7741729021072388","0.7741729021072388","","","","","",""
"710","","","","","","","2253","2253","2253","0.774427056312561","0.774427056312561","0.774427056312561","","","","","",""
"711","","","","","","","2255","2255","2255","0.7726832628250122","0.7726832628250122","0.7726832628250122","","","","","",""
"712","","","","","","","2257","2257","2257","0.7727628350257874","0.7727628350257874","0.7727628350257874","","","","","",""
"713","","","","","","","2259","2259","2259","0.773353099822998","0.773353099822998","0.773353099822998","","","","","",""
"714","","","","","","","2267","2267","2267","0.7751122117042542","0.7751122117042542","0.7751122117042542","","","","","",""
"715","","","","","","","2275","2275","2275","0.7734150290489197","0.7734150290489197","0.7734150290489197","","","","","",""
"716","","","","","","","2283","2283","2283","0.7755168676376343","0.7755168676376343","0.7755168676376343","","","","","",""
"717","","","","","","","2285","2285","2285","0.7777992486953735","0.7777992486953735","0.7777992486953735","","","","","",""
"718","","","","","","","2293","2293","2293","0.7770134806632996","0.7770134806632996","0.7770134806632996","","","","","",""
"719","","","","","","","2301","2301","2301","0.7771853804588318","0.7771853804588318","0.7771853804588318","","","","","",""
"720","","","","","","","2303","2303","2303","0.7766377925872803","0.7766377925872803","0.7766377925872803","","","","","",""
"721","","","","","","","2311","2311","2311","0.7749779224395752","0.7749779224395752","0.7749779224395752","","","","","",""
"722","","","","","","","2313","2313","2313","0.7764627933502197","0.7764627933502197","0.7764627933502197","","","","","",""
"723","","","","","","","2321","2321","2321","0.776073694229126","0.776073694229126","0.776073694229126","","","","","",""
"724","","","","","","","2323","2323","2323","0.7759510278701782","0.7759510278701782","0.7759510278701782","","","","","",""
"725","","","","","","","2331","2331","2331","0.776680588722229","0.776680588722229","0.776680588722229","","","","","",""
"726","","","","","","","2339","2339","2339","0.7757819294929504","0.7757819294929504","0.7757819294929504","","","","","",""
"727","","","","","","","2341","2341","2341","0.775435209274292","0.775435209274292","0.775435209274292","","","","","",""
"728","","","","","","","2343","2343","2343","0.776025116443634","0.776025116443634","0.776025116443634","","","","","",""
"729","","","","","","","2351","2351","2351","0.7759854793548584","0.7759854793548584","0.7759854793548584","","","","","",""
"730","","","","","","","2353","2353","2353","0.7776907682418823","0.7776907682418823","0.7776907682418823","","","","","",""
"731","","","","","","","2355","2355","2355","0.7754919528961182","0.7754919528961182","0.7754919528961182","","","","","",""
"732","","","","","","","2363","2363","2363","0.7756893634796143","0.7756893634796143","0.7756893634796143","","","","","",""
"733","","","","","","","2365","2365","2365","0.7764413952827454","0.7764413952827454","0.7764413952827454","","","","","",""
"734","","","","","","","2367","2367","2367","0.7765868902206421","0.7765868902206421","0.7765868902206421","","","","","",""
"735","","","","","","","2375","2375","2375","0.7760912775993347","0.7760912775993347","0.7760912775993347","","","","","",""
"736","","","","","","","2383","2383","2383","0.7771437764167786","0.7771437764167786","0.7771437764167786","","","","","",""
"737","","","","","","","2391","2391","2391","0.7777583003044128","0.7777583003044128","0.7777583003044128","","","","","",""
"738","","","","","","","2399","2399","2399","0.7772664427757263","0.7772664427757263","0.7772664427757263","","","","","",""
"739","","","","","","","2407","2407","2407","0.7775231599807739","0.7775231599807739","0.7775231599807739","","","","","",""
"740","","","","","","","2415","2415","2415","0.7757861614227295","0.7757861614227295","0.7757861614227295","","","","","",""
"741","","","","","","","2417","2417","2417","0.7768903970718384","0.7768903970718384","0.7768903970718384","","","","","",""
"742","","","","","","","2419","2419","2419","0.777156412601471","0.777156412601471","0.777156412601471","","","","","",""
