"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_fc_layers2.weight_orig_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_fc_layers2.weight_orig_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_fc_layers2.weight_orig_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_fc_layers2.weight_orig_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_fc_layers2.weight_orig_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_fc_layers2.weight_orig_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Discriminator_fc_layers2.weight_orig_norm","29/04 10:06:37 Standard (weights)1 - Discriminator_fc_layers2.weight_orig_norm__MIN","29/04 10:06:37 Standard (weights)1 - Discriminator_fc_layers2.weight_orig_norm__MAX"
"219","","","","","","","","","","","","","4940","4940","4940","0.5922760963439941","0.5922760963439941","0.5922760963439941"
"220","","","","","","","","","","","","","4962","4962","4962","0.5939712524414062","0.5939712524414062","0.5939712524414062"
"221","","","","","","","","","","","","","4985","4985","4985","0.5945245623588562","0.5945245623588562","0.5945245623588562"
"222","","","","","","","","","","","","","5007","5007","5007","0.5973007678985596","0.5973007678985596","0.5973007678985596"
"223","","","","","","","","","","","","","5030","5030","5030","0.5951369404792786","0.5951369404792786","0.5951369404792786"
"224","","","","","","","","","","","","","5052","5052","5052","0.5932465195655823","0.5932465195655823","0.5932465195655823"
"225","","","","","","","","","","","","","5074","5074","5074","0.5932497382164001","0.5932497382164001","0.5932497382164001"
"226","","","","","","","","","","","","","5097","5097","5097","0.5998461842536926","0.5998461842536926","0.5998461842536926"
"227","","","","","","","","","","","","","5119","5119","5119","0.6013167500495911","0.6013167500495911","0.6013167500495911"
"228","","","","","","","","","","","","","5142","5142","5142","0.5952049493789673","0.5952049493789673","0.5952049493789673"
"229","","","","","","","","","","","","","5164","5164","5164","0.5961934328079224","0.5961934328079224","0.5961934328079224"
"230","","","","","","","","","","","","","5187","5187","5187","0.591844916343689","0.591844916343689","0.591844916343689"
"231","","","","","","","","","","","","","5209","5209","5209","0.5949955582618713","0.5949955582618713","0.5949955582618713"
"232","","","","","","","","","","","","","5232","5232","5232","0.5969005823135376","0.5969005823135376","0.5969005823135376"
"233","","","","","","","","","","","","","5254","5254","5254","0.5981249213218689","0.5981249213218689","0.5981249213218689"
"234","","","","","","","","","","","","","5277","5277","5277","0.5964470505714417","0.5964470505714417","0.5964470505714417"
"235","","","","","","","","","","","","","5299","5299","5299","0.5967007875442505","0.5967007875442505","0.5967007875442505"
"236","","","","","","","","","","","","","5322","5322","5322","0.6046478152275085","0.6046478152275085","0.6046478152275085"
"237","","","","","","","","","","","","","5344","5344","5344","0.6022833585739136","0.6022833585739136","0.6022833585739136"
"238","","","","","","","","","","","","","5366","5366","5366","0.6047087907791138","0.6047087907791138","0.6047087907791138"
"239","","","","","","","","","","","","","5389","5389","5389","0.6061533093452454","0.6061533093452454","0.6061533093452454"
"240","","","","","","","","","","","","","5411","5411","5411","0.605707049369812","0.605707049369812","0.605707049369812"
"241","","","","","","","","","","","","","5434","5434","5434","0.6087737679481506","0.6087737679481506","0.6087737679481506"
"242","","","","","","","","","","","","","5456","5456","5456","0.6089015603065491","0.6089015603065491","0.6089015603065491"
"243","","","","","","","","","","","","","5479","5479","5479","0.6060248017311096","0.6060248017311096","0.6060248017311096"
"244","","","","","","","","","","","","","5501","5501","5501","0.6065359115600586","0.6065359115600586","0.6065359115600586"
"245","","","","","","","","","","","","","5524","5524","5524","0.6032073497772217","0.6032073497772217","0.6032073497772217"
"246","","","","","","","","","","","","","5546","5546","5546","0.6112044453620911","0.6112044453620911","0.6112044453620911"
"247","","","","","","","","","","","","","5569","5569","5569","0.6091873645782471","0.6091873645782471","0.6091873645782471"
"248","","","","","","","","","","","","","5591","5591","5591","0.6085431575775146","0.6085431575775146","0.6085431575775146"
"249","","","","","","","","","","","","","5614","5614","5614","0.6096855401992798","0.6096855401992798","0.6096855401992798"
"250","","","","","","","7","7","7","0.6118407845497131","0.6118407845497131","0.6118407845497131","5636","5636","5636","0.6168002486228943","0.6168002486228943","0.6168002486228943"
"251","","","","","","","9","9","9","0.6146806478500366","0.6146806478500366","0.6146806478500366","5658","5658","5658","0.6118369698524475","0.6118369698524475","0.6118369698524475"
"252","","","","","","","11","11","11","0.6091545224189758","0.6091545224189758","0.6091545224189758","","","","","",""
"253","","","","","","","13","13","13","0.6102463603019714","0.6102463603019714","0.6102463603019714","","","","","",""
"254","","","","","","","21","21","21","0.6065616011619568","0.6065616011619568","0.6065616011619568","","","","","",""
"255","","","","","","","23","23","23","0.6070173382759094","0.6070173382759094","0.6070173382759094","","","","","",""
"256","","","","","","","31","31","31","0.6089252829551697","0.6089252829551697","0.6089252829551697","","","","","",""
"257","","","","","","","39","39","39","0.6110768914222717","0.6110768914222717","0.6110768914222717","","","","","",""
"258","","","","","","","41","41","41","0.6081518530845642","0.6081518530845642","0.6081518530845642","","","","","",""
"259","","","","","","","49","49","49","0.6127463579177856","0.6127463579177856","0.6127463579177856","","","","","",""
"260","","","","","","","51","51","51","0.6152639985084534","0.6152639985084534","0.6152639985084534","","","","","",""
"261","","","","","","","59","59","59","0.611508309841156","0.611508309841156","0.611508309841156","","","","","",""
"262","","","","","","","67","67","67","0.6126936674118042","0.6126936674118042","0.6126936674118042","","","","","",""
"263","","","","","","","75","75","75","0.6103347539901733","0.6103347539901733","0.6103347539901733","","","","","",""
"264","","","","","","","77","77","77","0.6115317940711975","0.6115317940711975","0.6115317940711975","","","","","",""
"265","","","","","","","79","79","79","0.6112520694732666","0.6112520694732666","0.6112520694732666","","","","","",""
"266","","","","","","","87","87","87","0.6102476119995117","0.6102476119995117","0.6102476119995117","","","","","",""
"267","","","","","","","89","89","89","0.6102346777915955","0.6102346777915955","0.6102346777915955","","","","","",""
"268","","","","","","","97","97","97","0.6129733920097351","0.6129733920097351","0.6129733920097351","","","","","",""
"269","","","","","","","105","105","105","0.6161776781082153","0.6161776781082153","0.6161776781082153","","","","","",""
"270","","","","","","","113","113","113","0.6162056922912598","0.6162056922912598","0.6162056922912598","","","","","",""
"271","","","","","","","121","121","121","0.6149668097496033","0.6149668097496033","0.6149668097496033","","","","","",""
"272","","","","","","","123","123","123","0.6160357594490051","0.6160357594490051","0.6160357594490051","","","","","",""
"273","","","","","","","125","125","125","0.6166552305221558","0.6166552305221558","0.6166552305221558","","","","","",""
"274","","","","","","","127","127","127","0.616531252861023","0.616531252861023","0.616531252861023","","","","","",""
"275","","","","","","","129","129","129","0.6173558831214905","0.6173558831214905","0.6173558831214905","","","","","",""
"276","","","","","","","131","131","131","0.614845871925354","0.614845871925354","0.614845871925354","","","","","",""
"277","","","","","","","133","133","133","0.6158828139305115","0.6158828139305115","0.6158828139305115","","","","","",""
"278","","","","","","","141","141","141","0.6152896881103516","0.6152896881103516","0.6152896881103516","","","","","",""
"279","","","","","","","143","143","143","0.6193317770957947","0.6193317770957947","0.6193317770957947","","","","","",""
"280","","","","","","","151","151","151","0.6139751076698303","0.6139751076698303","0.6139751076698303","","","","","",""
"281","","","","","","","159","159","159","0.6157563328742981","0.6157563328742981","0.6157563328742981","","","","","",""
"282","","","","","","","161","161","161","0.6172964572906494","0.6172964572906494","0.6172964572906494","","","","","",""
"283","","","","","","","169","169","169","0.6153035759925842","0.6153035759925842","0.6153035759925842","","","","","",""
"284","","","","","","","177","177","177","0.6145952343940735","0.6145952343940735","0.6145952343940735","","","","","",""
"285","","","","","","","179","179","179","0.6163927316665649","0.6163927316665649","0.6163927316665649","","","","","",""
"286","","","","","","","181","181","181","0.6186514496803284","0.6186514496803284","0.6186514496803284","","","","","",""
"287","","","","","","","183","183","183","0.6216028928756714","0.6216028928756714","0.6216028928756714","","","","","",""
"288","","","","","","","185","185","185","0.6141744256019592","0.6141744256019592","0.6141744256019592","","","","","",""
"289","","","","","","","193","193","193","0.6105140447616577","0.6105140447616577","0.6105140447616577","","","","","",""
"290","","","","","","","195","195","195","0.6135641932487488","0.6135641932487488","0.6135641932487488","","","","","",""
"291","","","","","","","197","197","197","0.6205475330352783","0.6205475330352783","0.6205475330352783","","","","","",""
"292","","","","","","","205","205","205","0.6240615844726562","0.6240615844726562","0.6240615844726562","","","","","",""
"293","","","","","","","213","213","213","0.6206610798835754","0.6206610798835754","0.6206610798835754","","","","","",""
"294","","","","","","","215","215","215","0.6179642677307129","0.6179642677307129","0.6179642677307129","","","","","",""
"295","","","","","","","217","217","217","0.6193448901176453","0.6193448901176453","0.6193448901176453","","","","","",""
"296","","","","","","","219","219","219","0.6206508278846741","0.6206508278846741","0.6206508278846741","","","","","",""
"297","","","","","","","221","221","221","0.6224550008773804","0.6224550008773804","0.6224550008773804","","","","","",""
"298","","","","","","","223","223","223","0.6219843029975891","0.6219843029975891","0.6219843029975891","","","","","",""
"299","","","","","","","231","231","231","0.6200852990150452","0.6200852990150452","0.6200852990150452","","","","","",""
"300","","","","","","","239","239","239","0.6264652609825134","0.6264652609825134","0.6264652609825134","","","","","",""
"301","","","","","","","247","247","247","0.624660849571228","0.624660849571228","0.624660849571228","","","","","",""
"302","","","","","","","255","255","255","0.6256848573684692","0.6256848573684692","0.6256848573684692","","","","","",""
"303","","","","","","","257","257","257","0.6226834058761597","0.6226834058761597","0.6226834058761597","","","","","",""
"304","","","","","","","265","265","265","0.6233760714530945","0.6233760714530945","0.6233760714530945","","","","","",""
"305","","","","","","","267","267","267","0.6208452582359314","0.6208452582359314","0.6208452582359314","","","","","",""
"306","","","","","","","275","275","275","0.6261135935783386","0.6261135935783386","0.6261135935783386","","","","","",""
"307","","","","","","","277","277","277","0.6261618733406067","0.6261618733406067","0.6261618733406067","","","","","",""
"308","","","","","","","279","279","279","0.627454936504364","0.627454936504364","0.627454936504364","","","","","",""
"309","","","","","","","287","287","287","0.6278219223022461","0.6278219223022461","0.6278219223022461","","","","","",""
"310","","","","","","","295","295","295","0.6272128224372864","0.6272128224372864","0.6272128224372864","","","","","",""
"311","","","","","","","303","303","303","0.6289482116699219","0.6289482116699219","0.6289482116699219","","","","","",""
"312","","","","","","","311","311","311","0.6256332397460938","0.6256332397460938","0.6256332397460938","","","","","",""
"313","","","","","","","313","313","313","0.6248617768287659","0.6248617768287659","0.6248617768287659","","","","","",""
"314","","","","","","","315","315","315","0.6270530819892883","0.6270530819892883","0.6270530819892883","","","","","",""
"315","","","","","","","323","323","323","0.6288790702819824","0.6288790702819824","0.6288790702819824","","","","","",""
"316","","","","","","","331","331","331","0.6277086734771729","0.6277086734771729","0.6277086734771729","","","","","",""
"317","","","","","","","339","339","339","0.6262450814247131","0.6262450814247131","0.6262450814247131","","","","","",""
"318","","","","","","","341","341","341","0.633551299571991","0.633551299571991","0.633551299571991","","","","","",""
"319","","","","","","","343","343","343","0.6404661536216736","0.6404661536216736","0.6404661536216736","","","","","",""
"320","","","","","","","351","351","351","0.6410043239593506","0.6410043239593506","0.6410043239593506","","","","","",""
"321","","","","","","","359","359","359","0.6364792585372925","0.6364792585372925","0.6364792585372925","","","","","",""
"322","","","","","","","361","361","361","0.6381427049636841","0.6381427049636841","0.6381427049636841","","","","","",""
"323","","","","","","","369","369","369","0.636829674243927","0.636829674243927","0.636829674243927","","","","","",""
"324","","","","","","","371","371","371","0.637620210647583","0.637620210647583","0.637620210647583","","","","","",""
"325","","","","","","","379","379","379","0.634623110294342","0.634623110294342","0.634623110294342","","","","","",""
"326","","","","","","","387","387","387","0.6356582045555115","0.6356582045555115","0.6356582045555115","","","","","",""
"327","","","","","","","395","395","395","0.6408731937408447","0.6408731937408447","0.6408731937408447","","","","","",""
"328","","","","","","","403","403","403","0.6413091421127319","0.6413091421127319","0.6413091421127319","","","","","",""
"329","","","","","","","411","411","411","0.6369538307189941","0.6369538307189941","0.6369538307189941","","","","","",""
"330","","","","","","","413","413","413","0.638306736946106","0.638306736946106","0.638306736946106","","","","","",""
"331","","","","","","","421","421","421","0.6384825706481934","0.6384825706481934","0.6384825706481934","","","","","",""
"332","","","","","","","423","423","423","0.6404714584350586","0.6404714584350586","0.6404714584350586","","","","","",""
"333","","","","","","","425","425","425","0.6409620642662048","0.6409620642662048","0.6409620642662048","","","","","",""
"334","","","","","","","427","427","427","0.6366590261459351","0.6366590261459351","0.6366590261459351","","","","","",""
"335","","","","","","","435","435","435","0.6353676319122314","0.6353676319122314","0.6353676319122314","","","","","",""
"336","","","","","","","437","437","437","0.6377622485160828","0.6377622485160828","0.6377622485160828","","","","","",""
"337","","","","","","","445","445","445","0.637413740158081","0.637413740158081","0.637413740158081","","","","","",""
"338","","","","","","","453","453","453","0.6393060684204102","0.6393060684204102","0.6393060684204102","","","","","",""
"339","","","","","","","461","461","461","0.6370351314544678","0.6370351314544678","0.6370351314544678","","","","","",""
"340","","","","","","","463","463","463","0.6381945013999939","0.6381945013999939","0.6381945013999939","","","","","",""
"341","","","","","","","471","471","471","0.6384549140930176","0.6384549140930176","0.6384549140930176","","","","","",""
"342","","","","","","","479","479","479","0.6352359056472778","0.6352359056472778","0.6352359056472778","","","","","",""
"343","","","","","","","481","481","481","0.6418353319168091","0.6418353319168091","0.6418353319168091","","","","","",""
"344","","","","","","","489","489","489","0.6433352828025818","0.6433352828025818","0.6433352828025818","","","","","",""
"345","","","","","","","497","497","497","0.6394473910331726","0.6394473910331726","0.6394473910331726","","","","","",""
"346","","","","","","","499","499","499","0.6412073969841003","0.6412073969841003","0.6412073969841003","","","","","",""
"347","","","","","","","507","507","507","0.6425651907920837","0.6425651907920837","0.6425651907920837","","","","","",""
"348","","","","","","","515","515","515","0.6478593349456787","0.6478593349456787","0.6478593349456787","","","","","",""
"349","","","","","","","517","517","517","0.6482014060020447","0.6482014060020447","0.6482014060020447","","","","","",""
"350","","","","","","","519","519","519","0.6450229287147522","0.6450229287147522","0.6450229287147522","","","","","",""
"351","","","","","","","521","521","521","0.6481544375419617","0.6481544375419617","0.6481544375419617","","","","","",""
"352","","","","","","","523","523","523","0.6487805247306824","0.6487805247306824","0.6487805247306824","","","","","",""
"353","","","","","","","531","531","531","0.6507553458213806","0.6507553458213806","0.6507553458213806","","","","","",""
"354","","","","","","","533","533","533","0.6520004272460938","0.6520004272460938","0.6520004272460938","","","","","",""
"355","","","","","","","535","535","535","0.6452000141143799","0.6452000141143799","0.6452000141143799","","","","","",""
"356","","","","","","","543","543","543","0.6488935351371765","0.6488935351371765","0.6488935351371765","","","","","",""
"357","","","","","","","545","545","545","0.6498066186904907","0.6498066186904907","0.6498066186904907","","","","","",""
"358","","","","","","","553","553","553","0.6516390442848206","0.6516390442848206","0.6516390442848206","","","","","",""
"359","","","","","","","561","561","561","0.654169499874115","0.654169499874115","0.654169499874115","","","","","",""
"360","","","","","","","569","569","569","0.6529395580291748","0.6529395580291748","0.6529395580291748","","","","","",""
"361","","","","","","","571","571","571","0.6526716947555542","0.6526716947555542","0.6526716947555542","","","","","",""
"362","","","","","","","579","579","579","0.6512830853462219","0.6512830853462219","0.6512830853462219","","","","","",""
"363","","","","","","","581","581","581","0.6523547768592834","0.6523547768592834","0.6523547768592834","","","","","",""
"364","","","","","","","589","589","589","0.6525688767433167","0.6525688767433167","0.6525688767433167","","","","","",""
"365","","","","","","","597","597","597","0.6581769585609436","0.6581769585609436","0.6581769585609436","","","","","",""
"366","","","","","","","605","605","605","0.6609770655632019","0.6609770655632019","0.6609770655632019","","","","","",""
"367","","","","","","","607","607","607","0.6579816937446594","0.6579816937446594","0.6579816937446594","","","","","",""
"368","","","","","","","615","615","615","0.6573253870010376","0.6573253870010376","0.6573253870010376","","","","","",""
"369","","","","","","","623","623","623","0.6602537631988525","0.6602537631988525","0.6602537631988525","","","","","",""
"370","","","","","","","631","631","631","0.6627029180526733","0.6627029180526733","0.6627029180526733","","","","","",""
"371","","","","","","","639","639","639","0.6585953235626221","0.6585953235626221","0.6585953235626221","","","","","",""
"372","","","","","","","647","647","647","0.6601448059082031","0.6601448059082031","0.6601448059082031","","","","","",""
"373","","","","","","","649","649","649","0.6621947288513184","0.6621947288513184","0.6621947288513184","","","","","",""
"374","","","","","","","657","657","657","0.661450207233429","0.661450207233429","0.661450207233429","","","","","",""
"375","","","","","","","659","659","659","0.6622442603111267","0.6622442603111267","0.6622442603111267","","","","","",""
"376","","","","","","","667","667","667","0.661163866519928","0.661163866519928","0.661163866519928","","","","","",""
"377","","","","","","","675","675","675","0.6620144844055176","0.6620144844055176","0.6620144844055176","","","","","",""
"378","","","","","","","677","677","677","0.6625099778175354","0.6625099778175354","0.6625099778175354","","","","","",""
"379","","","","","","","679","679","679","0.662140429019928","0.662140429019928","0.662140429019928","","","","","",""
"380","","","","","","","687","687","687","0.6607446670532227","0.6607446670532227","0.6607446670532227","","","","","",""
"381","","","","","","","695","695","695","0.6672354936599731","0.6672354936599731","0.6672354936599731","","","","","",""
"382","","","","","","","703","703","703","0.6644012331962585","0.6644012331962585","0.6644012331962585","","","","","",""
"383","","","","","","","705","705","705","0.669845461845398","0.669845461845398","0.669845461845398","","","","","",""
"384","","","","","","","707","707","707","0.6703464388847351","0.6703464388847351","0.6703464388847351","","","","","",""
"385","","","","","","","715","715","715","0.6674079298973083","0.6674079298973083","0.6674079298973083","","","","","",""
"386","","","","","","","717","717","717","0.6710902452468872","0.6710902452468872","0.6710902452468872","","","","","",""
"387","","","","","","","719","719","719","0.6712007522583008","0.6712007522583008","0.6712007522583008","","","","","",""
"388","","","","","","","721","721","721","0.6670674681663513","0.6670674681663513","0.6670674681663513","","","","","",""
"389","","","","","","","723","723","723","0.6727779507637024","0.6727779507637024","0.6727779507637024","","","","","",""
"390","","","","","","","725","725","725","0.6734349727630615","0.6734349727630615","0.6734349727630615","","","","","",""
"391","","","","","","","733","733","733","0.6737626791000366","0.6737626791000366","0.6737626791000366","","","","","",""
"392","","","","","","","735","735","735","0.6746121048927307","0.6746121048927307","0.6746121048927307","","","","","",""
"393","","","","","","","743","743","743","0.6746804118156433","0.6746804118156433","0.6746804118156433","","","","","",""
"394","","","","","","","745","745","745","0.6745575666427612","0.6745575666427612","0.6745575666427612","","","","","",""
"395","","","","","","","747","747","747","0.6766133308410645","0.6766133308410645","0.6766133308410645","","","","","",""
"396","","","","","","","749","749","749","0.6770548224449158","0.6770548224449158","0.6770548224449158","","","","","",""
"397","","","","","","","757","757","757","0.6777900457382202","0.6777900457382202","0.6777900457382202","","","","","",""
"398","","","","","","","765","765","765","0.6795094609260559","0.6795094609260559","0.6795094609260559","","","","","",""
"399","","","","","","","773","773","773","0.6793783903121948","0.6793783903121948","0.6793783903121948","","","","","",""
"400","","","","","","","775","775","775","0.6830560564994812","0.6830560564994812","0.6830560564994812","","","","","",""
"401","","","","","","","777","777","777","0.6819890737533569","0.6819890737533569","0.6819890737533569","","","","","",""
"402","","","","","","","785","785","785","0.6846956610679626","0.6846956610679626","0.6846956610679626","","","","","",""
"403","","","","","","","793","793","793","0.6827149391174316","0.6827149391174316","0.6827149391174316","","","","","",""
"404","","","","","","","795","795","795","0.6829749941825867","0.6829749941825867","0.6829749941825867","","","","","",""
"405","","","","","","","803","803","803","0.6855833530426025","0.6855833530426025","0.6855833530426025","","","","","",""
"406","","","","","","","805","805","805","0.6865866780281067","0.6865866780281067","0.6865866780281067","","","","","",""
"407","","","","","","","807","807","807","0.6867808103561401","0.6867808103561401","0.6867808103561401","","","","","",""
"408","","","","","","","815","815","815","0.6884484887123108","0.6884484887123108","0.6884484887123108","","","","","",""
"409","","","","","","","817","817","817","0.6877105832099915","0.6877105832099915","0.6877105832099915","","","","","",""
"410","","","","","","","819","819","819","0.6873148083686829","0.6873148083686829","0.6873148083686829","","","","","",""
"411","","","","","","","821","821","821","0.6869134306907654","0.6869134306907654","0.6869134306907654","","","","","",""
"412","","","","","","","823","823","823","0.6822068691253662","0.6822068691253662","0.6822068691253662","","","","","",""
"413","","","","","","","825","825","825","0.6846691370010376","0.6846691370010376","0.6846691370010376","","","","","",""
"414","","","","","","","827","827","827","0.683503270149231","0.683503270149231","0.683503270149231","","","","","",""
"415","","","","","","","829","829","829","0.6861429214477539","0.6861429214477539","0.6861429214477539","","","","","",""
"416","","","","","","","837","837","837","0.689720094203949","0.689720094203949","0.689720094203949","","","","","",""
"417","","","","","","","845","845","845","0.6847108602523804","0.6847108602523804","0.6847108602523804","","","","","",""
"418","","","","","","","847","847","847","0.6853921413421631","0.6853921413421631","0.6853921413421631","","","","","",""
"419","","","","","","","849","849","849","0.6854500770568848","0.6854500770568848","0.6854500770568848","","","","","",""
"420","","","","","","","851","851","851","0.6885659694671631","0.6885659694671631","0.6885659694671631","","","","","",""
"421","","","","","","","853","853","853","0.6874556541442871","0.6874556541442871","0.6874556541442871","","","","","",""
"422","","","","","","","861","861","861","0.691390872001648","0.691390872001648","0.691390872001648","","","","","",""
"423","","","","","","","869","869","869","0.6929753422737122","0.6929753422737122","0.6929753422737122","","","","","",""
"424","","","","","","","871","871","871","0.6954019069671631","0.6954019069671631","0.6954019069671631","","","","","",""
"425","","","","","","","873","873","873","0.697442352771759","0.697442352771759","0.697442352771759","","","","","",""
"426","","","","","","","881","881","881","0.6955532431602478","0.6955532431602478","0.6955532431602478","","","","","",""
"427","","","","","","","889","889","889","0.6944247484207153","0.6944247484207153","0.6944247484207153","","","","","",""
"428","","","","","","","897","897","897","0.6908847689628601","0.6908847689628601","0.6908847689628601","","","","","",""
"429","","","","","","","899","899","899","0.6915613412857056","0.6915613412857056","0.6915613412857056","","","","","",""
"430","","","","","","","901","901","901","0.6908031702041626","0.6908031702041626","0.6908031702041626","","","","","",""
"431","","","","","","","903","903","903","0.6920658349990845","0.6920658349990845","0.6920658349990845","","","","","",""
"432","","","","","","","905","905","905","0.6899449229240417","0.6899449229240417","0.6899449229240417","","","","","",""
"433","","","","","","","907","907","907","0.6921077370643616","0.6921077370643616","0.6921077370643616","","","","","",""
"434","","","","","","","915","915","915","0.696110188961029","0.696110188961029","0.696110188961029","","","","","",""
"435","","","","","","","923","923","923","0.6944929957389832","0.6944929957389832","0.6944929957389832","","","","","",""
"436","","","","","","","931","931","931","0.6918246746063232","0.6918246746063232","0.6918246746063232","","","","","",""
"437","","","","","","","933","933","933","0.6961336135864258","0.6961336135864258","0.6961336135864258","","","","","",""
"438","","","","","","","935","935","935","0.6969411373138428","0.6969411373138428","0.6969411373138428","","","","","",""
"439","","","","","","","937","937","937","0.700278103351593","0.700278103351593","0.700278103351593","","","","","",""
"440","","","","","","","945","945","945","0.7005369067192078","0.7005369067192078","0.7005369067192078","","","","","",""
"441","","","","","","","947","947","947","0.700288712978363","0.700288712978363","0.700288712978363","","","","","",""
"442","","","","","","","949","949","949","0.7018957138061523","0.7018957138061523","0.7018957138061523","","","","","",""
"443","","","","","","","957","957","957","0.7035872936248779","0.7035872936248779","0.7035872936248779","","","","","",""
"444","","","","","","","965","965","965","0.7020159959793091","0.7020159959793091","0.7020159959793091","","","","","",""
"445","","","","","","","967","967","967","0.7035395503044128","0.7035395503044128","0.7035395503044128","","","","","",""
"446","","","","","","","969","969","969","0.7059076428413391","0.7059076428413391","0.7059076428413391","","","","","",""
"447","","","","","","","977","977","977","0.7071179747581482","0.7071179747581482","0.7071179747581482","","","","","",""
"448","","","","","","","985","985","985","0.7053789496421814","0.7053789496421814","0.7053789496421814","","","","","",""
"449","","","","","","","993","993","993","0.7058123350143433","0.7058123350143433","0.7058123350143433","","","","","",""
"450","","","","","","","995","995","995","0.705186128616333","0.705186128616333","0.705186128616333","","","","","",""
"451","","","","","","","1003","1003","1003","0.7034415006637573","0.7034415006637573","0.7034415006637573","","","","","",""
"452","","","","","","","1005","1005","1005","0.7047721147537231","0.7047721147537231","0.7047721147537231","","","","","",""
"453","","","","","","","1007","1007","1007","0.7057039141654968","0.7057039141654968","0.7057039141654968","","","","","",""
"454","","","","","","","1009","1009","1009","0.7054809927940369","0.7054809927940369","0.7054809927940369","","","","","",""
"455","","","","","","","1017","1017","1017","0.7061323523521423","0.7061323523521423","0.7061323523521423","","","","","",""
"456","","","","","","","1019","1019","1019","0.7060089111328125","0.7060089111328125","0.7060089111328125","","","","","",""
"457","","","","","","","1021","1021","1021","0.7060227394104004","0.7060227394104004","0.7060227394104004","","","","","",""
"458","","","","","","","1029","1029","1029","0.7053998112678528","0.7053998112678528","0.7053998112678528","","","","","",""
"459","","","","","","","1037","1037","1037","0.7091191411018372","0.7091191411018372","0.7091191411018372","","","","","",""
"460","","","","","","","1039","1039","1039","0.7101370096206665","0.7101370096206665","0.7101370096206665","","","","","",""
"461","","","","","","","1047","1047","1047","0.7098009586334229","0.7098009586334229","0.7098009586334229","","","","","",""
"462","","","","","","","1049","1049","1049","0.7076493501663208","0.7076493501663208","0.7076493501663208","","","","","",""
"463","","","","","","","1051","1051","1051","0.7088619470596313","0.7088619470596313","0.7088619470596313","","","","","",""
"464","","","","","","","1059","1059","1059","0.7121492624282837","0.7121492624282837","0.7121492624282837","","","","","",""
"465","","","","","","","1067","1067","1067","0.7131817936897278","0.7131817936897278","0.7131817936897278","","","","","",""
"466","","","","","","","1069","1069","1069","0.7124902009963989","0.7124902009963989","0.7124902009963989","","","","","",""
"467","","","","","","","1077","1077","1077","0.7122821807861328","0.7122821807861328","0.7122821807861328","","","","","",""
"468","","","","","","","1085","1085","1085","0.7111853957176208","0.7111853957176208","0.7111853957176208","","","","","",""
"469","","","","","","","1093","1093","1093","0.711868405342102","0.711868405342102","0.711868405342102","","","","","",""
"470","","","","","","","1101","1101","1101","0.7127307057380676","0.7127307057380676","0.7127307057380676","","","","","",""
"471","","","","","","","1109","1109","1109","0.7109532952308655","0.7109532952308655","0.7109532952308655","","","","","",""
"472","","","","","","","1111","1111","1111","0.7115564942359924","0.7115564942359924","0.7115564942359924","","","","","",""
"473","","","","","","","1113","1113","1113","0.7105337977409363","0.7105337977409363","0.7105337977409363","","","","","",""
"474","","","","","","","1121","1121","1121","0.7103381752967834","0.7103381752967834","0.7103381752967834","","","","","",""
"475","","","","","","","1129","1129","1129","0.7107702493667603","0.7107702493667603","0.7107702493667603","","","","","",""
"476","","","","","","","1137","1137","1137","0.7113215327262878","0.7113215327262878","0.7113215327262878","","","","","",""
"477","","","","","","","1145","1145","1145","0.7115145921707153","0.7115145921707153","0.7115145921707153","","","","","",""
"478","","","","","","","1147","1147","1147","0.7129390239715576","0.7129390239715576","0.7129390239715576","","","","","",""
"479","","","","","","","1149","1149","1149","0.7117844820022583","0.7117844820022583","0.7117844820022583","","","","","",""
"480","","","","","","","1151","1151","1151","0.7113088965415955","0.7113088965415955","0.7113088965415955","","","","","",""
"481","","","","","","","1153","1153","1153","0.7121016383171082","0.7121016383171082","0.7121016383171082","","","","","",""
"482","","","","","","","1161","1161","1161","0.7103288173675537","0.7103288173675537","0.7103288173675537","","","","","",""
"483","","","","","","","1163","1163","1163","0.7106053233146667","0.7106053233146667","0.7106053233146667","","","","","",""
"484","","","","","","","1171","1171","1171","0.7098052501678467","0.7098052501678467","0.7098052501678467","","","","","",""
"485","","","","","","","1173","1173","1173","0.7086513042449951","0.7086513042449951","0.7086513042449951","","","","","",""
