"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_rnn_block.col_norm.0.weight_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_rnn_block.col_norm.0.weight_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_rnn_block.col_norm.0.weight_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_rnn_block.col_norm.0.weight_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_rnn_block.col_norm.0.weight_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_rnn_block.col_norm.0.weight_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Generator_rnn_block.col_norm.0.weight_norm","29/04 10:06:37 Standard (weights)1 - Generator_rnn_block.col_norm.0.weight_norm__MIN","29/04 10:06:37 Standard (weights)1 - Generator_rnn_block.col_norm.0.weight_norm__MAX"
"769","","","","","","","2557","2557","2557","11.513383865356445","11.513383865356445","11.513383865356445","","","","","",""
"770","","","","","","","2559","2559","2559","11.514897346496582","11.514897346496582","11.514897346496582","","","","","",""
"771","","","","","","","2567","2567","2567","11.514573097229004","11.514573097229004","11.514573097229004","","","","","",""
"772","","","","","","","2569","2569","2569","11.514215469360352","11.514215469360352","11.514215469360352","","","","","",""
"773","","","","","","","2571","2571","2571","11.51323413848877","11.51323413848877","11.51323413848877","","","","","",""
"774","","","","","","","2579","2579","2579","11.513132095336914","11.513132095336914","11.513132095336914","","","","","",""
"775","","","","","","","2581","2581","2581","11.512959480285645","11.512959480285645","11.512959480285645","","","","","",""
"776","","","","","","","2583","2583","2583","11.513765335083008","11.513765335083008","11.513765335083008","","","","","",""
"777","","","","","","","2591","2591","2591","11.51334285736084","11.51334285736084","11.51334285736084","","","","","",""
"778","","","","","","","2593","2593","2593","11.512563705444336","11.512563705444336","11.512563705444336","","","","","",""
"779","","","","","","","2595","2595","2595","11.512158393859863","11.512158393859863","11.512158393859863","","","","","",""
"780","","","","","","","2603","2603","2603","11.511842727661133","11.511842727661133","11.511842727661133","","","","","",""
"781","","","","","","","2605","2605","2605","11.511676788330078","11.511676788330078","11.511676788330078","","","","","",""
"782","","","","","","","2607","2607","2607","11.510875701904297","11.510875701904297","11.510875701904297","","","","","",""
"783","","","","","","","2609","2609","2609","11.509841918945312","11.509841918945312","11.509841918945312","","","","","",""
"784","","","","","","","2617","2617","2617","11.513921737670898","11.513921737670898","11.513921737670898","","","","","",""
"785","","","","","","","2619","2619","2619","11.510759353637695","11.510759353637695","11.510759353637695","","","","","",""
"786","","","","","","","2621","2621","2621","11.512992858886719","11.512992858886719","11.512992858886719","","","","","",""
"787","","","","","","","2623","2623","2623","11.510586738586426","11.510586738586426","11.510586738586426","","","","","",""
"788","","","","","","","2625","2625","2625","11.511711120605469","11.511711120605469","11.511711120605469","","","","","",""
"789","","","","","","","2627","2627","2627","11.512744903564453","11.512744903564453","11.512744903564453","","","","","",""
"790","","","","","","","2629","2629","2629","11.511284828186035","11.511284828186035","11.511284828186035","","","","","",""
"791","","","","","","","2637","2637","2637","11.513606071472168","11.513606071472168","11.513606071472168","","","","","",""
"792","","","","","","","2645","2645","2645","11.515301704406738","11.515301704406738","11.515301704406738","","","","","",""
"793","","","","","","","2653","2653","2653","11.512229919433594","11.512229919433594","11.512229919433594","","","","","",""
"794","","","","","","","2655","2655","2655","11.512064933776855","11.512064933776855","11.512064933776855","","","","","",""
"795","","","","","","","2657","2657","2657","11.513278007507324","11.513278007507324","11.513278007507324","","","","","",""
"796","","","","","","","2665","2665","2665","11.512980461120605","11.512980461120605","11.512980461120605","","","","","",""
"797","","","","","","","2673","2673","2673","11.512835502624512","11.512835502624512","11.512835502624512","","","","","",""
"798","","","","","","","2675","2675","2675","11.511772155761719","11.511772155761719","11.511772155761719","","","","","",""
"799","","","","","","","2677","2677","2677","11.512962341308594","11.512962341308594","11.512962341308594","","","","","",""
"800","","","","","","","2685","2685","2685","11.512408256530762","11.512408256530762","11.512408256530762","","","","","",""
"801","","","","","","","2693","2693","2693","11.510859489440918","11.510859489440918","11.510859489440918","","","","","",""
"802","","","","","","","2701","2701","2701","11.514237403869629","11.514237403869629","11.514237403869629","","","","","",""
"803","","","","","","","2709","2709","2709","11.511615753173828","11.511615753173828","11.511615753173828","","","","","",""
"804","","","","","","","2711","2711","2711","11.512200355529785","11.512200355529785","11.512200355529785","","","","","",""
"805","","","","","","","2719","2719","2719","11.512444496154785","11.512444496154785","11.512444496154785","","","","","",""
"806","","","","","","","2727","2727","2727","11.512166976928711","11.512166976928711","11.512166976928711","","","","","",""
"807","","","","","","","2729","2729","2729","11.512052536010742","11.512052536010742","11.512052536010742","","","","","",""
"808","","","","","","","2737","2737","2737","11.511996269226074","11.511996269226074","11.511996269226074","","","","","",""
"809","","","","","","","2739","2739","2739","11.510472297668457","11.510472297668457","11.510472297668457","","","","","",""
"810","","","","","","","2741","2741","2741","11.511104583740234","11.511104583740234","11.511104583740234","","","","","",""
"811","","","","","","","2749","2749","2749","11.50976848602295","11.50976848602295","11.50976848602295","","","","","",""
"812","","","","","","","2757","2757","2757","11.512162208557129","11.512162208557129","11.512162208557129","","","","","",""
"813","","","","","","","2759","2759","2759","11.512842178344727","11.512842178344727","11.512842178344727","","","","","",""
"814","","","","","","","2767","2767","2767","11.512452125549316","11.512452125549316","11.512452125549316","","","","","",""
"815","","","","","","","2775","2775","2775","11.512286186218262","11.512286186218262","11.512286186218262","","","","","",""
"816","","","","","","","2783","2783","2783","11.513705253601074","11.513705253601074","11.513705253601074","","","","","",""
"817","","","","","","","2785","2785","2785","11.513055801391602","11.513055801391602","11.513055801391602","","","","","",""
"818","","","","","","","2793","2793","2793","11.511927604675293","11.511927604675293","11.511927604675293","","","","","",""
"819","","","","","","","2801","2801","2801","11.51111888885498","11.51111888885498","11.51111888885498","","","","","",""
"820","","","","","","","2809","2809","2809","11.511663436889648","11.511663436889648","11.511663436889648","","","","","",""
"821","","","","","","","2817","2817","2817","11.510870933532715","11.510870933532715","11.510870933532715","","","","","",""
"822","","","","","","","2825","2825","2825","11.509968757629395","11.509968757629395","11.509968757629395","","","","","",""
"823","","","","","","","2833","2833","2833","11.51116943359375","11.51116943359375","11.51116943359375","","","","","",""
"824","","","","","","","2835","2835","2835","11.511216163635254","11.511216163635254","11.511216163635254","","","","","",""
"825","","","","","","","2837","2837","2837","11.512025833129883","11.512025833129883","11.512025833129883","","","","","",""
"826","","","","","","","2839","2839","2839","11.510366439819336","11.510366439819336","11.510366439819336","","","","","",""
"827","","","","","","","2847","2847","2847","11.514005661010742","11.514005661010742","11.514005661010742","","","","","",""
"828","","","","","","","2855","2855","2855","11.51144027709961","11.51144027709961","11.51144027709961","","","","","",""
"829","","","","","","","2863","2863","2863","11.512187004089355","11.512187004089355","11.512187004089355","","","","","",""
"830","","","","","","","2865","2865","2865","11.51130485534668","11.51130485534668","11.51130485534668","","","","","",""
"831","","","","","","","2867","2867","2867","11.51063346862793","11.51063346862793","11.51063346862793","","","","","",""
"832","","","","","","","2869","2869","2869","11.509736061096191","11.509736061096191","11.509736061096191","","","","","",""
"833","","","","","","","2877","2877","2877","11.509888648986816","11.509888648986816","11.509888648986816","","","","","",""
"834","","","","","","","2879","2879","2879","11.511310577392578","11.511310577392578","11.511310577392578","","","","","",""
"835","","","","","","","2881","2881","2881","11.512077331542969","11.512077331542969","11.512077331542969","","","","","",""
"836","","","","","","","2883","2883","2883","11.51154613494873","11.51154613494873","11.51154613494873","","","","","",""
"837","","","","","","","2885","2885","2885","11.50926685333252","11.50926685333252","11.50926685333252","","","","","",""
"838","","","","","","","2887","2887","2887","11.511993408203125","11.511993408203125","11.511993408203125","","","","","",""
"839","","","","","","","2889","2889","2889","11.508698463439941","11.508698463439941","11.508698463439941","","","","","",""
"840","","","","","","","2891","2891","2891","11.512056350708008","11.512056350708008","11.512056350708008","","","","","",""
"841","","","","","","","2899","2899","2899","11.512388229370117","11.512388229370117","11.512388229370117","","","","","",""
"842","","","","","","","2907","2907","2907","11.511404037475586","11.511404037475586","11.511404037475586","","","","","",""
"843","","","","","","","2915","2915","2915","11.508243560791016","11.508243560791016","11.508243560791016","","","","","",""
"844","","","","","","","2917","2917","2917","11.510376930236816","11.510376930236816","11.510376930236816","","","","","",""
"845","","","","","","","2919","2919","2919","11.510929107666016","11.510929107666016","11.510929107666016","","","","","",""
"846","","","","","","","2927","2927","2927","11.509861946105957","11.509861946105957","11.509861946105957","","","","","",""
"847","","","","","","","2929","2929","2929","11.510433197021484","11.510433197021484","11.510433197021484","","","","","",""
"848","","","","","","","2937","2937","2937","11.509828567504883","11.509828567504883","11.509828567504883","","","","","",""
"849","","","","","","","2939","2939","2939","11.509052276611328","11.509052276611328","11.509052276611328","","","","","",""
"850","","","","","","","2941","2941","2941","11.509066581726074","11.509066581726074","11.509066581726074","","","","","",""
"851","","","","","","","2943","2943","2943","11.509627342224121","11.509627342224121","11.509627342224121","","","","","",""
"852","","","","","","","2951","2951","2951","11.506897926330566","11.506897926330566","11.506897926330566","","","","","",""
"853","","","","","","","2959","2959","2959","11.508072853088379","11.508072853088379","11.508072853088379","","","","","",""
"854","","","","","","","2967","2967","2967","11.508970260620117","11.508970260620117","11.508970260620117","","","","","",""
"855","","","","","","","2969","2969","2969","11.507721900939941","11.507721900939941","11.507721900939941","","","","","",""
"856","","","","","","","2971","2971","2971","11.506848335266113","11.506848335266113","11.506848335266113","","","","","",""
"857","","","","","","","2973","2973","2973","11.50682258605957","11.50682258605957","11.50682258605957","","","","","",""
"858","","","","","","","2975","2975","2975","11.510305404663086","11.510305404663086","11.510305404663086","","","","","",""
"859","","","","","","","2977","2977","2977","11.506830215454102","11.506830215454102","11.506830215454102","","","","","",""
"860","","","","","","","2979","2979","2979","11.513315200805664","11.513315200805664","11.513315200805664","","","","","",""
"861","","","","","","","2987","2987","2987","11.507271766662598","11.507271766662598","11.507271766662598","","","","","",""
"862","","","","","","","2995","2995","2995","11.512161254882812","11.512161254882812","11.512161254882812","","","","","",""
"863","","","","","","","2997","2997","2997","11.50809097290039","11.50809097290039","11.50809097290039","","","","","",""
"864","","","","","","","2999","2999","2999","11.506684303283691","11.506684303283691","11.506684303283691","","","","","",""
"865","","","","","","","3007","3007","3007","11.506355285644531","11.506355285644531","11.506355285644531","","","","","",""
"866","","","","","","","3015","3015","3015","11.508201599121094","11.508201599121094","11.508201599121094","","","","","",""
"867","","","","","","","3017","3017","3017","11.506070137023926","11.506070137023926","11.506070137023926","","","","","",""
"868","","","","","","","3019","3019","3019","11.50485897064209","11.50485897064209","11.50485897064209","","","","","",""
"869","","","","","","","3021","3021","3021","11.507177352905273","11.507177352905273","11.507177352905273","","","","","",""
"870","","","","","","","3029","3029","3029","11.504709243774414","11.504709243774414","11.504709243774414","","","","","",""
"871","","","","","","","3037","3037","3037","11.50590705871582","11.50590705871582","11.50590705871582","","","","","",""
"872","","","","","","","3039","3039","3039","11.503559112548828","11.503559112548828","11.503559112548828","","","","","",""
"873","","","","","","","3047","3047","3047","11.503471374511719","11.503471374511719","11.503471374511719","","","","","",""
"874","","","","","","","3049","3049","3049","11.505656242370605","11.505656242370605","11.505656242370605","","","","","",""
"875","","","","","","","3057","3057","3057","11.506736755371094","11.506736755371094","11.506736755371094","","","","","",""
"876","","","","","","","3065","3065","3065","11.506111145019531","11.506111145019531","11.506111145019531","","","","","",""
"877","","","","","","","3073","3073","3073","11.502889633178711","11.502889633178711","11.502889633178711","","","","","",""
"878","","","","","","","3075","3075","3075","11.506168365478516","11.506168365478516","11.506168365478516","","","","","",""
"879","","","","","","","3083","3083","3083","11.505648612976074","11.505648612976074","11.505648612976074","","","","","",""
"880","","","","","","","3091","3091","3091","11.506073951721191","11.506073951721191","11.506073951721191","","","","","",""
"881","","","","","","","3099","3099","3099","11.505178451538086","11.505178451538086","11.505178451538086","","","","","",""
"882","","","","","","","3101","3101","3101","11.504782676696777","11.504782676696777","11.504782676696777","","","","","",""
"883","","","","","","","3103","3103","3103","11.505268096923828","11.505268096923828","11.505268096923828","","","","","",""
"884","","","","","","","3111","3111","3111","11.506223678588867","11.506223678588867","11.506223678588867","","","","","",""
"885","","","","","","","3113","3113","3113","11.50605297088623","11.50605297088623","11.50605297088623","","","","","",""
"886","","","","","","","3121","3121","3121","11.507671356201172","11.507671356201172","11.507671356201172","","","","","",""
"887","","","","","","","3129","3129","3129","11.501930236816406","11.501930236816406","11.501930236816406","","","","","",""
"888","","","","","","","3131","3131","3131","11.505459785461426","11.505459785461426","11.505459785461426","","","","","",""
"889","","","","","","","3139","3139","3139","11.504881858825684","11.504881858825684","11.504881858825684","","","","","",""
"890","","","","","","","3141","3141","3141","11.50535774230957","11.50535774230957","11.50535774230957","","","","","",""
"891","","","","","","","3149","3149","3149","11.506359100341797","11.506359100341797","11.506359100341797","","","","","",""
"892","","","","","","","3157","3157","3157","11.507770538330078","11.507770538330078","11.507770538330078","","","","","",""
"893","","","","","","","3165","3165","3165","11.506608009338379","11.506608009338379","11.506608009338379","","","","","",""
"894","","","","","","","3167","3167","3167","11.506545066833496","11.506545066833496","11.506545066833496","","","","","",""
"895","","","","","","","3175","3175","3175","11.506009101867676","11.506009101867676","11.506009101867676","","","","","",""
"896","","","","","","","3183","3183","3183","11.506978034973145","11.506978034973145","11.506978034973145","","","","","",""
"897","","","","","","","3185","3185","3185","11.506623268127441","11.506623268127441","11.506623268127441","","","","","",""
"898","","","","","","","3187","3187","3187","11.505512237548828","11.505512237548828","11.505512237548828","","","","","",""
"899","","","","","","","3189","3189","3189","11.507165908813477","11.507165908813477","11.507165908813477","","","","","",""
"900","7","7","7","11.504310607910156","11.504310607910156","11.504310607910156","3197","3197","3197","11.50760269165039","11.50760269165039","11.50760269165039","","","","","",""
"901","15","15","15","11.503942489624023","11.503942489624023","11.503942489624023","3199","3199","3199","11.506546020507812","11.506546020507812","11.506546020507812","","","","","",""
"902","23","23","23","11.504860877990723","11.504860877990723","11.504860877990723","3207","3207","3207","11.508477210998535","11.508477210998535","11.508477210998535","","","","","",""
"903","31","31","31","11.505548477172852","11.505548477172852","11.505548477172852","","","","","","","","","","","",""
"904","39","39","39","11.503520965576172","11.503520965576172","11.503520965576172","","","","","","","","","","","",""
"905","47","47","47","11.505047798156738","11.505047798156738","11.505047798156738","","","","","","","","","","","",""
"906","55","55","55","11.504860877990723","11.504860877990723","11.504860877990723","","","","","","","","","","","",""
"907","63","63","63","11.503851890563965","11.503851890563965","11.503851890563965","","","","","","","","","","","",""
"908","71","71","71","11.503289222717285","11.503289222717285","11.503289222717285","","","","","","","","","","","",""
"909","79","79","79","11.50310230255127","11.50310230255127","11.50310230255127","","","","","","","","","","","",""
"910","87","87","87","11.503543853759766","11.503543853759766","11.503543853759766","","","","","","","","","","","",""
"911","95","95","95","11.502205848693848","11.502205848693848","11.502205848693848","","","","","","","","","","","",""
"912","103","103","103","11.50224494934082","11.50224494934082","11.50224494934082","","","","","","","","","","","",""
"913","111","111","111","11.5028657913208","11.5028657913208","11.5028657913208","","","","","","","","","","","",""
"914","119","119","119","11.503225326538086","11.503225326538086","11.503225326538086","","","","","","","","","","","",""
"915","127","127","127","11.503443717956543","11.503443717956543","11.503443717956543","","","","","","","","","","","",""
"916","135","135","135","11.502463340759277","11.502463340759277","11.502463340759277","","","","","","","","","","","",""
"917","143","143","143","11.503406524658203","11.503406524658203","11.503406524658203","","","","","","","","","","","",""
"918","151","151","151","11.503377914428711","11.503377914428711","11.503377914428711","","","","","","","","","","","",""
"919","159","159","159","11.500531196594238","11.500531196594238","11.500531196594238","","","","","","","","","","","",""
"920","167","167","167","11.503705024719238","11.503705024719238","11.503705024719238","","","","","","","","","","","",""
"921","175","175","175","11.503765106201172","11.503765106201172","11.503765106201172","","","","","","","","","","","",""
"922","183","183","183","11.502459526062012","11.502459526062012","11.502459526062012","","","","","","","","","","","",""
"923","191","191","191","11.502249717712402","11.502249717712402","11.502249717712402","","","","","","","","","","","",""
"924","199","199","199","11.499090194702148","11.499090194702148","11.499090194702148","","","","","","","","","","","",""
"925","207","207","207","11.503315925598145","11.503315925598145","11.503315925598145","","","","","","","","","","","",""
"926","215","215","215","11.500959396362305","11.500959396362305","11.500959396362305","","","","","","","","","","","",""
"927","223","223","223","11.500905990600586","11.500905990600586","11.500905990600586","","","","","","","","","","","",""
"928","231","231","231","11.499029159545898","11.499029159545898","11.499029159545898","","","","","","","","","","","",""
"929","239","239","239","11.502279281616211","11.502279281616211","11.502279281616211","","","","","","","","","","","",""
"930","247","247","247","11.50167465209961","11.50167465209961","11.50167465209961","","","","","","","","","","","",""
"931","255","255","255","11.502083778381348","11.502083778381348","11.502083778381348","","","","","","","","","","","",""
"932","263","263","263","11.50091552734375","11.50091552734375","11.50091552734375","","","","","","","","","","","",""
"933","271","271","271","11.50000286102295","11.50000286102295","11.50000286102295","","","","","","","","","","","",""
"934","279","279","279","11.499712944030762","11.499712944030762","11.499712944030762","","","","","","","","","","","",""
"935","287","287","287","11.499446868896484","11.499446868896484","11.499446868896484","","","","","","","","","","","",""
"936","295","295","295","11.497363090515137","11.497363090515137","11.497363090515137","","","","","","","","","","","",""
"937","303","303","303","11.498187065124512","11.498187065124512","11.498187065124512","","","","","","","","","","","",""
"938","311","311","311","11.49962043762207","11.49962043762207","11.49962043762207","","","","","","","","","","","",""
"939","319","319","319","11.49768352508545","11.49768352508545","11.49768352508545","","","","","","","","","","","",""
"940","327","327","327","11.496889114379883","11.496889114379883","11.496889114379883","","","","","","","","","","","",""
"941","335","335","335","11.495503425598145","11.495503425598145","11.495503425598145","","","","","","","","","","","",""
"942","343","343","343","11.494988441467285","11.494988441467285","11.494988441467285","","","","","","","","","","","",""
"943","351","351","351","11.498154640197754","11.498154640197754","11.498154640197754","","","","","","","","","","","",""
"944","359","359","359","11.496496200561523","11.496496200561523","11.496496200561523","","","","","","","","","","","",""
"945","367","367","367","11.494443893432617","11.494443893432617","11.494443893432617","","","","","","","","","","","",""
"946","375","375","375","11.497233390808105","11.497233390808105","11.497233390808105","","","","","","","","","","","",""
"947","383","383","383","11.492548942565918","11.492548942565918","11.492548942565918","","","","","","","","","","","",""
"948","391","391","391","11.493033409118652","11.493033409118652","11.493033409118652","","","","","","","","","","","",""
"949","399","399","399","11.492753028869629","11.492753028869629","11.492753028869629","","","","","","","","","","","",""
"950","407","407","407","11.492880821228027","11.492880821228027","11.492880821228027","","","","","","","","","","","",""
"951","415","415","415","11.491644859313965","11.491644859313965","11.491644859313965","","","","","","","","","","","",""
"952","423","423","423","11.493082046508789","11.493082046508789","11.493082046508789","","","","","","","","","","","",""
"953","431","431","431","11.491612434387207","11.491612434387207","11.491612434387207","","","","","","","","","","","",""
"954","439","439","439","11.493313789367676","11.493313789367676","11.493313789367676","","","","","","","","","","","",""
"955","447","447","447","11.49292278289795","11.49292278289795","11.49292278289795","","","","","","","","","","","",""
"956","455","455","455","11.49167251586914","11.49167251586914","11.49167251586914","","","","","","","","","","","",""
"957","463","463","463","11.49486255645752","11.49486255645752","11.49486255645752","","","","","","","","","","","",""
"958","471","471","471","11.492582321166992","11.492582321166992","11.492582321166992","","","","","","","","","","","",""
"959","479","479","479","11.49177074432373","11.49177074432373","11.49177074432373","","","","","","","","","","","",""
"960","487","487","487","11.489819526672363","11.489819526672363","11.489819526672363","","","","","","","","","","","",""
"961","495","495","495","11.490560531616211","11.490560531616211","11.490560531616211","","","","","","","","","","","",""
"962","503","503","503","11.491395950317383","11.491395950317383","11.491395950317383","","","","","","","","","","","",""
"963","511","511","511","11.490374565124512","11.490374565124512","11.490374565124512","","","","","","","","","","","",""
"964","519","519","519","11.487489700317383","11.487489700317383","11.487489700317383","","","","","","","","","","","",""
"965","527","527","527","11.488533020019531","11.488533020019531","11.488533020019531","","","","","","","","","","","",""
"966","535","535","535","11.487971305847168","11.487971305847168","11.487971305847168","","","","","","","","","","","",""
"967","543","543","543","11.486929893493652","11.486929893493652","11.486929893493652","","","","","","","","","","","",""
"968","551","551","551","11.48604679107666","11.48604679107666","11.48604679107666","","","","","","","","","","","",""
"969","559","559","559","11.487126350402832","11.487126350402832","11.487126350402832","","","","","","","","","","","",""
"970","567","567","567","11.486150741577148","11.486150741577148","11.486150741577148","","","","","","","","","","","",""
"971","575","575","575","11.486496925354004","11.486496925354004","11.486496925354004","","","","","","","","","","","",""
"972","583","583","583","11.486001014709473","11.486001014709473","11.486001014709473","","","","","","","","","","","",""
"973","591","591","591","11.484722137451172","11.484722137451172","11.484722137451172","","","","","","","","","","","",""
"974","599","599","599","11.486087799072266","11.486087799072266","11.486087799072266","","","","","","","","","","","",""
"975","607","607","607","11.487312316894531","11.487312316894531","11.487312316894531","","","","","","","","","","","",""
"976","615","615","615","11.487125396728516","11.487125396728516","11.487125396728516","","","","","","","","","","","",""
"977","623","623","623","11.485882759094238","11.485882759094238","11.485882759094238","","","","","","","","","","","",""
"978","631","631","631","11.487776756286621","11.487776756286621","11.487776756286621","","","","","","","","","","","",""
"979","639","639","639","11.485739707946777","11.485739707946777","11.485739707946777","","","","","","","","","","","",""
"980","647","647","647","11.487724304199219","11.487724304199219","11.487724304199219","","","","","","","","","","","",""
"981","655","655","655","11.487265586853027","11.487265586853027","11.487265586853027","","","","","","","","","","","",""
"982","663","663","663","11.486982345581055","11.486982345581055","11.486982345581055","","","","","","","","","","","",""
"983","671","671","671","11.485934257507324","11.485934257507324","11.485934257507324","","","","","","","","","","","",""
"984","679","679","679","11.485983848571777","11.485983848571777","11.485983848571777","","","","","","","","","","","",""
"985","687","687","687","11.483936309814453","11.483936309814453","11.483936309814453","","","","","","","","","","","",""
"986","695","695","695","11.484045028686523","11.484045028686523","11.484045028686523","","","","","","","","","","","",""
"987","703","703","703","11.483831405639648","11.483831405639648","11.483831405639648","","","","","","","","","","","",""
"988","711","711","711","11.484298706054688","11.484298706054688","11.484298706054688","","","","","","","","","","","",""
"989","719","719","719","11.484963417053223","11.484963417053223","11.484963417053223","","","","","","","","","","","",""
"990","727","727","727","11.48428726196289","11.48428726196289","11.48428726196289","","","","","","","","","","","",""
"991","735","735","735","11.485021591186523","11.485021591186523","11.485021591186523","","","","","","","","","","","",""
"992","743","743","743","11.485706329345703","11.485706329345703","11.485706329345703","","","","","","","","","","","",""
"993","751","751","751","11.482701301574707","11.482701301574707","11.482701301574707","","","","","","","","","","","",""
"994","759","759","759","11.485918045043945","11.485918045043945","11.485918045043945","","","","","","","","","","","",""
"995","767","767","767","11.484216690063477","11.484216690063477","11.484216690063477","","","","","","","","","","","",""
"996","775","775","775","11.483104705810547","11.483104705810547","11.483104705810547","","","","","","","","","","","",""
"997","783","783","783","11.484871864318848","11.484871864318848","11.484871864318848","","","","","","","","","","","",""
"998","791","791","791","11.482914924621582","11.482914924621582","11.482914924621582","","","","","","","","","","","",""
"999","799","799","799","11.483017921447754","11.483017921447754","11.483017921447754","","","","","","","","","","","",""
"1000","807","807","807","11.482255935668945","11.482255935668945","11.482255935668945","","","","","","","","","","","",""
"1001","815","815","815","11.48093318939209","11.48093318939209","11.48093318939209","","","","","","","","","","","",""
"1002","823","823","823","11.480854988098145","11.480854988098145","11.480854988098145","","","","","","","","","","","",""
"1003","831","831","831","11.480142593383789","11.480142593383789","11.480142593383789","","","","","","","","","","","",""
"1004","839","839","839","11.480334281921387","11.480334281921387","11.480334281921387","","","","","","","","","","","",""
"1005","847","847","847","11.482369422912598","11.482369422912598","11.482369422912598","","","","","","","","","","","",""
"1006","855","855","855","11.477592468261719","11.477592468261719","11.477592468261719","","","","","","","","","","","",""
"1007","863","863","863","11.479742050170898","11.479742050170898","11.479742050170898","","","","","","","","","","","",""
"1008","871","871","871","11.479851722717285","11.479851722717285","11.479851722717285","","","","","","","","","","","",""
"1009","879","879","879","11.478943824768066","11.478943824768066","11.478943824768066","","","","","","","","","","","",""
"1010","887","887","887","11.479520797729492","11.479520797729492","11.479520797729492","","","","","","","","","","","",""
"1011","895","895","895","11.478296279907227","11.478296279907227","11.478296279907227","","","","","","","","","","","",""
"1012","903","903","903","11.476637840270996","11.476637840270996","11.476637840270996","","","","","","","","","","","",""
"1013","911","911","911","11.477803230285645","11.477803230285645","11.477803230285645","","","","","","","","","","","",""
"1014","919","919","919","11.476034164428711","11.476034164428711","11.476034164428711","","","","","","","","","","","",""
"1015","927","927","927","11.476770401000977","11.476770401000977","11.476770401000977","","","","","","","","","","","",""
"1016","935","935","935","11.477362632751465","11.477362632751465","11.477362632751465","","","","","","","","","","","",""
"1017","943","943","943","11.47698974609375","11.47698974609375","11.47698974609375","","","","","","","","","","","",""
"1018","951","951","951","11.476890563964844","11.476890563964844","11.476890563964844","","","","","","","","","","","",""
"1019","959","959","959","11.477195739746094","11.477195739746094","11.477195739746094","","","","","","","","","","","",""
"1020","967","967","967","11.476787567138672","11.476787567138672","11.476787567138672","","","","","","","","","","","",""
"1021","975","975","975","11.475671768188477","11.475671768188477","11.475671768188477","","","","","","","","","","","",""
"1022","983","983","983","11.475522994995117","11.475522994995117","11.475522994995117","","","","","","","","","","","",""
