"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_rnn_block.col_norm.0.weight_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_rnn_block.col_norm.0.weight_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_rnn_block.col_norm.0.weight_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_rnn_block.col_norm.0.weight_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_rnn_block.col_norm.0.weight_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_rnn_block.col_norm.0.weight_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Generator_rnn_block.col_norm.0.weight_norm","29/04 10:06:37 Standard (weights)1 - Generator_rnn_block.col_norm.0.weight_norm__MIN","29/04 10:06:37 Standard (weights)1 - Generator_rnn_block.col_norm.0.weight_norm__MAX"
"216","","","","","","","","","","","","","4872","4872","4872","11.446367263793945","11.446367263793945","11.446367263793945"
"217","","","","","","","","","","","","","4895","4895","4895","11.446860313415527","11.446860313415527","11.446860313415527"
"218","","","","","","","","","","","","","4917","4917","4917","11.449071884155273","11.449071884155273","11.449071884155273"
"219","","","","","","","","","","","","","4940","4940","4940","11.448870658874512","11.448870658874512","11.448870658874512"
"220","","","","","","","","","","","","","4962","4962","4962","11.448400497436523","11.448400497436523","11.448400497436523"
"221","","","","","","","","","","","","","4985","4985","4985","11.449268341064453","11.449268341064453","11.449268341064453"
"222","","","","","","","","","","","","","5007","5007","5007","11.455456733703613","11.455456733703613","11.455456733703613"
"223","","","","","","","","","","","","","5030","5030","5030","11.453779220581055","11.453779220581055","11.453779220581055"
"224","","","","","","","","","","","","","5052","5052","5052","11.453307151794434","11.453307151794434","11.453307151794434"
"225","","","","","","","","","","","","","5074","5074","5074","11.453892707824707","11.453892707824707","11.453892707824707"
"226","","","","","","","","","","","","","5097","5097","5097","11.453722953796387","11.453722953796387","11.453722953796387"
"227","","","","","","","","","","","","","5119","5119","5119","11.45418930053711","11.45418930053711","11.45418930053711"
"228","","","","","","","","","","","","","5142","5142","5142","11.455730438232422","11.455730438232422","11.455730438232422"
"229","","","","","","","","","","","","","5164","5164","5164","11.45729923248291","11.45729923248291","11.45729923248291"
"230","","","","","","","","","","","","","5187","5187","5187","11.458468437194824","11.458468437194824","11.458468437194824"
"231","","","","","","","","","","","","","5209","5209","5209","11.457738876342773","11.457738876342773","11.457738876342773"
"232","","","","","","","","","","","","","5232","5232","5232","11.45726203918457","11.45726203918457","11.45726203918457"
"233","","","","","","","","","","","","","5254","5254","5254","11.456769943237305","11.456769943237305","11.456769943237305"
"234","","","","","","","","","","","","","5277","5277","5277","11.45688533782959","11.45688533782959","11.45688533782959"
"235","","","","","","","","","","","","","5299","5299","5299","11.458707809448242","11.458707809448242","11.458707809448242"
"236","","","","","","","","","","","","","5322","5322","5322","11.457987785339355","11.457987785339355","11.457987785339355"
"237","","","","","","","","","","","","","5344","5344","5344","11.461573600769043","11.461573600769043","11.461573600769043"
"238","","","","","","","","","","","","","5366","5366","5366","11.458168983459473","11.458168983459473","11.458168983459473"
"239","","","","","","","","","","","","","5389","5389","5389","11.457688331604004","11.457688331604004","11.457688331604004"
"240","","","","","","","","","","","","","5411","5411","5411","11.459335327148438","11.459335327148438","11.459335327148438"
"241","","","","","","","","","","","","","5434","5434","5434","11.458413124084473","11.458413124084473","11.458413124084473"
"242","","","","","","","","","","","","","5456","5456","5456","11.460556983947754","11.460556983947754","11.460556983947754"
"243","","","","","","","","","","","","","5479","5479","5479","11.459331512451172","11.459331512451172","11.459331512451172"
"244","","","","","","","","","","","","","5501","5501","5501","11.459684371948242","11.459684371948242","11.459684371948242"
"245","","","","","","","","","","","","","5524","5524","5524","11.460359573364258","11.460359573364258","11.460359573364258"
"246","","","","","","","","","","","","","5546","5546","5546","11.46108341217041","11.46108341217041","11.46108341217041"
"247","","","","","","","","","","","","","5569","5569","5569","11.460883140563965","11.460883140563965","11.460883140563965"
"248","","","","","","","","","","","","","5591","5591","5591","11.462625503540039","11.462625503540039","11.462625503540039"
"249","","","","","","","","","","","","","5614","5614","5614","11.46068286895752","11.46068286895752","11.46068286895752"
"250","","","","","","","7","7","7","11.467480659484863","11.467480659484863","11.467480659484863","5636","5636","5636","11.462776184082031","11.462776184082031","11.462776184082031"
"251","","","","","","","9","9","9","11.463530540466309","11.463530540466309","11.463530540466309","5658","5658","5658","11.463082313537598","11.463082313537598","11.463082313537598"
"252","","","","","","","11","11","11","11.465492248535156","11.465492248535156","11.465492248535156","","","","","",""
"253","","","","","","","13","13","13","11.465246200561523","11.465246200561523","11.465246200561523","","","","","",""
"254","","","","","","","21","21","21","11.465507507324219","11.465507507324219","11.465507507324219","","","","","",""
"255","","","","","","","23","23","23","11.465591430664062","11.465591430664062","11.465591430664062","","","","","",""
"256","","","","","","","31","31","31","11.465604782104492","11.465604782104492","11.465604782104492","","","","","",""
"257","","","","","","","39","39","39","11.466064453125","11.466064453125","11.466064453125","","","","","",""
"258","","","","","","","41","41","41","11.466582298278809","11.466582298278809","11.466582298278809","","","","","",""
"259","","","","","","","49","49","49","11.466625213623047","11.466625213623047","11.466625213623047","","","","","",""
"260","","","","","","","51","51","51","11.46674919128418","11.46674919128418","11.46674919128418","","","","","",""
"261","","","","","","","59","59","59","11.466753959655762","11.466753959655762","11.466753959655762","","","","","",""
"262","","","","","","","67","67","67","11.467196464538574","11.467196464538574","11.467196464538574","","","","","",""
"263","","","","","","","75","75","75","11.467721939086914","11.467721939086914","11.467721939086914","","","","","",""
"264","","","","","","","77","77","77","11.467752456665039","11.467752456665039","11.467752456665039","","","","","",""
"265","","","","","","","79","79","79","11.467347145080566","11.467347145080566","11.467347145080566","","","","","",""
"266","","","","","","","87","87","87","11.468361854553223","11.468361854553223","11.468361854553223","","","","","",""
"267","","","","","","","89","89","89","11.468877792358398","11.468877792358398","11.468877792358398","","","","","",""
"268","","","","","","","97","97","97","11.469067573547363","11.469067573547363","11.469067573547363","","","","","",""
"269","","","","","","","105","105","105","11.46931266784668","11.46931266784668","11.46931266784668","","","","","",""
"270","","","","","","","113","113","113","11.468025207519531","11.468025207519531","11.468025207519531","","","","","",""
"271","","","","","","","121","121","121","11.468222618103027","11.468222618103027","11.468222618103027","","","","","",""
"272","","","","","","","123","123","123","11.468557357788086","11.468557357788086","11.468557357788086","","","","","",""
"273","","","","","","","125","125","125","11.468293190002441","11.468293190002441","11.468293190002441","","","","","",""
"274","","","","","","","127","127","127","11.468318939208984","11.468318939208984","11.468318939208984","","","","","",""
"275","","","","","","","129","129","129","11.469654083251953","11.469654083251953","11.469654083251953","","","","","",""
"276","","","","","","","131","131","131","11.469836235046387","11.469836235046387","11.469836235046387","","","","","",""
"277","","","","","","","133","133","133","11.47063159942627","11.47063159942627","11.47063159942627","","","","","",""
"278","","","","","","","141","141","141","11.470527648925781","11.470527648925781","11.470527648925781","","","","","",""
"279","","","","","","","143","143","143","11.469588279724121","11.469588279724121","11.469588279724121","","","","","",""
"280","","","","","","","151","151","151","11.471118927001953","11.471118927001953","11.471118927001953","","","","","",""
"281","","","","","","","159","159","159","11.470606803894043","11.470606803894043","11.470606803894043","","","","","",""
"282","","","","","","","161","161","161","11.470507621765137","11.470507621765137","11.470507621765137","","","","","",""
"283","","","","","","","169","169","169","11.471235275268555","11.471235275268555","11.471235275268555","","","","","",""
"284","","","","","","","177","177","177","11.470980644226074","11.470980644226074","11.470980644226074","","","","","",""
"285","","","","","","","179","179","179","11.472217559814453","11.472217559814453","11.472217559814453","","","","","",""
"286","","","","","","","181","181","181","11.471436500549316","11.471436500549316","11.471436500549316","","","","","",""
"287","","","","","","","183","183","183","11.470418930053711","11.470418930053711","11.470418930053711","","","","","",""
"288","","","","","","","185","185","185","11.470757484436035","11.470757484436035","11.470757484436035","","","","","",""
"289","","","","","","","193","193","193","11.47119140625","11.47119140625","11.47119140625","","","","","",""
"290","","","","","","","195","195","195","11.472846031188965","11.472846031188965","11.472846031188965","","","","","",""
"291","","","","","","","197","197","197","11.470769882202148","11.470769882202148","11.470769882202148","","","","","",""
"292","","","","","","","205","205","205","11.472618103027344","11.472618103027344","11.472618103027344","","","","","",""
"293","","","","","","","213","213","213","11.472640037536621","11.472640037536621","11.472640037536621","","","","","",""
"294","","","","","","","215","215","215","11.472224235534668","11.472224235534668","11.472224235534668","","","","","",""
"295","","","","","","","217","217","217","11.47170352935791","11.47170352935791","11.47170352935791","","","","","",""
"296","","","","","","","219","219","219","11.47202205657959","11.47202205657959","11.47202205657959","","","","","",""
"297","","","","","","","221","221","221","11.47082233428955","11.47082233428955","11.47082233428955","","","","","",""
"298","","","","","","","223","223","223","11.474061012268066","11.474061012268066","11.474061012268066","","","","","",""
"299","","","","","","","231","231","231","11.471384048461914","11.471384048461914","11.471384048461914","","","","","",""
"300","","","","","","","239","239","239","11.47445011138916","11.47445011138916","11.47445011138916","","","","","",""
"301","","","","","","","247","247","247","11.473955154418945","11.473955154418945","11.473955154418945","","","","","",""
"302","","","","","","","255","255","255","11.474205017089844","11.474205017089844","11.474205017089844","","","","","",""
"303","","","","","","","257","257","257","11.474474906921387","11.474474906921387","11.474474906921387","","","","","",""
"304","","","","","","","265","265","265","11.474996566772461","11.474996566772461","11.474996566772461","","","","","",""
"305","","","","","","","267","267","267","11.476409912109375","11.476409912109375","11.476409912109375","","","","","",""
"306","","","","","","","275","275","275","11.473710060119629","11.473710060119629","11.473710060119629","","","","","",""
"307","","","","","","","277","277","277","11.475493431091309","11.475493431091309","11.475493431091309","","","","","",""
"308","","","","","","","279","279","279","11.473628997802734","11.473628997802734","11.473628997802734","","","","","",""
"309","","","","","","","287","287","287","11.474933624267578","11.474933624267578","11.474933624267578","","","","","",""
"310","","","","","","","295","295","295","11.472455024719238","11.472455024719238","11.472455024719238","","","","","",""
"311","","","","","","","303","303","303","11.473283767700195","11.473283767700195","11.473283767700195","","","","","",""
"312","","","","","","","311","311","311","11.472867965698242","11.472867965698242","11.472867965698242","","","","","",""
"313","","","","","","","313","313","313","11.474374771118164","11.474374771118164","11.474374771118164","","","","","",""
"314","","","","","","","315","315","315","11.47481918334961","11.47481918334961","11.47481918334961","","","","","",""
"315","","","","","","","323","323","323","11.474566459655762","11.474566459655762","11.474566459655762","","","","","",""
"316","","","","","","","331","331","331","11.473419189453125","11.473419189453125","11.473419189453125","","","","","",""
"317","","","","","","","339","339","339","11.474638938903809","11.474638938903809","11.474638938903809","","","","","",""
"318","","","","","","","341","341","341","11.472956657409668","11.472956657409668","11.472956657409668","","","","","",""
"319","","","","","","","343","343","343","11.473592758178711","11.473592758178711","11.473592758178711","","","","","",""
"320","","","","","","","351","351","351","11.474273681640625","11.474273681640625","11.474273681640625","","","","","",""
"321","","","","","","","359","359","359","11.474812507629395","11.474812507629395","11.474812507629395","","","","","",""
"322","","","","","","","361","361","361","11.474833488464355","11.474833488464355","11.474833488464355","","","","","",""
"323","","","","","","","369","369","369","11.477577209472656","11.477577209472656","11.477577209472656","","","","","",""
"324","","","","","","","371","371","371","11.478658676147461","11.478658676147461","11.478658676147461","","","","","",""
"325","","","","","","","379","379","379","11.478428840637207","11.478428840637207","11.478428840637207","","","","","",""
"326","","","","","","","387","387","387","11.480280876159668","11.480280876159668","11.480280876159668","","","","","",""
"327","","","","","","","395","395","395","11.479287147521973","11.479287147521973","11.479287147521973","","","","","",""
"328","","","","","","","403","403","403","11.479156494140625","11.479156494140625","11.479156494140625","","","","","",""
"329","","","","","","","411","411","411","11.47863483428955","11.47863483428955","11.47863483428955","","","","","",""
"330","","","","","","","413","413","413","11.479211807250977","11.479211807250977","11.479211807250977","","","","","",""
"331","","","","","","","421","421","421","11.478476524353027","11.478476524353027","11.478476524353027","","","","","",""
"332","","","","","","","423","423","423","11.479225158691406","11.479225158691406","11.479225158691406","","","","","",""
"333","","","","","","","425","425","425","11.479154586791992","11.479154586791992","11.479154586791992","","","","","",""
"334","","","","","","","427","427","427","11.479581832885742","11.479581832885742","11.479581832885742","","","","","",""
"335","","","","","","","435","435","435","11.479701042175293","11.479701042175293","11.479701042175293","","","","","",""
"336","","","","","","","437","437","437","11.478612899780273","11.478612899780273","11.478612899780273","","","","","",""
"337","","","","","","","445","445","445","11.478485107421875","11.478485107421875","11.478485107421875","","","","","",""
"338","","","","","","","453","453","453","11.477649688720703","11.477649688720703","11.477649688720703","","","","","",""
"339","","","","","","","461","461","461","11.479667663574219","11.479667663574219","11.479667663574219","","","","","",""
"340","","","","","","","463","463","463","11.4791898727417","11.4791898727417","11.4791898727417","","","","","",""
"341","","","","","","","471","471","471","11.479537963867188","11.479537963867188","11.479537963867188","","","","","",""
"342","","","","","","","479","479","479","11.476885795593262","11.476885795593262","11.476885795593262","","","","","",""
"343","","","","","","","481","481","481","11.480978012084961","11.480978012084961","11.480978012084961","","","","","",""
"344","","","","","","","489","489","489","11.481358528137207","11.481358528137207","11.481358528137207","","","","","",""
"345","","","","","","","497","497","497","11.479653358459473","11.479653358459473","11.479653358459473","","","","","",""
"346","","","","","","","499","499","499","11.479066848754883","11.479066848754883","11.479066848754883","","","","","",""
"347","","","","","","","507","507","507","11.481491088867188","11.481491088867188","11.481491088867188","","","","","",""
"348","","","","","","","515","515","515","11.482661247253418","11.482661247253418","11.482661247253418","","","","","",""
"349","","","","","","","517","517","517","11.482769012451172","11.482769012451172","11.482769012451172","","","","","",""
"350","","","","","","","519","519","519","11.481160163879395","11.481160163879395","11.481160163879395","","","","","",""
"351","","","","","","","521","521","521","11.483024597167969","11.483024597167969","11.483024597167969","","","","","",""
"352","","","","","","","523","523","523","11.485629081726074","11.485629081726074","11.485629081726074","","","","","",""
"353","","","","","","","531","531","531","11.484835624694824","11.484835624694824","11.484835624694824","","","","","",""
"354","","","","","","","533","533","533","11.484930038452148","11.484930038452148","11.484930038452148","","","","","",""
"355","","","","","","","535","535","535","11.485175132751465","11.485175132751465","11.485175132751465","","","","","",""
"356","","","","","","","543","543","543","11.487052917480469","11.487052917480469","11.487052917480469","","","","","",""
"357","","","","","","","545","545","545","11.486003875732422","11.486003875732422","11.486003875732422","","","","","",""
"358","","","","","","","553","553","553","11.485815048217773","11.485815048217773","11.485815048217773","","","","","",""
"359","","","","","","","561","561","561","11.484829902648926","11.484829902648926","11.484829902648926","","","","","",""
"360","","","","","","","569","569","569","11.484557151794434","11.484557151794434","11.484557151794434","","","","","",""
"361","","","","","","","571","571","571","11.484503746032715","11.484503746032715","11.484503746032715","","","","","",""
"362","","","","","","","579","579","579","11.485006332397461","11.485006332397461","11.485006332397461","","","","","",""
"363","","","","","","","581","581","581","11.485004425048828","11.485004425048828","11.485004425048828","","","","","",""
"364","","","","","","","589","589","589","11.48471736907959","11.48471736907959","11.48471736907959","","","","","",""
"365","","","","","","","597","597","597","11.485453605651855","11.485453605651855","11.485453605651855","","","","","",""
"366","","","","","","","605","605","605","11.48701286315918","11.48701286315918","11.48701286315918","","","","","",""
"367","","","","","","","607","607","607","11.484914779663086","11.484914779663086","11.484914779663086","","","","","",""
"368","","","","","","","615","615","615","11.484692573547363","11.484692573547363","11.484692573547363","","","","","",""
"369","","","","","","","623","623","623","11.48648738861084","11.48648738861084","11.48648738861084","","","","","",""
"370","","","","","","","631","631","631","11.483946800231934","11.483946800231934","11.483946800231934","","","","","",""
"371","","","","","","","639","639","639","11.486973762512207","11.486973762512207","11.486973762512207","","","","","",""
"372","","","","","","","647","647","647","11.488479614257812","11.488479614257812","11.488479614257812","","","","","",""
"373","","","","","","","649","649","649","11.483997344970703","11.483997344970703","11.483997344970703","","","","","",""
"374","","","","","","","657","657","657","11.487558364868164","11.487558364868164","11.487558364868164","","","","","",""
"375","","","","","","","659","659","659","11.486427307128906","11.486427307128906","11.486427307128906","","","","","",""
"376","","","","","","","667","667","667","11.486674308776855","11.486674308776855","11.486674308776855","","","","","",""
"377","","","","","","","675","675","675","11.486249923706055","11.486249923706055","11.486249923706055","","","","","",""
"378","","","","","","","677","677","677","11.487427711486816","11.487427711486816","11.487427711486816","","","","","",""
"379","","","","","","","679","679","679","11.48901081085205","11.48901081085205","11.48901081085205","","","","","",""
"380","","","","","","","687","687","687","11.489323616027832","11.489323616027832","11.489323616027832","","","","","",""
"381","","","","","","","695","695","695","11.490007400512695","11.490007400512695","11.490007400512695","","","","","",""
"382","","","","","","","703","703","703","11.489211082458496","11.489211082458496","11.489211082458496","","","","","",""
"383","","","","","","","705","705","705","11.489398956298828","11.489398956298828","11.489398956298828","","","","","",""
"384","","","","","","","707","707","707","11.487585067749023","11.487585067749023","11.487585067749023","","","","","",""
"385","","","","","","","715","715","715","11.487936973571777","11.487936973571777","11.487936973571777","","","","","",""
"386","","","","","","","717","717","717","11.488563537597656","11.488563537597656","11.488563537597656","","","","","",""
"387","","","","","","","719","719","719","11.48840045928955","11.48840045928955","11.48840045928955","","","","","",""
"388","","","","","","","721","721","721","11.48914623260498","11.48914623260498","11.48914623260498","","","","","",""
"389","","","","","","","723","723","723","11.489113807678223","11.489113807678223","11.489113807678223","","","","","",""
"390","","","","","","","725","725","725","11.488024711608887","11.488024711608887","11.488024711608887","","","","","",""
"391","","","","","","","733","733","733","11.489741325378418","11.489741325378418","11.489741325378418","","","","","",""
"392","","","","","","","735","735","735","11.490128517150879","11.490128517150879","11.490128517150879","","","","","",""
"393","","","","","","","743","743","743","11.490704536437988","11.490704536437988","11.490704536437988","","","","","",""
"394","","","","","","","745","745","745","11.491826057434082","11.491826057434082","11.491826057434082","","","","","",""
"395","","","","","","","747","747","747","11.490357398986816","11.490357398986816","11.490357398986816","","","","","",""
"396","","","","","","","749","749","749","11.491290092468262","11.491290092468262","11.491290092468262","","","","","",""
"397","","","","","","","757","757","757","11.489063262939453","11.489063262939453","11.489063262939453","","","","","",""
"398","","","","","","","765","765","765","11.490410804748535","11.490410804748535","11.490410804748535","","","","","",""
"399","","","","","","","773","773","773","11.49248218536377","11.49248218536377","11.49248218536377","","","","","",""
"400","","","","","","","775","775","775","11.491250991821289","11.491250991821289","11.491250991821289","","","","","",""
"401","","","","","","","777","777","777","11.492539405822754","11.492539405822754","11.492539405822754","","","","","",""
"402","","","","","","","785","785","785","11.49014949798584","11.49014949798584","11.49014949798584","","","","","",""
"403","","","","","","","793","793","793","11.49042797088623","11.49042797088623","11.49042797088623","","","","","",""
"404","","","","","","","795","795","795","11.489115715026855","11.489115715026855","11.489115715026855","","","","","",""
"405","","","","","","","803","803","803","11.489749908447266","11.489749908447266","11.489749908447266","","","","","",""
"406","","","","","","","805","805","805","11.490750312805176","11.490750312805176","11.490750312805176","","","","","",""
"407","","","","","","","807","807","807","11.490975379943848","11.490975379943848","11.490975379943848","","","","","",""
"408","","","","","","","815","815","815","11.491362571716309","11.491362571716309","11.491362571716309","","","","","",""
"409","","","","","","","817","817","817","11.489628791809082","11.489628791809082","11.489628791809082","","","","","",""
"410","","","","","","","819","819","819","11.491124153137207","11.491124153137207","11.491124153137207","","","","","",""
"411","","","","","","","821","821","821","11.491008758544922","11.491008758544922","11.491008758544922","","","","","",""
"412","","","","","","","823","823","823","11.490668296813965","11.490668296813965","11.490668296813965","","","","","",""
"413","","","","","","","825","825","825","11.490090370178223","11.490090370178223","11.490090370178223","","","","","",""
"414","","","","","","","827","827","827","11.49062442779541","11.49062442779541","11.49062442779541","","","","","",""
"415","","","","","","","829","829","829","11.490377426147461","11.490377426147461","11.490377426147461","","","","","",""
"416","","","","","","","837","837","837","11.491338729858398","11.491338729858398","11.491338729858398","","","","","",""
"417","","","","","","","845","845","845","11.491148948669434","11.491148948669434","11.491148948669434","","","","","",""
"418","","","","","","","847","847","847","11.492315292358398","11.492315292358398","11.492315292358398","","","","","",""
"419","","","","","","","849","849","849","11.494422912597656","11.494422912597656","11.494422912597656","","","","","",""
"420","","","","","","","851","851","851","11.493921279907227","11.493921279907227","11.493921279907227","","","","","",""
"421","","","","","","","853","853","853","11.494543075561523","11.494543075561523","11.494543075561523","","","","","",""
"422","","","","","","","861","861","861","11.494930267333984","11.494930267333984","11.494930267333984","","","","","",""
"423","","","","","","","869","869","869","11.49612045288086","11.49612045288086","11.49612045288086","","","","","",""
"424","","","","","","","871","871","871","11.494599342346191","11.494599342346191","11.494599342346191","","","","","",""
"425","","","","","","","873","873","873","11.496505737304688","11.496505737304688","11.496505737304688","","","","","",""
"426","","","","","","","881","881","881","11.496092796325684","11.496092796325684","11.496092796325684","","","","","",""
"427","","","","","","","889","889","889","11.496498107910156","11.496498107910156","11.496498107910156","","","","","",""
"428","","","","","","","897","897","897","11.494976997375488","11.494976997375488","11.494976997375488","","","","","",""
"429","","","","","","","899","899","899","11.494730949401855","11.494730949401855","11.494730949401855","","","","","",""
"430","","","","","","","901","901","901","11.495137214660645","11.495137214660645","11.495137214660645","","","","","",""
"431","","","","","","","903","903","903","11.495347023010254","11.495347023010254","11.495347023010254","","","","","",""
"432","","","","","","","905","905","905","11.494028091430664","11.494028091430664","11.494028091430664","","","","","",""
"433","","","","","","","907","907","907","11.498867988586426","11.498867988586426","11.498867988586426","","","","","",""
"434","","","","","","","915","915","915","11.495455741882324","11.495455741882324","11.495455741882324","","","","","",""
"435","","","","","","","923","923","923","11.496697425842285","11.496697425842285","11.496697425842285","","","","","",""
"436","","","","","","","931","931","931","11.495574951171875","11.495574951171875","11.495574951171875","","","","","",""
"437","","","","","","","933","933","933","11.495648384094238","11.495648384094238","11.495648384094238","","","","","",""
"438","","","","","","","935","935","935","11.495813369750977","11.495813369750977","11.495813369750977","","","","","",""
"439","","","","","","","937","937","937","11.495790481567383","11.495790481567383","11.495790481567383","","","","","",""
"440","","","","","","","945","945","945","11.49612045288086","11.49612045288086","11.49612045288086","","","","","",""
"441","","","","","","","947","947","947","11.496525764465332","11.496525764465332","11.496525764465332","","","","","",""
"442","","","","","","","949","949","949","11.49763298034668","11.49763298034668","11.49763298034668","","","","","",""
"443","","","","","","","957","957","957","11.498888969421387","11.498888969421387","11.498888969421387","","","","","",""
"444","","","","","","","965","965","965","11.495442390441895","11.495442390441895","11.495442390441895","","","","","",""
"445","","","","","","","967","967","967","11.497316360473633","11.497316360473633","11.497316360473633","","","","","",""
"446","","","","","","","969","969","969","11.499151229858398","11.499151229858398","11.499151229858398","","","","","",""
"447","","","","","","","977","977","977","11.498968124389648","11.498968124389648","11.498968124389648","","","","","",""
"448","","","","","","","985","985","985","11.497594833374023","11.497594833374023","11.497594833374023","","","","","",""
"449","","","","","","","993","993","993","11.497657775878906","11.497657775878906","11.497657775878906","","","","","",""
"450","","","","","","","995","995","995","11.497634887695312","11.497634887695312","11.497634887695312","","","","","",""
"451","","","","","","","1003","1003","1003","11.497292518615723","11.497292518615723","11.497292518615723","","","","","",""
"452","","","","","","","1005","1005","1005","11.498197555541992","11.498197555541992","11.498197555541992","","","","","",""
"453","","","","","","","1007","1007","1007","11.497532844543457","11.497532844543457","11.497532844543457","","","","","",""
"454","","","","","","","1009","1009","1009","11.496707916259766","11.496707916259766","11.496707916259766","","","","","",""
"455","","","","","","","1017","1017","1017","11.496051788330078","11.496051788330078","11.496051788330078","","","","","",""
"456","","","","","","","1019","1019","1019","11.497110366821289","11.497110366821289","11.497110366821289","","","","","",""
"457","","","","","","","1021","1021","1021","11.497530937194824","11.497530937194824","11.497530937194824","","","","","",""
"458","","","","","","","1029","1029","1029","11.497238159179688","11.497238159179688","11.497238159179688","","","","","",""
"459","","","","","","","1037","1037","1037","11.498385429382324","11.498385429382324","11.498385429382324","","","","","",""
"460","","","","","","","1039","1039","1039","11.500265121459961","11.500265121459961","11.500265121459961","","","","","",""
"461","","","","","","","1047","1047","1047","11.499590873718262","11.499590873718262","11.499590873718262","","","","","",""
"462","","","","","","","1049","1049","1049","11.500663757324219","11.500663757324219","11.500663757324219","","","","","",""
"463","","","","","","","1051","1051","1051","11.500524520874023","11.500524520874023","11.500524520874023","","","","","",""
"464","","","","","","","1059","1059","1059","11.49479866027832","11.49479866027832","11.49479866027832","","","","","",""
"465","","","","","","","1067","1067","1067","11.509632110595703","11.509632110595703","11.509632110595703","","","","","",""
"466","","","","","","","1069","1069","1069","11.505733489990234","11.505733489990234","11.505733489990234","","","","","",""
"467","","","","","","","1077","1077","1077","11.507696151733398","11.507696151733398","11.507696151733398","","","","","",""
"468","","","","","","","1085","1085","1085","11.508674621582031","11.508674621582031","11.508674621582031","","","","","",""
"469","","","","","","","1093","1093","1093","11.50914478302002","11.50914478302002","11.50914478302002","","","","","",""
"470","","","","","","","1101","1101","1101","11.509828567504883","11.509828567504883","11.509828567504883","","","","","",""
"471","","","","","","","1109","1109","1109","11.508530616760254","11.508530616760254","11.508530616760254","","","","","",""
"472","","","","","","","1111","1111","1111","11.510210037231445","11.510210037231445","11.510210037231445","","","","","",""
"473","","","","","","","1113","1113","1113","11.509811401367188","11.509811401367188","11.509811401367188","","","","","",""
"474","","","","","","","1121","1121","1121","11.509307861328125","11.509307861328125","11.509307861328125","","","","","",""
"475","","","","","","","1129","1129","1129","11.510382652282715","11.510382652282715","11.510382652282715","","","","","",""
"476","","","","","","","1137","1137","1137","11.509544372558594","11.509544372558594","11.509544372558594","","","","","",""
"477","","","","","","","1145","1145","1145","11.510079383850098","11.510079383850098","11.510079383850098","","","","","",""
"478","","","","","","","1147","1147","1147","11.510563850402832","11.510563850402832","11.510563850402832","","","","","",""
"479","","","","","","","1149","1149","1149","11.511128425598145","11.511128425598145","11.511128425598145","","","","","",""
"480","","","","","","","1151","1151","1151","11.511064529418945","11.511064529418945","11.511064529418945","","","","","",""
"481","","","","","","","1153","1153","1153","11.511686325073242","11.511686325073242","11.511686325073242","","","","","",""
"482","","","","","","","1161","1161","1161","11.510870933532715","11.510870933532715","11.510870933532715","","","","","",""
"483","","","","","","","1163","1163","1163","11.51144790649414","11.51144790649414","11.51144790649414","","","","","",""
"484","","","","","","","1171","1171","1171","11.511248588562012","11.511248588562012","11.511248588562012","","","","","",""
"485","","","","","","","1173","1173","1173","11.510720252990723","11.510720252990723","11.510720252990723","","","","","",""
"486","","","","","","","1175","1175","1175","11.510519027709961","11.510519027709961","11.510519027709961","","","","","",""
"487","","","","","","","1183","1183","1183","11.509260177612305","11.509260177612305","11.509260177612305","","","","","",""
"488","","","","","","","1191","1191","1191","11.509045600891113","11.509045600891113","11.509045600891113","","","","","",""
"489","","","","","","","1193","1193","1193","11.510592460632324","11.510592460632324","11.510592460632324","","","","","",""
"490","","","","","","","1201","1201","1201","11.511686325073242","11.511686325073242","11.511686325073242","","","","","",""
"491","","","","","","","1203","1203","1203","11.509357452392578","11.509357452392578","11.509357452392578","","","","","",""
"492","","","","","","","1205","1205","1205","11.510668754577637","11.510668754577637","11.510668754577637","","","","","",""
"493","","","","","","","1213","1213","1213","11.511900901794434","11.511900901794434","11.511900901794434","","","","","",""
"494","","","","","","","1215","1215","1215","11.51111888885498","11.51111888885498","11.51111888885498","","","","","",""
"495","","","","","","","1223","1223","1223","11.51104736328125","11.51104736328125","11.51104736328125","","","","","",""
"496","","","","","","","1225","1225","1225","11.511795997619629","11.511795997619629","11.511795997619629","","","","","",""
"497","","","","","","","1227","1227","1227","11.511289596557617","11.511289596557617","11.511289596557617","","","","","",""
