"epoch","18/04 13:01:40 - training only discriminator - _step","18/04 13:01:40 - training only discriminator - _step__MIN","18/04 13:01:40 - training only discriminator - _step__MAX","18/04 13:01:40 - training only discriminator - D_Fake","18/04 13:01:40 - training only discriminator - D_Fake__MIN","18/04 13:01:40 - training only discriminator - D_Fake__MAX"
"365","731","731","731","-625.82177734375","-625.82177734375","-625.82177734375"
"366","733","733","733","-626.4915771484375","-626.4915771484375","-626.4915771484375"
"367","735","735","735","-626.23486328125","-626.23486328125","-626.23486328125"
"368","737","737","737","-625.60107421875","-625.60107421875","-625.60107421875"
"369","739","739","739","-627.3372192382812","-627.3372192382812","-627.3372192382812"
"370","741","741","741","-625.8488159179688","-625.8488159179688","-625.8488159179688"
"371","743","743","743","-626.6882934570312","-626.6882934570312","-626.6882934570312"
"372","745","745","745","-626.4851684570312","-626.4851684570312","-626.4851684570312"
"373","747","747","747","-627.8878173828125","-627.8878173828125","-627.8878173828125"
"374","749","749","749","-625.3139038085938","-625.3139038085938","-625.3139038085938"
"375","751","751","751","-628.0480346679688","-628.0480346679688","-628.0480346679688"
"376","753","753","753","-628.244140625","-628.244140625","-628.244140625"
"377","755","755","755","-627.0308227539062","-627.0308227539062","-627.0308227539062"
"378","757","757","757","-625.97509765625","-625.97509765625","-625.97509765625"
"379","759","759","759","-627.611328125","-627.611328125","-627.611328125"
"380","761","761","761","-627.671142578125","-627.671142578125","-627.671142578125"
"381","763","763","763","-628.3666381835938","-628.3666381835938","-628.3666381835938"
"382","765","765","765","-626.5375366210938","-626.5375366210938","-626.5375366210938"
"383","767","767","767","-626.1162109375","-626.1162109375","-626.1162109375"
"384","769","769","769","-626.8991088867188","-626.8991088867188","-626.8991088867188"
"385","771","771","771","-627.9577026367188","-627.9577026367188","-627.9577026367188"
"386","773","773","773","-628.8405151367188","-628.8405151367188","-628.8405151367188"
"387","775","775","775","-626.1619873046875","-626.1619873046875","-626.1619873046875"
"388","777","777","777","-626.9453125","-626.9453125","-626.9453125"
"389","779","779","779","-627.2982177734375","-627.2982177734375","-627.2982177734375"
"390","781","781","781","-628.6670532226562","-628.6670532226562","-628.6670532226562"
"391","783","783","783","-626.5900268554688","-626.5900268554688","-626.5900268554688"
"392","785","785","785","-626.7119750976562","-626.7119750976562","-626.7119750976562"
"393","787","787","787","-630.3740234375","-630.3740234375","-630.3740234375"
"394","789","789","789","-627.9872436523438","-627.9872436523438","-627.9872436523438"
"395","791","791","791","-629.5697021484375","-629.5697021484375","-629.5697021484375"
"396","793","793","793","-626.8795166015625","-626.8795166015625","-626.8795166015625"
"397","795","795","795","-628.5811157226562","-628.5811157226562","-628.5811157226562"
"398","797","797","797","-627.4141845703125","-627.4141845703125","-627.4141845703125"
"399","799","799","799","-627.0679931640625","-627.0679931640625","-627.0679931640625"
"400","801","801","801","-626.1251220703125","-626.1251220703125","-626.1251220703125"
"401","803","803","803","-629.23046875","-629.23046875","-629.23046875"
"402","805","805","805","-628.0333251953125","-628.0333251953125","-628.0333251953125"
"403","807","807","807","-629.0556640625","-629.0556640625","-629.0556640625"
"404","809","809","809","-627.7344360351562","-627.7344360351562","-627.7344360351562"
"405","811","811","811","-628.7943725585938","-628.7943725585938","-628.7943725585938"
"406","813","813","813","-628.1084594726562","-628.1084594726562","-628.1084594726562"
"407","815","815","815","-629.618896484375","-629.618896484375","-629.618896484375"
"408","817","817","817","-629.2463989257812","-629.2463989257812","-629.2463989257812"
"409","819","819","819","-626.5479125976562","-626.5479125976562","-626.5479125976562"
"410","821","821","821","-628.7583618164062","-628.7583618164062","-628.7583618164062"
"411","823","823","823","-628.2924194335938","-628.2924194335938","-628.2924194335938"
"412","825","825","825","-627.5455932617188","-627.5455932617188","-627.5455932617188"
"413","827","827","827","-626.8084106445312","-626.8084106445312","-626.8084106445312"
"414","829","829","829","-628.2341918945312","-628.2341918945312","-628.2341918945312"
"415","831","831","831","-628.7324829101562","-628.7324829101562","-628.7324829101562"
"416","833","833","833","-628.5293579101562","-628.5293579101562","-628.5293579101562"
"417","835","835","835","-628.8095092773438","-628.8095092773438","-628.8095092773438"
"418","837","837","837","-628.8845825195312","-628.8845825195312","-628.8845825195312"
"419","839","839","839","-628.4052734375","-628.4052734375","-628.4052734375"
"420","841","841","841","-627.158935546875","-627.158935546875","-627.158935546875"
"421","843","843","843","-629.3403930664062","-629.3403930664062","-629.3403930664062"
"422","845","845","845","-629.1144409179688","-629.1144409179688","-629.1144409179688"
"423","847","847","847","-627.9747924804688","-627.9747924804688","-627.9747924804688"
"424","849","849","849","-627.9967041015625","-627.9967041015625","-627.9967041015625"
"425","851","851","851","-627.773193359375","-627.773193359375","-627.773193359375"
"426","853","853","853","-629.5511474609375","-629.5511474609375","-629.5511474609375"
"427","855","855","855","-629.5421142578125","-629.5421142578125","-629.5421142578125"
"428","857","857","857","-628.256103515625","-628.256103515625","-628.256103515625"
"429","859","859","859","-628.9264526367188","-628.9264526367188","-628.9264526367188"
"430","861","861","861","-629.8662719726562","-629.8662719726562","-629.8662719726562"
"431","863","863","863","-627.8870849609375","-627.8870849609375","-627.8870849609375"
"432","865","865","865","-628.0655517578125","-628.0655517578125","-628.0655517578125"
"433","867","867","867","-628.0211181640625","-628.0211181640625","-628.0211181640625"
"434","869","869","869","-629.1715698242188","-629.1715698242188","-629.1715698242188"
"435","871","871","871","-628.9700317382812","-628.9700317382812","-628.9700317382812"
"436","873","873","873","-628.767822265625","-628.767822265625","-628.767822265625"
"437","875","875","875","-628.170166015625","-628.170166015625","-628.170166015625"
"438","877","877","877","-627.7738037109375","-627.7738037109375","-627.7738037109375"
"439","879","879","879","-629.2249755859375","-629.2249755859375","-629.2249755859375"
"440","881","881","881","-629.1083374023438","-629.1083374023438","-629.1083374023438"
"441","883","883","883","-627.1809692382812","-627.1809692382812","-627.1809692382812"
"442","885","885","885","-629.076171875","-629.076171875","-629.076171875"
"443","887","887","887","-630.8343505859375","-630.8343505859375","-630.8343505859375"
"444","889","889","889","-627.4492797851562","-627.4492797851562","-627.4492797851562"
"445","891","891","891","-629.4515991210938","-629.4515991210938","-629.4515991210938"
"446","893","893","893","-628.3909301757812","-628.3909301757812","-628.3909301757812"
"447","895","895","895","-628.91015625","-628.91015625","-628.91015625"
"448","897","897","897","-629.262939453125","-629.262939453125","-629.262939453125"
"449","899","899","899","-627.8630981445312","-627.8630981445312","-627.8630981445312"
"450","901","901","901","-630.0770874023438","-630.0770874023438","-630.0770874023438"
"451","903","903","903","-627.9993286132812","-627.9993286132812","-627.9993286132812"
"452","905","905","905","-631.0702514648438","-631.0702514648438","-631.0702514648438"
"453","907","907","907","-628.561279296875","-628.561279296875","-628.561279296875"
"454","909","909","909","-629.4072265625","-629.4072265625","-629.4072265625"
"455","911","911","911","-628.54541015625","-628.54541015625","-628.54541015625"
"456","913","913","913","-627.0270385742188","-627.0270385742188","-627.0270385742188"
"457","915","915","915","-626.869140625","-626.869140625","-626.869140625"
"458","917","917","917","-629.73291015625","-629.73291015625","-629.73291015625"
"459","919","919","919","-629.2158203125","-629.2158203125","-629.2158203125"
"460","921","921","921","-628.087646484375","-628.087646484375","-628.087646484375"
"461","923","923","923","-628.4009399414062","-628.4009399414062","-628.4009399414062"
"462","925","925","925","-628.1981201171875","-628.1981201171875","-628.1981201171875"
"463","927","927","927","-628.955322265625","-628.955322265625","-628.955322265625"
"464","929","929","929","-628.3069458007812","-628.3069458007812","-628.3069458007812"
"465","931","931","931","-627.85791015625","-627.85791015625","-627.85791015625"
"466","933","933","933","-628.7526245117188","-628.7526245117188","-628.7526245117188"
"467","935","935","935","-629.078857421875","-629.078857421875","-629.078857421875"
"468","937","937","937","-629.6740112304688","-629.6740112304688","-629.6740112304688"
"469","939","939","939","-628.3677368164062","-628.3677368164062","-628.3677368164062"
"470","941","941","941","-629.1505737304688","-629.1505737304688","-629.1505737304688"
"471","943","943","943","-628.9143676757812","-628.9143676757812","-628.9143676757812"
"472","945","945","945","-630.041748046875","-630.041748046875","-630.041748046875"
"473","947","947","947","-629.0049438476562","-629.0049438476562","-629.0049438476562"
"474","949","949","949","-628.8197021484375","-628.8197021484375","-628.8197021484375"
"475","951","951","951","-628.7052001953125","-628.7052001953125","-628.7052001953125"
"476","953","953","953","-629.410888671875","-629.410888671875","-629.410888671875"
"477","955","955","955","-629.0054931640625","-629.0054931640625","-629.0054931640625"
"478","957","957","957","-628.1759643554688","-628.1759643554688","-628.1759643554688"
"479","959","959","959","-629.46337890625","-629.46337890625","-629.46337890625"
"480","961","961","961","-628.2286376953125","-628.2286376953125","-628.2286376953125"
"481","963","963","963","-627.8643798828125","-627.8643798828125","-627.8643798828125"
"482","965","965","965","-628.4955444335938","-628.4955444335938","-628.4955444335938"
"483","967","967","967","-630.1096801757812","-630.1096801757812","-630.1096801757812"
"484","969","969","969","-628.9928588867188","-628.9928588867188","-628.9928588867188"
"485","971","971","971","-627.769287109375","-627.769287109375","-627.769287109375"
"486","973","973","973","-627.2335815429688","-627.2335815429688","-627.2335815429688"
"487","975","975","975","-628.5579833984375","-628.5579833984375","-628.5579833984375"
"488","977","977","977","-626.5430297851562","-626.5430297851562","-626.5430297851562"
"489","979","979","979","-629.53515625","-629.53515625","-629.53515625"
"490","981","981","981","-627.27685546875","-627.27685546875","-627.27685546875"
"491","983","983","983","-627.8157958984375","-627.8157958984375","-627.8157958984375"
"492","985","985","985","-628.3397216796875","-628.3397216796875","-628.3397216796875"
"493","987","987","987","-628.2867431640625","-628.2867431640625","-628.2867431640625"
"494","989","989","989","-629.1608276367188","-629.1608276367188","-629.1608276367188"
"495","991","991","991","-627.1253662109375","-627.1253662109375","-627.1253662109375"
"496","993","993","993","-626.820068359375","-626.820068359375","-626.820068359375"
"497","995","995","995","-628.1124267578125","-628.1124267578125","-628.1124267578125"
"498","997","997","997","-628.155517578125","-628.155517578125","-628.155517578125"
"499","999","999","999","-628.683349609375","-628.683349609375","-628.683349609375"
"500","1001","1001","1001","-627.8018798828125","-627.8018798828125","-627.8018798828125"
"501","1003","1003","1003","-628.0647583007812","-628.0647583007812","-628.0647583007812"
"502","1005","1005","1005","-628.1244506835938","-628.1244506835938","-628.1244506835938"
"503","1007","1007","1007","-627.666259765625","-627.666259765625","-627.666259765625"
"504","1009","1009","1009","-629.1846923828125","-629.1846923828125","-629.1846923828125"
"505","1011","1011","1011","-628.1453857421875","-628.1453857421875","-628.1453857421875"
"506","1013","1013","1013","-627.53515625","-627.53515625","-627.53515625"
"507","1015","1015","1015","-628.0396118164062","-628.0396118164062","-628.0396118164062"
"508","1017","1017","1017","-627.2249145507812","-627.2249145507812","-627.2249145507812"
"509","1019","1019","1019","-629.324951171875","-629.324951171875","-629.324951171875"
"510","1021","1021","1021","-628.3551025390625","-628.3551025390625","-628.3551025390625"
"511","1023","1023","1023","-628.0509643554688","-628.0509643554688","-628.0509643554688"
"512","1025","1025","1025","-627.5648193359375","-627.5648193359375","-627.5648193359375"
"513","1027","1027","1027","-628.1052856445312","-628.1052856445312","-628.1052856445312"
"514","1029","1029","1029","-627.7940063476562","-627.7940063476562","-627.7940063476562"
"515","1031","1031","1031","-628.0626220703125","-628.0626220703125","-628.0626220703125"
"516","1033","1033","1033","-627.8792114257812","-627.8792114257812","-627.8792114257812"
"517","1035","1035","1035","-628.352294921875","-628.352294921875","-628.352294921875"
"518","1037","1037","1037","-628.3765258789062","-628.3765258789062","-628.3765258789062"
"519","1039","1039","1039","-627.8809814453125","-627.8809814453125","-627.8809814453125"
"520","1041","1041","1041","-628.5686645507812","-628.5686645507812","-628.5686645507812"
"521","1043","1043","1043","-628.315673828125","-628.315673828125","-628.315673828125"
"522","1045","1045","1045","-628.181640625","-628.181640625","-628.181640625"
"523","1047","1047","1047","-629.142822265625","-629.142822265625","-629.142822265625"
"524","1049","1049","1049","-627.625732421875","-627.625732421875","-627.625732421875"
"525","1051","1051","1051","-629.3124389648438","-629.3124389648438","-629.3124389648438"
"526","1053","1053","1053","-628.8682861328125","-628.8682861328125","-628.8682861328125"
"527","1055","1055","1055","-627.9478759765625","-627.9478759765625","-627.9478759765625"
"528","1057","1057","1057","-629.4727172851562","-629.4727172851562","-629.4727172851562"
"529","1059","1059","1059","-627.427490234375","-627.427490234375","-627.427490234375"
"530","1061","1061","1061","-628.8400268554688","-628.8400268554688","-628.8400268554688"
"531","1063","1063","1063","-628.9630126953125","-628.9630126953125","-628.9630126953125"
"532","1065","1065","1065","-627.7394409179688","-627.7394409179688","-627.7394409179688"
"533","1067","1067","1067","-631.01318359375","-631.01318359375","-631.01318359375"
"534","1069","1069","1069","-628.6777954101562","-628.6777954101562","-628.6777954101562"
"535","1071","1071","1071","-627.5516357421875","-627.5516357421875","-627.5516357421875"
"536","1073","1073","1073","-631.2203979492188","-631.2203979492188","-631.2203979492188"
"537","1075","1075","1075","-630.40380859375","-630.40380859375","-630.40380859375"
"538","1077","1077","1077","-630.8296508789062","-630.8296508789062","-630.8296508789062"
"539","1079","1079","1079","-629.6866455078125","-629.6866455078125","-629.6866455078125"
"540","1081","1081","1081","-631.2254638671875","-631.2254638671875","-631.2254638671875"
"541","1083","1083","1083","-630.1336059570312","-630.1336059570312","-630.1336059570312"
"542","1085","1085","1085","-629.2955932617188","-629.2955932617188","-629.2955932617188"
"543","1087","1087","1087","-628.434814453125","-628.434814453125","-628.434814453125"
"544","1089","1089","1089","-631.3974609375","-631.3974609375","-631.3974609375"
"545","1091","1091","1091","-630.6804809570312","-630.6804809570312","-630.6804809570312"
"546","1093","1093","1093","-630.5106811523438","-630.5106811523438","-630.5106811523438"
"547","1095","1095","1095","-628.7201538085938","-628.7201538085938","-628.7201538085938"
"548","1097","1097","1097","-630.3167114257812","-630.3167114257812","-630.3167114257812"
"549","1099","1099","1099","-630.2843627929688","-630.2843627929688","-630.2843627929688"
"550","1101","1101","1101","-630.6202392578125","-630.6202392578125","-630.6202392578125"
"551","1103","1103","1103","-629.2938232421875","-629.2938232421875","-629.2938232421875"
"552","1105","1105","1105","-630.843505859375","-630.843505859375","-630.843505859375"
"553","1107","1107","1107","-629.47021484375","-629.47021484375","-629.47021484375"
"554","1109","1109","1109","-629.435546875","-629.435546875","-629.435546875"
"555","1111","1111","1111","-631.390380859375","-631.390380859375","-631.390380859375"
"556","1113","1113","1113","-631.4248657226562","-631.4248657226562","-631.4248657226562"
"557","1115","1115","1115","-629.1156616210938","-629.1156616210938","-629.1156616210938"
"558","1117","1117","1117","-630.7069702148438","-630.7069702148438","-630.7069702148438"
"559","1119","1119","1119","-630.0061645507812","-630.0061645507812","-630.0061645507812"
"560","1121","1121","1121","-630.0440063476562","-630.0440063476562","-630.0440063476562"
"561","1123","1123","1123","-629.4749145507812","-629.4749145507812","-629.4749145507812"
"562","1125","1125","1125","-630.2096557617188","-630.2096557617188","-630.2096557617188"
"563","1127","1127","1127","-630.55419921875","-630.55419921875","-630.55419921875"
"564","1129","1129","1129","-629.2003173828125","-629.2003173828125","-629.2003173828125"
"565","1131","1131","1131","-632.0917358398438","-632.0917358398438","-632.0917358398438"
"566","1133","1133","1133","-629.1945190429688","-629.1945190429688","-629.1945190429688"
"567","1135","1135","1135","-630.1406860351562","-630.1406860351562","-630.1406860351562"
"568","1137","1137","1137","-629.1553344726562","-629.1553344726562","-629.1553344726562"
"569","1139","1139","1139","-629.7118530273438","-629.7118530273438","-629.7118530273438"
"570","1141","1141","1141","-630.4777221679688","-630.4777221679688","-630.4777221679688"
"571","1143","1143","1143","-629.072509765625","-629.072509765625","-629.072509765625"
"572","1145","1145","1145","-629.3753662109375","-629.3753662109375","-629.3753662109375"
"573","1147","1147","1147","-630.642822265625","-630.642822265625","-630.642822265625"
"574","1149","1149","1149","-629.4605712890625","-629.4605712890625","-629.4605712890625"
"575","1151","1151","1151","-629.7965698242188","-629.7965698242188","-629.7965698242188"
"576","1153","1153","1153","-628.664794921875","-628.664794921875","-628.664794921875"
"577","1155","1155","1155","-629.1701049804688","-629.1701049804688","-629.1701049804688"
"578","1157","1157","1157","-630.8064575195312","-630.8064575195312","-630.8064575195312"
"579","1159","1159","1159","-629.1055908203125","-629.1055908203125","-629.1055908203125"
"580","1161","1161","1161","-629.6926879882812","-629.6926879882812","-629.6926879882812"
"581","1163","1163","1163","-631.4728393554688","-631.4728393554688","-631.4728393554688"
"582","1165","1165","1165","-630.1431274414062","-630.1431274414062","-630.1431274414062"
"583","1167","1167","1167","-631.073486328125","-631.073486328125","-631.073486328125"
"584","1169","1169","1169","-630.0194702148438","-630.0194702148438","-630.0194702148438"
"585","1171","1171","1171","-631.134033203125","-631.134033203125","-631.134033203125"
"586","1173","1173","1173","-628.880859375","-628.880859375","-628.880859375"
"587","1175","1175","1175","-631.3341064453125","-631.3341064453125","-631.3341064453125"
"588","1177","1177","1177","-632.5003051757812","-632.5003051757812","-632.5003051757812"
"589","1179","1179","1179","-629.778564453125","-629.778564453125","-629.778564453125"
"590","1181","1181","1181","-630.8515014648438","-630.8515014648438","-630.8515014648438"
"591","1183","1183","1183","-630.2396850585938","-630.2396850585938","-630.2396850585938"
"592","1185","1185","1185","-632.3690185546875","-632.3690185546875","-632.3690185546875"
"593","1187","1187","1187","-631.3743286132812","-631.3743286132812","-631.3743286132812"
"594","1189","1189","1189","-632.7549438476562","-632.7549438476562","-632.7549438476562"
"595","1191","1191","1191","-632.1403198242188","-632.1403198242188","-632.1403198242188"
"596","1193","1193","1193","-633.5409545898438","-633.5409545898438","-633.5409545898438"
"597","1195","1195","1195","-631.593994140625","-631.593994140625","-631.593994140625"
"598","1197","1197","1197","-632.5478515625","-632.5478515625","-632.5478515625"
"599","1199","1199","1199","-633.3880615234375","-633.3880615234375","-633.3880615234375"
"600","1201","1201","1201","-632.660400390625","-632.660400390625","-632.660400390625"
"601","1203","1203","1203","-632.625","-632.625","-632.625"
"602","1205","1205","1205","-631.8624877929688","-631.8624877929688","-631.8624877929688"
"603","1207","1207","1207","-632.2273559570312","-632.2273559570312","-632.2273559570312"
"604","1209","1209","1209","-633.1372680664062","-633.1372680664062","-633.1372680664062"
"605","1211","1211","1211","-632.9141845703125","-632.9141845703125","-632.9141845703125"
"606","1213","1213","1213","-634.409423828125","-634.409423828125","-634.409423828125"
"607","1215","1215","1215","-633.3851318359375","-633.3851318359375","-633.3851318359375"
"608","1217","1217","1217","-634.4876708984375","-634.4876708984375","-634.4876708984375"
"609","1219","1219","1219","-632.391845703125","-632.391845703125","-632.391845703125"
"610","1221","1221","1221","-634.2833862304688","-634.2833862304688","-634.2833862304688"
"611","1223","1223","1223","-632.062744140625","-632.062744140625","-632.062744140625"
"612","1225","1225","1225","-633.5888061523438","-633.5888061523438","-633.5888061523438"
"613","1227","1227","1227","-633.50244140625","-633.50244140625","-633.50244140625"
"614","1229","1229","1229","-634.057861328125","-634.057861328125","-634.057861328125"
"615","1231","1231","1231","-633.4142456054688","-633.4142456054688","-633.4142456054688"
"616","1233","1233","1233","-634.1217041015625","-634.1217041015625","-634.1217041015625"
"617","1235","1235","1235","-634.0715942382812","-634.0715942382812","-634.0715942382812"
"618","1237","1237","1237","-634.0322265625","-634.0322265625","-634.0322265625"
"619","1239","1239","1239","-634.13037109375","-634.13037109375","-634.13037109375"
"620","1241","1241","1241","-634.2867431640625","-634.2867431640625","-634.2867431640625"
"621","1243","1243","1243","-635.3141479492188","-635.3141479492188","-635.3141479492188"
"622","1245","1245","1245","-634.7888793945312","-634.7888793945312","-634.7888793945312"
"623","1247","1247","1247","-634.8457641601562","-634.8457641601562","-634.8457641601562"
"624","1249","1249","1249","-634.4194946289062","-634.4194946289062","-634.4194946289062"
"625","1251","1251","1251","-635.9246215820312","-635.9246215820312","-635.9246215820312"
"626","1253","1253","1253","-635.314208984375","-635.314208984375","-635.314208984375"
"627","1255","1255","1255","-636.3309936523438","-636.3309936523438","-636.3309936523438"
"628","1257","1257","1257","-634.0820922851562","-634.0820922851562","-634.0820922851562"
"629","1259","1259","1259","-635.8164672851562","-635.8164672851562","-635.8164672851562"
"630","1261","1261","1261","-636.5820922851562","-636.5820922851562","-636.5820922851562"
"631","1263","1263","1263","-635.9996948242188","-635.9996948242188","-635.9996948242188"
"632","1265","1265","1265","-635.781494140625","-635.781494140625","-635.781494140625"
"633","1267","1267","1267","-634.0872802734375","-634.0872802734375","-634.0872802734375"
"634","1269","1269","1269","-636.3707275390625","-636.3707275390625","-636.3707275390625"
"635","1271","1271","1271","-635.6304321289062","-635.6304321289062","-635.6304321289062"
"636","1273","1273","1273","-634.6033325195312","-634.6033325195312","-634.6033325195312"
"637","1275","1275","1275","-634.5173950195312","-634.5173950195312","-634.5173950195312"
"638","1277","1277","1277","-635.455078125","-635.455078125","-635.455078125"
"639","1279","1279","1279","-635.5357666015625","-635.5357666015625","-635.5357666015625"
"640","1281","1281","1281","-635.4737548828125","-635.4737548828125","-635.4737548828125"
"641","1283","1283","1283","-634.68896484375","-634.68896484375","-634.68896484375"
"642","1285","1285","1285","-635.442626953125","-635.442626953125","-635.442626953125"
"643","1287","1287","1287","-636.0752563476562","-636.0752563476562","-636.0752563476562"
"644","1289","1289","1289","-635.5014038085938","-635.5014038085938","-635.5014038085938"
"645","1291","1291","1291","-636.2413940429688","-636.2413940429688","-636.2413940429688"
"646","1293","1293","1293","-636.2275390625","-636.2275390625","-636.2275390625"
"647","1295","1295","1295","-635.5001220703125","-635.5001220703125","-635.5001220703125"
"648","1297","1297","1297","-635.5147094726562","-635.5147094726562","-635.5147094726562"
"649","1299","1299","1299","-634.9541625976562","-634.9541625976562","-634.9541625976562"
"650","1301","1301","1301","-636.2101440429688","-636.2101440429688","-636.2101440429688"
"651","1303","1303","1303","-635.5921630859375","-635.5921630859375","-635.5921630859375"
"652","1305","1305","1305","-634.7908325195312","-634.7908325195312","-634.7908325195312"
"653","1307","1307","1307","-634.4611206054688","-634.4611206054688","-634.4611206054688"
"654","1309","1309","1309","-636.9672241210938","-636.9672241210938","-636.9672241210938"
"655","1311","1311","1311","-635.8547973632812","-635.8547973632812","-635.8547973632812"
"656","1313","1313","1313","-635.78369140625","-635.78369140625","-635.78369140625"
"657","1315","1315","1315","-634.427734375","-634.427734375","-634.427734375"
"658","1317","1317","1317","-635.4281616210938","-635.4281616210938","-635.4281616210938"
"659","1319","1319","1319","-637.178955078125","-637.178955078125","-637.178955078125"
"660","1321","1321","1321","-635.8438720703125","-635.8438720703125","-635.8438720703125"
"661","1323","1323","1323","-636.1099853515625","-636.1099853515625","-636.1099853515625"
"662","1325","1325","1325","-634.4656372070312","-634.4656372070312","-634.4656372070312"
"663","1327","1327","1327","-636.7438354492188","-636.7438354492188","-636.7438354492188"
"664","1329","1329","1329","-635.3919677734375","-635.3919677734375","-635.3919677734375"
"665","1331","1331","1331","-635.3726806640625","-635.3726806640625","-635.3726806640625"
"666","1333","1333","1333","-635.2210083007812","-635.2210083007812","-635.2210083007812"
"667","1335","1335","1335","-634.8589477539062","-634.8589477539062","-634.8589477539062"
"668","1337","1337","1337","-635.4125366210938","-635.4125366210938","-635.4125366210938"
"669","1339","1339","1339","-636.8294677734375","-636.8294677734375","-636.8294677734375"
"670","1341","1341","1341","-635.6744384765625","-635.6744384765625","-635.6744384765625"
"671","1343","1343","1343","-636.8592529296875","-636.8592529296875","-636.8592529296875"
"672","1345","1345","1345","-636.3444213867188","-636.3444213867188","-636.3444213867188"
"673","1347","1347","1347","-636.5466918945312","-636.5466918945312","-636.5466918945312"
"674","1349","1349","1349","-635.5831909179688","-635.5831909179688","-635.5831909179688"
"675","1351","1351","1351","-635.7874145507812","-635.7874145507812","-635.7874145507812"
"676","1353","1353","1353","-637.3742065429688","-637.3742065429688","-637.3742065429688"
"677","1355","1355","1355","-635.7507934570312","-635.7507934570312","-635.7507934570312"
"678","1357","1357","1357","-636.316650390625","-636.316650390625","-636.316650390625"
"679","1359","1359","1359","-636.3158569335938","-636.3158569335938","-636.3158569335938"
"680","1361","1361","1361","-636.3159790039062","-636.3159790039062","-636.3159790039062"
"681","1363","1363","1363","-635.9000244140625","-635.9000244140625","-635.9000244140625"
"682","1365","1365","1365","-635.8668823242188","-635.8668823242188","-635.8668823242188"
"683","1367","1367","1367","-635.5806274414062","-635.5806274414062","-635.5806274414062"
"684","1369","1369","1369","-637.4855346679688","-637.4855346679688","-637.4855346679688"
"685","1371","1371","1371","-636.3214721679688","-636.3214721679688","-636.3214721679688"
"686","1373","1373","1373","-635.6959228515625","-635.6959228515625","-635.6959228515625"
"687","1375","1375","1375","-636.1975708007812","-636.1975708007812","-636.1975708007812"
"688","1377","1377","1377","-636.2578125","-636.2578125","-636.2578125"
"689","1379","1379","1379","-636.7965698242188","-636.7965698242188","-636.7965698242188"
"690","1381","1381","1381","-637.0604858398438","-637.0604858398438","-637.0604858398438"
"691","1383","1383","1383","-635.718505859375","-635.718505859375","-635.718505859375"
"692","1385","1385","1385","-637.1408081054688","-637.1408081054688","-637.1408081054688"
"693","1387","1387","1387","-637.5332641601562","-637.5332641601562","-637.5332641601562"
"694","1389","1389","1389","-637.5752563476562","-637.5752563476562","-637.5752563476562"
"695","1391","1391","1391","-638.1805419921875","-638.1805419921875","-638.1805419921875"
"696","1393","1393","1393","-636.6676025390625","-636.6676025390625","-636.6676025390625"
"697","1395","1395","1395","-636.8756103515625","-636.8756103515625","-636.8756103515625"
"698","1397","1397","1397","-638.657958984375","-638.657958984375","-638.657958984375"
"699","1399","1399","1399","-637.5504150390625","-637.5504150390625","-637.5504150390625"
"700","1401","1401","1401","-638.6821899414062","-638.6821899414062","-638.6821899414062"
"701","1403","1403","1403","-636.501708984375","-636.501708984375","-636.501708984375"
"702","1405","1405","1405","-636.8037109375","-636.8037109375","-636.8037109375"
"703","1407","1407","1407","-636.7073974609375","-636.7073974609375","-636.7073974609375"
"704","1409","1409","1409","-639.7835693359375","-639.7835693359375","-639.7835693359375"
"705","1411","1411","1411","-637.3753051757812","-637.3753051757812","-637.3753051757812"
"706","1413","1413","1413","-637.7481079101562","-637.7481079101562","-637.7481079101562"
"707","1415","1415","1415","-637.76904296875","-637.76904296875","-637.76904296875"
"708","1417","1417","1417","-637.7299194335938","-637.7299194335938","-637.7299194335938"
"709","1419","1419","1419","-639.4783935546875","-639.4783935546875","-639.4783935546875"
"710","1421","1421","1421","-636.1478271484375","-636.1478271484375","-636.1478271484375"
"711","1423","1423","1423","-638.5477905273438","-638.5477905273438","-638.5477905273438"
"712","1425","1425","1425","-638.2119140625","-638.2119140625","-638.2119140625"
"713","1427","1427","1427","-638.02880859375","-638.02880859375","-638.02880859375"
"714","1429","1429","1429","-637.9927368164062","-637.9927368164062","-637.9927368164062"
"715","1431","1431","1431","-638.7262573242188","-638.7262573242188","-638.7262573242188"
"716","1433","1433","1433","-637.264892578125","-637.264892578125","-637.264892578125"
"717","1435","1435","1435","-637.67529296875","-637.67529296875","-637.67529296875"
"718","1437","1437","1437","-639.5785522460938","-639.5785522460938","-639.5785522460938"
"719","1439","1439","1439","-638.5274047851562","-638.5274047851562","-638.5274047851562"
"720","1441","1441","1441","-637.0813598632812","-637.0813598632812","-637.0813598632812"
"721","1443","1443","1443","-639.7144775390625","-639.7144775390625","-639.7144775390625"
"722","1445","1445","1445","-637.1182861328125","-637.1182861328125","-637.1182861328125"
"723","1447","1447","1447","-638.508544921875","-638.508544921875","-638.508544921875"
"724","1449","1449","1449","-637.8547973632812","-637.8547973632812","-637.8547973632812"
"725","1451","1451","1451","-638.8948974609375","-638.8948974609375","-638.8948974609375"
"726","1453","1453","1453","-639.5281982421875","-639.5281982421875","-639.5281982421875"
"727","1455","1455","1455","-636.9898681640625","-636.9898681640625","-636.9898681640625"
"728","1457","1457","1457","-640.657470703125","-640.657470703125","-640.657470703125"
"729","1459","1459","1459","-637.710205078125","-637.710205078125","-637.710205078125"
